start,O'Connor
-16.4966,123.6353
-16.4967,123.6455
-16.4945,123.6450
-16.4964,123.6507
-16.4960,123.6575
-16.4939,123.6616
-16.4910,123.6629
-16.4849,123.6605
-16.4833,123.6552
-16.4847,123.6534
-16.4798,123.6482
-16.4749,123.6513
-16.4740,123.6431
-16.4718,123.6420
-16.4688,123.6354
-16.4667,123.6342
-16.4657,123.6247
-16.4487,123.5992
-16.4322,123.5452
-16.4310,123.5431
-16.4298,123.5478
-16.4272,123.5429
-16.4275,123.5419
-16.4292,123.5435
-16.4308,123.5408
-16.4218,123.5113
-16.4191,123.5130
-16.4175,123.5113
-16.4177,123.5071
-16.4199,123.5053
-16.4070,123.5027
-16.4108,123.5044
-16.4079,123.5062
-16.4105,123.5108
-16.4099,123.5138
-16.4154,123.5348
-16.4263,123.5595
-16.4272,123.5730
-16.4287,123.5761
-16.4276,123.5822
-16.4248,123.5822
-16.4219,123.5768
-16.4201,123.5788
-16.4197,123.5679
-16.4085,123.5478
-16.4080,123.5604
-16.4109,123.5644
-16.4079,123.5630
-16.4010,123.5415
-16.4011,123.5466
-16.3989,123.5410
-16.3991,123.5371
-16.3959,123.5256
-16.3919,123.5203
-16.3931,123.5198
-16.3913,123.5112
-16.3906,123.5186
-16.3892,123.5186
-16.3872,123.5151
-16.3864,123.5177
-16.3829,123.5141
-16.3830,123.5119
-16.3802,123.5091
-16.3848,123.5217
-16.3912,123.5281
-16.3925,123.5263
-16.3950,123.5348
-16.3959,123.5317
-16.3979,123.5358
-16.3966,123.5384
-16.3954,123.5367
-16.3945,123.5377
-16.3945,123.5403
-16.3998,123.5674
-16.4015,123.5680
-16.4012,123.5663
-16.4034,123.5661
-16.4031,123.5566
-16.4049,123.5648
-16.4083,123.5717
-16.4078,123.5749
-16.4061,123.5710
-16.4044,123.5723
-16.4029,123.5696
-16.4029,123.5735
-16.4008,123.5719
-16.4028,123.5861
-16.4075,123.5886
-16.4035,123.5900
-16.4056,123.5979
-16.4155,123.6051
-16.4171,123.5918
-16.4257,123.6079
-16.4299,123.6213
-16.4229,123.6295
-16.4246,123.6328
-16.4292,123.6351
-16.4282,123.6374
-16.4264,123.6356
-16.4260,123.6373
-16.4366,123.6655
-16.4345,123.6685
-16.4335,123.6765
-16.4309,123.6737
-16.4293,123.6761
-16.4326,123.6814
-16.4274,123.6802
-16.4279,123.6849
-16.4212,123.6936
-16.4208,123.6969
-16.4148,123.6972
-16.4161,123.6797
-16.4129,123.6825
-16.4108,123.6884
-16.4090,123.6895
-16.4080,123.6858
-16.4048,123.6882
-16.3853,123.6479
-16.3715,123.6389
-16.3707,123.6409
-16.3677,123.6389
-16.3702,123.6380
-16.3679,123.6365
-16.3650,123.6374
-16.3611,123.6321
-16.3567,123.6292
-16.3628,123.6586
-16.3647,123.6591
-16.3661,123.6525
-16.3694,123.6513
-16.3789,123.6561
-16.3833,123.6635
-16.3831,123.6730
-16.3773,123.6681
-16.3753,123.6685
-16.3713,123.6638
-16.3679,123.6629
-16.3696,123.6723
-16.3753,123.6814
-16.3732,123.6916
-16.3749,123.6949
-16.3748,123.7022
-16.3719,123.7036
-16.3720,123.7124
-16.3734,123.7116
-16.3723,123.7169
-16.3559,123.7077
-16.3540,123.7106
-16.3529,123.7066
-16.3506,123.7067
-16.3486,123.7036
-16.3375,123.6974
-16.2904,123.6271
-16.2870,123.6113
-16.2921,123.6135
-16.2917,123.6114
-16.2955,123.6144
-16.3002,123.6142
-16.3051,123.6185
-16.3172,123.6244
-16.3139,123.6074
-16.3107,123.6054
-16.3112,123.6040
-16.3136,123.6056
-16.3129,123.6020
-16.3100,123.5991
-16.3112,123.5933
-16.3228,123.5987
-16.3180,123.5961
-16.3161,123.5919
-16.3127,123.5912
-16.3100,123.5881
-16.3148,123.5898
-16.2831,123.5502
-16.2783,123.5500
-16.2792,123.5515
-16.2742,123.5502
-16.2729,123.5514
-16.2711,123.5498
-16.2675,123.5497
-16.2670,123.5509
-16.2628,123.5495
-16.2665,123.5540
-16.2697,123.5544
-16.2678,123.5557
-16.2762,123.5660
-16.2762,123.5706
-16.2739,123.5723
-16.2718,123.5781
-16.2743,123.5790
-16.2720,123.5821
-16.2708,123.5807
-16.2640,123.5992
-16.2581,123.5919
-16.2561,123.5923
-16.2554,123.5891
-16.2539,123.5895
-16.2552,123.5932
-16.2496,123.5857
-16.2493,123.5810
-16.2452,123.5760
-16.2555,123.6013
-16.2572,123.6021
-16.2618,123.6166
-16.2437,123.6096
-16.2392,123.5801
-16.2379,123.5883
-16.2365,123.5889
-16.2324,123.6019
-16.2162,123.5637
-16.2163,123.5829
-16.2183,123.5798
-16.2201,123.5806
-16.2176,123.5952
-16.2184,123.5993
-16.2163,123.6011
-16.2144,123.5997
-16.2157,123.5974
-16.2117,123.5927
-16.2116,123.5860
-16.2097,123.5861
-16.2075,123.5815
-16.2058,123.5816
-16.2073,123.5796
-16.2052,123.5723
-16.2058,123.5689
-16.2103,123.5638
-16.1996,123.5736
-16.1917,123.5686
-16.1921,123.5724
-16.1892,123.5686
-16.1865,123.5679
-16.1883,123.5664
-16.1759,123.5584
-16.1808,123.5707
-16.1656,123.6024
-16.1662,123.6039
-16.1633,123.6072
-16.1636,123.6107
-16.1618,123.6105
-16.1604,123.6133
-16.1641,123.6129
-16.1654,123.6145
-16.1633,123.6172
-16.1749,123.6311
-16.1761,123.6357
-16.1735,123.6373
-16.1576,123.6204
-16.1602,123.6239
-16.1606,123.6300
-16.1617,123.6284
-16.1648,123.6372
-16.1689,123.6406
-16.1674,123.6460
-16.1683,123.6477
-16.1672,123.6495
-16.1662,123.6485
-16.1683,123.6552
-16.1596,123.6579
-16.1584,123.6630
-16.1572,123.6586
-16.1534,123.6598
-16.1598,123.6679
-16.1618,123.6657
-16.1628,123.6664
-16.1614,123.6728
-16.1632,123.6757
-16.1607,123.6749
-16.1539,123.6677
-16.1536,123.6698
-16.1512,123.6653
-16.1536,123.6834
-16.1586,123.6826
-16.1596,123.6772
-16.1605,123.6797
-16.1598,123.6857
-16.1585,123.6842
-16.1542,123.6866
-16.1549,123.6907
-16.1511,123.6912
-16.1511,123.6934
-16.1593,123.6951
-16.1594,123.6937
-16.1619,123.6956
-16.1600,123.6898
-16.1638,123.6960
-16.1661,123.6957
-16.1662,123.6931
-16.1732,123.6960
-16.1708,123.6974
-16.1902,123.7014
-16.1888,123.7040
-16.1871,123.7031
-16.1691,123.7135
-16.1606,123.7082
-16.1614,123.7121
-16.1708,123.7234
-16.1678,123.7250
-16.1586,123.7189
-16.1540,123.7131
-16.1555,123.7216
-16.1577,123.7249
-16.1563,123.7258
-16.1568,123.7284
-16.1534,123.7272
-16.1506,123.7246
-16.1524,123.7245
-16.1449,123.7178
-16.1476,123.7221
-16.1431,123.7189
-16.1407,123.7190
-16.1373,123.7117
-16.1286,123.7030
-16.1459,123.7308
-16.1527,123.7383
-16.1526,123.7353
-16.1556,123.7368
-16.1568,123.7355
-16.1606,123.7379
-16.1594,123.7396
-16.1547,123.7393
-16.1535,123.7418
-16.1559,123.7460
-16.1627,123.7472
-16.1575,123.7495
-16.1625,123.7575
-16.1647,123.7564
-16.1634,123.7590
-16.1653,123.7621
-16.1670,123.7609
-16.1687,123.7641
-16.1667,123.7644
-16.1705,123.7705
-16.1810,123.7757
-16.1813,123.7778
-16.2092,123.7968
-16.2196,123.8146
-16.2187,123.8033
-16.2161,123.8011
-16.2185,123.8007
-16.2180,123.7950
-16.2144,123.7946
-16.2158,123.7931
-16.2144,123.7898
-16.2095,123.7886
-16.2098,123.7868
-16.2127,123.7868
-16.2124,123.7847
-16.2174,123.7878
-16.2165,123.7764
-16.2136,123.7736
-16.2161,123.7715
-16.2288,123.7756
-16.2388,123.7950
-16.2630,123.7969
-16.2537,123.7906
-16.2529,123.7917
-16.2439,123.7869
-16.2453,123.7857
-16.2430,123.7833
-16.2460,123.7833
-16.2459,123.7821
-16.2474,123.7833
-16.2621,123.7834
-16.2518,123.7771
-16.2531,123.7429
-16.2632,123.7406
-16.2727,123.7498
-16.2725,123.7519
-16.2786,123.7573
-16.2768,123.7573
-16.2976,123.7827
-16.2840,123.7831
-16.3046,123.7916
-16.2987,123.7836
-16.3030,123.7844
-16.3108,123.7942
-16.3161,123.7963
-16.3206,123.8100
-16.3039,123.7995
-16.3228,123.8253
-16.3221,123.8273
-16.3249,123.8321
-16.3237,123.8388
-16.3262,123.8429
-16.3233,123.8412
-16.3196,123.8352
-16.3179,123.8384
-16.3278,123.8659
-16.3299,123.8654
-16.3310,123.8620
-16.3301,123.8566
-16.3405,123.8584
-16.3340,123.8619
-16.3348,123.8641
-16.3503,123.8601
-16.3497,123.8629
-16.3517,123.8635
-16.3505,123.8642
-16.3520,123.8671
-16.3492,123.8653
-16.3470,123.8764
-16.3622,123.8657
-16.3776,123.8760
-16.3543,123.8364
-16.4037,123.8472
-16.4069,123.8468
-16.4351,123.8540
-16.4371,123.8552
-16.4363,123.8557
-16.4470,123.8711
-16.4430,123.8723
-16.4447,123.8756
-16.4398,123.8723
-16.4296,123.8706
-16.4247,123.8722
-16.4128,123.8670
-16.4207,123.8930
-16.4239,123.8951
-16.4250,123.8992
-16.4228,123.8999
-16.4146,123.8991
-16.4137,123.9002
-16.4054,123.8960
-16.3935,123.8933
-16.3922,123.8993
-16.3902,123.8964
-16.3834,123.8936
-16.3757,123.8926
-16.3727,123.8948
-16.3650,123.8950
-16.3536,123.8843
-16.3590,123.8985
-16.3633,123.8994
-16.3620,123.9013
-16.3629,123.9089
-16.3428,123.8857
-16.3522,123.9170
-16.3337,123.8928
-16.3040,123.8838
-16.3174,123.8975
-16.3272,123.8996
-16.3351,123.9058
-16.3598,123.9413
-16.3789,123.9757
-16.3769,123.9784
-16.3795,123.9838
-16.3766,123.9854
-16.3750,123.9845
-16.3746,123.9867
-16.3722,123.9850
-16.3704,123.9875
-16.3649,123.9856
-16.3611,123.9861
-16.3611,123.9843
-16.3550,123.9839
-16.3528,123.9811
-16.3474,123.9803
-16.3426,123.9763
-16.3404,123.9772
-16.3408,123.9749
-16.3359,123.9705
-16.3366,123.9678
-16.3327,123.9676
-16.3322,123.9644
-16.3296,123.9622
-16.3302,123.9597
-16.3287,123.9586
-16.3267,123.9600
-16.3250,123.9551
-16.3221,123.9536
-16.3205,123.9557
-16.3192,123.9526
-16.3155,123.9512
-16.3152,123.9487
-16.3099,123.9487
-16.3074,123.9456
-16.3065,123.9507
-16.3043,123.9493
-16.3052,123.9465
-16.3034,123.9452
-16.3058,123.9438
-16.3053,123.9423
-16.3031,123.9395
-16.3019,123.9399
-16.3018,123.938
-16.2990,123.9361
-16.3001,123.9353
-16.2977,123.9335
-16.2866,123.9504
-16.2889,123.9513
-16.2889,123.9531
-16.2856,123.9521
-16.2826,123.9603
-16.2798,123.9609
-16.2909,123.9967
-16.2929,123.9978
-16.2918,124.0000
-16.2871,123.9959
-16.2814,123.9937
-16.2836,123.9917
-16.2817,123.9888
-16.2835,123.9884
-16.2646,123.9622
-16.2601,123.9638
-16.2635,123.9606
-16.2595,123.9550
-16.2528,123.9624
-16.2515,123.9603
-16.2541,123.9588
-16.2575,123.9523
-16.2509,123.9457
-16.2501,123.9475
-16.2524,123.9514
-16.2490,123.9496
-16.2461,123.9519
-16.2454,123.9491
-16.2478,123.9474
-16.2464,123.9435
-16.2491,123.9416
-16.2468,123.9378
-16.2409,123.9338
-16.2374,123.9360
-16.2384,123.9308
-16.2347,123.9265
-16.2354,123.9244
-16.2315,123.9267
-16.2296,123.9258
-16.2353,123.9214
-16.2339,123.9197
-16.2286,123.9195
-16.2314,123.9159
-16.2268,123.9174
-16.2262,123.9152
-16.2248,123.9162
-16.2237,123.9151
-16.2218,123.9165
-16.2190,123.9124
-16.2102,123.9099
-16.2156,123.9152
-16.2187,123.9216
-16.2222,123.9216
-16.2226,123.9245
-16.2201,123.9235
-16.2295,123.9366
-16.2335,123.9399
-16.2339,123.9426
-16.2536,123.9700
-16.2537,123.9734
-16.2558,123.9758
-16.2538,123.9756
-16.2542,123.9928
-16.2571,123.9903
-16.2601,123.9906
-16.2599,123.9941
-16.2616,123.9955
-16.2609,123.9972
-16.2543,123.9966
-16.2561,123.9987
-16.2544,123.9998
-16.2545,124.0028
-16.2647,123.9998
-16.2610,124.0107
-16.2683,124.0178
-16.2595,124.0149
-16.2610,124.0189
-16.2588,124.0188
-16.2593,124.0212
-16.2576,124.0211
-16.2602,124.0251
-16.2557,124.0262
-16.2601,124.0269
-16.2604,124.0294
-16.2738,124.0388
-16.2769,124.0382
-16.2746,124.0393
-16.2783,124.0419
-16.2787,124.0603
-16.2841,124.0677
-16.2788,124.0624
-16.2799,124.1056
-16.2822,124.1016
-16.2853,124.1014
-16.2826,124.1026
-16.2822,124.1055
-16.2799,124.1072
-16.2802,124.1189
-16.2832,124.1175
-16.2803,124.1210
-16.2804,124.1244
-16.2812,124.1251
-16.2826,124.1230
-16.2841,124.1258
-16.2855,124.1241
-16.2889,124.1245
-16.2891,124.1266
-16.2862,124.1276
-16.2863,124.1309
-16.2893,124.1372
-16.2925,124.1394
-16.2942,124.1445
-16.2967,124.1461
-16.2960,124.1485
-16.2993,124.1517
-16.2999,124.1575
-16.3059,124.1638
-16.3058,124.1697
-16.3095,124.1797
-16.3117,124.1790
-16.3122,124.1763
-16.3178,124.1766
-16.3200,124.1787
-16.3232,124.1753
-16.3282,124.1750
-16.3305,124.1770
-16.3317,124.1840
-16.3340,124.1833
-16.3332,124.1852
-16.3498,124.1890
-16.3526,124.1856
-16.3544,124.1901
-16.3860,124.1974
-16.3861,124.1961
-16.3890,124.1958
-16.3894,124.1982
-16.4047,124.2018
-16.4026,124.2050
-16.4036,124.2062
-16.4001,124.2089
-16.4024,124.2108
-16.3984,124.2114
-16.4184,124.2227
-16.4195,124.2317
-16.4180,124.2333
-16.4170,124.2620
-16.4194,124.2610
-16.4170,124.2629
-16.4162,124.2861
-16.4171,124.2899
-16.4217,124.2901
-16.4239,124.2946
-16.4184,124.3011
-16.4174,124.3014
-16.4177,124.2982
-16.4158,124.2991
-16.4154,124.3081
-16.4201,124.3112
-16.4181,124.3131
-16.4179,124.3179
-16.4149,124.3249
-16.4196,124.3221
-16.4245,124.3276
-16.4394,124.3318
-16.4420,124.3245
-16.4415,124.3150
-16.4432,124.3146
-16.4433,124.3223
-16.4451,124.3234
-16.4554,124.3080
-16.4686,124.3191
-16.4603,124.3442
-16.4655,124.3449
-16.4595,124.3467
-16.4544,124.3621
-16.4582,124.3636
-16.4539,124.3637
-16.4451,124.3901
-16.4589,124.3902
-16.4786,124.4072
-16.4827,124.4035
-16.4841,124.4039
-16.5045,124.3916
-16.5099,124.4152
-16.5149,124.4127
-16.5223,124.4059
-16.5194,124.4105
-16.5255,124.4075
-16.5272,124.3954
-16.5308,124.3922
-16.5330,124.3922
-16.5432,124.4102
-16.5424,124.4126
-16.5377,124.4157
-16.5365,124.4220
-16.5333,124.4228
-16.5317,124.4262
-16.5242,124.4254
-16.5226,124.4283
-16.5179,124.4275
-16.5255,124.4355
-16.5100,124.4322
-16.5097,124.4343
-16.5051,124.4312
-16.4984,124.4298
-16.5089,124.4426
-16.5027,124.4446
-16.5067,124.4493
-16.5028,124.4462
-16.4949,124.4435
-16.5011,124.4492
-16.4960,124.4480
-16.5016,124.4619
-16.4985,124.4682
-16.4955,124.4674
-16.4919,124.4632
-16.4929,124.4616
-16.4754,124.4413
-16.4852,124.4190
-16.4773,124.4126
-16.4764,124.4102
-16.4702,124.4066
-16.4696,124.4027
-16.4635,124.4012
-16.4624,124.4028
-16.4554,124.4035
-16.4488,124.4066
-16.4441,124.4009
-16.4290,124.4018
-16.4223,124.3985
-16.4152,124.3887
-16.4137,124.3811
-16.4161,124.3754
-16.4188,124.3365
-16.4160,124.3406
-16.4163,124.3442
-16.4101,124.3425
-16.4073,124.3471
-16.4046,124.3464
-16.3787,124.3656
-16.3781,124.3648
-16.3530,124.3823
-16.3537,124.3842
-16.3456,124.3874
-16.3671,124.4029
-16.3702,124.4022
-16.3704,124.4053
-16.3732,124.4073
-16.3735,124.4141
-16.3708,124.4146
-16.3701,124.4203
-16.3686,124.4208
-16.3668,124.4262
-16.3706,124.4255
-16.3718,124.4270
-16.3804,124.4287
-16.3829,124.4263
-16.3890,124.4254
-16.3940,124.4312
-16.3952,124.4397
-16.3921,124.4448
-16.3901,124.4442
-16.3886,124.4495
-16.4109,124.4492
-16.4076,124.4661
-16.4113,124.4641
-16.4059,124.4749
-16.4081,124.4795
-16.4058,124.4824
-16.4046,124.4872
-16.4064,124.4898
-16.4043,124.4944
-16.4058,124.4964
-16.4116,124.4945
-16.4105,124.4970
-16.4023,124.4970
-16.4008,124.5012
-16.4073,124.5091
-16.4085,124.5136
-16.4072,124.5316
-16.4102,124.5401
-16.4080,124.5544
-16.4103,124.5705
-16.4108,124.5726
-16.413,124.5733
-16.4111,124.5737
-16.4131,124.5797
-16.4143,124.5997
-16.4030,124.6674
-16.4013,124.7033
-16.3971,124.7181
-16.3974,124.7270
-16.3947,124.7365
-16.3899,124.7454
-16.4184,124.8059
-16.4213,124.8072
-16.4267,124.8152
-16.4320,124.8275
-16.4343,124.8405
-16.4276,124.8784
-16.4279,124.8880
-16.4242,124.8976
-16.4208,124.9171
-16.4166,124.9212
-16.4118,124.9211
-16.4092,124.9191
-16.3911,124.9222
-16.3916,124.9362
-16.3939,124.9449
-16.3920,124.9489
-16.3904,124.9503
-16.3806,124.9513
-16.3766,124.9550
-16.3734,124.9555
-16.3713,124.9533
-16.3823,124.9299
-16.3827,124.9255
-16.3880,124.9177
-16.4160,124.9012
-16.4151,124.8961
-16.4104,124.8894
-16.4087,124.8818
-16.4104,124.8769
-16.4161,124.8744
-16.4126,124.8638
-16.4153,124.8485
-16.4146,124.8424
-16.4117,124.8389
-16.4090,124.8305
-16.4117,124.8175
-16.4164,124.8144
-16.3937,124.7963
-16.3858,124.7876
-16.3749,124.7472
-16.3751,124.7387
-16.3721,124.7251
-16.3558,124.7151
-16.3447,124.6934
-16.3314,124.5879
-16.3297,124.5835
-16.3292,124.5709
-16.3325,124.5480
-16.3373,124.5320
-16.3481,124.4796
-16.3449,124.4775
-16.3477,124.4706
-16.3422,124.4670
-16.3412,124.4642
-16.3478,124.4576
-16.3494,124.4573
-16.3507,124.4594
-16.3527,124.4575
-16.3538,124.4517
-16.3522,124.4497
-16.3546,124.4480
-16.3550,124.4389
-16.3571,124.4361
-16.3595,124.4241
-16.3419,124.4115
-16.3392,124.4122
-16.3408,124.4107
-16.3342,124.4059
-16.3337,124.4006
-16.3366,124.3995
-16.3385,124.3945
-16.2936,124.4107
-16.2821,124.3939
-16.2795,124.3922
-16.2761,124.3851
-16.2767,124.3912
-16.2750,124.3921
-16.2740,124.3989
-16.2506,124.4078
-16.2459,124.4038
-16.2407,124.4045
-16.2379,124.4026
-16.2379,124.3990
-16.2349,124.3945
-16.2209,124.3827
-16.2182,124.3825
-16.2166,124.3790
-16.2159,124.3840
-16.2178,124.3848
-16.2167,124.3866
-16.2137,124.3871
-16.2125,124.3922
-16.2087,124.3915
-16.2065,124.3933
-16.2017,124.4001
-16.1938,124.3985
-16.1924,124.3957
-16.1931,124.3916
-16.1909,124.3887
-16.1844,124.3917
-16.1827,124.4009
-16.1801,124.4012
-16.1727,124.3978
-16.1694,124.3985
-16.1712,124.4056
-16.1732,124.4061
-16.1732,124.4108
-16.1752,124.4109
-16.1740,124.4163
-16.1764,124.4168
-16.1776,124.4198
-16.1756,124.4213
-16.1786,124.4229
-16.1765,124.4259
-16.1828,124.4276
-16.1802,124.4291
-16.1820,124.4322
-16.1788,124.4346
-16.1445,124.4437
-16.1373,124.4472
-16.1220,124.4496
-16.0653,124.4443
-16.0686,124.4456
-16.0667,124.4476
-16.0727,124.4468
-16.0784,124.4532
-16.0784,124.4573
-16.0804,124.4597
-16.0787,124.4606
-16.0794,124.4627
-16.0726,124.4624
-16.0785,124.4772
-16.0941,124.4799
-16.1012,124.4617
-16.1008,124.4591
-16.1025,124.4584
-16.1646,124.5141
-16.1772,124.5123
-16.1801,124.5080
-16.1796,124.5052
-16.1806,124.5076
-16.1817,124.5063
-16.1809,124.5028
-16.1826,124.5014
-16.1829,124.5052
-16.1861,124.5028
-16.1854,124.5012
-16.1875,124.5012
-16.1878,124.5026
-16.1892,124.5014
-16.1816,124.5086
-16.1802,124.5118
-16.1917,124.5101
-16.1928,124.5080
-16.1934,124.5094
-16.1986,124.5077
-16.2060,124.5081
-16.2043,124.5104
-16.2027,124.5094
-16.2000,124.5104
-16.2000,124.5122
-16.1987,124.5110
-16.1933,124.5131
-16.1949,124.5155
-16.1918,124.5137
-16.1788,124.5188
-16.1826,124.5206
-16.1890,124.5188
-16.1896,124.5201
-16.1849,124.5212
-16.1894,124.5220
-16.1913,124.5240
-16.1931,124.5231
-16.1947,124.5263
-16.1883,124.5259
-16.1901,124.5284
-16.1893,124.5326
-16.1864,124.5257
-16.1811,124.5254
-16.1827,124.5309
-16.1863,124.5333
-16.1842,124.5366
-16.1620,124.5269
-16.1625,124.5286
-16.1556,124.5363
-16.1576,124.5414
-16.1542,124.5386
-16.1498,124.5403
-16.1453,124.5455
-16.1364,124.5492
-16.1377,124.5556
-16.1349,124.5540
-16.1298,124.5578
-16.1194,124.5607
-16.1248,124.5748
-16.1256,124.5836
-16.1275,124.5853
-16.1257,124.5906
-16.1273,124.5992
-16.1011,124.6419
-16.1005,124.6450
-16.0981,124.6469
-16.0960,124.6474
-16.0972,124.6438
-16.0950,124.6364
-16.0932,124.6377
-16.0943,124.6338
-16.0918,124.6341
-16.0925,124.6322
-16.0939,124.6324
-16.0909,124.6220
-16.0897,124.6220
-16.0897,124.6181
-16.1134,124.6071
-16.1095,124.5881
-16.1062,124.5891
-16.0254,124.5885
-16.0274,124.5954
-16.0251,124.5941
-16.0243,124.5897
-16.0204,124.5886
-15.9968,124.5887
-15.9967,124.5915
-15.9912,124.5887
-15.9734,124.5888
-15.9962,124.6198
-15.9824,124.6162
-15.9857,124.6237
-15.9836,124.6305
-15.9841,124.6371
-15.9985,124.6340
-15.9985,124.6380
-15.9957,124.6417
-15.9884,124.6426
-15.9808,124.6390
-15.9699,124.6055
-15.9688,124.6130
-15.9645,124.6155
-15.9676,124.5984
-15.9607,124.5981
-15.9534,124.6019
-15.9499,124.6017
-15.9494,124.5972
-15.9429,124.5968
-15.9413,124.6003
-15.9418,124.6039
-15.9444,124.6059
-15.9426,124.6055
-15.9423,124.6071
-15.9405,124.6056
-15.9394,124.6075
-15.9382,124.6050
-15.9366,124.6052
-15.9349,124.6075
-15.9358,124.6098
-15.9319,124.6114
-15.9216,124.6250
-15.9238,124.6250
-15.9208,124.6260
-15.9127,124.6228
-15.9161,124.6231
-15.9066,124.6172
-15.9060,124.6211
-15.9049,124.6161
-15.8913,124.6078
-15.8910,124.6129
-15.8927,124.6133
-15.8913,124.6165
-15.8875,124.6154
-15.8855,124.6233
-15.8815,124.6294
-15.8804,124.6285
-15.8759,124.6304
-15.8710,124.6398
-15.8653,124.6448
-15.8601,124.6464
-15.8577,124.6494
-15.8608,124.6489
-15.8563,124.6511
-15.8535,124.6545
-15.8584,124.6569
-15.8560,124.6583
-15.8627,124.6684
-15.8646,124.6674
-15.8657,124.6699
-15.8719,124.6730
-15.8788,124.6732
-15.8817,124.6757
-15.8850,124.6759
-15.8867,124.6786
-15.8857,124.6799
-15.8889,124.6815
-15.8858,124.6830
-15.8847,124.6817
-15.8833,124.6869
-15.8818,124.6868
-15.8806,124.6816
-15.8574,124.6819
-15.8565,124.6865
-15.8539,124.6819
-15.8495,124.6820
-15.8505,124.6848
-15.8472,124.6888
-15.8394,124.7119
-15.8359,124.7128
-15.8316,124.7096
-15.8140,124.7045
-15.8187,124.7257
-15.8209,124.7267
-15.8192,124.7280
-15.8199,124.7309
-15.8214,124.7309
-15.8201,124.7319
-15.8226,124.7383
-15.8222,124.7415
-15.8178,124.7368
-15.8104,124.7355
-15.8117,124.7341
-15.8075,124.7294
-15.8049,124.7228
-15.7965,124.7138
-15.7934,124.7165
-15.7920,124.7149
-15.7937,124.7121
-15.7913,124.7104
-15.7924,124.7093
-15.7844,124.7008
-15.7700,124.7190
-15.7622,124.7091
-15.7664,124.7029
-15.7577,124.7059
-15.7502,124.7043
-15.7525,124.7021
-15.7534,124.7032
-15.7624,124.7003
-15.7584,124.6984
-15.7590,124.6964
-15.7637,124.6999
-15.7675,124.6986
-15.7658,124.6964
-15.7633,124.6966
-15.7657,124.6955
-15.7636,124.6936
-15.7657,124.6931
-15.7651,124.6911
-15.7676,124.6923
-15.7665,124.6945
-15.7692,124.6978
-15.7737,124.6961
-15.7729,124.6935
-15.7753,124.6957
-15.7830,124.6935
-15.7823,124.6897
-15.7847,124.6753
-15.7410,124.7047
-15.7452,124.6959
-15.7442,124.6932
-15.7463,124.6947
-15.7487,124.6930
-15.7456,124.6886
-15.7488,124.6912
-15.7512,124.6904
-15.7538,124.6882
-15.7526,124.6870
-15.7572,124.6827
-15.7561,124.6806
-15.7586,124.6805
-15.7712,124.6717
-15.7816,124.6604
-15.7833,124.6553
-15.7823,124.6544
-15.7836,124.6542
-15.7904,124.6338
-15.7804,124.6363
-15.7791,124.6361
-15.7789,124.6327
-15.7858,124.6284
-15.7847,124.6275
-15.7860,124.6256
-15.7887,124.6266
-15.8043,124.6168
-15.8064,124.6125
-15.8202,124.5997
-15.8256,124.5985
-15.8341,124.5916
-15.8409,124.5904
-15.8494,124.5837
-15.8546,124.5823
-15.8607,124.5763
-15.8590,124.5752
-15.8631,124.5735
-15.8612,124.5720
-15.8711,124.5692
-15.8790,124.5645
-15.8797,124.5618
-15.8815,124.5642
-15.8939,124.5609
-15.9004,124.5568
-15.9044,124.5521
-15.9092,124.5505
-15.9087,124.5490
-15.9129,124.5490
-15.9970,124.4964
-15.9772,124.4941
-15.9786,124.4970
-15.9764,124.4980
-15.9777,124.4962
-15.9753,124.4943
-15.9658,124.4927
-15.9601,124.4950
-15.9591,124.4919
-15.9552,124.4968
-15.9528,124.4971
-15.9423,124.5058
-15.9463,124.5082
-15.9458,124.5092
-15.9425,124.5097
-15.9412,124.5067
-15.9344,124.5124
-15.9314,124.5106
-15.9348,124.5064
-15.9317,124.5074
-15.9278,124.5061
-15.9323,124.5058
-15.9305,124.5041
-15.9351,124.5026
-15.9354,124.4990
-15.9283,124.4980
-15.9348,124.4966
-15.9359,124.4924
-15.9204,124.4873
-15.9415,124.4766
-15.9291,124.4762
-15.9321,124.4781
-15.9250,124.4792
-15.9176,124.4775
-15.9115,124.4796
-15.8987,124.4789
-15.8969,124.4804
-15.8912,124.4750
-15.8856,124.4748
-15.8933,124.4789
-15.8919,124.4883
-15.8942,124.4926
-15.8914,124.4920
-15.8897,124.4994
-15.8898,124.4836
-15.8868,124.4837
-15.8880,124.4886
-15.8860,124.4899
-15.8848,124.4845
-15.8822,124.4859
-15.8819,124.4838
-15.8797,124.4857
-15.8798,124.4839
-15.8666,124.4842
-15.8555,124.4635
-15.8529,124.4642
-15.8541,124.4609
-15.8517,124.4644
-15.8491,124.4650
-15.8505,124.4607
-15.8475,124.4606
-15.8467,124.4620
-15.8463,124.4606
-15.8280,124.4611
-15.8177,124.4593
-15.8227,124.4732
-15.8202,124.4766
-15.8160,124.4602
-15.8032,124.4638
-15.7848,124.4624
-15.7948,124.4625
-15.7848,124.4624
-15.7829,124.4577
-15.7873,124.4617
-15.7959,124.4615
-15.7984,124.4600
-15.8024,124.4625
-15.8091,124.4433
-15.8139,124.4452
-15.8105,124.4524
-15.8114,124.4582
-15.8137,124.4538
-15.8147,124.4557
-15.8290,124.4446
-15.8703,124.4390
-15.8476,124.4248
-15.8578,124.4208
