start,O'Connor
-15.9589,124.5607
-15.9647,124.5388
-15.9618,124.5379
-15.9656,124.5353
-15.9665,124.5320
-15.9242,124.5697
-15.9205,124.5761
-15.9204,124.5731
-15.9143,124.5785
-15.9172,124.5805
-15.9140,124.5811
-15.9154,124.5831
-15.9128,124.5833
-15.9087,124.5900
end
start,Durack
-15.9196,124.5923
-15.9199,124.5923
-15.9198,124.5922
-15.9196,124.5923
end
start,Durack
-15.2907,124.6180
-15.2652,124.6201
-15.2684,124.6234
-15.2732,124.6240
-15.2768,124.6273
-15.2728,124.6349
-15.2744,124.6380
-15.2831,124.6395
-15.2804,124.6358
-15.2800,124.6314
-15.2883,124.6247
-15.2881,124.6202
-15.2907,124.6180
end
start,Durack
-15.2390,124.9193
-15.2338,124.9189
-15.2345,124.9237
-15.2366,124.9231
-15.2390,124.9193
end
start,Durack
-15.2105,124.8054
-15.2139,124.8036
-15.2144,124.7994
-15.2157,124.8025
-15.2149,124.8061
-15.2211,124.8071
-15.2190,124.8031
-15.2210,124.8022
-15.2209,124.7985
-15.2174,124.7970
-15.2182,124.7941
-15.2169,124.7929
-15.2207,124.7924
-15.2204,124.7837
-15.2119,124.7920
-15.2124,124.7938
-15.2087,124.7951
-15.2038,124.7999
-15.2105,124.8054
end
start,Durack
-15.3072,124.8616
-15.3130,124.8608
-15.3112,124.8561
-15.3125,124.8542
-15.3136,124.8407
-15.3034,124.8543
-15.2833,124.8593
-15.2909,124.8615
-15.2961,124.8602
-15.2964,124.8632
-15.3007,124.8597
-15.3072,124.8616
end
start,Durack
-15.2708,124.8894
-15.2677,124.8892
-15.2608,124.8983
-15.2655,124.9002
-15.2708,124.8894
end
start,Durack
-15.2531,124.8024
-15.2286,124.8114
-15.2298,124.8133
-15.2329,124.8118
-15.2348,124.8128
-15.2356,124.8173
-15.2392,124.8206
-15.2377,124.8226
-15.2431,124.8252
-15.2397,124.8250
-15.2406,124.8269
-15.2453,124.8278
-15.2420,124.8302
-15.2462,124.8337
-15.2403,124.8309
-15.2562,124.8573
-15.2644,124.8521
-15.2625,124.8479
-15.2667,124.8506
-15.2733,124.8464
-15.2720,124.8445
-15.2753,124.8452
-15.2800,124.8421
-15.2725,124.8340
-15.2789,124.8383
-15.2813,124.8381
-15.2802,124.8361
-15.2826,124.8340
-15.2852,124.8225
-15.2860,124.8233
-15.2895,124.8123
-15.3023,124.8119
-15.3019,124.8081
-15.3061,124.8117
-15.2873,124.7907
-15.2753,124.7959
-15.2531,124.8024
end
start,Durack
-15.1050,124.9087
-15.1027,124.9063
-15.1015,124.9066
-15.1055,124.9101
-15.1050,124.9087
end
start,Durack
-15.1860,124.9757
-15.1800,124.9760
-15.1790,124.9788
-15.1863,124.9796
-15.1860,124.9757
end
start,Durack
-15.1705,125.0393
-15.1652,125.0423
-15.1660,125.0446
-15.1690,125.0430
-15.1705,125.0393
end
start,Durack
-15.1210,125.2211
-15.1207,125.2204
-15.1203,125.2222
-15.1208,125.2218
-15.1210,125.2211
end
start,Durack
-14.9901,125.2357
-14.9882,125.2363
-14.9885,125.2388
-14.9843,125.2389
-14.9852,125.2422
-14.9772,125.2395
-14.9785,125.2417
-14.9772,125.2426
-14.9793,125.2456
-14.9756,125.2447
-14.9762,125.2463
-14.9743,125.2461
-14.9757,125.2483
-14.9725,125.2463
-14.9720,125.2487
-14.9677,125.2493
-14.9779,125.2534
-14.9800,125.2519
-14.9802,125.2530
-14.9829,125.2523
-14.9798,125.2497
-14.9828,125.2475
-14.9925,125.2511
-14.9911,125.2491
-14.9901,125.2357
end
start,Durack
-14.8926,128.4605
-14.9092,128.4730
-14.9283,128.4672
-14.8810,128.4445
-14.8926,128.4605
end
start,Durack
-14.8276,128.7250
-14.8244,128.7223
-14.8234,128.7226
-14.8254,128.7246
-14.8276,128.7250
end
start,Durack
-14.9620,125.1890
-14.9537,125.1930
-14.9550,125.1939
-14.9526,125.1948
-14.9530,125.1983
-14.9518,125.1951
-14.9405,125.2011
-14.9448,125.2009
-14.9469,125.2050
-14.9527,125.2084
-14.9495,125.2055
-14.9544,125.2060
-14.9530,125.2010
-14.9571,125.2051
-14.9670,125.1976
-14.9628,125.1939
-14.9620,125.1890
end
start,Durack
-14.5635,125.4197
-14.5609,125.4201
-14.5601,125.4229
-14.5586,125.4205
-14.5509,125.4218
-14.5512,125.4342
-14.5581,125.4337
-14.5635,125.4197
end
start,Durack
-14.6389,125.2196
-14.6408,125.2255
-14.6299,125.2330
-14.6311,125.2349
-14.6284,125.2340
-14.6143,125.2438
-14.6192,125.2460
-14.6190,125.2473
-14.6288,125.2549
-14.6321,125.2557
-14.6328,125.2544
-14.6353,125.2599
-14.6453,125.2677
-14.6440,125.2630
-14.6479,125.2587
-14.6454,125.2565
-14.6529,125.2479
-14.6493,125.2480
-14.6328,125.2360
-14.6386,125.2347
-14.6404,125.2320
-14.6424,125.2337
-14.6484,125.2335
-14.6475,125.2313
-14.6486,125.2298
-14.6549,125.2325
-14.6583,125.2209
-14.6561,125.2189
-14.6580,125.2187
-14.6598,125.2157
-14.6514,125.2042
-14.6501,125.2079
-14.6486,125.2076
-14.6470,125.2113
-14.6434,125.2141
-14.6451,125.2171
-14.6438,125.2188
-14.6424,125.2166
-14.6389,125.2196
end
start,Durack
-14.5692,125.2724
-14.5749,125.2781
-14.5879,125.2761
-14.5859,125.2759
-14.5878,125.2677
-14.5841,125.2655
-14.5858,125.2614
-14.5792,125.2544
-14.5763,125.2588
-14.5802,125.2620
-14.5761,125.2668
-14.5725,125.2645
-14.5680,125.2712
-14.5692,125.2724
end
start,Durack
-14.5667,125.1012
-14.5603,125.0986
-14.5567,125.1010
-14.5587,125.0980
-14.5531,125.0957
-14.5439,125.1003
-14.5478,125.1004
-14.5473,125.1022
-14.5540,125.1059
-14.5554,125.1053
-14.5548,125.1063
-14.5567,125.1074
-14.5542,125.1081
-14.5514,125.1118
-14.5475,125.1103
-14.5453,125.1108
-14.5512,125.1127
-14.5494,125.1167
-14.5508,125.1183
-14.5483,125.1194
-14.5498,125.1201
-14.5545,125.1179
-14.5573,125.1200
-14.5550,125.1242
-14.5576,125.1264
-14.5550,125.1262
-14.5508,125.1288
-14.5516,125.1321
-14.5767,125.1340
-14.5657,125.1515
-14.5516,125.1397
-14.5501,125.1411
-14.5451,125.1344
-14.5453,125.1363
-14.5423,125.1365
-14.5433,125.1396
-14.5390,125.1397
-14.5388,125.1414
-14.5461,125.1441
-14.5301,125.1438
-14.5280,125.1486
-14.5339,125.1496
-14.5285,125.1491
-14.5270,125.1531
-14.5256,125.1466
-14.5195,125.1498
-14.5158,125.1422
-14.5217,125.1379
-14.5217,125.1364
-14.5234,125.1367
-14.5236,125.1344
-14.5247,125.1357
-14.5291,125.1326
-14.5121,125.1316
-14.5026,125.1166
-14.5002,125.1206
-14.4978,125.1201
-14.4851,125.1292
-14.4851,125.1308
-14.4779,125.1344
-14.4785,125.1363
-14.4760,125.1358
-14.4770,125.1379
-14.4754,125.1388
-14.4732,125.1499
-14.4763,125.1555
-14.4734,125.1544
-14.4728,125.1523
-14.4711,125.1604
-14.4530,125.1522
-14.4549,125.1581
-14.4569,125.1586
-14.4553,125.1592
-14.4564,125.1627
-14.4400,125.1657
-14.4448,125.1677
-14.4473,125.1671
-14.4468,125.1698
-14.4506,125.1712
-14.4519,125.1777
-14.4558,125.1815
-14.4560,125.1803
-14.4578,125.1816
-14.4592,125.1849
-14.4725,125.1823
-14.4746,125.1790
-14.4755,125.1815
-14.4839,125.1801
-14.4730,125.1902
-14.4748,125.1896
-14.4778,125.1917
-14.4842,125.2019
-14.4860,125.2015
-14.4849,125.2031
-14.4878,125.2078
-14.4997,125.2047
-14.4927,125.2081
-14.4957,125.2161
-14.4975,125.2151
-14.4965,125.2076
-14.4997,125.2104
-14.5023,125.2064
-14.5061,125.2099
-14.5066,125.2081
-14.5081,125.2116
-14.5098,125.2120
-14.5221,125.2084
-14.5229,125.2055
-14.5230,125.2082
-14.5271,125.2070
-14.5248,125.2042
-14.5255,125.2015
-14.5312,125.2057
-14.5340,125.2035
-14.5346,125.2048
-14.5369,125.2042
-14.5373,125.2023
-14.5390,125.2030
-14.5412,125.1993
-14.5399,125.1977
-14.5424,125.1972
-14.5478,125.2010
-14.5511,125.1842
-14.5523,125.1823
-14.5596,125.1804
-14.5603,125.1838
-14.5656,125.1809
-14.5654,125.1838
-14.5695,125.1871
-14.5692,125.1923
-14.5617,125.1947
-14.5624,125.1996
-14.5834,125.1973
-14.5830,125.2085
-14.5902,125.1960
-14.6072,125.2142
-14.6042,125.2109
-14.6076,125.2101
-14.6087,125.1983
-14.6055,125.1973
-14.6035,125.1992
-14.6018,125.1975
-14.6054,125.1958
-14.6054,125.1922
-14.6080,125.1909
-14.6099,125.1852
-14.6344,125.1808
-14.6246,125.1720
-14.6195,125.1700
-14.6198,125.1673
-14.6358,125.1475
-14.6564,125.1458
-14.6283,125.1363
-14.6269,125.1151
-14.6279,125.1126
-14.6428,125.1080
-14.6363,125.1021
-14.6370,125.1063
-14.6354,125.1074
-14.6322,125.1001
-14.6292,125.1017
-14.6259,125.0926
-14.6243,125.0974
-14.6182,125.0969
-14.6194,125.1009
-14.6154,125.0973
-14.6145,125.0984
-14.6128,125.0948
-14.6106,125.0967
-14.6125,125.0970
-14.6111,125.0991
-14.6079,125.0973
-14.6052,125.0985
-14.6011,125.0967
-14.5683,125.1025
-14.5667,125.1012
end
start,Durack
-14.4527,125.1511
-14.4527,125.1511
-14.4529,125.1517
-14.4530,125.1513
-14.4527,125.1511
end
start,Durack
-14.5645,125.1892
-14.5640,125.1896
-14.5634,125.1884
-14.5640,125.1896
-14.5645,125.1892
end
start,Durack
-14.5637,125.1882
-14.5645,125.1892
-14.5643,125.1887
-14.5637,125.1882
end
start,Durack
-14.5119,125.4739
-14.5083,125.4684
-14.5059,125.4674
-14.5068,125.4661
-14.4968,125.4511
-14.4875,125.4488
-14.4808,125.4449
-14.4844,125.4586
-14.4891,125.4640
-14.4889,125.4672
-14.4912,125.4708
-14.4946,125.4714
-14.4974,125.4744
-14.4943,125.4784
-14.4916,125.4775
-14.4897,125.4788
-14.4915,125.4811
-14.4924,125.4890
-14.4946,125.4874
-14.4934,125.4847
-14.4981,125.4894
-14.4956,125.4890
-14.4936,125.4906
-14.4968,125.4923
-14.5087,125.4778
-14.5072,125.4756
-14.5104,125.4757
-14.5119,125.4739
end
start,Durack
-14.4939,125.4947
-14.4941,125.4956
-14.4949,125.4947
-14.4939,125.4947
-14.4939,125.4947
end
start,Durack
-14.5391,125.4303
-14.5311,125.4341
-14.5417,125.4418
-14.5462,125.4304
-14.5391,125.4303
end
start,Durack
-15.0768,124.9637
-15.0669,124.9622
-15.0666,124.9568
-15.0405,124.9767
-15.0627,124.9841
-15.0985,124.9523
-15.0821,124.9647
-15.0768,124.9637
end
start,Durack
-15.0636,128.1283
-15.0403,128.1247
-15.0430,128.1312
-15.0471,128.1362
-15.0474,128.1420
-15.0517,128.1523
-15.0618,128.1548
-15.0772,128.1555
-15.0974,128.1635
-15.1068,128.1712
-15.1313,128.2006
-15.1464,128.1998
-15.1664,128.1938
-15.1871,128.1974
-15.1939,128.1970
-15.1707,128.1631
-15.1562,128.1262
-15.1513,128.1258
-15.1201,128.1140
-15.1092,128.1167
-15.1072,128.1205
-15.0978,128.1248
-15.0933,128.1250
-15.0868,128.1224
-15.0636,128.1283
end
start,Durack
-15.0655,125.2146
-15.0668,125.2151
-15.0678,125.2299
-15.0978,125.2165
-15.0995,125.2288
-15.1039,125.2184
-15.0984,125.2128
-15.1020,125.2148
-15.1024,125.2127
-15.1048,125.2162
-15.1220,125.1750
-15.0992,125.1648
-15.1015,125.1708
-15.0976,125.1753
-15.0956,125.1758
-15.0940,125.1722
-15.0906,125.1706
-15.0873,125.1707
-15.0789,125.1748
-15.0780,125.1739
-15.0806,125.1698
-15.0806,125.1667
-15.0827,125.1644
-15.0796,125.1640
-15.0755,125.1609
-15.0672,125.1607
-15.0647,125.1588
-15.0655,125.1578
-15.0636,125.1564
-15.0646,125.1556
-15.0417,125.1445
-15.0449,125.1504
-15.0488,125.1523
-15.0482,125.1566
-15.0205,125.1666
-15.0262,125.1678
-15.0269,125.1648
-15.0294,125.1638
-15.0291,125.1658
-15.0328,125.1692
-15.0662,125.1765
-15.0682,125.1813
-15.0681,125.1842
-15.0660,125.1857
-15.0655,125.2146
end
start,Durack
-15.0636,124.9431
-15.0633,124.9427
-15.0629,124.9430
-15.0630,124.9433
-15.0636,124.9431
end
start,Durack
-15.0752,124.9448
-15.0669,124.9442
-15.0638,124.9511
-15.0641,124.9444
-15.0586,124.9451
-15.0584,124.9483
-15.0569,124.9489
-15.0558,124.9483
-15.0571,124.9435
-15.0412,124.9591
-15.0575,124.9587
-15.0752,124.9448
end
start,Durack
-14.9906,124.8818
-14.9594,124.8893
-14.9650,124.8895
-14.9648,124.8924
-14.9748,124.8981
-14.9731,124.9057
-14.9738,124.9124
-14.9701,124.9200
-14.9637,124.9222
-14.9540,124.9222
-14.9537,124.9246
-14.9515,124.9249
-14.9511,124.9282
-14.9483,124.9301
-14.9427,124.9254
-14.9419,124.9218
-14.9240,124.9230
-14.9291,124.9259
-14.9313,124.9239
-14.9416,124.9275
-14.9442,124.9312
-14.9461,124.9301
-14.9479,124.9313
-14.9470,124.9359
-14.9505,124.9378
-14.9549,124.9385
-14.9577,124.9349
-14.9588,124.9360
-14.9611,124.9350
-14.9650,124.9393
-14.9638,124.9432
-14.9654,124.9461
-14.9698,124.9405
-14.9779,124.9363
-14.9823,124.9397
-15.0076,124.9302
-15.0070,124.9386
-15.0110,124.9368
-15.0149,124.9373
-15.0155,124.9392
-15.0101,124.9441
-15.0066,124.9436
-15.0054,124.9586
-15.0109,124.9512
-15.0189,124.9454
-15.0274,124.9484
-15.0287,124.9513
-15.0265,124.9531
-15.0320,124.9587
-15.0436,124.9459
-15.0429,124.9438
-15.0451,124.9442
-15.0492,124.9397
-15.0428,124.9392
-15.0381,124.9414
-15.0382,124.9351
-15.0327,124.9318
-15.0378,124.9280
-15.0330,124.9231
-15.0314,124.9235
-15.0280,124.9208
-15.0288,124.9187
-15.0227,124.9145
-15.0212,124.9110
-15.0105,124.9206
-15.0089,124.9205
-15.0080,124.9150
-15.0045,124.9107
-15.0047,124.9071
-15.0067,124.9066
-15.0052,124.8977
-14.9944,124.9076
-14.9961,124.9138
-14.9918,124.9117
-14.9893,124.9123
-14.9876,124.9138
-14.9868,124.9187
-14.9802,124.9206
-14.9795,124.9169
-14.9809,124.9122
-14.9855,124.9057
-14.9831,124.9014
-14.9875,124.9016
-14.9961,124.8938
-14.9944,124.8910
-14.9922,124.8926
-14.9878,124.8914
-14.9935,124.8875
-15.0000,124.8868
-15.0049,124.8789
-14.9968,124.8833
-14.9906,124.8818
end
start,Durack
-15.4434,124.5981
-15.4398,124.5949
-15.4325,124.6208
-15.4375,124.6172
-15.4376,124.6152
-15.4476,124.6140
-15.4453,124.6102
-15.4403,124.6095
-15.4444,124.6075
-15.4435,124.6055
-15.4461,124.6074
-15.4500,124.6064
-15.4507,124.6044
-15.4413,124.6020
-15.4434,124.5981
end
start,Durack
-15.3642,124.9508
-15.3520,124.9535
-15.3430,124.9842
-15.3522,124.9803
-15.3516,124.9736
-15.3580,124.9659
-15.3642,124.9508
end
start,Durack
-15.3362,125.0324
-15.3740,125.0160
-15.3757,124.9954
-15.3570,124.9928
-15.3440,125.0081
-15.3349,125.0145
-15.3301,125.0154
-15.3223,125.0219
-15.3233,125.0235
-15.3196,125.0242
-15.3362,125.0324
end
start,Durack
-15.3230,125.0481
-15.3200,125.0471
-15.3154,125.0401
-15.3071,125.0497
-15.3107,125.0531
-15.3230,125.0481
end
start,Durack
-15.3828,124.5209
-15.3805,124.5213
-15.3805,124.5154
-15.3817,124.5183
-15.3842,124.5129
-15.3870,124.5169
-15.3975,124.5071
-15.3652,124.5123
-15.3696,124.4981
-15.3803,124.4944
-15.3805,124.4908
-15.3848,124.4925
-15.3832,124.4889
-15.3851,124.4867
-15.3835,124.4861
-15.3854,124.4835
-15.3914,124.4812
-15.3951,124.4843
-15.3969,124.4836
-15.3982,124.4793
-15.4004,124.4846
-15.4031,124.4864
-15.4025,124.4695
-15.4037,124.4661
-15.4004,124.4724
-15.3972,124.4729
-15.3961,124.4754
-15.3944,124.4734
-15.3894,124.4773
-15.3900,124.4786
-15.3806,124.4843
-15.3615,124.4838
-15.3625,124.4776
-15.3669,124.4733
-15.3681,124.4740
-15.3728,124.4669
-15.3606,124.4628
-15.3557,124.4638
-15.3552,124.4611
-15.3528,124.4664
-15.3550,124.4732
-15.3531,124.4763
-15.3481,124.4763
-15.3456,124.4816
-15.3487,124.4825
-15.3493,124.4847
-15.3555,124.4899
-15.3584,124.4888
-15.3582,124.4921
-15.3480,124.4973
-15.3503,124.4948
-15.3490,124.4911
-15.3357,124.4811
-15.3210,124.4907
-15.3245,124.4929
-15.3236,124.4960
-15.3265,124.4983
-15.3254,124.4997
-15.3278,124.5047
-15.3365,124.5002
-15.3380,124.5054
-15.3321,124.5095
-15.3338,124.5171
-15.3076,124.4983
-15.3098,124.5045
-15.3116,124.5029
-15.3104,124.5063
-15.3135,124.5152
-15.3036,124.5355
-15.2995,124.5208
-15.2939,124.5234
-15.2992,124.5200
-15.2922,124.4948
-15.2915,124.4993
-15.2892,124.4999
-15.2757,124.5228
-15.2828,124.5224
-15.2795,124.5255
-15.2730,124.5275
-15.2761,124.5338
-15.2783,124.5337
-15.2768,124.5352
-15.2801,124.5418
-15.2668,124.5417
-15.2649,124.5435
-15.2646,124.5417
-15.2644,124.5517
-15.2498,124.5580
-15.2453,124.5713
-15.2532,124.5607
-15.2526,124.5595
-15.2552,124.5580
-15.2794,124.5644
-15.2804,124.5625
-15.2808,124.5648
-15.2898,124.5672
-15.2916,124.5662
-15.2953,124.5687
-15.2985,124.5665
-15.2942,124.5649
-15.2965,124.5631
-15.2973,124.5639
-15.3029,124.5612
-15.3045,124.5626
-15.3062,124.5589
-15.3083,124.5601
-15.3142,124.5562
-15.3194,124.5598
-15.3201,124.5667
-15.3150,124.5687
-15.3133,124.5711
-15.3153,124.5727
-15.3130,124.5767
-15.3127,124.5808
-15.3149,124.5880
-15.3122,124.5899
-15.3426,124.5800
-15.3467,124.5900
-15.3418,124.6050
-15.3813,124.6198
-15.3850,124.6196
-15.3935,124.6245
-15.3997,124.6547
-15.4162,124.6239
-15.4273,124.6155
-15.4268,124.6132
-15.4209,124.6126
-15.4209,124.6086
-15.4270,124.5996
-15.4284,124.5915
-15.4336,124.5865
-15.4483,124.5246
-15.4464,124.5236
-15.4432,124.5278
-15.4410,124.5270
-15.4405,124.5248
-15.4356,124.5238
-15.4395,124.5202
-15.4318,124.5164
-15.4303,124.5206
-15.4263,124.5137
-15.4247,124.5174
-15.4218,124.5195
-15.4225,124.5215
-15.4196,124.5218
-15.4162,124.5286
-15.4132,124.5294
-15.4192,124.5295
-15.4183,124.5319
-15.4250,124.5323
-15.4211,124.5340
-15.4332,124.5411
-15.4199,124.5396
-15.4206,124.5404
-15.4332,124.5411
-15.4276,124.5438
-15.4232,124.5429
-15.4250,124.5473
-15.4186,124.5436
-15.4207,124.5431
-15.4204,124.5419
-15.4128,124.5388
-15.3819,124.5898
-15.3690,124.5910
-15.3787,124.5727
-15.3750,124.5689
-15.3710,124.5674
-15.3818,124.5671
-15.3815,124.5650
-15.3837,124.5635
-15.3885,124.5545
-15.3680,124.5532
-15.3686,124.5524
-15.3645,124.5520
-15.3666,124.5492
-15.3645,124.5520
-15.3650,124.5469
-15.3593,124.5460
-15.3599,124.5450
-15.3631,124.5440
-15.3629,124.5418
-15.3648,124.5441
-15.3693,124.5432
-15.3710,124.5420
-15.3683,124.5411
-15.3759,124.5373
-15.3573,124.5279
-15.3629,124.5264
-15.3616,124.5243
-15.3636,124.5262
-15.3788,124.5221
-15.3819,124.5355
-15.3828,124.5209
end
start,Durack
-15.3549,124.4905
-15.3528,124.4895
-15.3507,124.4903
-15.3544,124.4909
-15.3549,124.4905
end
start,Durack
-15.3675,124.5481
-15.3684,124.5470
-15.3664,124.5474
-15.3675,124.5481
end
start,Durack
-14.4729,127.8747
-14.4727,127.8743
-14.4717,127.8746
-14.4719,127.8751
-14.4729,127.8747
end
start,Durack
-14.4805,125.5226
-14.4672,125.5235
-14.4599,125.5174
-14.4540,125.5166
-14.4548,125.5146
-14.4524,125.5139
-14.4491,125.5173
-14.4493,125.5129
-14.4444,125.5114
-14.4446,125.5155
-14.4399,125.5152
-14.4372,125.5190
-14.4336,125.5208
-14.4333,125.5232
-14.4278,125.5253
-14.4226,125.5297
-14.4254,125.5310
-14.4283,125.5302
-14.4310,125.5320
-14.4335,125.5312
-14.4412,125.5373
-14.4443,125.5380
-14.4475,125.5303
-14.4496,125.5400
-14.4542,125.5414
-14.4558,125.5443
-14.4745,125.5381
-14.4769,125.5401
-14.4888,125.5625
-14.4824,125.5232
-14.4805,125.5226
end
start,Durack
-14.4795,127.8508
-14.4565,127.8386
-14.4559,127.8434
-14.4510,127.8522
-14.4405,127.8537
-14.4304,127.8632
-14.4588,127.8749
-14.4615,127.8683
-14.4638,127.8684
-14.4627,127.8613
-14.4683,127.8621
-14.4795,127.8508
end
start,Durack
-14.4348,125.5160
-14.4332,125.5072
-14.4342,125.5045
-14.4292,125.5008
-14.4246,125.5202
-14.4348,125.5160
end
start,Durack
-14.4674,125.7162
-14.4498,125.7271
-14.4321,125.7259
-14.4303,125.7245
-14.4275,125.7293
-14.4280,125.7242
-14.4223,125.7260
-14.4229,125.7235
-14.4148,125.7225
-14.4131,125.7512
-14.4291,125.7388
-14.4396,125.7432
-14.4434,125.7431
-14.4460,125.7459
-14.4629,125.7532
-14.4794,125.7202
-14.4674,125.7162
end
start,Durack
-14.3546,125.7123
-14.3532,125.7086
-14.3471,125.7088
-14.3495,125.7145
-14.3530,125.7169
-14.3520,125.7207
-14.3554,125.7143
-14.3546,125.7123
end
start,Durack
-14.3246,125.7615
-14.3194,125.7661
-14.3222,125.7708
-14.3219,125.7732
-14.3241,125.7721
-14.3265,125.7732
-14.3258,125.7690
-14.3238,125.7685
-14.3246,125.7615
end
start,Durack
-14.3658,125.9948
-14.3772,125.9896
-14.3766,125.9844
-14.3784,125.9827
-14.3850,125.9860
-14.3888,125.9842
-14.3858,125.9800
-14.3884,125.9768
-14.3882,125.9710
-14.3683,125.9782
-14.3658,125.9948
end
start,Durack
-14.3815,125.6732
-14.3695,125.6690
-14.3660,125.6740
-14.3723,125.6813
-14.3815,125.6732
end
start,Durack
-14.2330,126.0121
-14.2252,126.0215
-14.2334,126.0431
-14.2436,125.9934
-14.2330,126.0121
end
start,Durack
-14.3316,125.9865
-14.3346,125.9738
-14.3204,125.9934
-14.3295,125.9912
-14.3316,125.9865
end
start,Durack
-14.2819,126.0088
-14.3027,126.0042
-14.3066,126.0130
-14.3070,126.0180
-14.3004,126.0234
-14.3063,126.0261
-14.3071,126.0284
-14.3093,126.0286
-14.3100,126.0316
-14.3279,126.0468
-14.3283,126.0296
-14.327,126.0260
-14.3284,126.0234
-14.3371,126.0216
-14.3533,126.0221
-14.3473,126.0118
-14.346,126.0120
-14.3435,126.0085
-14.3439,126.0058
-14.3400,125.9990
-14.3378,125.9984
-14.3369,125.9936
-14.3274,125.9960
-14.3257,125.9981
-14.3212,125.9972
-14.3174,125.9952
-14.3133,125.9850
-14.3069,125.9859
-14.3051,125.9900
-14.3020,125.9923
-14.2892,125.9866
-14.2819,126.0088
end
start,Durack
-14.0849,127.5122
-14.0838,127.5128
-14.0842,127.5137
-14.0849,127.5132
-14.0849,127.5122
end
start,Durack
-13.9989,126.3727
-13.9759,126.3717
-13.9866,126.3934
-13.9890,126.4037
-14.0112,126.3892
-13.9989,126.3727
end
start,Durack
-13.9691,126.2969
-13.9689,126.2970
-13.9696,126.2982
-13.9697,126.2977
-13.9691,126.2969
end
start,Durack
-13.9642,126.1624
-13.9484,126.1666
-13.9462,126.1688
-13.9427,126.1681
-13.9378,126.1708
-13.9368,126.1697
-13.9369,126.1732
-13.9348,126.1739
-13.9273,126.1897
-13.9359,126.1946
-13.9456,126.1836
-13.9472,126.1788
-13.9510,126.1775
-13.9563,126.1695
-13.9642,126.1624
end
start,Durack
-13.9606,126.8216
-13.9503,126.8264
-13.9679,126.8694
-13.9665,126.8717
-13.9653,126.8688
-13.9558,126.8664
-13.9706,126.8808
-13.9699,126.8780
-13.9713,126.8772
-13.9712,126.8803
-13.9731,126.8832
-13.9763,126.8824
-13.9783,126.8848
-13.9805,126.8842
-13.9868,126.8879
-13.9900,126.8818
-13.9916,126.8854
-13.9925,126.8832
-13.9909,126.8812
-13.9814,126.8840
-13.9761,126.8806
-13.9741,126.8765
-13.9637,126.8456
-13.9636,126.8334
-13.9653,126.8319
-13.9668,126.8200
-13.9614,126.8322
-13.9594,126.8285
-13.9606,126.8216
end
start,Durack
-13.9863,126.8977
-13.9852,126.9012
-13.9865,126.8980
-13.9863,126.8977
end
start,Durack
-13.9877,126.8951
-13.9879,126.8945
-13.9876,126.8950
-13.9877,126.8951
end
start,Durack
-13.9904,126.8885
-13.9908,126.8875
-13.9904,126.8880
-13.9904,126.8885
end
start,Durack
-13.9613,126.8308
-13.9611,126.8276
-13.9604,126.8294
-13.9613,126.8308
end
start,Durack
-13.9679,126.2986
-13.9674,126.2980
-13.9664,126.2982
-13.9665,126.2986
-13.9679,126.2986
end
start,Durack
-13.9328,126.6940
-13.9361,126.6937
-13.9368,126.6963
-13.9440,126.7003
-13.9429,126.6984
-13.9438,126.6924
-13.9519,126.6901
-13.9618,126.6772
-13.9520,126.6839
-13.9414,126.6861
-13.9385,126.6851
-13.9328,126.6940
end
start,Durack
-13.9300,126.3087
-13.9420,126.3210
-13.9441,126.3166
-13.9477,126.3166
-13.9680,126.3004
-13.9598,126.3024
-13.9490,126.3022
-13.9408,126.3056
-13.9389,126.3058
-13.9368,126.3033
-13.9339,126.3077
-13.9300,126.3087
end
start,Durack
-13.9048,127.1706
-13.9017,127.1668
-13.9020,127.1642
-13.8987,127.1565
-13.8961,127.1643
-13.8891,127.1603
-13.8828,127.1627
-13.8941,127.1689
-13.8997,127.1747
-13.9048,127.1706
end
start,Durack
-13.9257,126.3048
-13.9044,126.3026
-13.9006,126.3125
-13.9127,126.3166
-13.9257,126.3048
end
start,Durack
-13.8998,126.3163
-13.8992,126.3162
-13.9005,126.3177
-13.9008,126.3173
-13.8998,126.3163
end
start,Durack
-13.8961,126.5551
-13.8926,126.5519
-13.8947,126.5508
-13.8933,126.5460
-13.9066,126.5138
-13.8690,126.5049
-13.8972,126.5994
-13.8905,126.6192
-13.8946,126.6123
-13.8992,126.6127
-13.9009,126.6113
-13.9003,126.6147
-13.9137,126.6086
-13.8985,126.5946
-13.8996,126.5663
-13.8943,126.5679
-13.8912,126.5638
-13.8922,126.5612
-13.8959,126.5604
-13.8945,126.5588
-13.8961,126.5551
end
start,Durack
-14.2273,126.5781
-14.2221,126.5745
-14.2201,126.5748
-14.2152,126.5699
-14.2037,126.5748
-14.2165,126.5747
-14.2242,126.5870
-14.2273,126.5781
end
start,Durack
-14.2228,126.5896
-14.2155,126.5764
-14.2030,126.5791
-14.2012,126.5779
-14.1958,126.5785
-14.2060,126.5862
-14.2066,126.5852
-14.2152,126.5931
-14.2228,126.5896
end
start,Durack
-14.1712,126.2856
-14.1595,126.2916
-14.1603,126.2968
-14.1669,126.2964
-14.1667,126.2904
-14.1712,126.2856
end
start,Durack
-14.1568,126.2344
-14.1503,126.2304
-14.1485,126.2437
-14.1518,126.2420
-14.1603,126.2416
-14.1568,126.2344
end
start,Durack
-13.7385,126.9639
