start,Banks
-33.6334,151.3382
-33.6334,151.3347
-33.6364,151.3319
-33.6418,151.3336
-33.6438,151.3326
-33.6438,151.3296
-33.6467,151.3274
-33.6491,151.3280
-33.6497,151.3254
-33.6530,151.3236
-33.6575,151.3235
-33.6591,151.3243
-33.6669,151.3202
-33.6677,151.3191
-33.6702,151.3184
-33.6863,151.3097
-33.6868,151.3100
-33.6894,151.3088
-33.6920,151.3089
-33.6963,151.3152
-33.6963,151.3152
-33.6978,151.3107
-33.6984,151.3103
-33.7149,151.2696
-33.7214,151.2932
-33.7058,151.3059
-33.7180,151.3002
-33.7256,151.2998
-33.7267,151.3003
-33.7270,151.3001
-33.7273,151.3005
-33.7325,151.3025
-33.7340,151.3052
-33.7385,151.3074
-33.7386,151.3132
-33.7420,151.3174
-33.7466,151.2913
-33.7468,151.3031
-33.7472,151.3031
-33.7484,151.3012
-33.7532,151.2974
-33.7566,151.2997
-33.7543,151.2842
-33.7580,151.2810
-33.7584,151.2807
-33.7584,151.2806
-33.7586,151.2804
-33.7553,151.2745
-33.7551,151.2625
-33.7517,151.2471
-33.7531,151.2405
-33.7513,151.2271
-33.7556,151.2210
-33.7604,151.2178
-33.7609,151.2080
-33.7659,151.2043
-33.7697,151.2056
-33.7731,151.2035
-33.7701,151.2032
-33.7671,151.1989
-33.7616,151.1984
-33.7599,151.1938
-33.7570,151.1909
-33.7540,151.1957
-33.7527,151.1935
-33.7502,151.1938
-33.7436,151.1883
-33.7439,151.1849
-33.7405,151.1803
-33.7324,151.1825
-33.7283,151.1871
-33.7282,151.1917
-33.7264,151.1912
-33.7257,151.1889
-33.7206,151.1877
-33.7026,151.1914
-33.6985,151.1885
-33.6968,151.1745
-33.6931,151.1726
-33.6918,151.1738
-33.6858,151.1656
-33.6775,151.1718
-33.676,151.1685
-33.6732,151.1671
-33.6674,151.1686
-33.6605,151.1614
-33.6579,151.1630
end
start,Mackellar
-33.7051,151.3065
-33.7035,151.3078
-33.7048,151.3074
-33.7051,151.3065
end
start,Macquarie
-33.1099,151.1358
-33.1151,151.1255
-33.1248,151.1169
-33.1278,151.1078
-33.1365,151.1010
-33.1444,151.0996
-33.1515,151.1058
-33.1652,151.1006
-33.1674,151.1018
-33.1708,151.1005
-33.1773,151.1010
-33.1812,151.1041
-33.1844,151.0995
-33.1934,151.0967
-33.1976,151.1011
-33.2027,151.0982
-33.2121,151.0998
-33.2141,151.0983
-33.2207,151.0986
-33.2221,151.1027
-33.2312,151.1068
-33.2452,151.0993
-33.2487,151.1005
-33.2501,151.0984
-33.2532,151.0996
-33.2549,151.0975
-33.2567,151.0983
-33.2593,151.0968
-33.2616,151.0999
-33.2617,151.0947
-33.2684,151.0900
-33.2690,151.0868
-33.2711,151.0900
-33.2755,151.0897
-33.2792,151.0914
-33.2814,151.0891
-33.2847,151.0937
-33.2897,151.0933
-33.2916,151.0952
-33.2958,151.0936
-33.2998,151.0960
-33.3073,151.0920
-33.3084,151.0945
-33.3120,151.0939
-33.3126,151.0909
-33.3140,151.0895
-33.3156,151.0904
-33.3185,151.0842
-33.3202,151.0869
-33.3254,151.0900
-33.3252,151.0883
-33.3275,151.0882
-33.3353,151.0789
-33.3329,151.0702
-33.3338,151.0663
-33.3399,151.0667
-33.3418,151.0644
-33.3431,151.0564
-33.3408,151.0514
-33.3440,151.0491
-33.3433,151.0421
-33.3471,151.0394
-33.3515,151.0310
-33.3496,151.0245
-33.3515,151.0233
-33.3536,151.0164
-33.3530,151.0143
-33.3486,151.0113
-33.3498,151.0040
-33.3512,151.0028
-33.3505,151.0004
-33.3635,150.9935
-33.3645,150.9874
-33.3671,150.9879
-33.3660,150.9871
-33.3671,150.9860
-33.3683,150.9873
-33.3710,150.9843
-33.3745,150.9846
-33.3778,150.9899
-33.3792,150.9884
-33.3785,150.9838
-33.3947,150.9797
-33.4002,150.9766
-33.4122,150.9610
-33.4137,150.9517
-33.4168,150.9510
-33.4252,150.9534
-33.4274,150.9515
-33.4281,150.9492
-33.4248,150.9436
-33.4139,150.9398
-33.4165,150.9342
-33.4307,150.9299
-33.4324,150.9249
-33.4291,150.9215
-33.4183,150.9245
-33.4194,150.9035
-33.4272,150.8937
-33.4303,150.8933
-33.4343,150.8992
-33.4358,150.8981
-33.4374,150.8962
-33.4361,150.8908
-33.4372,150.8873
-33.4462,150.8853
-33.4527,150.8755
-33.4557,150.8789
-33.4564,150.8846
-33.4517,150.8982
-33.4696,150.9052
-33.4720,150.9047
-33.4744,150.9001
-33.4708,150.8765
-33.4731,150.8710
-33.4750,150.8708
-33.4817,150.8773
-33.4865,150.8790
-33.4901,150.8787
-33.4976,150.8696
-33.5001,150.8704
-33.5014,150.8745
-33.4860,150.8902
-33.4846,150.8935
-33.4893,150.9009
-33.4999,150.9102
-33.5020,150.9254
-33.5048,150.9276
-33.5113,150.9247
-33.5167,150.9192
-33.5164,150.9126
-33.5105,150.9053
-33.5123,150.8985
-33.5153,150.8995
-33.5225,150.9077
-33.5268,150.9005
-33.5354,150.8957
-33.5406,150.8893
-33.5486,150.8930
-33.5524,150.8920
-33.5552,150.8890
-33.5615,150.8897
-33.5610,150.8934
-33.5552,150.8960
-33.5560,150.8996
-33.5544,150.9035
-33.5575,150.9086
-33.5544,150.9163
-33.5572,150.9204
-33.5610,150.9219
-33.5585,150.9267
-33.5614,150.9288
-33.5595,150.9324
-33.5633,150.9336
-33.5647,150.9357
-33.6563,150.8744
-33.6528,150.8670
-33.6463,150.8587
-33.6580,150.8351
-33.6572,150.8271
-33.6616,150.8181
-33.6675,150.8134
-33.6725,150.8141
-33.6752,150.8191
-33.6767,150.8181
-33.6777,150.8131
-33.6601,150.7964
-33.6475,150.7907
-33.6375,150.7821
-33.6143,150.7118
-33.6124,150.7014
-33.6122,150.6995
-33.6205,150.6937
-33.6234,150.6834
-33.6308,150.6772
-33.6536,150.6663
-33.6595,150.6677
-33.6664,150.6671
-33.6697,150.6607
-33.6730,150.6589
-33.6770,150.6578
-33.6928,150.6598
-33.7137,150.6579
-33.7169,150.6557
-33.7160,150.6496
-33.7218,150.6484
-33.7212,150.6440
-33.7301,150.6424
-33.7308,150.6470
-33.7344,150.6462
-33.7341,150.6441
-33.7480,150.6405
-33.7493,150.6438
-33.7519,150.6449
-33.7575,150.6417
-33.7751,150.6427
-33.7792,150.6395
-33.7797,150.6430
-33.8140,150.6196
-33.8225,150.6091
-33.8260,150.5998
-33.8302,150.5945
-33.8349,150.5912
-33.8449,150.5880
-33.8563,150.5936
-33.8578,150.6111
-33.8631,150.6131
-33.8683,150.6128
-33.8720,150.6117
-33.8761,150.6071
-33.9052,150.5578
-33.9214,150.5236
-33.9496,150.4945
-33.9634,150.4705
-33.9509,150.4574
-33.9490,150.4496
-33.9505,150.4366
-33.9440,150.4276
-33.9406,150.4042
-33.9109,150.3859
-33.9081,150.3688
-33.8928,150.3631
-33.8953,150.3549
-33.9028,150.3426
-33.9006,150.3406
-33.8850,150.3384
-33.8770,150.3323
-33.8660,150.3305
-33.8630,150.3454
-33.8622,150.3469
-33.8600,150.3465
-33.8579,150.3452
-33.8564,150.3409
-33.8568,150.3273
-33.8555,150.3223
-33.8530,150.3199
-33.8503,150.3214
-33.8491,150.3205
-33.8514,150.3123
-33.8455,150.3070
-33.8448,150.3042
-33.8519,150.2898
-33.8509,150.2793
-33.8599,150.2714
-33.8590,150.2661
-33.8652,150.2651
-33.8714,150.2549
-33.8719,150.2530
-33.8692,150.2470
-33.8778,150.2455
-33.8790,150.2390
-33.8844,150.2346
-33.8822,150.2143
-33.8853,150.2069
-33.8778,150.1970
-33.8802,150.1930
-33.8853,150.1908
-33.8860,150.1888
-33.8850,150.1871
-33.8801,150.1856
-33.8731,150.1791
-33.8723,150.1705
-33.8645,150.1660
-33.8612,150.1757
-33.8533,150.1753
-33.8479,150.1818
-33.8416,150.1823
-33.8377,150.1853
-33.8298,150.1827
-33.8304,150.1786
-33.8338,150.1771
-33.8342,150.1753
-33.8270,150.1692
-33.8219,150.1740
-33.8164,150.1735
-33.8025,150.1811
-33.7969,150.1793
-33.7987,150.1719
-33.7951,150.1687
-33.7932,150.1718
-33.7881,150.1714
-33.7874,150.1762
-33.7846,150.1790
-33.7782,150.1775
-33.7763,150.1890
-33.7703,150.1909
-33.7666,150.1956
-33.7631,150.1931
-33.7580,150.1956
-33.7502,150.1918
-33.7508,150.1858
-33.7458,150.1800
-33.7434,150.1796
-33.7371,150.1881
-33.7329,150.1909
-33.7342,150.1951
-33.7284,150.1994
-33.7261,150.2098
-33.7212,150.2124
-33.7140,150.2072
-33.7181,150.2013
-33.7167,150.1991
-33.7132,150.1992
-33.7128,150.1956
-33.7198,150.1898
-33.7221,150.1791
-33.7199,150.1771
-33.7161,150.1774
-33.7103,150.1846
-33.7044,150.1810
-33.7085,150.2076
-33.6748,150.2148
-33.6759,150.2289
-33.6630,150.2313
-33.6654,150.2442
-33.6641,150.2481
-33.6583,150.2483
-33.6562,150.2468
-33.6557,150.2435
-33.6514,150.2397
-33.6512,150.2378
-33.6385,150.2405
-33.6416,150.2619
-33.6312,150.2640
-33.6316,150.2670
-33.6223,150.2664
-33.6229,150.2707
-33.6191,150.2714
-33.6174,150.2589
-33.6107,150.2602
-33.6091,150.2490
-33.6034,150.2502
-33.6024,150.2432
-33.5944,150.2448
-33.5932,150.2369
-33.5805,150.2388
-33.5813,150.2354
-33.5760,150.2352
-33.5750,150.2281
-33.5720,150.2287
-33.5716,150.2255
-33.5635,150.2274
-33.5603,150.2247
-33.5585,150.2121
-33.5576,150.2137
-33.5479,150.2156
-33.5495,150.2268
-33.5605,150.2261
-33.5620,150.2354
-33.5598,150.2363
-33.5604,150.2405
-33.5567,150.2412
-33.5580,150.2506
-33.5187,150.2576
-33.5181,150.2533
-33.4943,150.2568
-33.4976,150.2707
-33.4993,150.2723
-33.4972,150.2727
-33.4977,150.2770
-33.4991,150.2767
-33.5044,150.3146
-33.5201,150.3119
-33.5225,150.3310
-33.5119,150.3356
-33.5120,150.3423
-33.5094,150.3444
-33.5089,150.3482
-33.5047,150.3491
-33.5023,150.3470
-33.4990,150.3473
-33.5003,150.3499
-33.4982,150.3521
-33.4994,150.3536
-33.4959,150.3557
-33.4939,150.3545
-33.4949,150.3511
-33.4923,150.3484
-33.4906,150.3535
-33.4880,150.3556
-33.4871,150.3542
-33.4857,150.3548
-33.4867,150.3587
-33.4892,150.3595
-33.4882,150.3622
-33.4913,150.3654
-33.4910,150.3694
-33.4875,150.3693
-33.4880,150.3724
-33.4863,150.3756
-33.4876,150.3828
-33.4807,150.3834
-33.4793,150.3865
-33.4815,150.3894
-33.4847,150.3890
-33.4894,150.3990
-33.4878,150.4004
-33.4849,150.3989
-33.4829,150.4006
-33.4823,150.3971
-33.4796,150.3972
-33.4798,150.3997
-33.4767,150.4031
-33.4780,150.4053
-33.4747,150.4060
-33.4732,150.4085
-33.4790,150.4111
-33.4817,150.4086
-33.4833,150.4126
-33.4804,150.4147
-33.4865,150.4169
-33.4864,150.4196
-33.4815,150.4247
-33.4807,150.4366
-33.4821,150.4379
-33.4809,150.4404
-33.4827,150.4418
-33.4814,150.4474
-33.4801,150.4482
-33.4779,150.4453
-33.4760,150.4493
-33.4726,150.4476
-33.4706,150.4498
-33.4687,150.4486
-33.4669,150.4507
-33.4588,150.4512
-33.4560,150.4618
-33.4569,150.4643
-33.4540,150.4683
-33.4516,150.4663
-33.4493,150.4600
-33.4385,150.4727
-33.4331,150.4734
-33.4297,150.4791
-33.4275,150.4769
-33.4252,150.4784
-33.4228,150.4775
-33.4214,150.4795
-33.4183,150.4780
-33.4149,150.4803
-33.4130,150.4787
-33.4087,150.4803
-33.4048,150.4775
-33.4032,150.4797
-33.3989,150.4757
-33.3967,150.4782
-33.3973,150.4850
-33.3911,150.4833
-33.3867,150.4878
-33.3840,150.4824
-33.3827,150.4823
-33.3814,150.4886
-33.3773,150.4891
-33.3792,150.4933
-33.3768,150.4976
-33.3782,150.5011
-33.3755,150.5054
-33.3791,150.5090
-33.3749,150.5121
-33.3777,150.5165
-33.3737,150.5203
-33.3756,150.5256
-33.3707,150.5282
-33.3691,150.5338
-33.3664,150.5359
-33.3676,150.5407
-33.3634,150.5410
-33.3665,150.5450
-33.3636,150.5471
-33.3639,150.5487
-33.3688,150.5496
-33.3659,150.5550
-33.3661,150.5588
-33.3611,150.5607
-33.3596,150.5666
-33.3556,150.5666
-33.3578,150.5747
-33.3521,150.5769
-33.3514,150.5809
-33.3476,150.5807
-33.3430,150.5827
-33.3426,150.5906
-33.3373,150.5913
-33.3339,150.5846
-33.3306,150.5820
-33.3253,150.5855
-33.3219,150.5837
-33.3207,150.5806
-33.3224,150.5749
-33.3206,150.5694
-33.3203,150.5596
-33.3182,150.5541
-33.3152,150.5515
-33.3111,150.5515
-33.3124,150.5603
-33.3063,150.5667
-33.2981,150.5652
-33.2940,150.5568
-33.2907,150.5575
-33.2889,150.5607
-33.2908,150.5661
-33.2896,150.5755
-33.2806,150.5573
-33.2748,150.5532
-33.2718,150.5523
-33.2656,150.5542
-33.2653,150.5625
-33.2569,150.5603
-33.2541,150.5550
-33.2573,150.5492
-33.2559,150.5439
-33.2480,150.5397
-33.2446,150.5349
-33.2401,150.5331
-33.2389,150.5257
-33.2368,150.5258
-33.2333,150.5299
-33.2275,150.5296
-33.2242,150.5315
-33.2209,150.5443
-33.2146,150.5416
-33.2106,150.5332
-33.1982,150.5303
-33.1944,150.5238
-33.1940,150.5279
-33.1912,150.5312
-33.1920,150.5364
-33.1877,150.539
-33.1886,150.5429
-33.1850,150.5439
-33.1837,150.5523
-33.1752,150.5557
-33.1707,150.5519
-33.1673,150.5551
-33.1616,150.5549
-33.1620,150.5642
-33.1568,150.5671
-33.1558,150.5698
-33.1568,150.5727
-33.1586,150.5731
-33.1655,150.5694
-33.1680,150.5696
-33.1681,150.5836
-33.1660,150.5855
-33.1621,150.5847
-33.1602,150.5897
-33.1526,150.5866
-33.1476,150.5865
-33.1475,150.5928
-33.1449,150.5967
-33.1472,150.6047
-33.1433,150.6098
-33.1389,150.6117
-33.1350,150.6105
-33.1319,150.6043
-33.1253,150.5984
-33.1226,150.6016
-33.1249,150.6060
-33.1198,150.6081
-33.1188,150.6122
-33.1153,150.6123
-33.1134,150.6094
-33.1084,150.6099
-33.1100,150.6197
-33.1038,150.6174
-33.1019,150.6096
-33.1031,150.6058
-33.1006,150.6016
-33.0995,150.6036
-33.1009,150.6067
-33.0988,150.6108
-33.0926,150.6123
-33.0896,150.6070
-33.0891,150.6135
-33.0836,150.6097
-33.0734,150.6141
-33.0722,150.6114
-33.0739,150.6056
-33.0706,150.6082
-33.0708,150.6116
-33.0660,150.6107
-33.0615,150.6296
-33.0585,150.6302
-33.0720,150.7278
-33.0686,150.7180
-33.0644,150.7159
-33.0586,150.7072
-33.0551,150.7051
-33.0482,150.7064
-33.0446,150.7053
-33.0417,150.6966
-33.0441,150.6904
-33.0447,150.6820
-33.0319,150.6821
-33.0277,150.6790
-33.0268,150.6724
-33.0240,150.6713
-33.0132,150.6771
-33.0059,150.6856
-33.0014,150.6873
-32.9967,150.6857
-32.9964,150.6966
-32.9985,150.6965
-32.9996,150.7001
-33.0052,150.7038
-33.0085,150.7021
-33.0103,150.7029
-33.0114,150.7095
-33.0145,150.7114
-33.0140,150.7148
-33.0120,150.7165
-33.0123,150.7235
-33.0129,150.7264
-33.0173,150.7301
-33.0161,150.7356
-33.0180,150.7359
-33.0184,150.7416
-33.0199,150.7410
-33.0197,150.7444
-33.0219,150.7454
-33.0205,150.7512
-33.0179,150.7517
-33.0153,150.7567
-33.0147,150.7610
-33.0003,150.7638
-33.0060,150.8047
-33.0107,150.8060
-33.0120,150.8123
-33.0159,150.8148
-33.0147,150.8199
-33.0169,150.8210
-33.0187,150.8174
-33.0214,150.8189
-33.0234,150.8182
-33.0254,150.8262
-33.0289,150.8273
-33.0295,150.8298
-33.0334,150.8304
-33.0304,150.8351
-33.0345,150.8385
-33.0332,150.8430
-33.0353,150.8462
-33.0302,150.8510
-33.0317,150.8541
-33.0335,150.8553
-33.0371,150.8526
-33.0398,150.8576
-33.0422,150.8582
-33.0436,150.8531
-33.0418,150.8511
-33.0457,150.8496
-33.0461,150.8541
-33.0497,150.8576
-33.0490,150.8523
-33.0522,150.8472
-33.0527,150.8531
-33.0561,150.8548
-33.0592,150.8535
-33.0608,150.8588
-33.0642,150.8568
-33.0641,150.8521
-33.0664,150.8513
-33.0702,150.8556
-33.0748,150.8481
-33.0799,150.8490
-33.0834,150.8529
-33.0872,150.8487
-33.0899,150.8516
-33.0929,150.8479
-33.0980,150.8467
-33.0987,150.8493
-33.0942,150.8538
-33.0941,150.8588
-33.0994,150.8653
-33.1024,150.8661
-33.1043,150.8727
-33.1070,150.8703
-33.1148,150.8738
-33.1189,150.8844
-33.1211,150.8999
-33.1158,150.9052
-33.1116,150.9163
-33.1125,150.9196
-33.1111,150.9241
-33.1131,150.9313
-33.1157,150.9336
-33.1191,150.9339
-33.1204,150.9390
-33.1232,150.9419
-33.1225,150.9502
-33.1263,150.9539
-33.1254,150.9565
-33.1294,150.9645
-33.1304,150.9721
-33.1269,150.9801
-33.1279,150.9857
-33.1247,150.9881
-33.1224,150.9941
-33.1245,150.9963
-33.1241,150.9999
-33.1260,151.0036
-33.1219,151.0179
-33.1253,151.0256
-33.1236,151.0298
-33.1240,151.0351
-33.1235,151.0371
-33.1174,151.0353
-33.1060,151.0400
-33.1046,151.0380
-33.1016,151.0402
-33.0970,151.0397
-33.0919,151.0425
-33.0886,151.0473
-33.0802,151.0521
-33.0821,151.0656
-33.0803,151.0670
-33.0801,151.0712
-33.0788,151.0706
-33.0772,151.0727
-33.0752,151.0839
-33.0787,151.0883
-33.0769,151.0943
-33.0783,151.0987
-33.0769,151.1039
-33.0904,151.1138
-33.0894,151.1176
-33.0911,151.1188
-33.0929,151.1289
-33.1005,151.1304
-33.1044,151.1344
-33.1099,151.1358
end
start,McMahon
-33.8491,150.9970
-33.8600,150.9936
-33.8704,150.9855
-33.8684,150.9699
-33.8691,150.9638
-33.8672,150.9634
-33.8673,150.9616
-33.8687,150.9599
-33.8710,150.9622
-33.8712,150.9602
-33.8749,150.9642
-33.8767,150.9606
-33.8773,150.9628
-33.8785,150.9624
-33.8792,150.9607
-33.8776,150.9605
-33.8777,150.9589
-33.8814,150.9595
-33.8817,150.9523
-33.8838,150.9521
-33.8828,150.9492
-33.8844,150.9490
-33.8856,150.9450
-33.8823,150.9423
-33.8835,150.9401
-33.8822,150.9356
-33.8800,150.9347
-33.8771,150.9282
-33.8744,150.9259
-33.8768,150.9209
-33.8754,150.9205
-33.8761,150.9187
-33.8744,150.9183
-33.8744,150.9165
-33.8652,150.9182
-33.8589,150.9164
-33.8558,150.8918
-33.8522,150.8926
-33.8531,150.8862
-33.8511,150.8768
-33.8653,150.8704
-33.8631,150.8536
-33.8696,150.8523
-33.8742,150.8453
-33.8771,150.8434
-33.8747,150.8393
-33.8754,150.8295
-33.8807,150.8205
-33.8795,150.8149
-33.8808,150.7971
-33.8757,150.7679
-33.8732,150.7723
-33.8751,150.7730
-33.8748,150.7747
-33.8722,150.7736
-33.8711,150.7760
-33.8672,150.7726
-33.8667,150.7695
-33.8642,150.7708
-33.8630,150.7694
-33.8615,150.7710
-33.8576,150.7681
-33.8518,150.7706
-33.8491,150.7684
-33.8364,150.7687
-33.8354,150.7658
-33.8286,150.7660
-33.8275,150.7611
-33.8221,150.7658
-33.8129,150.7642
-33.8132,150.7682
-33.8083,150.7703
-33.8049,150.7684
-33.8042,150.7621
-33.7967,150.7637
-33.7952,150.7594
-33.7922,150.7585
-33.7896,150.7627
-33.7857,150.7618
-33.7834,150.7650
-33.7911,150.8114
-33.7882,150.8115
-33.7880,150.8094
-33.7860,150.8090
-33.7838,150.8100
-33.7837,150.8082
-33.7810,150.8080
-33.7795,150.8053
-33.7782,150.8061
-33.7768,150.8033
-33.7955,150.8886
-33.8014,150.9068
-33.8055,150.9303
-33.8156,150.9694
-33.8323,150.9694
-33.8369,150.9921
-33.8395,150.9905
-33.8444,150.9911
-33.8476,150.9891
-33.8491,150.9970
end
start,Mitchell
-33.7688,151.0311
-33.7750,151.0253
-33.7751,151.0166
-33.7780,151.0117
-33.7868,151.0081
-33.7896,151.0046
-33.7966,150.9871
-33.7842,150.9700
-33.7782,150.9643
-33.7714,150.9598
-33.7620,150.9575
-33.6960,150.9269
-33.6754,150.9115
-33.6706,150.9033
-33.6659,150.8993
-33.6622,150.8930
-33.6597,150.8772
-33.6567,150.8740
-33.6117,150.9043
-33.6198,150.9231
-33.6159,150.9253
-33.6166,150.9287
-33.6131,150.9300
-33.6162,150.9304
-33.6185,150.9356
-33.6207,150.9348
-33.6232,150.9366
-33.6262,150.9338
-33.6292,150.9349
-33.6300,150.9319
-33.6285,150.9310
-33.6295,150.9299
-33.6280,150.9277
-33.6282,150.9229
-33.6365,150.9278
-33.6383,150.9277
-33.6383,150.9243
-33.6417,150.9261
-33.6412,150.9349
-33.6443,150.9378
-33.6495,150.9365
-33.6507,150.9339
-33.6482,150.9308
-33.6492,150.9278
-33.6544,150.9268
-33.6561,150.9298
-33.6570,150.9286
-33.6600,150.9300
-33.6611,150.9368
-33.6659,150.9399
-33.6681,150.9468
-33.6739,150.9491
-33.6798,150.9620
-33.6825,150.9623
-33.6879,150.9677
-33.691,150.9673
-33.6937,150.9696
-33.6995,150.9792
-33.6991,150.9816
-33.7030,150.9842
-33.7035,150.9891
-33.7064,150.9906
-33.7108,150.9972
-33.7131,150.9971
-33.7146,151.0018
-33.7147,151.0161
-33.7164,151.0188
-33.7265,151.0184
-33.7306,151.0168
-33.7327,151.0269
-33.7380,151.0228
-33.7466,151.0242
-33.7569,151.0192
-33.7613,151.0275
-33.7688,151.0311
end
start,New England
-28.2988,152.4448
-28.2776,152.4550
-28.2776,152.4551
-28.2725,152.4577
-28.2696,152.4614
-28.2670,152.4601
-28.2598,152.4636
-28.2571,152.4702
-28.2580,152.4818
-28.2537,152.4880
-28.2537,152.4976
-28.2492,152.5083
-28.2516,152.5153
-28.2568,152.5161
-28.2568,152.5187
-28.2608,152.5219
-28.2626,152.5342
-28.2651,152.5347
-28.2659,152.5368
-28.2721,152.5329
-28.2793,152.5331
-28.2861,152.5291
-28.2986,152.5290
-28.3026,152.5249
-28.3064,152.5262
-28.3115,152.5391
-28.3133,152.5414
-28.3184,152.5435
-28.3210,152.5481
-28.3204,152.5515
-28.3167,152.5552
-28.3233,152.5564
-28.3235,152.5686
-28.3261,152.5724
-28.3333,152.5743
-28.3389,152.5790
-28.3346,152.5829
-28.3292,152.5850
-28.3239,152.5924
-28.3147,152.5978
-28.3201,152.6077
-28.3193,152.6164
-28.3271,152.6215
-28.3269,152.6275
-28.3388,152.6314
-28.3399,152.6287
-28.3408,152.6304
-28.3459,152.6270
-28.3491,152.6284
-28.3469,152.6209
-28.3485,152.6180
-28.3507,152.6182
-28.3526,152.6143
-28.3545,152.6163
-28.3563,152.6127
-28.3639,152.6151
-28.3693,152.6109
-28.3744,152.6120
-28.3769,152.6096
-28.3766,152.6070
-28.3782,152.6073
-28.3782,152.6011
-28.3796,152.6027
-28.3807,152.6004
-28.3867,152.6058
-28.3912,152.6056
-28.3947,152.5972
-28.3974,152.5992
-28.3980,152.5978
-28.3990,152.5986
-28.4010,152.5932
-28.4086,152.5946
-28.4105,152.5933
-28.4145,152.5864
-28.4164,152.5866
-28.4156,152.5764
-28.4181,152.5775
-28.4189,152.5800
-28.4203,152.5794
-28.4204,152.5818
-28.4224,152.5827
-28.4243,152.5798
-28.4329,152.5786
-28.4349,152.5805
-28.4354,152.5779
-28.4374,152.5779
-28.4366,152.5754
-28.4383,152.5732
-28.4367,152.5721
-28.4400,152.5651
-28.4433,152.5667
-28.4472,152.5642
-28.4503,152.5668
-28.4562,152.5614
-28.4646,152.5622
-28.4668,152.5602
-28.4700,152.5613
-28.4697,152.5579
-28.4651,152.5553
-28.4668,152.5513
-28.4704,152.5486
-28.4741,152.5527
-28.4776,152.5531
-28.4794,152.5499
-28.4789,152.5472
-28.4776,152.5469
-28.4790,152.5414
-28.4804,152.5416
-28.4793,152.5442
-28.4817,152.5437
-28.4810,152.5388
-28.4827,152.5405
-28.4964,152.5271
-28.5003,152.5371
-28.5066,152.5368
-28.5138,152.5330
-28.5150,152.5302
-28.5118,152.5284
-28.5134,152.5256
-28.5101,152.5206
-28.5139,152.5104
-28.5112,152.5059
-28.5116,152.5029
-28.5174,152.5003
-28.5235,152.5000
-28.5267,152.5027
-28.5284,152.5010
-28.5276,152.4965
-28.5288,152.4952
-28.5272,152.4935
-28.5268,152.4889
-28.5312,152.4846
-28.5305,152.4833
-28.5258,152.4830
-28.5267,152.4758
-28.5205,152.4762
-28.5192,152.4721
-28.5212,152.4687
-28.5265,152.4660
-28.5257,152.4640
-28.5219,152.4623
-28.5224,152.4598
-28.5275,152.4626
-28.5292,152.4606
-28.5266,152.4525
-28.5303,152.4404
-28.5391,152.4464
-28.5454,152.4449
-28.5473,152.4415
-28.5498,152.4434
-28.5517,152.4415
-28.5558,152.4413
-28.5558,152.4481
-28.5634,152.4524
-28.5662,152.4575
-28.5689,152.4577
-28.5698,152.4556
-28.5680,152.4496
-28.5762,152.4401
-28.5776,152.4416
-28.5758,152.4465
-28.5770,152.4474
-28.5846,152.4461
-28.5805,152.4409
-28.5830,152.4382
-28.5873,152.4409
-28.5898,152.4401
-28.5926,152.4418
-28.5988,152.4390
-28.6006,152.4425
-28.6033,152.4428
-28.6047,152.4393
-28.6022,152.4341
-28.6073,152.4213
-28.6149,152.4170
-28.6187,152.4207
-28.6187,152.4247
-28.6208,152.4248
-28.6214,152.4200
-28.6184,152.4168
-28.6212,152.4131
-28.6204,152.4089
-28.6216,152.4057
-28.6240,152.4065
-28.6262,152.4120
-28.6289,152.4084
-28.6320,152.4139
-28.6359,152.4082
-28.6429,152.4078
-28.6468,152.3985
-28.6525,152.4033
-28.6586,152.4031
-28.6625,152.3982
-28.6654,152.3980
-28.6635,152.3926
-28.6653,152.3892
-28.6703,152.3913
-28.6768,152.3863
-28.6826,152.3894
-28.6827,152.3871
-28.6861,152.3844
-28.6847,152.3780
-28.6864,152.3738
-28.6929,152.3759
-28.6998,152.3752
-28.7028,152.3764
-28.7039,152.3791
-28.7020,152.3874
-28.7071,152.3988
-28.7064,152.4020
-28.7038,152.4038
-28.7044,152.4065
-28.7106,152.4048
-28.7223,152.4070
-28.7235,152.4085
-28.7229,152.4139
-28.7179,152.4207
-28.7251,152.4278
-28.7250,152.4350
-28.7285,152.4391
-28.7317,152.4555
-28.7353,152.4637
-28.7351,152.4667
-28.7311,152.4714
-28.7310,152.4736
-28.7352,152.4748
-28.7445,152.4708
-28.7470,152.4730
-28.7462,152.4777
-28.7404,152.4817
-28.7358,152.4901
-28.7358,152.4944
-28.7378,152.4976
-28.7431,152.4987
-28.7486,152.4949
-28.7500,152.4903
-28.7487,152.4836
-28.7508,152.4798
-28.7532,152.4803
-28.7591,152.4890
-28.7645,152.4921
-28.7688,152.4903
-28.7725,152.4808
-28.7751,152.4781
-28.7771,152.4776
-28.7801,152.4801
-28.7854,152.4966
-28.7855,152.5019
-28.7812,152.5065
-28.7797,152.5110
-28.7843,152.5152
-28.7917,152.5143
-28.7947,152.5193
-28.7813,152.5309
-28.7817,152.5415
-28.7879,152.5436
-28.8038,152.5369
-28.8149,152.5392
-28.8178,152.5439
-28.8178,152.5548
-28.8232,152.5572
-28.8301,152.5529
-28.8477,152.5372
-28.8516,152.5406
-28.8542,152.5461
-28.8579,152.5617
-28.8579,152.5676
-28.8637,152.5734
-28.8856,152.5653
-28.8935,152.5572
-28.8995,152.5544
