start,Banks
-35.1121,146.6168
-35.1120,146.6151
-35.1144,146.6147
-35.1120,146.6040
-35.1142,146.6039
-35.1134,146.6000
-35.1168,146.5995
-35.1154,146.5958
-35.1171,146.5913
-35.1165,146.5721
-35.1183,146.5651
-35.1911,146.4513
-35.1876,146.4519
-35.1872,146.4482
-35.1941,146.4468
-35.2317,146.3892
-35.2473,146.3863
-35.2505,146.4136
-35.3044,146.4038
-35.3029,146.3924
-35.3228,146.3887
-35.3209,146.3720
-35.3372,146.3699
-35.3377,146.3640
-35.3877,146.3542
-35.3893,146.3650
-35.3936,146.3683
-35.3973,146.3684
-35.4048,146.3744
-35.4056,146.3807
-35.4114,146.3797
-35.4257,146.3910
-35.4304,146.3915
-35.4345,146.3991
-35.4395,146.4038
-35.4445,146.4055
-35.4714,146.4282
-35.4763,146.4700
-35.4784,146.4696
-35.4830,146.5074
-35.4849,146.5135
-35.4871,146.5402
-35.4905,146.5396
-35.4915,146.5548
-35.4943,146.5542
-35.4964,146.5604
-35.5202,146.6697
-35.5376,146.6670
-35.5373,146.6642
-35.5477,146.6623
-35.5491,146.6741
-35.5552,146.6729
-35.5582,146.7006
-35.5615,146.7033
-35.5746,146.7968
-35.5663,146.7984
-35.5758,146.8713
-35.5710,146.8723
-35.5732,146.8883
-35.5604,146.8909
-35.5604,146.9008
-35.5546,146.9102
-35.5474,146.9116
-35.5471,146.9221
-35.5279,146.9537
-35.5247,146.9530
-35.5251,146.9556
-35.5230,146.9554
-35.5238,146.9621
-35.5194,146.9707
-35.5223,146.9796
-35.5156,146.9818
-35.5168,146.9911
-35.5074,146.9928
-35.5071,146.9906
-35.4892,146.9939
-35.4936,147.0148
-35.4918,147.0147
-35.4937,147.0169
-35.4856,147.0322
-35.4865,147.0345
-35.4842,147.0402
-35.4779,147.0436
-35.4768,147.0487
-35.4728,147.0519
-35.4703,147.0518
-35.4689,147.0548
-35.4698,147.0576
-35.4605,147.0712
-35.4529,147.0702
-35.4504,147.0873
-35.4525,147.0967
-35.4543,147.0986
-35.4527,147.1052
-35.4559,147.1102
-35.4549,147.1133
-35.4569,147.1192
-35.4562,147.1218
-35.4646,147.1265
-35.4652,147.1299
-35.4679,147.1324
-35.4670,147.1431
-35.4691,147.1577
-35.4568,147.1662
-35.4548,147.1715
-35.4570,147.1749
-35.4484,147.1849
-35.4522,147.1881
-35.4546,147.1940
-35.4620,147.1923
-35.4660,147.1954
-35.4727,147.2110
-35.4709,147.2173
-35.4714,147.2230
-35.4736,147.2264
-35.4694,147.2325
-35.4713,147.2345
-35.4705,147.2378
-35.4729,147.2375
-35.4783,147.2426
-35.4870,147.2456
-35.4912,147.2508
-35.4885,147.2631
-35.4921,147.2664
-35.4909,147.2689
-35.4920,147.2740
-35.4939,147.2751
-35.4938,147.2800
-35.5003,147.2835
-35.4995,147.2912
-35.5013,147.2938
-35.4958,147.2972
-35.4955,147.3030
-35.4993,147.3055
-35.4999,147.3139
-35.5040,147.3281
-35.5094,147.3335
-35.5092,147.3420
-35.5120,147.3538
-35.5153,147.3607
-35.5138,147.3638
-35.5252,147.3782
-35.5308,147.3780
-35.5298,147.3842
-35.5319,147.3880
-35.5355,147.3844
-35.5368,147.3873
-35.5389,147.3879
-35.5428,147.3845
-35.5509,147.3823
-35.5553,147.3866
-35.5592,147.3850
-35.5636,147.3915
-35.5593,147.3958
-35.5548,147.3952
-35.5502,147.4016
-35.5447,147.4037
-35.5417,147.4108
-35.5359,147.4146
-35.5336,147.4190
-35.5347,147.4240
-35.5395,147.4271
-35.5370,147.4302
-35.5374,147.4382
-35.5301,147.4445
-35.5309,147.4562
-35.5337,147.4578
-35.5392,147.4674
-35.5451,147.4809
-35.5456,147.4882
-35.5408,147.4884
-35.5358,147.4927
-35.5299,147.4952
-35.5284,147.5004
-35.5220,147.5017
-35.5137,147.4982
-35.5087,147.5001
-35.5063,147.5061
-35.4969,147.5181
-35.4932,147.5197
-35.4883,147.5149
-35.4821,147.5220
-35.4837,147.5228
-35.4843,147.5273
-35.4881,147.5290
-35.4908,147.5284
-35.4927,147.5328
-35.4917,147.5357
-35.4934,147.5362
-35.4937,147.5430
-35.4970,147.5462
-35.4962,147.5489
-35.4986,147.5533
-35.5017,147.5560
-35.5057,147.5565
-35.5109,147.5671
-35.5159,147.5691
-35.5173,147.5827
-35.5243,147.5886
-35.5235,147.5928
-35.5266,147.5943
-35.5294,147.6005
-35.5321,147.6010
-35.5398,147.6084
-35.5429,147.6212
-35.5460,147.6255
-35.5471,147.6312
-35.5458,147.6370
-35.5391,147.6444
-35.5388,147.6498
-35.5401,147.6555
-35.5445,147.6606
-35.5466,147.6680
-35.5566,147.6811
-35.5341,147.6855
-35.5411,147.7385
-35.5368,147.7416
-35.5310,147.7372
-35.5334,147.7557
-35.5358,147.7542
-35.5446,147.7543
-35.5475,147.7797
-35.5496,147.7793
-35.5515,147.7892
-35.5514,147.7915
-35.5471,147.7924
-35.5505,147.7943
-35.5522,147.8067
-35.5494,147.8073
-35.5494,147.8121
-35.5545,147.8453
-35.5646,147.8434
-35.5658,147.8457
-35.5613,147.8500
-35.5598,147.8553
-35.5690,147.8593
-35.5867,147.8725
-35.6130,147.8846
-35.6153,147.8885
-35.6195,147.8899
-35.6210,147.8927
-35.6335,147.8975
-35.6312,147.8914
-35.6354,147.8846
-35.6359,147.8798
-35.6337,147.8759
-35.6417,147.8710
-35.6429,147.8680
-35.6379,147.8595
-35.6380,147.8475
-35.6415,147.8336
-35.6452,147.8281
-35.6449,147.8263
-35.6493,147.8214
-35.6493,147.8189
-35.6517,147.8208
-35.6585,147.8187
-35.6622,147.8118
-35.6749,147.8082
-35.6780,147.8013
-35.6800,147.8022
-35.6850,147.8008
-35.6878,147.8035
-35.6919,147.8040
-35.6957,147.8041
-35.6995,147.8019
-35.7034,147.8038
-35.7060,147.8104
-35.7091,147.8122
-35.7122,147.8130
-35.7181,147.8107
-35.7208,147.8078
-35.7430,147.8188
-35.7470,147.8191
-35.7544,147.8138
-35.7597,147.8157
-35.7652,147.8117
-35.7700,147.8122
-35.7779,147.8073
-35.7799,147.8039
-35.7858,147.802
-35.7899,147.8020
-35.7990,147.8059
-35.7965,147.8008
-35.7982,147.7937
-35.8015,147.7926
-35.8013,147.7884
-35.8046,147.7858
-35.8072,147.7735
-35.8061,147.7710
-35.8120,147.7700
-35.8125,147.7716
-35.8165,147.7726
-35.8288,147.7662
-35.8306,147.7666
-35.8309,147.7616
-35.8340,147.7617
-35.8364,147.7637
-35.8397,147.7605
-35.8380,147.7463
-35.8339,147.7401
-35.8331,147.7348
-35.8369,147.7310
-35.8378,147.7166
-35.8410,147.7095
-35.8455,147.7093
-35.8459,147.7067
-35.8504,147.7080
-35.8555,147.7027
-35.8588,147.7013
-35.8614,147.7021
-35.8635,147.7063
-35.8678,147.7068
-35.8718,147.7042
-35.8745,147.7080
-35.8787,147.7077
-35.8885,147.6884
-35.8909,147.6890
-35.8936,147.6928
-35.9123,147.6964
-35.9161,147.6950
-35.9163,147.6894
-35.9180,147.6874
-35.9230,147.6877
-35.9314,147.6933
-35.9356,147.6896
-35.9375,147.6902
-35.9425,147.6820
-35.9445,147.6747
-35.9425,147.6722
-35.9432,147.6608
-35.9460,147.6467
-35.9497,147.6424
-35.9621,147.6377
-35.9675,147.6205
-35.9791,147.6014
-35.9764,147.5968
-35.9698,147.5918
-35.9677,147.5823
-35.9710,147.5764
-35.9689,147.5715
-35.9698,147.5638
-35.9645,147.5491
-35.9687,147.5484
-35.9710,147.5517
-35.9745,147.5475
-35.9786,147.5476
-35.9724,147.5588
-35.9741,147.5622
-35.9786,147.5654
-35.9780,147.5814
-35.9846,147.5840
-35.9885,147.5796
-35.9918,147.5685
-36.0027,147.5561
-36.0040,147.5518
-36.0029,147.5484
-35.9973,147.5465
-35.9941,147.5375
-35.9867,147.5275
-35.9869,147.5213
-35.9832,147.5195
-35.9797,147.5200
-35.9763,147.5149
-35.9671,147.5212
-35.9650,147.5254
-35.9633,147.5252
-35.9589,147.5160
-35.9624,147.5114
-35.9583,147.5071
-35.9555,147.5071
-35.9527,147.5049
-35.9435,147.4941
-35.9438,147.4915
-35.9487,147.4884
-35.9492,147.4815
-35.9426,147.4788
-35.9434,147.4763
-35.9441,147.4777
-35.9441,147.4640
-35.9515,147.4544
-35.9577,147.4561
-35.9608,147.4506
-35.9585,147.4450
-35.9556,147.4431
-35.9559,147.4397
-35.9530,147.4352
-35.9529,147.4310
-35.9488,147.4219
-35.9469,147.4151
-35.9482,147.4084
-35.9437,147.4057
-35.9438,147.4034
-35.9490,147.3954
-35.9476,147.3918
-35.9492,147.3903
-35.9550,147.3926
-35.9590,147.3871
-35.9590,147.3926
-35.9604,147.3941
-35.9622,147.3930
-35.9634,147.3882
-35.9663,147.3889
-35.9702,147.3931
-35.9718,147.3914
-35.9735,147.3923
-35.9722,147.3840
-35.9765,147.3757
-35.9773,147.3744
-35.9782,147.3739
-35.9766,147.3765
-35.9783,147.3758
-35.9806,147.3720
-35.9796,147.3742
-35.9823,147.3748
-35.9823,147.3708
-35.9917,147.3579
-36.0007,147.3531
-36.0043,147.3555
-36.0098,147.3552
-36.0129,147.3489
-36.0187,147.3456
-36.0245,147.3462
-36.0287,147.3518
-36.0317,147.3528
-36.0367,147.3471
-36.0421,147.3437
-36.0470,147.3322
-36.0541,147.3294
-36.0581,147.3217
-36.0611,147.3192
-36.0584,147.3175
-36.0548,147.3180
-36.0528,147.3130
-36.0538,147.3113
-36.0584,147.3155
-36.0610,147.3132
-36.0610,147.3107
-36.0571,147.3066
-36.0538,147.3067
-36.0500,147.3022
-36.0474,147.3047
-36.0476,147.3014
-36.0449,147.2999
-36.0466,147.2977
-36.0447,147.2964
-36.0427,147.2906
-36.0435,147.2874
-36.0394,147.2851
-36.0432,147.2799
-36.0393,147.2668
-36.0415,147.2517
-36.0384,147.2423
-36.0433,147.2388
-36.0423,147.2320
-36.0485,147.2248
-36.0466,147.2149
-36.0501,147.2062
-36.0438,147.1955
-36.0449,147.1933
-36.0423,147.1875
-36.0382,147.1877
-36.0374,147.1808
-36.0307,147.1644
-36.0312,147.1612
-36.0359,147.1552
-36.0319,147.1493
-36.0368,147.1466
-36.0377,147.1443
-36.0358,147.1428
-36.0312,147.1446
-36.0286,147.1414
-36.0285,147.1369
-36.0243,147.1313
-36.0200,147.1308
-36.0180,147.1273
-36.0116,147.1284
-36.0083,147.1251
-36.0054,147.1271
-36.0037,147.1228
-36.0000,147.1255
-35.9973,147.1231
-35.9947,147.1249
-35.9944,147.1233
-36.0003,147.1207
-35.9985,147.1166
-36.0009,147.1119
-36.0037,147.1156
-36.0076,147.1162
-36.0082,147.1125
-36.0048,147.1068
-36.0079,147.1064
-36.0095,147.1105
-36.0125,147.1092
-36.0107,147.1051
-36.0102,147.0980
-36.0124,147.0986
-36.0117,147.1054
-36.0164,147.1063
-36.0190,147.1043
-36.0199,147.1010
-36.0156,147.0999
-36.0158,147.0976
-36.0190,147.0983
-36.0218,147.0966
-36.0241,147.0993
-36.0261,147.0990
-36.0283,147.0970
-36.0262,147.0935
-36.0276,147.0921
-36.0314,147.0981
-36.0328,147.1037
-36.0359,147.1001
-36.0389,147.0997
-36.0385,147.0963
-36.0425,147.0992
-36.0467,147.0970
-36.0469,147.0943
-36.0437,147.0937
-36.0438,147.0915
-36.0468,147.0918
-36.0497,147.0955
-36.0525,147.0955
-36.0529,147.0930
-36.0492,147.0904
-36.0532,147.0882
-36.0538,147.0805
-36.0558,147.0854
-36.0566,147.0793
-36.0640,147.0745
-36.0605,147.0682
-36.0634,147.0666
-36.0686,147.0668
-36.0687,147.0648
-36.0656,147.0639
-36.0657,147.0621
-36.0740,147.0595
-36.0824,147.0630
-36.0854,147.0577
-36.0895,147.0593
-36.0903,147.0523
-36.0981,147.0501
-36.1002,147.0556
-36.1076,147.0530
-36.1081,147.0508
-36.1038,147.0488
-36.1043,147.0423
-36.1095,147.0421
-36.1152,147.0341
-36.0998,147.0227
-36.0991,147.0190
-36.1059,147.0173
-36.1047,147.0134
-36.0999,147.0151
-36.0949,147.0130
-36.0897,147.0163
-36.0879,147.0118
-36.0891,147.0063
-36.0875,147.0055
-36.0850,147.0083
-36.0835,147.0068
-36.0840,147.0033
-36.0860,147.0027
-36.0872,146.9993
-36.0861,146.9904
-36.0939,146.9842
-36.0948,146.9812
-36.0908,146.9773
-36.0851,146.9765
-36.0821,146.9725
-36.0836,146.9666
-36.0805,146.9643
-36.0823,146.9618
-36.0781,146.9562
-36.0845,146.9591
-36.0887,146.9550
-36.0918,146.9586
-36.0934,146.9508
-36.0997,146.9520
-36.1030,146.9484
-36.1067,146.9492
-36.1082,146.9520
-36.1107,146.9524
-36.1159,146.9437
-36.1114,146.9339
-36.1058,146.9281
-36.1025,146.9274
-36.0989,146.9298
-36.0971,146.9268
-36.1008,146.9214
-36.1040,146.9248
-36.1083,146.9240
-36.1079,146.9180
-36.1127,146.9145
-36.1112,146.9077
-36.1071,146.9055
-36.1063,146.9118
-36.1046,146.9124
-36.1026,146.9095
-36.0995,146.9086
-36.0979,146.9033
-36.0916,146.9060
-36.0869,146.9029
-36.0860,146.9069
-36.0849,146.9069
-36.0830,146.9011
-36.0854,146.8990
-36.0881,146.8900
-36.0875,146.8805
-36.0829,146.8768
-36.0736,146.8729
-36.0730,146.8645
-36.0788,146.8656
-36.0849,146.8571
-36.0838,146.8515
-36.0864,146.8490
-36.0865,146.8466
-36.0820,146.8367
-36.0859,146.8341
-36.0860,146.8297
-36.0887,146.8250
-36.0868,146.8215
-36.0845,146.8212
-36.0775,146.8275
-36.0750,146.8235
-36.0708,146.8255
-36.0697,146.8228
-36.0743,146.8163
-36.0703,146.8146
-36.0691,146.8182
-36.0678,146.8183
-36.0678,146.8131
-36.0641,146.8147
-36.0608,146.8062
-36.0551,146.8039
-36.0583,146.8007
-36.0572,146.7965
-36.0585,146.7945
-36.0612,146.7933
-36.0624,146.7986
-36.0651,146.7961
-36.0635,146.7917
-36.0643,146.7870
-36.0606,146.7888
-36.0593,146.7878
-36.0604,146.7813
-36.0632,146.7834
-36.0645,146.7804
-36.0592,146.7756
-36.0580,146.7712
-36.0589,146.7682
-36.0556,146.7671
-36.0567,146.7653
-36.0597,146.7647
-36.0595,146.7628
-36.0572,146.7596
-36.0529,146.7630
-36.0516,146.7623
-36.0521,146.7561
-36.0550,146.7583
-36.0567,146.7574
-36.0554,146.7528
-36.0584,146.7558
-36.0606,146.7537
-36.0603,146.7479
-36.0584,146.7469
-36.0519,146.7487
-36.0513,146.7468
-36.0505,146.7506
-36.0421,146.7529
-36.0422,146.7492
-36.0478,146.7446
-36.0451,146.7398
-36.0480,146.7352
-36.0447,146.7300
-36.0386,146.7315
-36.0367,146.7351
-36.0344,146.7328
-36.0309,146.7323
-36.0311,146.7298
-36.0295,146.7283
-36.0276,146.7291
-36.0265,146.7328
-36.0237,146.7318
-36.0286,146.7224
-36.0264,146.7162
-36.0292,146.7125
-36.0299,146.7063
-36.0340,146.7099
-36.0359,146.7074
-36.0335,146.6979
-36.0313,146.6963
-36.0303,146.6895
-36.0318,146.6893
-36.0340,146.6949
-36.0408,146.6882
-36.0393,146.6832
-36.0352,146.6802
-36.0334,146.6797
-36.0295,146.6825
-36.0289,146.6753
-36.0269,146.6765
-36.0255,146.6821
-36.0219,146.6791
-36.0218,146.6740
-36.0259,146.6714
-36.0218,146.6686
-36.0178,146.6683
-36.0186,146.6659
-36.0207,146.6653
-36.0281,146.6694
-36.0291,146.6649
-36.0261,146.6617
-36.0261,146.6559
-36.0244,146.6550
-36.0218,146.6581
-36.0210,146.6514
-36.0180,146.6503
-36.0177,146.6575
-36.0144,146.6585
-36.0138,146.6502
-36.0102,146.6493
-36.0076,146.6507
-36.0077,146.6450
-36.0039,146.6418
-36.0087,146.6425
-36.0092,146.6403
-36.0056,146.6367
-36.0039,146.6314
-36.0023,146.6308
-35.9997,146.6334
-35.9998,146.6284
-35.9961,146.6257
-35.9990,146.6234
-35.9991,146.6211
-35.9950,146.6221
-35.9931,146.6196
-35.9936,146.6175
-35.9965,146.6156
-35.9958,146.6136
-35.9903,146.6131
-35.9884,146.6082
-35.9859,146.6079
-35.9822,146.6162
-35.9808,146.6159
-35.9793,146.6109
-35.9758,146.6183
-35.9740,146.6176
-35.9720,146.6113
-35.9740,146.6074
-35.9726,146.6036
-35.9757,146.6009
-35.9707,146.5989
-35.9743,146.5948
-35.9750,146.5837
-35.9817,146.5868
-35.9833,146.5820
-35.9787,146.5772
-35.9790,146.5697
-35.9751,146.5673
-35.9756,146.5626
-35.9731,146.5623
-35.9709,146.5658
-35.9687,146.5619
-35.9715,146.5589
-35.9764,146.5602
-35.9786,146.5591
-35.9791,146.5522
-35.9836,146.5549
-35.9853,146.5537
-35.9855,146.5498
-35.9879,146.5507
-35.9871,146.5549
-35.9887,146.5559
-35.9921,146.5491
-35.9842,146.5382
-35.9820,146.5378
-35.9843,146.5339
-35.9836,146.5316
-35.9760,146.5324
-35.9699,146.5259
-35.9692,146.5201
-35.9636,146.5216
-35.9603,146.5195
-35.9601,146.5177
-35.9632,146.5159
-35.9640,146.5126
-35.9578,146.5022
-35.9732,146.4965
-35.9790,146.5012
-35.9852,146.4924
-35.9862,146.4965
-35.9841,146.5025
-35.9882,146.5026
-35.9914,146.4983
-35.9913,146.4903
-35.9901,146.4879
-35.9857,146.4863
-35.9870,146.4806
-35.9832,146.4766
-35.9840,146.4731
-35.9812,146.4698
-35.9841,146.4692
-35.9841,146.4673
-35.9797,146.4651
-35.9774,146.4684
-35.9755,146.4687
-35.9706,146.4625
-35.9662,146.4621
-35.9664,146.4565
-35.9621,146.4537
-35.9656,146.4473
-35.9729,146.4459
-35.9758,146.4430
-35.9728,146.4386
-35.9692,146.4385
-35.9669,146.4366
-35.9639,146.4272
-35.9656,146.4224
-35.9680,146.4219
-35.9726,146.4248
-35.9732,146.4194
-35.9766,146.4206
-35.9783,146.4189
-35.9749,146.4147
-35.9796,146.4147
-35.9811,146.4121
-35.9836,146.4161
-35.9887,146.4028
-35.9957,146.3983
-35.9995,146.3979
-36.0047,146.4001
-36.0072,146.3990
-36.0071,146.3883
-36.0132,146.3804
-36.0268,146.3791
-36.0354,146.3876
-36.0391,146.3833
-36.0384,146.3760
-36.0446,146.3802
-36.0468,146.3735
-36.0510,146.3694
-36.0503,146.3672
-36.0412,146.3590
-36.0416,146.3501
-36.0380,146.3471
-36.0292,146.3459
-36.0263,146.3385
-36.0277,146.3346
-36.0265,146.3314
-36.0336,146.3258
-36.0368,146.3321
-36.0433,146.3292
-36.0416,146.3238
-36.0424,146.3217
-36.0430,146.3230
-36.0423,146.3194
-36.0385,146.3164
-36.0400,146.3151
-36.0447,146.3155
-36.0454,146.3128
-36.0394,146.3088
-36.0398,146.3068
-36.0433,146.3053
-36.0427,146.3024
-36.0367,146.3010
-36.0397,146.2973
-36.0447,146.2973
-36.0438,146.3008
-36.0452,146.3024
-36.0477,146.3002
-36.0457,146.2928
-36.0388,146.2912
-36.0421,146.2844
-36.0408,146.2826
-36.0378,146.2841
-36.0358,146.2913
-36.0336,146.2866
-36.0303,146.2863
-36.0302,146.2925
-36.0289,146.2932
-36.0246,146.2920
-36.0277,146.2856
-36.0260,146.2823
-36.0230,146.2823
-36.0201,146.2914
-36.0143,146.2864
-36.0166,146.2814
-36.0158,146.2788
-36.0136,146.2785
-36.0110,146.2828
-36.0125,146.2752
-36.0172,146.2770
-36.0199,146.2745
-36.0213,146.2765
-36.0196,146.2786
-36.0236,146.2787
-36.0266,146.2734
-36.0251,146.2680
-36.0212,146.2675
-36.0214,146.2613
-36.0180,146.2606
-36.0159,146.2619
-36.0157,146.2602
-36.0174,146.2603
-36.0121,146.2572
-36.0155,146.2532
-36.0196,146.2515
-36.0171,146.2482
-36.0177,146.2452
-36.0207,146.2457
-36.0227,146.2512
-36.0244,146.2494
-36.0236,146.2417
-36.0270,146.2444
-36.0288,146.2430
-36.0285,146.2338
-36.0331,146.2320
-36.0341,146.2298
-36.0328,146.2283
-36.0290,146.2282
-36.0302,146.2215
-36.0365,146.2207
-36.0360,146.2142
-36.0374,146.2134
-36.0364,146.2152
-36.0378,146.2147
-36.0386,146.2112
-36.0375,146.2101
-36.0338,146.2120
-36.0333,146.2163
-36.0285,146.2126
-36.0357,146.2054
-36.0344,146.2110
-36.0390,146.2053
-36.0361,146.1979
-36.0333,146.2003
-36.0299,146.1978
-36.0354,146.1942
-36.0327,146.1980
-36.0344,146.1970
-36.0384,146.1905
-36.0411,146.1892
-36.0419,146.1853
-36.0383,146.1788
-36.0367,146.1785
-36.0356,146.1821
-36.0341,146.1826
-36.0334,146.1772
-36.0288,146.1784
-36.0204,146.1744
-36.0245,146.1631
-36.0219,146.1570
-36.0248,146.1536
-36.0199,146.1460
-36.0143,146.1455
-36.0173,146.1417
-36.0204,146.1322
-36.0177,146.1309
-36.0148,146.1325
-36.0102,146.1318
-36.0090,146.1405
-36.0049,146.1380
-36.0030,146.1343
-36.0044,146.1317
-36.0088,146.1302
-36.0105,146.1256
-36.0139,146.1239
-36.0169,146.1198
-36.0144,146.1088
-36.0114,146.1094
-36.0084,146.1143
-36.0070,146.1109
-36.0078,146.1064
-36.0132,146.1013
-36.0097,146.0922
-36.0122,146.0907
-36.0176,146.0968
-36.0202,146.0960
-36.0211,146.0936
-36.0176,146.0810
-36.0177,146.0756
-36.0094,146.0731
-36.0099,146.0717
-36.0136,146.0731
-36.0151,146.0711
-36.0142,146.0596
-35.9992,146.0565
-35.9954,146.0523
-35.9962,146.0513
-36.0006,146.0527
-36.0029,146.0500
-35.9998,146.0437
-36.0008,146.0388
-35.9947,146.0314
-35.9983,146.0231
-36.0054,146.0159
-36.0026,146.0061
-36.0085,146.0012
-36.0130,145.9894
-36.0127,145.9846
-36.0088,145.9754
-36.0145,145.9746
-36.0157,145.9720
-36.0132,145.9693
-36.0084,145.9734
-36.0056,145.9713
-36.0058,145.9677
-36.0093,145.9621
-36.0069,145.9583
-36.0034,145.9578
-35.9966,145.9650
-35.9921,145.9529
-35.9829,145.9515
-35.9829,145.9497
-35.9851,145.9482
-35.9832,145.9459
-35.9787,145.9461
-35.9787,145.9503
-35.9765,145.9514
-35.9721,145.9491
-35.9693,145.9447
-35.9668,145.9441
-35.9648,145.9473
-35.9647,145.9542
-35.9629,145.9549
-35.9615,145.9537
-35.9613,145.9460
-35.9683,145.9390
-35.9696,145.9357
-35.9726,145.9346
-35.9739,145.928
-35.9715,145.9249
-35.9673,145.9282
-35.9645,145.9258
-35.9645,145.9148
-35.9687,145.9150
-35.9695,145.9138
-35.9632,145.9060
-35.9644,145.9047
-35.9690,145.9049
-35.9688,145.9029
-35.9644,145.9001
-35.9615,145.9007
-35.9584,145.9087
-35.9559,145.9103
-35.9537,145.9084
-35.9524,145.9026
-35.9532,145.8944
-35.9573,145.8899
-35.9553,145.8852
-35.9577,145.8805
-35.9553,145.8763
-35.9554,145.8705
-35.9605,145.8605
-35.9599,145.8540
-35.9614,145.8526
-35.9655,145.8539
-35.9686,145.8479
-35.9715,145.8593
-35.9748,145.8586
-35.9766,145.8538
-35.9729,145.8482
-35.9734,145.8455
-35.9750,145.8444
-35.9785,145.8485
-35.9808,145.8485
-35.9832,145.8400
-35.9821,145.8360
-35.9768,145.8358
-35.9754,145.8275
-35.9793,145.8244
-35.9801,145.8288
-35.9838,145.8268
-35.9846,145.8235
-35.9823,145.8178
-35.9844,145.8111
-35.9882,145.8166
-35.9910,145.8150
-35.9918,145.8119
-35.9891,145.8069
-35.9837,145.8079
-35.9828,145.7934
-35.9728,145.7927
-35.9752,145.7880
-35.9719,145.7845
-35.9725,145.7770
-35.9637,145.7813
-35.9602,145.7782
-35.9630,145.7683
-35.9666,145.7661
-35.9659,145.7642
-35.9614,145.7629
-35.9580,145.7578
-35.9613,145.7541
-35.9642,145.7461
-35.9623,145.7435
-35.9591,145.7443
-35.9603,145.7337
-35.9587,145.7310
-35.9561,145.7317
-35.9548,145.7367
-35.9513,145.7342
-35.9510,145.7300
-35.9540,145.7247
-35.9515,145.7214
-35.9505,145.7167
-35.9478,145.7156
-35.9450,145.7172
-35.9441,145.7210
-35.9463,145.7264
-35.9423,145.7263
-35.9344,145.7202
-35.9367,145.7178
-35.9373,145.7144
-35.9320,145.7066
-35.9369,145.7003
-35.9365,145.6973
-35.9340,145.6961
-35.9299,145.6976
-35.9257,145.6957
-35.9247,145.6977
-35.9267,145.7021
-35.9257,145.7032
-35.9209,145.6981
-35.9205,145.6951
-35.9239,145.6873
-35.9255,145.6862
-35.9290,145.6876
-35.9306,145.6858
-35.9298,145.6820
-35.9261,145.6783
-35.9259,145.6739
-35.9231,145.6735
-35.9194,145.6787
-35.9168,145.6790
-35.9195,145.6691
-35.9128,145.6685
-35.9124,145.6615
-35.9006,145.6574
-35.8996,145.6511
-35.8930,145.6472
-35.8947,145.6431
-35.8942,145.6397
-35.8893,145.6367
-35.8880,145.6317
-35.8801,145.6295
-35.8798,145.6272
-35.8845,145.6234
-35.8838,145.6203
-35.8803,145.6209
-35.8754,145.6281
-35.8730,145.6230
-35.8755,145.6171
-35.8725,145.6148
-35.8691,145.6191
-35.8677,145.6283
-35.8656,145.6286
-35.8627,145.6263
-35.8648,145.6159
-35.8703,145.6096
-35.8678,145.6017
-35.8702,145.6016
-35.8749,145.6064
-35.8750,145.6011
-35.8697,145.5954
-35.8614,145.5980
-35.8625,145.5886
-35.8612,145.5867
-35.8577,145.5881
-35.8555,145.5924
-35.8490,145.5932
-35.8482,145.5815
-35.8377,145.5746
-35.8371,145.5709
-35.8338,145.5685
-35.8341,145.5640
-35.8316,145.5637
-35.8286,145.5670
-35.8264,145.5668
-35.8258,145.5642
-35.8283,145.5611
-35.8282,145.5579
-35.8257,145.5573
-35.8226,145.5598
-35.8188,145.5570
-35.8161,145.5629
-35.8134,145.5628
-35.8146,145.5542
-35.8128,145.5467
-35.8216,145.5424
-35.8218,145.5387
-35.8199,145.5366
-35.8173,145.5365
-35.8089,145.5418
-35.8081,145.5352
-35.8058,145.5338
-35.8019,145.5353
-35.8070,145.5267
-35.8115,145.5281
-35.8138,145.5236
-35.8158,145.5234
-35.8168,145.5253
-35.8184,145.5225
-35.8171,145.5157
-35.8153,145.5127
-35.8120,145.5119
-35.8120,145.5067
-35.8094,145.5025
-35.8103,145.5003
-35.8090,145.4955
-35.8139,145.4943
-35.8150,145.4919
-35.8125,145.4876
-35.8134,145.4822
-35.8108,145.4779
-35.8123,145.4745
-35.8092,145.4721
-35.8113,145.4715
-35.8136,145.4678
-35.8181,145.4690
-35.8218,145.4640
-35.8262,145.4634
-35.8272,145.4605
-35.8260,145.4568
-35.8214,145.4533
-35.8214,145.4506
-35.8266,145.4479
-35.8291,145.4491
-35.8356,145.4422
-35.8355,145.4398
-35.8295,145.4358
-35.8344,145.4294
-35.8329,145.4268
-35.8287,145.4249
-35.8281,145.4198
-35.8314,145.4165
-35.8306,145.4125
-35.8344,145.4125
-35.8368,145.4096
-35.8399,145.4111
-35.8434,145.4099
-35.8464,145.4119
-35.8486,145.4106
-35.8508,145.4048
-35.8501,145.3871
-35.8550,145.3799
-35.8587,145.3773
-35.8583,145.3694
-35.8612,145.3606
-35.8654,145.3588
-35.8670,145.3554
-35.8657,145.3523
-35.8604,145.3500
-35.8623,145.3414
-35.8549,145.3332
-35.8536,145.3274
-35.8506,145.3244
-35.8549,145.3182
-35.8556,145.3121
-35.8604,145.3090
-35.8584,145.3016
-35.8605,145.2965
-35.8579,145.2927
-35.8538,145.2926
-35.8564,145.2840
-35.8547,145.2830
-35.8506,145.2850
-35.8533,145.2786
-35.8491,145.2772
-35.8452,145.2726
-35.8459,145.2705
