start,Ballarat
-37.4008,143.6282
-37.3997,143.6322
-37.2366,143.6649
-37.2332,143.6717
-37.2342,143.6765
-37.2325,143.6791
-37.2339,143.6817
-37.2289,143.6870
-37.2295,143.6904
-37.2322,143.6921
-37.2296,143.7026
-37.2309,143.7045
-37.2294,143.7077
-37.2309,143.7096
-37.2302,143.7141
-37.2279,143.7144
-37.2273,143.7167
-37.2251,143.7161
-37.2239,143.7195
-37.2217,143.7202
-37.2209,143.7243
-37.2175,143.7227
-37.2137,143.7270
-37.2193,143.7298
-37.2145,143.7326
-37.2237,143.7477
-37.2309,143.7533
-37.2311,143.7571
-37.2332,143.7590
-37.2282,143.7662
-37.2349,143.8185
-37.2337,143.8203
-37.2259,143.8219
-37.2266,143.8340
-37.2328,143.8369
-37.2353,143.8584
-37.2342,143.8602
-37.1952,143.8672
-37.1863,143.8749
-37.1944,143.9494
-37.1967,143.9478
-37.2014,143.9491
-37.2036,143.9520
-37.2138,143.9563
-37.2159,143.9556
-37.2179,143.9583
-37.2204,143.9588
-37.2281,143.9705
-37.2277,143.9745
-37.2299,143.9769
-37.2282,143.9805
-37.2310,143.9798
-37.2311,143.9827
-37.2334,143.9840
-37.2318,143.9872
-37.2331,143.9918
-37.2367,143.9937
-37.2353,143.9967
-37.2387,143.9971
-37.2413,144.0005
-37.2439,143.9988
-37.2440,143.9949
-37.2510,144.0014
-37.2552,144.0014
-37.2567,144.0038
-37.2558,144.0063
-37.2581,144.0068
-37.2581,144.0103
-37.2614,144.0141
-37.2609,144.0165
-37.2632,144.0167
-37.2625,144.0186
-37.2611,144.0184
-37.2632,144.0188
-37.2627,144.0220
-37.2593,144.0234
-37.2627,144.0252
-37.2625,144.0330
-37.2647,144.0361
-37.2685,144.0357
-37.2702,144.0385
-37.2636,144.0376
-37.2558,144.0422
-37.2508,144.0500
-37.2497,144.0544
-37.2521,144.0627
-37.2444,144.0644
-37.2368,144.0605
-37.2248,144.0660
-37.2173,144.0649
-37.2104,144.0675
-37.2077,144.0600
-37.2019,144.0611
-37.2023,144.0641
-37.1629,144.0699
-37.1599,144.0720
-37.1478,144.0744
-37.1486,144.0831
end
start,Bendigo
-36.3914,144.3585
-36.3910,144.3611
-36.3936,144.3597
-36.3938,144.3626
-36.3959,144.3633
-36.3935,144.3695
-36.4078,144.3694
-36.4076,144.4001
-36.3966,144.4161
-36.4105,144.4293
-36.4066,144.4300
-36.4065,144.6680
-36.4107,144.6651
-36.4124,144.6685
-36.4181,144.6697
-36.4191,144.6723
-36.4254,144.6742
-36.4238,144.6694
-36.4267,144.6658
-36.4309,144.6663
-36.4330,144.6611
-36.4390,144.6596
-36.4428,144.6670
-36.4426,144.6713
-36.4443,144.6728
-36.4467,144.6733
-36.4479,144.6700
-36.4509,144.6682
-36.4552,144.6718
-36.4571,144.6714
-36.4585,144.6675
-36.4601,144.6679
-36.4608,144.6659
-36.4590,144.6616
-36.4640,144.6592
-36.4635,144.6572
-36.4657,144.6534
-36.4726,144.6545
-36.4742,144.6490
-36.4717,144.6470
-36.4724,144.6428
-36.4745,144.6390
-36.4803,144.6341
-36.4773,144.6255
-36.4808,144.6205
-36.4845,144.6213
-36.4847,144.6238
-36.4864,144.6225
-36.4901,144.6235
-36.4913,144.6259
-36.4942,144.6233
-36.4945,144.6207
-36.4927,144.6190
-36.4989,144.6113
-36.5030,144.6139
-36.5039,144.6160
-36.5022,144.6164
-36.5019,144.6212
-36.5052,144.6228
-36.5088,144.6200
-36.5092,144.6157
-36.5125,144.6111
-36.5170,144.6101
-36.5208,144.6125
-36.5198,144.6176
-36.5208,144.6209
-36.5246,144.6260
-36.5274,144.6256
-36.5279,144.6226
-36.5258,144.6195
-36.5285,144.6137
-36.5289,144.6083
-36.5324,144.6094
-36.5327,144.6131
-36.5352,144.6140
-36.5345,144.6161
-36.5381,144.6171
-36.5429,144.6152
-36.5460,144.6061
-36.5499,144.6091
-36.5525,144.6084
-36.5534,144.6118
-36.5565,144.6100
-36.5544,144.6019
-36.5582,144.5869
-36.5620,144.5868
-36.5661,144.5935
-36.5745,144.5983
-36.5840,144.5891
-36.5829,144.5852
-36.5846,144.5834
-36.5930,144.5898
-36.5947,144.5896
-36.5980,144.5873
-36.5983,144.5782
-36.6033,144.5782
-36.6083,144.5710
-36.6120,144.5700
-36.6142,144.5662
-36.6132,144.5619
-36.6166,144.5604
-36.6186,144.5633
-36.6206,144.5634
-36.6235,144.5602
-36.6272,144.5592
-36.6319,144.5490
-36.6416,144.5449
-36.6469,144.5455
-36.6498,144.5387
-36.6532,144.5392
-36.6553,144.5375
-36.6590,144.5310
-36.6597,144.5254
-36.6631,144.5252
-36.6657,144.5286
-36.6703,144.5281
-36.6722,144.5310
-36.6795,144.5297
-36.6853,144.5314
-36.6881,144.5344
-36.6921,144.5323
-36.6922,144.5306
-36.6904,144.5300
-36.6900,144.5247
-36.6930,144.5221
-36.7033,144.5265
-36.7137,144.5185
-36.7159,144.5205
-36.7255,144.5177
-36.7253,144.5665
-36.7240,144.5700
-36.7256,144.5764
-36.7256,144.6644
-36.7309,144.6661
-36.7430,144.6660
-36.7468,144.6639
-36.7509,144.6665
-36.7629,144.6654
-36.7612,144.6792
-36.7611,144.7215
-36.7582,144.7292
-36.7581,144.7363
-36.7558,144.7408
-36.7575,144.7502
-36.7535,144.7520
-36.7514,144.7550
-36.7472,144.7671
-36.7508,144.7728
-36.7508,144.7947
-36.7541,144.7947
-36.7560,144.7923
-36.7584,144.7947
-36.7706,144.7947
-36.7706,144.7848
-36.7805,144.7847
-36.7800,144.7917
-36.8001,144.7919
-36.8003,144.7868
-36.8045,144.7871
-36.8324,144.7985
-36.8394,144.8037
-36.8397,144.8108
-36.8486,144.8158
-36.8539,144.8215
-36.8562,144.8194
-36.8554,144.8311
-36.8597,144.8303
-36.8675,144.8406
-36.8681,144.8398
-36.8743,144.8457
-36.8750,144.8529
-36.8795,144.8508
-36.8802,144.8532
-36.8851,144.8476
-36.8925,144.8373
-36.8999,144.8219
-36.9117,144.8161
-36.9258,144.8043
-36.9385,144.8021
-36.9401,144.8005
-36.9556,144.8063
-36.9566,144.8022
-36.9518,144.7911
-36.9655,144.7963
-36.9696,144.7804
-36.9712,144.7804
-36.9712,144.7709
-36.9776,144.7578
-36.9779,144.7508
-36.9828,144.7424
-36.9977,144.7430
-36.9978,144.7146
-37.0033,144.7146
-37.0187,144.7259
-37.0293,144.7271
-37.0490,144.7229
-37.0538,144.7255
-37.0571,144.7251
-37.0600,144.7276
-37.0658,144.7283
-37.0703,144.7245
-37.0732,144.7263
-37.0825,144.7252
-37.0839,144.7270
-37.0901,144.7169
-37.1065,144.7139
-37.1109,144.7169
-37.1149,144.7154
-37.1179,144.7167
-37.1253,144.7274
-37.1264,144.7350
-37.1444,144.7311
-37.1438,144.7257
-37.1599,144.7263
-37.1597,144.7102
-37.1764,144.7118
-37.1764,144.7141
-37.1835,144.7145
-37.1835,144.7160
-37.2089,144.7161
-37.2125,144.7090
-37.2127,144.7065
-37.2111,144.7058
-37.2195,144.6938
-37.2213,144.6941
-37.2202,144.6913
-37.2288,144.6899
-37.2282,144.6835
-37.2228,144.6846
-37.2235,144.6831
-37.2183,144.6786
-37.2191,144.6772
-37.2132,144.6716
-37.2106,144.6751
-37.2099,144.6639
-37.2087,144.6640
-37.2082,144.6599
-37.2141,144.6605
-37.2151,144.6518
-37.2172,144.6512
-37.2182,144.6482
-37.2199,144.6495
-37.2216,144.6484
-37.2232,144.6365
-37.2300,144.6258
-37.2367,144.6234
-37.2386,144.6183
-37.2409,144.6173
-37.2425,144.6136
-37.2412,144.6128
-37.2410,144.6080
-37.2442,144.6037
-37.2403,144.5999
-37.2405,144.5971
-37.2480,144.5918
-37.2535,144.5909
-37.2556,144.5990
-37.2556,144.6126
-37.2571,144.6126
-37.2571,144.6181
-37.2620,144.6181
-37.2612,144.6229
-37.2646,144.6220
-37.2652,144.6265
-37.2700,144.6253
-37.2733,144.6220
-37.2737,144.6261
-37.2832,144.6244
-37.2857,144.6437
-37.2918,144.6427
-37.2915,144.6605
-37.2964,144.6594
-37.2999,144.6566
-37.2999,144.6487
-37.3048,144.6479
-37.3113,144.6390
-37.3289,144.6357
-37.3287,144.6616
-37.3316,144.6635
-37.3461,144.6505
-37.3496,144.6534
-37.3494,144.6579
-37.3469,144.6623
-37.3541,144.6681
-37.3694,144.6379
-37.3727,144.6339
-37.3769,144.6335
-37.3776,144.6295
-37.3794,144.6300
-37.3880,144.6266
-37.3914,144.6290
-37.3969,144.6285
-37.3995,144.6262
-37.4034,144.6260
-37.4043,144.6329
-37.4123,144.6315
-37.4126,144.6345
-37.4197,144.6330
-37.4184,144.6279
-37.4204,144.6190
-37.4236,144.6169
-37.4224,144.6081
-37.4359,144.6053
-37.4369,144.6078
-37.4426,144.6047
-37.4394,144.5928
-37.4451,144.5917
-37.4448,144.5828
-37.4539,144.5804
-37.4521,144.5761
-37.4548,144.5778
-37.4609,144.5678
-37.4575,144.5632
-37.4652,144.5584
-37.4619,144.5537
-37.4622,144.5501
-37.4597,144.5476
-37.4583,144.5487
-37.4554,144.5471
-37.4606,144.5396
-37.4595,144.5381
-37.4607,144.5329
-37.4555,144.5323
-37.4541,144.5288
-37.4492,144.5270
-37.4437,144.5280
-37.4430,144.5251
-37.4384,144.5260
-37.4379,144.5213
-37.4307,144.5224
-37.4288,144.5205
-37.4232,144.5197
-37.4178,144.5142
-37.4140,144.5141
-37.4176,144.5010
-37.4158,144.4968
-37.4105,144.4956
-37.4114,144.4921
-37.4197,144.4907
-37.4230,144.4877
-37.4237,144.4837
-37.4283,144.4830
-37.4306,144.4767
-37.4290,144.4661
-37.4357,144.4639
-37.4390,144.4576
-37.4506,144.4502
-37.4483,144.4465
-37.4501,144.4441
-37.4503,144.4332
-37.4569,144.4297
-37.4588,144.4267
-37.4571,144.4219
-37.4536,144.4185
-37.4488,144.4185
-37.4466,144.4169
-37.4387,144.3790
-37.4237,144.3827
-37.4237,144.3802
-37.4196,144.3807
-37.4157,144.3777
-37.3933,144.3820
-37.3964,144.4156
-37.3897,144.4174
-37.3822,144.4152
-37.3605,144.4191
-37.3581,144.3927
-37.3497,144.3918
-37.3315,144.3958
-37.3293,144.3796
-37.3256,144.3731
-37.3205,144.3693
-37.3102,144.3415
-37.3020,144.3294
-37.2983,144.3166
-37.2926,144.3104
-37.2883,144.3120
-37.2872,144.3141
-37.2827,144.3149
-37.2839,144.3183
-37.2807,144.3181
-37.2794,144.3207
-37.2695,144.3199
-37.2579,144.3251
-37.2553,144.3283
-37.2569,144.3334
-37.2536,144.3329
-37.2527,144.3352
-37.2481,144.3355
-37.2466,144.3377
-37.2424,144.3378
-37.2364,144.3411
-37.2343,144.3406
-37.2308,144.3435
-37.2264,144.3437
-37.2248,144.3475
-37.2219,144.3479
-37.2186,144.3529
-37.2114,144.3575
-37.2021,144.3767
-37.1958,144.3755
-37.1939,144.3604
-37.1794,144.3629
-37.1808,144.3755
-37.1746,144.3800
-37.1757,144.3774
-37.1731,144.3745
-37.1692,144.3427
-37.1673,144.3420
-37.1657,144.3373
-37.1699,144.3310
-37.1719,144.3308
-37.1660,144.3269
-37.1672,144.3246
-37.1635,144.2921
-37.2080,144.2842
-37.2090,144.2766
-37.2055,144.2753
-37.2034,144.2571
-37.2045,144.2573
-37.1961,144.1918
-37.1937,144.1907
-37.1956,144.1887
-37.1953,144.1851
-37.1662,144.1904
-37.1669,144.1848
-37.1657,144.1827
-37.1672,144.1787
-37.1651,144.1780
-37.1640,144.1735
-37.1628,144.1566
-37.1609,144.1569
-37.1625,144.1461
-37.1588,144.1212
-37.1531,144.1222
-37.1502,144.0962
-37.1483,144.0963
-37.1501,144.0934
-37.1477,144.0745
-37.1599,144.0720
-37.1629,144.0699
-37.2023,144.0641
-37.2019,144.0611
-37.2077,144.0600
-37.2104,144.0675
-37.2173,144.0649
-37.2248,144.0660
-37.2368,144.0605
-37.2444,144.0644
-37.2521,144.0627
-37.2497,144.0544
-37.2508,144.0500
-37.2558,144.0422
-37.2636,144.0376
-37.2702,144.0385
-37.2685,144.0357
-37.2647,144.0361
-37.2625,144.0330
-37.2627,144.0252
-37.2593,144.0234
-37.2627,144.0220
-37.2632,144.0188
-37.2624,144.0191
-37.2611,144.0184
-37.2625,144.0186
-37.2632,144.0167
-37.2609,144.0165
-37.2614,144.0141
-37.2581,144.0103
-37.2581,144.0068
-37.2558,144.0063
-37.2567,144.0038
-37.2552,144.0014
-37.2510,144.0014
-37.2440,143.9949
-37.2439,143.9988
-37.2413,144.0005
-37.2387,143.9971
-37.2353,143.9967
-37.2367,143.9937
-37.2331,143.9918
-37.2318,143.9872
-37.2334,143.9840
-37.2311,143.9827
-37.2310,143.9798
-37.2282,143.9805
-37.2299,143.9767
-37.2277,143.9745
-37.2281,143.9705
-37.2228,143.9619
-37.2159,143.9556
-37.2138,143.9563
-37.1967,143.9478
-37.1938,143.9515
-37.1892,143.9528
-37.1884,143.9550
-37.1857,143.9542
-37.1831,143.9566
-37.1827,143.9602
-37.1765,143.9626
-37.1733,143.9617
-37.1726,143.9592
-37.1708,143.9596
-37.1703,143.9614
-37.1685,143.9588
-37.1644,143.9608
-37.1630,143.9638
-37.1582,143.9634
-37.1556,143.9616
-37.1533,143.9632
-37.1485,143.9629
-37.1400,143.9552
-37.1293,143.9628
-37.1236,143.9610
-37.1180,143.9627
-37.1161,143.9615
-37.1111,143.9653
-37.1078,143.9634
-37.1042,143.9658
-37.1009,143.9645
-37.0976,143.9694
-37.0933,143.9701
-37.0919,143.9723
-37.0938,143.9751
-37.0993,143.9777
-37.0996,143.9802
-37.0956,143.9824
-37.0925,143.9815
-37.0860,143.9862
-37.0847,143.9949
-37.0790,143.9998
-37.0789,144.0125
-37.0690,144.0148
-37.0598,144.0062
-37.0541,143.9921
-37.0482,143.9906
-37.0438,143.9840
-37.0368,143.9813
-37.0329,143.9749
-37.0294,143.9735
-37.0212,143.8994
-37.0236,143.8956
-37.0005,143.8994
-36.9985,143.8823
-36.9863,143.8842
-36.9807,143.8306
-36.9785,143.8359
-36.9746,143.8339
-36.9718,143.8370
-36.9692,143.8365
-36.9683,143.8345
-36.9634,143.8361
-36.9618,143.8411
-36.9628,143.8456
-36.9595,143.8472
-36.9576,143.8462
-36.9578,143.8515
-36.9498,143.8599
-36.9471,143.8555
-36.9447,143.8558
-36.9373,143.8521
-36.9345,143.8485
-36.9304,143.8498
-36.9281,143.8469
-36.9225,143.8539
-36.9162,143.8575
-36.9155,143.8629
-36.9095,143.8632
-36.9070,143.8671
-36.9039,143.8655
-36.9012,143.8663
-36.9000,143.8558
-36.8857,143.8584
-36.8848,143.8492
-36.8804,143.8463
-36.8740,143.8027
-36.8746,143.7901
-36.8690,143.7678
-36.8677,143.7565
-36.8608,143.7543
-36.8603,143.7560
-36.8575,143.7551
-36.8429,143.7588
-36.8375,143.7178
-36.8236,143.7021
-36.8192,143.6856
-36.8163,143.6797
-36.8125,143.6771
-36.7991,143.6802
-36.7689,143.6748
-36.7562,143.6673
-36.7567,143.6719
-36.7508,143.6740
-36.7422,143.6745
-36.7411,143.6653
-36.7237,143.6697
-36.7294,143.7098
-36.6956,143.7177
-36.7043,143.7803
-36.6844,143.7840
-36.6859,143.8083
-36.6678,143.8117
-36.6700,143.8295
-36.6600,143.8308
-36.6724,143.8470
-36.6745,143.8646
-36.6782,143.8754
-36.6648,143.8829
-36.6675,143.9058
-36.6652,143.9062
-36.6661,143.9137
-36.6762,143.9134
-36.6812,143.9185
-36.6834,143.9150
-36.6889,143.9131
-36.7014,143.9166
-36.7201,144.0684
-36.6925,144.0684
-36.6914,144.0672
-36.6914,144.0686
-36.6620,144.0684
-36.6620,144.1256
-36.6474,144.1257
-36.6474,144.1404
-36.6181,144.1404
-36.6181,144.1846
-36.5823,144.1743
-36.5656,144.1629
-36.5244,144.1706
-36.5244,144.1993
-36.5164,144.1993
-36.5163,144.2046
-36.4875,144.2096
-36.4872,144.3441
-36.3852,144.3440
-36.3851,144.3583
-36.3914,144.3585
end
start,Indi
-35.9434,147.7169
-35.9469,147.7215
-35.9475,147.7285
-35.9564,147.7412
-35.9574,147.7494
-35.9547,147.7568
-35.9588,147.7634
-35.9588,147.7732
-35.9600,147.7734
-35.9611,147.7679
-35.9641,147.7667
-35.9653,147.7683
-35.9649,147.7729
-35.9686,147.7768
-35.9659,147.7802
-35.9672,147.7881
-35.9638,147.7964
-35.9652,147.8066
-35.9672,147.8111
-35.9715,147.8134
-35.9718,147.8157
-35.9759,147.8132
-35.9797,147.8174
-35.9792,147.8337
-35.9858,147.8413
-35.9851,147.8484
-35.9897,147.8496
-35.9871,147.8601
-35.9922,147.8619
-35.9896,147.8663
-35.9935,147.8701
-35.9910,147.8731
-35.9965,147.8820
-35.9994,147.8814
-36.0017,147.8828
-36.0008,147.8861
-35.9982,147.8850
-35.9976,147.8886
-35.9998,147.8975
-35.9955,147.8991
-35.9930,147.8956
-35.9924,147.9018
-35.9959,147.9064
-35.9952,147.9125
-35.9979,147.9139
-36.0014,147.9085
-36.0028,147.9115
-36.0016,147.9141
-36.0047,147.9165
-36.0091,147.9139
-36.0112,147.9170
-36.0180,147.9127
-36.0200,147.9161
-36.0213,147.9104
-36.0230,147.9150
-36.0265,147.9114
-36.0309,147.9271
-36.0361,147.9315
-36.0355,147.9239
-36.0375,147.9246
-36.0377,147.9281
-36.0392,147.9245
-36.0418,147.9233
-36.0444,147.9306
-36.0475,147.9336
-36.0465,147.9372
-36.0423,147.9376
-36.0438,147.9431
-36.0465,147.9456
-36.0461,147.9492
-36.0436,147.9498
-36.0439,147.9530
-36.0409,147.9587
-36.0421,147.9599
-36.0427,147.9566
-36.0442,147.9565
-36.0468,147.9649
-36.0458,147.9667
-36.0437,147.9659
-36.0401,147.9681
-36.0395,147.9715
-36.0432,147.9685
-36.0433,147.9704
-36.0385,147.9742
-36.0408,147.9731
-36.0469,147.9743
-36.0460,147.9798
-36.0402,147.9812
-36.0409,147.9824
-36.0428,147.9810
-36.0447,147.9817
-36.0429,147.9842
-36.0431,147.9879
-36.0448,147.9839
-36.0464,147.9871
-36.0495,147.9857
-36.0522,147.9874
-36.0519,147.9888
-36.0492,147.9882
-36.0524,147.9918
-36.0487,147.9921
-36.0462,147.9996
-36.0507,147.9966
-36.0563,147.9971
-36.0584,147.9991
-36.0598,147.9964
-36.0613,147.9974
-36.0627,147.9961
-36.0611,147.9946
-36.0627,147.9943
-36.0641,147.9913
-36.0642,147.9945
-36.0656,147.9944
-36.0663,147.9905
-36.0684,147.9894
-36.0704,147.9895
-36.0699,147.9920
-36.0727,147.9902
-36.0742,147.9923
-36.0754,147.9885
-36.0788,147.9884
-36.0810,147.9928
-36.0822,147.9880
-36.0778,147.9823
-36.0800,147.9815
-36.0831,147.9841
-36.0866,147.9802
-36.0885,147.9807
-36.0909,147.9849
-36.0900,147.9891
-36.0914,147.9868
-36.0930,147.9874
-36.0927,147.9937
-36.0956,147.9911
-36.0972,147.9928
-36.0949,147.9933
-36.0957,147.9954
-36.0976,147.9959
-36.1003,147.9940
-36.0986,147.9992
-36.1026,147.9958
-36.1047,147.9976
-36.1050,147.9940
-36.1088,147.9956
-36.1112,147.9910
-36.1107,147.9957
-36.1125,147.9963
-36.1119,147.9932
-36.1148,147.9922
-36.1159,147.9982
-36.1166,147.9931
-36.1187,147.9953
-36.1210,147.9906
-36.1247,147.9974
-36.1243,148.0005
-36.1284,147.9993
-36.1321,148.0033
-36.1360,148.0024
-36.1364,147.9998
-36.1393,148.0009
-36.1404,148.0040
-36.1370,148.0035
-36.1357,148.0053
-36.1363,148.0066
-36.1397,148.0052
-36.1406,148.0085
-36.1377,148.0082
-36.1358,148.0100
-36.1393,148.0106
-36.1374,148.0140
-36.1416,148.0202
-36.1398,148.0234
-36.1400,148.0290
-36.1428,148.0329
-36.1407,148.0377
-36.1486,148.0340
-36.1504,148.0357
-36.1525,148.0351
-36.1495,148.0314
-36.1553,148.0290
-36.1534,148.0229
-36.1590,148.0246
-36.1617,148.0271
-36.1612,148.0311
-36.1629,148.0347
-36.1647,148.0336
-36.1648,148.0304
-36.1686,148.0290
-36.1684,148.0251
-36.1708,148.0237
-36.1734,148.0264
-36.1758,148.0261
-36.1739,148.0234
-36.1764,148.0218
-36.1796,148.0230
-36.1814,148.0220
-36.1856,148.0255
-36.1879,148.0243
-36.1879,148.0292
-36.1933,148.0321
-36.1927,148.0349
-36.1946,148.0365
-36.1957,148.0350
-36.1977,148.0363
-36.1977,148.0390
-36.2020,148.0382
-36.2069,148.0406
-36.2094,148.0370
-36.2130,148.0388
-36.2149,148.0362
-36.2172,148.0372
-36.2159,148.0333
-36.2227,148.0300
-36.2217,148.0275
-36.2229,148.0261
-36.2258,148.0267
-36.2290,148.0315
-36.2327,148.0320
-36.2341,148.0348
-36.2376,148.0339
-36.2406,148.0353
-36.2434,148.0295
-36.2470,148.0288
-36.2506,148.0344
-36.2530,148.0360
-36.2554,148.0344
-36.2591,148.0386
-36.2621,148.0388
-36.2658,148.0328
