start,Bass
-42.7327,147.1877
end
start,Lyons
-42.7321,147.1904
-42.7319,147.1906
-42.7321,147.1909
-42.7322,147.1907
-42.7321,147.1904
end
start,Lyons
-42.7318,147.1900
-42.7323,147.1898
-42.7323,147.1893
-42.7321,147.1894
-42.7318,147.1900
end
start,Lyons
-43.1051,147.7386
-43.1053,147.7389
-43.1055,147.7388
-43.1055,147.7387
-43.1051,147.7386
end
start,Lyons
-43.1122,147.7268
-43.1118,147.7270
-43.1118,147.7275
-43.1122,147.7273
-43.1122,147.7268
end
start,Lyons
-42.8987,147.8138
-42.8932,147.8029
-42.8925,147.8138
-42.8951,147.8167
-42.8954,147.8198
-42.8945,147.8240
-42.8917,147.8255
-42.8936,147.8294
-42.8908,147.8383
-42.8899,147.8534
-42.8916,147.8580
-42.8907,147.8618
-42.8938,147.8691
-42.8929,147.8730
-42.8946,147.8738
-42.8942,147.8739
-42.8919,147.8725
-42.8884,147.8749
-42.9087,147.9078
-42.8823,147.9039
-42.8779,147.8950
-42.8769,147.8818
-42.8736,147.8769
-42.8747,147.8736
-42.8772,147.8744
-42.8751,147.8682
-42.8749,147.8611
-42.8709,147.8655
-42.8720,147.8699
-42.8710,147.8717
-42.8630,147.8736
-42.8636,147.8798
-42.8618,147.8852
-42.8584,147.8847
-42.8549,147.8799
-42.8500,147.8846
-42.8511,147.8880
-42.8494,147.8909
-42.8464,147.8910
-42.8450,147.8893
-42.8425,147.8917
-42.8444,147.9025
-42.8427,147.9036
-42.8427,147.9058
-42.8452,147.9076
-42.8478,147.9130
-42.8476,147.9154
-42.8440,147.9171
-42.8430,147.9201
-42.8441,147.9207
-42.8441,147.9193
-42.8464,147.9220
-42.8482,147.9182
-42.8518,147.9158
-42.8528,147.9173
-42.8515,147.9218
-42.8527,147.9230
-42.8562,147.9236
-42.8612,147.9203
-42.8702,147.9281
-42.8771,147.9398
-42.8771,147.9450
-42.8748,147.9455
-42.8716,147.9578
-42.8689,147.9595
-42.8642,147.9708
-42.8772,147.9612
-42.8781,147.9582
-42.8819,147.9578
-42.9145,147.9988
-42.9412,147.9834
-42.9484,147.9883
-42.9508,147.9867
-42.9524,147.9912
-42.9562,147.9939
-42.9561,147.9923
-42.9582,147.9926
-42.9594,147.9961
-42.9642,147.9995
-42.9840,147.9613
-43.0082,147.9386
-43.0070,147.9349
-43.0118,147.9285
-43.0212,147.9264
-43.0296,147.9292
-43.0349,147.9355
-43.0364,147.9418
-43.0347,147.9502
-43.0592,147.9450
-43.0858,147.9649
-43.0864,147.9626
-43.0883,147.9623
-43.0919,147.9663
-43.1025,147.9707
-43.1073,147.9810
-43.1103,147.9783
-43.1116,147.9792
-43.1159,147.9773
-43.1185,147.9772
-43.1233,147.9806
-43.1227,147.9746
-43.1196,147.9736
-43.1220,147.9726
-43.1228,147.9702
-43.1250,147.9705
-43.1263,147.9680
-43.1257,147.9545
-43.1277,147.9528
-43.1273,147.9569
-43.1305,147.9598
-43.1325,147.9587
-43.1333,147.9555
-43.1365,147.9543
-43.1427,147.9633
-43.1416,147.9676
-43.1373,147.9703
-43.1382,147.9876
-43.1399,147.9882
-43.1412,147.9916
-43.1391,147.9945
-43.1406,148.0000
-43.1389,148.0057
-43.1457,148.0002
-43.1449,147.9966
-43.1469,147.9975
-43.1524,147.9911
-43.1539,147.9918
-43.1538,147.9861
-43.1562,147.9855
-43.1561,147.9831
-43.1683,147.9795
-43.1779,147.9691
-43.1853,147.9635
-43.1888,147.9648
-43.1912,147.9635
-43.1972,147.9669
-43.2001,147.9719
-43.2030,147.9726
-43.2073,147.9851
-43.2117,147.9870
-43.2156,147.9927
-43.2187,147.9998
-43.2193,148.0103
-43.2252,148.0073
-43.2219,147.9939
-43.2205,147.9790
-43.2188,147.9780
-43.2201,147.9762
-43.2194,147.9719
-43.2176,147.9724
-43.2163,147.9687
-43.2169,147.9655
-43.2155,147.9625
-43.2172,147.9613
-43.2172,147.9587
-43.2152,147.9538
-43.2160,147.9519
-43.2146,147.9511
-43.2157,147.9494
-43.2109,147.9485
-43.2060,147.9501
-43.1946,147.9450
-43.1928,147.9211
-43.1897,147.9171
-43.1895,147.9095
-43.1878,147.9071
-43.1909,147.8966
-43.1382,147.8946
-43.1232,147.8864
-43.1227,147.8834
-43.1292,147.8672
-43.1113,147.8651
-43.1078,147.8633
-43.1098,147.8599
-43.1116,147.8602
-43.1176,147.8538
-43.1240,147.8503
-43.1372,147.8660
-43.1375,147.8625
-43.1349,147.8604
-43.1347,147.8556
-43.1381,147.8539
-43.1378,147.8565
-43.1421,147.8565
-43.1422,147.8600
-43.1457,147.8558
-43.1470,147.8512
-43.1485,147.8524
-43.1543,147.8455
-43.1607,147.8551
-43.1623,147.8544
-43.1647,147.8622
-43.1772,147.8535
-43.1815,147.8534
-43.1856,147.8571
-43.1864,147.8600
-43.1848,147.8631
-43.1917,147.8762
-43.1947,147.8759
-43.1929,147.8706
-43.1979,147.8664
-43.1997,147.8672
-43.2030,147.8749
-43.2063,147.8746
-43.1875,147.8444
-43.1983,147.8273
-43.1979,147.8219
-43.1999,147.8227
-43.2007,147.8209
-43.2021,147.8213
-43.2017,147.8192
-43.2032,147.8197
-43.2054,147.8163
-43.2040,147.8149
-43.2060,147.8153
-43.2093,147.8101
-43.2083,147.8074
-43.2131,147.8042
-43.2174,147.7974
-43.2207,147.7967
-43.2393,147.7994
-43.2393,147.7975
-43.2423,147.7997
-43.2351,147.7894
-43.2379,147.7856
-43.2276,147.7817
-43.2239,147.7828
-43.2230,147.7814
-43.2223,147.7828
-43.2205,147.7825
-43.2131,147.7763
-43.2106,147.7683
-43.2067,147.7635
-43.2064,147.7534
-43.2035,147.7435
-43.1975,147.7460
-43.2006,147.7342
-43.1996,147.7331
-43.1986,147.7342
-43.1979,147.7267
-43.1933,147.7221
-43.1963,147.7187
-43.1942,147.7115
-43.1851,147.7138
-43.1837,147.7157
-43.1783,147.7155
-43.1769,147.7012
-43.1657,147.6965
-43.1589,147.7012
-43.1529,147.6948
-43.1508,147.6982
-43.1473,147.6958
-43.1456,147.6981
-43.1432,147.6908
-43.1401,147.6892
-43.1387,147.6851
-43.1376,147.6902
-43.1324,147.6931
-43.1304,147.6971
-43.1268,147.6984
-43.1221,147.7033
-43.1240,147.7222
-43.1262,147.7263
-43.1249,147.7311
-43.1196,147.7353
-43.1138,147.7356
-43.1100,147.7332
-43.1072,147.7254
-43.1121,147.7475
-43.0960,147.7408
-43.0961,147.7359
-43.0910,147.7327
-43.0941,147.7301
-43.0950,147.7233
-43.0973,147.7209
-43.0952,147.7202
-43.0984,147.7191
-43.0999,147.7064
-43.0982,147.7058
-43.0975,147.7006
-43.0992,147.6988
-43.0985,147.6955
-43.1024,147.6841
-43.0982,147.6826
-43.0967,147.6796
-43.0979,147.6773
-43.0950,147.6754
-43.0914,147.6769
-43.0886,147.6737
-43.0872,147.6694
-43.0889,147.6649
-43.0865,147.6619
-43.0889,147.6576
-43.0851,147.6501
-43.0832,147.6503
-43.0814,147.6462
-43.0789,147.6454
-43.0755,147.6412
-43.0733,147.6357
-43.0747,147.6323
-43.0733,147.6268
-43.0693,147.6274
-43.0688,147.6262
-43.0501,147.6238
-43.0435,147.6276
-43.0424,147.6256
-43.0402,147.6283
-43.0357,147.6224
-43.0312,147.6230
-43.0295,147.6256
-43.0243,147.6216
-43.0206,147.6253
-43.0200,147.6217
-43.0180,147.6216
-43.0177,147.6196
-43.0083,147.6184
-42.9966,147.6583
-42.9996,147.6686
-42.9900,147.6807
-42.9814,147.6845
-42.9745,147.6836
-42.9746,147.6851
-42.9734,147.6802
-42.9673,147.6765
-42.9646,147.6718
-42.9612,147.6706
-42.9598,147.6749
-42.9566,147.6755
-42.9508,147.6706
-42.9481,147.6660
-42.9435,147.6644
-42.9347,147.6756
-42.9566,147.7053
-42.9561,147.7124
-42.9537,147.7138
-42.9495,147.7260
-42.9580,147.7302
-42.9642,147.7262
-42.9672,147.7293
-42.9698,147.7361
-42.9709,147.7299
-42.9767,147.7252
-42.9794,147.7264
-42.9820,147.7229
-42.9860,147.7236
-42.9865,147.7197
-42.9905,147.7173
-42.9915,147.7140
-42.9975,147.7146
-42.9967,147.7121
-42.9982,147.7101
-43.0067,147.7075
-43.0101,147.7093
-43.0111,147.7146
-43.0158,147.7222
-43.0171,147.7223
-43.0187,147.7269
-43.0279,147.7184
-43.0259,147.7278
-43.0142,147.7406
-43.0290,147.7450
-43.0319,147.7442
-43.0341,147.7466
-43.0401,147.7467
-43.0433,147.7493
-43.0441,147.7590
-43.0375,147.7611
-43.0354,147.7639
-43.0354,147.7624
-43.0327,147.7668
-43.0415,147.7670
-43.0549,147.7738
-43.0508,147.7894
-43.0514,147.7932
-43.0488,147.7972
-43.0493,147.8027
-43.0464,147.8066
-43.0546,147.8080
-43.0556,147.8104
-43.0604,147.8124
-43.0608,147.8394
-43.0547,147.8455
-43.0466,147.8426
-43.0443,147.8381
-43.0411,147.8359
-43.0375,147.8407
-43.0306,147.8454
-43.0332,147.8456
-43.0358,147.8435
-43.0355,147.8480
-43.0548,147.8585
-43.0567,147.8578
-43.0574,147.8599
-43.0556,147.8606
-43.0538,147.8644
-43.0440,147.8648
-43.0233,147.8724
-43.0249,147.8805
-43.0176,147.9249
-43.0146,147.9240
-43.0167,147.9095
-43.0148,147.8774
-43.0108,147.8701
-43.0140,147.8629
-43.0130,147.8468
-43.0079,147.8509
-43.0043,147.8451
-43.0043,147.8432
-42.9992,147.8411
-42.9981,147.8429
-42.9952,147.8421
-42.9915,147.8378
-42.9915,147.8437
-42.9895,147.8491
-42.9876,147.8492
-42.9863,147.8535
-42.9825,147.8567
-42.9728,147.8351
-42.9709,147.8338
-42.9705,147.8300
-42.9622,147.8113
-42.9621,147.8173
-42.9651,147.8183
-42.9652,147.8308
-42.9575,147.8418
-42.9582,147.8548
-42.9519,147.8483
-42.9470,147.8658
-42.9429,147.8629
-42.9417,147.8598
-42.9400,147.8613
-42.9400,147.8579
-42.9377,147.8596
-42.9354,147.8577
-42.9386,147.8513
-42.9433,147.8472
-42.9407,147.8345
-42.9346,147.8332
-42.9365,147.8268
-42.9329,147.8254
-42.9320,147.8228
-42.9331,147.8182
-42.9372,147.8168
-42.9365,147.8134
-42.9316,147.8147
-42.9314,147.8136
-42.9251,147.8139
-42.9267,147.8178
-42.9187,147.8228
-42.9120,147.8209
-42.9078,147.8217
-42.8987,147.8138
end
start,Lyons
-43.1598,147.8648
-43.1574,147.8666
-43.1518,147.8703
-43.1600,147.8651
-43.1598,147.8648
end
start,Lyons
-43.1062,147.7198
-43.1055,147.7174
-43.1054,147.7173
-43.1060,147.7203
-43.1062,147.7198
end
start,Lyons
-43.1053,147.7166
-43.1052,147.7163
-43.1052,147.7167
-43.1053,147.7166
end
start,Lyons
-43.0274,147.7193
-43.0229,147.7266
-43.0248,147.7264
-43.0248,147.7277
-43.0274,147.7193
end
start,Lyons
-42.9884,147.7193
-42.9883,147.7195
-42.9882,147.7191
-42.9882,147.7194
-42.9883,147.7195
-42.9884,147.7193
end
start,Lyons
-42.7542,147.1483
-42.7523,147.1503
-42.7517,147.1517
-42.7527,147.1504
-42.7542,147.1483
end
start,Lyons
-42.7373,147.1894
-42.7372,147.1899
-42.7374,147.1901
-42.7375,147.1898
-42.7373,147.1894
end
start,Lyons
-42.7333,147.1906
-42.7334,147.1923
-42.7342,147.1919
-42.7346,147.1926
-42.7347,147.1914
-42.7337,147.1910
-42.7352,147.1864
-42.7333,147.1906
end
start,Lyons
-42.7341,147.1861
-42.7336,147.1860
-42.7338,147.1866
-42.7346,147.1863
-42.7341,147.1861
end
start,Lyons
-42.7339,147.1925
-42.7339,147.1927
-42.7340,147.1927
-42.7341,147.1923
-42.7339,147.1925
end
start,Lyons
-42.7353,147.1884
-42.7352,147.1885
-42.7352,147.1887
-42.7354,147.1886
-42.7353,147.1884
end
start,Lyons
-42.7363,147.1852
-42.7355,147.1844
-42.7366,147.1865
-42.7362,147.1855
-42.7363,147.1852
end
start,Lyons
-42.7361,147.1880
-42.7357,147.1880
-42.7359,147.1884
-42.7361,147.1882
-42.7361,147.1880
end
start,Lyons
-42.7355,147.1851
-42.7353,147.1852
-42.7354,147.1853
-42.7356,147.1853
-42.7355,147.1851
end
start,Lyons
-42.7355,147.1886
-42.7358,147.1887
-42.7354,147.1881
-42.7354,147.1883
-42.7355,147.1886
end
start,Lyons
-42.7357,147.1858
-42.7356,147.1859
-42.7346,147.1850
-42.7348,147.1860
-42.7358,147.1864
-42.7357,147.1858
end
start,Lyons
-42.5841,148.1006
-42.5850,148.1201
-42.6233,148.1360
-42.6311,148.1406
-42.6378,148.1491
-42.6407,148.1505
-42.6425,148.1579
-42.6496,148.1689
-42.6502,148.1586
-42.6525,148.1577
-42.6535,148.1529
-42.6566,148.1518
-42.6592,148.1468
-42.6649,148.1468
-42.6646,148.1455
-42.6656,148.1464
-42.6673,148.1445
-42.6664,148.1400
-42.6601,148.1332
-42.6609,148.1302
-42.6644,148.1272
-42.6654,148.1279
-42.6657,148.1259
-42.6650,148.1182
-42.6637,148.1210
-42.6632,148.1155
-42.6597,148.1120
-42.6611,148.1099
-42.6603,148.1029
-42.6629,148.0958
-42.6610,148.0943
-42.6617,148.0812
-42.6710,148.0709
-42.6812,148.0682
-42.6865,148.0730
-42.6851,148.0771
-42.6894,148.0871
-42.6979,148.0869
-42.6995,148.0889
-42.7208,148.0930
-42.7173,148.0652
-42.7235,148.0525
-42.7218,148.0516
-42.7238,148.0446
-42.7318,148.0352
-42.7422,148.0139
-42.6999,148.0319
-42.6988,148.0342
-42.6905,148.0359
-42.6873,148.0392
-42.6841,148.0387
-42.6821,148.0454
-42.6830,148.0489
-42.6854,148.0511
-42.6855,148.0572
-42.6828,148.0632
-42.6755,148.0665
-42.6686,148.0655
-42.6646,148.0631
-42.6589,148.0568
-42.6556,148.0497
-42.6549,148.0433
-42.6569,148.0403
-42.6613,148.0093
-42.6589,148.0151
-42.6598,148.0197
-42.6577,148.0260
-42.6491,148.0378
-42.6430,148.0387
-42.6387,148.0362
-42.6384,148.0334
-42.6371,148.0350
-42.6349,148.0342
-42.6316,148.0311
-42.6313,148.0260
-42.6301,148.0266
-42.6293,148.0247
-42.6282,148.0282
-42.6247,148.0283
-42.6211,148.0306
-42.6193,148.0370
-42.6148,148.0373
-42.6078,148.0477
-42.6031,148.0481
-42.6010,148.0500
-42.5971,148.0480
-42.5926,148.0514
-42.5914,148.0542
-42.5821,148.0590
-42.5799,148.0641
-42.5783,148.0646
-42.5769,148.0628
-42.5706,148.0673
-42.5771,148.0826
-42.5801,148.0831
-42.5849,148.0895
-42.5841,148.1006
end
start,Lyons
-42.7334,147.1956
-42.7325,147.1985
-42.7354,147.2007
-42.7341,147.1942
-42.7334,147.1956
end
start,Lyons
-42.7337,147.1855
-42.7334,147.1857
-42.7334,147.1859
-42.7337,147.1857
-42.7337,147.1855
end
start,Lyons
-42.8716,147.6999
-42.8725,147.6968
-42.8698,147.6964
-42.8637,147.6903
-42.8627,147.6841
-42.8651,147.6789
-42.8649,147.6783
-42.8641,147.6788
-42.8639,147.6788
-42.8636,147.6786
-42.8661,147.6774
-42.8703,147.6693
-42.8700,147.6655
-42.8724,147.6642
-42.8759,147.6566
-42.8756,147.6501
-42.8787,147.6532
-42.8694,147.6234
-42.8677,147.6136
-42.8692,147.6059
-42.8662,147.6076
-42.8651,147.6108
-42.8606,147.6108
-42.8514,147.6163
-42.8500,147.6211
-42.8423,147.6212
-42.8249,147.6064
-42.8225,147.6077
-42.8225,147.6044
-42.8133,147.5967
-42.7981,147.6033
-42.7909,147.6007
-42.7903,147.5990
-42.7815,147.5941
-42.7819,147.5912
-42.7798,147.5890
-42.7782,147.5853
-42.7824,147.5905
-42.7822,147.5941
-42.7892,147.5929
-42.7900,147.5911
-42.7932,147.5929
-42.7963,147.5925
-42.7976,147.5878
-42.8010,147.5920
-42.7987,147.5865
-42.7985,147.5817
-42.7956,147.5762
-42.7942,147.5651
-42.7924,147.5676
-42.7888,147.5643
-42.7883,147.5655
-42.7888,147.5642
-42.7922,147.5668
-42.7926,147.5624
-42.7968,147.5614
-42.7959,147.5548
-42.7927,147.5518
-42.7855,147.5505
-42.7839,147.5436
-42.7749,147.5351
-42.7784,147.5326
-42.7788,147.5346
-42.7820,147.5351
-42.7810,147.5308
-42.7838,147.5291
-42.7862,147.5317
-42.7911,147.5305
-42.7936,147.5351
-42.8053,147.5352
-42.7937,147.5237
-42.7911,147.5238
-42.7884,147.5196
-42.7851,147.5206
-42.7828,147.5130
-42.7864,147.5066
-42.7946,147.4979
-42.7961,147.4929
-42.7995,147.4918
-42.8031,147.4872
-42.7957,147.4759
-42.7930,147.4745
-42.7930,147.4711
-42.7815,147.4529
-42.7813,147.4568
-42.7775,147.4636
-42.7710,147.4685
-42.7678,147.4667
-42.7682,147.4644
-42.7572,147.4486
-42.7560,147.4489
-42.7583,147.4458
-42.7682,147.4487
-42.7716,147.4509
-42.7767,147.4590
-42.7744,147.4549
-42.7756,147.4491
-42.7740,147.4346
-42.7757,147.4348
-42.7741,147.4292
-42.7753,147.4254
-42.7790,147.4253
-42.7883,147.4177
-42.7873,147.4162
-42.7830,147.4161
-42.7841,147.4135
-42.7797,147.4102
-42.7805,147.4062
-42.7789,147.4060
-42.7800,147.4046
-42.7725,147.3921
-42.7766,147.3868
-42.7736,147.3774
-42.7712,147.3752
-42.7680,147.3773
-42.7683,147.3811
-42.7649,147.3778
-42.7612,147.3685
-42.7774,147.3475
-42.7666,147.3325
-42.7720,147.3253
-42.7809,147.3259
-42.7821,147.3116
-42.7869,147.3063
-42.7907,147.3054
-42.7980,147.3073
-42.7943,147.2951
-42.7863,147.2911
-42.7824,147.2857
-42.7777,147.2841
-42.7818,147.2805
-42.7823,147.2767
-42.7784,147.2646
-42.7678,147.2631
-42.7648,147.2607
-42.7628,147.2630
-42.7611,147.2615
-42.7571,147.2629
-42.7556,147.2666
-42.7553,147.2627
-42.7542,147.2636
-42.7521,147.2616
-42.7513,147.2586
-42.7486,147.2560
-42.7389,147.2655
-42.7301,147.2625
-42.7512,147.2522
-42.7570,147.2567
-42.7502,147.2482
-42.7465,147.2477
-42.7409,147.2349
-42.7427,147.2307
-42.7380,147.2220
-42.7371,147.2234
-42.7370,147.2204
-42.7291,147.2059
-42.7260,147.2029
-42.7253,147.1989
-42.7273,147.1914
-42.7322,147.1839
-42.7398,147.1791
-42.7409,147.1859
-42.7425,147.1778
-42.7410,147.1758
-42.7426,147.1775
-42.7518,147.1500
-42.7755,147.1116
-42.7767,147.1126
-42.7708,147.1246
-42.7717,147.1311
-42.7700,147.1387
-42.7680,147.1428
-42.7639,147.1438
-42.7408,147.2075
-42.7511,147.2265
-42.7585,147.2229
-42.7666,147.2116
-42.7735,147.2082
-42.7734,147.2094
-42.7773,147.2083
-42.7771,147.2067
-42.7803,147.2058
-42.7800,147.2037
-42.7838,147.2018
-42.7866,147.2011
-42.7891,147.2058
-42.7916,147.2052
-42.7912,147.2022
-42.7979,147.2005
-42.7975,147.1978
-42.8013,147.1968
-42.8016,147.1992
-42.8038,147.1987
-42.8041,147.2009
-42.8064,147.2008
-42.8057,147.1958
-42.8088,147.1951
-42.8084,147.1926
-42.8134,147.1939
-42.8118,147.1857
-42.8139,147.1849
-42.8123,147.1834
-42.8146,147.1787
-42.8161,147.1801
-42.8178,147.1766
-42.8223,147.1800
-42.8297,147.1738
-42.8299,147.1683
-42.8317,147.1678
-42.8310,147.1630
-42.8354,147.1618
-42.8343,147.1536
-42.8376,147.1523
-42.8371,147.1483
-42.8420,147.1472
-42.8415,147.1424
-42.8447,147.1399
-42.8442,147.1362
-42.8478,147.1353
-42.8492,147.1464
-42.8547,147.1450
-42.8557,147.1510
-42.9133,147.1503
-42.9120,147.1374
-42.9150,147.1366
-42.9148,147.1344
-42.9104,147.1354
-42.9003,147.0512
-42.9023,147.0477
-42.9089,147.0448
-42.9100,147.0397
-42.9076,147.0386
-42.9061,147.0396
-42.9041,147.0330
-42.9059,147.0303
-42.9052,147.0272
-42.9075,147.0249
-42.9070,147.0165
-42.9013,147.0110
-42.9001,147.0058
-42.8940,147.0108
-42.8878,147.0088
-42.8881,146.9972
-42.8857,146.9898
-42.8888,146.9708
-42.8822,146.9560
-42.8821,146.9516
-42.8860,146.9402
-42.8891,146.9363
-42.8932,146.9357
-42.8924,146.9304
-42.8958,146.9253
-42.8993,146.9238
-42.9035,146.9305
-42.9151,146.9342
-42.9186,146.9327
-42.9226,146.9419
-42.9266,146.9412
-42.9324,146.9183
-42.9401,146.9119
-42.9400,146.9025
-42.9352,146.8960
-42.9360,146.8904
-42.9343,146.8805
-42.9354,146.8797
-42.9418,146.8817
-42.9489,146.8803
-42.9528,146.8775
-42.9546,146.8738
-42.9433,146.8644
-42.9403,146.8558
-42.9324,146.8556
-42.9300,146.8517
-42.9239,146.8493
-42.9193,146.8521
-42.9137,146.8462
-42.9082,146.8464
-42.9070,146.8450
-42.8977,146.8150
-42.8937,146.8089
-42.8946,146.8054
-42.9032,146.7998
-42.9038,146.7884
-42.8976,146.7798
-42.8941,146.7791
-42.8908,146.7757
-42.8828,146.7755
-42.8737,146.7649
-42.8743,146.7553
-42.8703,146.7449
-42.8711,146.7394
-42.8606,146.7275
-42.8575,146.7208
-42.8583,146.7159
-42.8608,146.7136
-42.8574,146.7099
-42.8580,146.6985
-42.8569,146.6971
-42.8519,146.6985
-42.8503,146.6972
-42.8532,146.6852
-42.8521,146.6781
-42.8496,146.6751
-42.8520,146.6661
-42.8472,146.6624
-42.8476,146.6565
-42.8524,146.6479
-42.8606,146.6463
-42.8650,146.6460
-42.8736,146.6487
-42.8762,146.6527
-42.8933,146.6535
-42.8973,146.6581
-42.8997,146.6586
-42.9048,146.6573
-42.9081,146.6525
-42.9217,146.6484
-43.0872,146.4588
-43.1188,146.2221
-43.0539,146.0890
-43.0391,145.9781
-43.0362,145.9748
-43.0315,145.9757
-43.0268,145.9798
-43.0174,145.9781
-43.0101,145.9877
-43.0045,145.9914
-42.9965,145.9898
-42.9921,145.9930
-42.9819,145.9924
-42.9803,145.9950
-42.9787,145.9929
-42.9787,145.9889
-42.9624,145.9770
-42.9604,145.9728
-42.9582,145.9728
-42.9469,145.9566
-42.9455,145.9570
-42.9438,145.9542
-42.9424,145.9546
-42.9383,145.9512
-42.9307,145.9406
-42.9226,145.9398
-42.9175,145.9347
-42.9051,145.9342
-42.9037,145.9394
-42.9072,145.9442
-42.9058,145.9494
-42.7429,145.8542
-42.7416,145.8519
-42.7332,145.8495
-42.7250,145.8426
-42.7175,145.8325
-42.7163,145.8413
-42.7194,145.8450
-42.7164,145.8493
-42.7135,145.8590
-42.7153,145.8634
-42.7147,145.8667
-42.7172,145.8681
-42.7165,145.8709
-42.7131,145.8735
-42.7082,145.8705
-42.7046,145.8719
-42.7024,145.8677
-42.7001,145.8685
-42.6984,145.8667
-42.6949,145.8682
-42.6919,145.8670
-42.6902,145.8699
-42.6996,145.8857
-42.6980,145.8931
-42.6931,145.9025
-42.6840,145.9046
-42.6841,145.9073
-42.6815,145.9097
-42.6816,145.9168
-42.6795,145.9175
-42.6818,145.9218
-42.6820,145.9280
-42.6694,145.9342
-42.6656,145.9547
-42.6583,145.9598
-42.6585,145.9657
-42.6562,145.9664
-42.6526,145.9641
-42.6477,145.9671
-42.6462,145.9611
-42.6386,145.9620
-42.6333,145.9669
-42.6386,145.9675
-42.6389,145.9704
-42.6343,145.9692
-42.6326,145.9724
-42.6310,145.9712
-42.6243,145.9720
-42.6276,145.9798
-42.6263,145.9848
-42.6205,145.9838
-42.6175,145.9854
-42.6170,145.9878
-42.6120,145.9884
-42.6113,145.9913
-42.6092,145.9919
-42.6097,145.9941
-42.6071,145.9960
-42.6010,145.9966
-42.5986,145.9927
-42.5950,145.9926
-42.5900,145.9961
-42.5890,146.0011
-42.5837,146.0010
-42.5821,146.0045
-42.5811,146.0005
-42.5799,146.0009
-42.5803,146.0069
-42.5772,146.0131
-42.5730,146.0142
-42.5729,146.0178
-42.5643,146.0170
-42.5617,146.0189
-42.5614,146.0219
-42.5600,146.0211
-42.5599,146.0261
-42.5562,146.0230
-42.5541,146.0297
-42.5490,146.0303
-42.5476,146.0326
-42.5437,146.0315
-42.5414,146.0286
-42.5382,146.0292
-42.5375,146.0313
-42.5353,146.0320
-42.5330,146.0396
-42.5306,146.0420
-42.5285,146.0533
-42.5207,146.0591
-42.5207,146.0624
-42.5192,146.0616
-42.5175,146.0667
-42.5146,146.0673
-42.5112,146.0735
-42.5090,146.0717
-42.5076,146.0733
-42.5039,146.0730
-42.5032,146.0811
-42.4992,146.0815
-42.4960,146.0865
-42.4899,146.0897
-42.4885,146.0882
-42.4871,146.0780
-42.4854,146.0813
-42.4857,146.0853
-42.4837,146.0877
-42.4812,146.0836
-42.4834,146.0774
-42.4779,146.0752
-42.4749,146.0845
-42.4759,146.0861
-42.4702,146.0888
-42.4676,146.0938
-42.4587,146.0995
-42.4580,146.1038
-42.4547,146.1070
-42.4504,146.1092
-42.4508,146.1070
-42.4451,146.1090
-42.4438,146.1127
-42.4417,146.1136
-42.4420,146.1165
-42.4399,146.1170
-42.4407,146.1205
-42.4367,146.1257
-42.4351,146.1256
-42.4345,146.1230
-42.4308,146.1244
-42.4291,146.1268
-42.4268,146.1260
-42.4238,146.1323
-42.4253,146.1328
-42.4245,146.1343
-42.4180,146.1297
-42.4177,146.1341
-42.4165,146.1328
-42.4144,146.1338
-42.4103,146.1295
-42.4076,146.1303
-42.4062,146.1278
-42.4069,146.1215
-42.4040,146.1176
-42.4067,146.1140
-42.4059,146.1090
-42.4079,146.1063
-42.4025,146.0995
-42.3984,146.1029
-42.3976,146.1067
-42.3922,146.1055
-42.3902,146.1112
-42.3882,146.1125
-42.3846,146.1108
-42.3806,146.1149
-42.3781,146.1083
-42.3754,146.1103
-42.3730,146.1088
-42.3707,146.0984
-42.3642,146.0994
-42.3587,146.0970
-42.3540,146.0989
-42.3522,146.0969
-42.3514,146.0986
-42.3386,146.0964
-42.3350,146.0989
-42.3293,146.0996
-42.3267,146.1027
-42.3053,146.1069
-42.3012,146.1040
-42.2996,146.1005
-42.2948,146.0985
-42.2912,146.0904
-42.2877,146.0886
-42.2816,146.0910
-42.2104,146.0753
-42.0669,145.9997
-42.0394,146.0234
-42.0053,146.0149
-41.9745,146.0504
-41.6846,145.9513
-41.5828,145.8535
-41.5102,145.8520
-41.4658,145.8528
-41.4518,145.9540
-41.4563,146.0832
-41.4581,146.0872
-41.4566,146.0889
-41.4528,146.0887
-41.4515,146.0920
-41.4496,146.0908
-41.4457,146.0923
-41.4440,146.0946
-41.4408,146.0896
-41.4389,146.0921
-41.4354,146.0906
-41.4322,146.0920
-41.4296,146.0903
-41.4298,146.0872
-41.4276,146.0849
-41.4235,146.0885
-41.4210,146.0852
-41.4149,146.0936
-41.4129,146.0919
-41.4102,146.0945
-41.4086,146.0927
-41.4058,146.0933
-41.4022,146.1023
-41.3899,146.1080
-41.3854,146.1124
-41.3842,146.1174
-41.3793,146.1179
-41.3774,146.1207
-41.3781,146.1136
-41.3716,146.1142
-41.3715,146.1196
-41.3677,146.1241
-41.3688,146.1285
-41.3657,146.1308
-41.3685,146.1351
-41.3669,146.1363
-41.3625,146.1347
-41.3626,146.1447
-41.3579,146.1485
-41.3564,146.1521
-41.3572,146.1545
-41.3520,146.1595
-41.3517,146.1637
-41.3486,146.1636
-41.3458,146.1674
-41.3435,146.1668
-41.3412,146.1769
-41.3380,146.1750
-41.3377,146.1772
-41.3366,146.1766
-41.3282,146.1831
-41.3198,146.1857
-41.3162,146.1846
-41.3176,146.1932
-41.3159,146.2004
-41.3124,146.1964
