start,Bass
-40.8456,145.0878
-40.8477,145.0913
-40.8410,145.1196
-40.8253,145.1331
-40.8192,145.1316
-40.8255,145.1641
-40.8189,145.1671
-40.8161,145.1606
-40.8109,145.1549
-40.8086,145.1434
-40.8037,145.1362
-40.8013,145.1265
-40.7942,145.1104
-40.8028,145.1522
-40.8040,145.1877
-40.8010,145.2171
-40.7926,145.2432
-40.7898,145.2569
-40.7911,145.2530
-40.7930,145.2506
-40.8098,145.2173
-40.8109,145.2161
-40.8108,145.2205
-40.8129,145.2250
-40.8137,145.2413
-40.8065,145.2541
-40.8057,145.2589
-40.7997,145.2592
-40.7893,145.2668
-40.7861,145.2663
-40.7845,145.2643
-40.7758,145.2639
-40.7582,145.2694
-40.7469,145.2684
-40.7452,145.2608
-40.7123,145.2604
-40.7193,145.2649
-40.7215,145.2690
-40.7275,145.2688
-40.7324,145.2724
-40.7382,145.2806
-40.7375,145.2839
-40.7501,145.2955
-40.7508,145.2939
-40.7527,145.294
-40.7584,145.2972
-40.7606,145.3053
-40.7641,145.3086
-40.7654,145.2972
-40.7638,145.2937
-40.7663,145.2889
-40.7979,145.2661
-40.8107,145.2688
-40.8136,145.2733
-40.8299,145.2807
-40.8309,145.2847
-40.8290,145.2843
-40.8269,145.2936
-40.8032,145.2876
-40.8352,145.3128
-40.8509,145.2876
-40.8497,145.3214
-40.8376,145.3155
-40.8447,145.3280
-40.8510,145.3438
-40.8520,145.3671
-40.8497,145.3725
-40.8515,145.3745
-40.8496,145.3826
-40.8508,145.3848
-40.8497,145.3918
-40.8522,145.3889
-40.8559,145.3934
-40.8632,145.3953
-40.8712,145.4460
-40.8746,145.4430
-40.8861,145.4466
-40.8906,145.4331
-40.8925,145.4324
-40.8942,145.4353
-40.8872,145.4480
-40.8852,145.4479
-40.8846,145.4494
-40.8835,145.4478
-40.8757,145.4484
-40.8740,145.4472
-40.8711,145.4564
-40.8688,145.4816
-40.8670,145.4827
-40.8664,145.4887
-40.8598,145.4957
-40.8601,145.4981
-40.8565,145.5021
-40.8537,145.5111
-40.8647,145.5101
-40.8876,145.5223
-40.9055,145.5457
-40.9067,145.5449
-40.9096,145.5467
-40.9168,145.5604
-40.9223,145.5938
-40.9260,145.6024
-40.9247,145.6067
-40.9270,145.6098
-40.9254,145.6125
-40.9273,145.6164
-40.9263,145.6177
-40.9266,145.6193
-40.9270,145.6180
-40.9295,145.6186
-40.9333,145.6248
-40.9330,145.6359
-40.9403,145.6537
-40.9398,145.6605
-40.9383,145.6624
-40.9399,145.6765
-40.9381,145.6801
-40.9412,145.6900
-40.9401,145.6949
-40.9411,145.7015
-40.9431,145.7098
-40.9463,145.7143
-40.9437,145.7220
-40.9449,145.7293
-40.9689,145.7245
-40.9749,145.7294
-40.9795,145.7302
-40.9838,145.7368
-40.9785,145.7209
-40.9809,145.7086
-40.9730,145.7029
-40.9743,145.6999
-40.9743,145.6968
-40.9747,145.6964
-40.9826,145.7090
-40.9944,145.7582
-40.9970,145.7614
-40.9968,145.7685
-41.0027,145.7737
-41.0064,145.7807
-41.0110,145.7815
-41.0122,145.7858
-41.0157,145.7851
-41.0175,145.7902
-41.0261,145.8008
-41.0266,145.8065
-41.0295,145.8071
-41.0336,145.8186
-41.0339,145.8252
-41.0360,145.8275
-41.0388,145.8388
-41.0500,145.8298
-41.0569,145.8360
-41.0565,145.8365
-41.0387,145.8410
-41.0406,145.8525
-41.0400,145.8703
-41.0368,145.8770
-41.0426,145.8792
-41.0421,145.8819
-41.0446,145.8847
-41.0447,145.8924
-41.0461,145.8943
-41.0437,145.8991
-41.0487,145.9041
-41.0498,145.9147
-41.0485,145.9168
-41.0513,145.9214
-41.0487,145.9168
-41.0511,145.9128
-41.0501,145.9102
-41.0531,145.9128
-41.0538,145.9093
-41.0780,145.9232
-41.0779,145.9238
-41.0766,145.9249
-41.0760,145.9247
-41.0760,145.9235
-41.0684,145.9257
-41.0661,145.9249
-41.0672,145.9393
-41.0653,145.9439
-41.0651,145.9534
-41.0633,145.9548
-41.0630,145.9580
-41.0748,145.9845
-41.0772,145.9760
-41.0828,145.9725
-41.0877,145.9737
-41.0789,145.9815
-41.0772,145.9871
-41.0741,145.9858
-41.0835,146.0066
-41.0888,146.0124
-41.0931,146.0278
-41.0959,146.0313
-41.0972,146.0368
-41.1155,146.0773
-41.1178,146.1012
-41.1203,146.1020
-41.1211,146.1043
-41.1209,146.1155
-41.1189,146.1196
-41.1217,146.1197
-41.1251,146.1278
-41.1323,146.1252
-41.1353,146.1288
-41.1467,146.1672
-41.1536,146.1606
-41.1548,146.1533
-41.1576,146.1552
-41.1622,146.1522
-41.1605,146.1501
-41.1611,146.1475
-41.1576,146.1446
-41.1584,146.1360
-41.1578,146.1349
-41.1562,146.1363
-41.1552,146.1307
-41.1531,146.1319
-41.1549,146.1294
-41.1522,146.1289
-41.1564,146.1280
-41.1572,146.1317
-41.1557,146.1207
-41.1592,146.1239
-41.1592,146.1222
-41.1603,146.1225
-41.1613,146.1218
-41.1628,146.1216
-41.1606,146.1231
-41.1613,146.1246
-41.1649,146.1253
-41.1589,146.1294
-41.1590,146.1319
-41.1631,146.1355
-41.1614,146.1446
-41.1644,146.1423
-41.1648,146.1434
-41.1684,146.1421
-41.1693,146.1457
-41.1756,146.1488
-41.1769,146.1519
-41.1769,146.1523
-41.1763,146.1536
-41.1756,146.1541
-41.1770,146.1553
-41.1759,146.1555
-41.1755,146.1540
-41.1766,146.1517
-41.1640,146.1441
-41.1661,146.1486
-41.1641,146.1516
-41.1642,146.1577
-41.1571,146.1687
-41.1545,146.1700
-41.1501,146.1689
-41.1529,146.1857
-41.1509,146.2004
-41.1523,146.2005
-41.1515,146.2027
-41.1550,146.2058
-41.1542,146.2166
-41.1600,146.2272
-41.1571,146.2484
-41.1772,146.2435
-41.1938,146.2524
-41.1804,146.2534
-41.1781,146.2549
-41.1760,146.2554
-41.1722,146.2540
-41.1518,146.2554
-41.1565,146.2724
-41.1585,146.2749
-41.1606,146.2873
-41.1566,146.3326
-41.1589,146.3320
-41.1604,146.3336
-41.1614,146.3295
-41.1671,146.3296
-41.1725,146.3209
-41.1819,146.3159
-41.1823,146.3158
-41.1828,146.3160
-41.1584,146.3568
-41.1605,146.3574
-41.1617,146.3560
-41.1637,146.3584
-41.1808,146.3633
-41.1876,146.3634
-41.1893,146.3658
-41.1926,146.3668
-41.2038,146.3484
-41.2111,146.3480
-41.2110,146.3467
-41.2116,146.3479
-41.2173,146.3477
-41.2103,146.3607
-41.2112,146.3620
-41.2084,146.3641
-41.2221,146.3598
-41.2382,146.3885
-41.2288,146.3865
-41.2359,146.3888
-41.2328,146.3899
-41.2331,146.3905
-41.2335,146.3904
-41.2337,146.3907
-41.2319,146.3929
-41.2331,146.3941
-41.2335,146.3955
-41.2313,146.3926
-41.2291,146.3913
-41.2286,146.3914
-41.2306,146.3961
-41.2315,146.3957
-41.2323,146.3965
-41.2334,146.4004
-41.2307,146.4017
-41.2282,146.4003
-41.2107,146.3761
-41.2041,146.3709
-41.2038,146.3666
-41.2006,146.3623
-41.1938,146.3696
-41.1776,146.3651
-41.1739,146.3689
-41.1701,146.3683
-41.1694,146.3687
-41.1722,146.3688
-41.1691,146.3834
-41.1729,146.3917
-41.1723,146.3994
-41.1676,146.4153
-41.1630,146.4237
-41.1608,146.4593
-41.1564,146.4752
-41.1472,146.4980
-41.1344,146.5220
-41.1277,146.5294
-41.1219,146.5273
-41.1184,146.5318
-41.1252,146.5375
-41.1295,146.5457
-41.1311,146.5433
-41.1366,146.5438
-41.1388,146.5421
-41.1445,146.5433
-41.1550,146.5417
-41.1674,146.5604
-41.1684,146.5479
-41.1752,146.5409
-41.1791,146.5403
-41.1714,146.5536
-41.1891,146.5729
-41.1927,146.5635
-41.1944,146.5648
-41.1973,146.5624
-41.2065,146.5677
-41.2113,146.5680
-41.2165,146.5705
-41.2152,146.5695
-41.2161,146.5690
-41.2201,146.5757
-41.2276,146.5697
-41.2263,146.5676
-41.2281,146.5646
-41.2338,146.5644
-41.2384,146.5610
-41.2393,146.5729
-41.2424,146.5717
-41.2406,146.5689
-41.2444,146.5650
-41.2510,146.5651
-41.2519,146.5663
-41.2508,146.5653
-41.2405,146.5779
-41.2338,146.5761
-41.2330,146.5687
-41.2314,146.5733
-41.2262,146.5775
-41.2227,146.5834
-41.2193,146.5843
-41.2172,146.5832
-41.2139,146.5848
-41.2094,146.5828
-41.2050,146.5850
-41.2157,146.5858
-41.2170,146.5873
-41.2514,146.5939
-41.2548,146.5988
-41.2542,146.6035
-41.2566,146.6034
-41.2593,146.6067
-41.2585,146.6075
-41.2590,146.6066
-41.2539,146.6042
-41.2506,146.5950
-41.2337,146.6088
-41.2120,146.6092
-41.2090,146.6065
-41.2090,146.6046
-41.2129,146.6008
-41.2142,146.5878
-41.2093,146.5954
-41.1913,146.5830
-41.1886,146.5828
-41.1846,146.5783
-41.1682,146.5979
-41.1661,146.6024
-41.1684,146.6040
-41.1683,146.6054
-41.1680,146.6061
-41.1674,146.6068
-41.1685,146.6078
-41.1670,146.6067
-41.1681,146.6049
-41.1648,146.6019
-41.1584,146.6095
-41.1552,146.6077
-41.1518,146.6016
-41.1524,146.6001
-41.1540,146.6015
-41.1573,146.5995
-41.1560,146.5954
-41.1587,146.5893
-41.1551,146.5792
-41.1561,146.5771
-41.1573,146.5784
-41.1605,146.5741
-41.1611,146.5749
-41.1637,146.5667
-41.1464,146.5644
-41.1479,146.5653
-41.1488,146.5719
-41.1448,146.5949
-41.1390,146.6099
-41.1257,146.6333
-41.1237,146.6342
-41.1214,146.6359
-41.1149,146.6380
-41.1145,146.6425
-41.1100,146.6480
-41.1008,146.6440
-41.0938,146.6470
-41.0968,146.6612
-41.1102,146.6584
-41.1110,146.6646
-41.1329,146.6956
-41.1577,146.6992
-41.1702,146.6956
-41.2871,146.7620
-41.2887,146.7617
-41.2875,146.7516
-41.2975,146.7494
-41.2960,146.7334
-41.2972,146.7332
-41.2967,146.7283
-41.3006,146.7274
-41.2996,146.7198
-41.3059,146.7184
-41.3054,146.7143
-41.3023,146.7149
-41.3027,146.7088
-41.2977,146.7051
-41.3164,146.7006
-41.3187,146.7012
-41.3199,146.7065
-41.3326,146.7035
-41.3244,146.6199
-41.3379,146.6174
-41.3347,146.5895
-41.3475,146.5869
-41.3468,146.5808
-41.3530,146.5829
-41.3536,146.5865
-41.3564,146.5899
-41.3617,146.5899
-41.3579,146.5572
-41.3561,146.5576
-41.3550,146.5482
-41.3673,146.5455
-41.3649,146.5280
-41.3767,146.4943
-41.3755,146.4920
-41.3765,146.4863
-41.3698,146.4806
-41.3606,146.4790
-41.3596,146.4759
-41.3553,146.4720
-41.3547,146.4685
-41.3492,146.4640
-41.3472,146.4602
-41.3442,146.4594
-41.3360,146.4620
-41.3197,146.4597
-41.3169,146.4513
-41.3184,146.4511
-41.3162,146.4508
-41.3150,146.4468
-41.3092,146.4480
-41.3003,146.4435
-41.2978,146.4444
-41.2930,146.4142
-41.2957,146.4136
-41.2931,146.4079
-41.2952,146.4005
-41.2889,146.3987
-41.2878,146.3901
-41.2936,146.3889
-41.2929,146.3837
-41.2869,146.3841
-41.2842,146.3589
-41.2797,146.3582
-41.2778,146.3623
-41.2726,146.3575
-41.2668,146.3701
-41.2571,146.3613
-41.2563,146.3628
-41.2421,146.3494
-41.2549,146.3233
-41.2605,146.3194
-41.2617,146.3196
-41.2603,146.3207
-41.2613,146.3220
-41.264,146.3227
-41.2661,146.3221
-41.2665,146.3195
-41.2718,146.3211
-41.2655,146.2656
-41.2678,146.2651
-41.2673,146.2617
-41.2692,146.2613
-41.2686,146.2560
-41.2720,146.2510
-41.2779,146.2480
-41.2782,146.2361
-41.2777,146.2324
-41.2737,146.2308
-41.2715,146.2261
-41.2759,146.2165
-41.2787,146.2147
-41.2795,146.2108
-41.2823,146.2101
-41.2837,146.2071
-41.2879,146.2077
-41.2872,146.2032
-41.2907,146.1964
-41.2922,146.1982
-41.2909,146.2032
-41.2946,146.2019
-41.2975,146.2034
-41.2956,146.1969
-41.3030,146.1942
-41.3044,146.1959
-41.3028,146.1992
-41.3039,146.2030
-41.3118,146.2050
-41.3107,146.1976
-41.3124,146.1964
-41.3159,146.2004
-41.3176,146.1932
-41.3162,146.1846
-41.3198,146.1857
-41.3282,146.1831
-41.3366,146.1766
-41.3377,146.1772
-41.3380,146.1750
-41.3412,146.1769
-41.3435,146.1668
-41.3458,146.1674
-41.3486,146.1636
-41.3517,146.1637
-41.3520,146.1595
-41.3572,146.1545
-41.3564,146.1521
-41.3579,146.1485
-41.3626,146.1447
-41.3625,146.1347
-41.3669,146.1363
-41.3685,146.1351
-41.3657,146.1308
-41.3688,146.1285
-41.3677,146.1241
-41.3715,146.1196
-41.3716,146.1142
-41.3781,146.1136
-41.3774,146.1207
-41.3793,146.1179
-41.3842,146.1174
-41.3854,146.1124
-41.3899,146.1080
-41.4022,146.1023
-41.4058,146.0933
-41.4086,146.0927
-41.4102,146.0945
-41.4129,146.0919
-41.4149,146.0936
-41.4210,146.0852
-41.4235,146.0885
-41.4276,146.0849
-41.4298,146.0872
-41.4296,146.0903
-41.4322,146.0920
-41.4354,146.0906
-41.4389,146.0921
-41.4408,146.0896
-41.4440,146.0946
-41.4457,146.0923
-41.4496,146.0908
-41.4515,146.0920
-41.4528,146.0887
-41.4566,146.0889
-41.4581,146.0872
-41.4563,146.0832
-41.4518,145.9540
-41.4658,145.8528
-41.5102,145.8520
-41.5828,145.8535
-41.6846,145.9513
-41.9745,146.0504
-42.0053,146.0149
-42.0394,146.0234
-42.0669,145.9997
-42.2104,146.0753
-42.2816,146.0910
-42.2877,146.0886
-42.2912,146.0904
-42.2948,146.0985
-42.2996,146.1005
-42.3012,146.1040
-42.3053,146.1069
-42.3267,146.1027
-42.3293,146.0996
-42.3350,146.0989
-42.3386,146.0964
-42.3514,146.0986
-42.3522,146.0969
-42.3540,146.0989
-42.3587,146.0970
-42.3642,146.0994
-42.3707,146.0984
-42.3730,146.1088
-42.3754,146.1103
-42.3781,146.1083
-42.3806,146.1149
-42.3846,146.1108
-42.3882,146.1125
-42.3902,146.1112
-42.3922,146.1055
-42.3976,146.1067
-42.3984,146.1029
-42.4025,146.0995
-42.4079,146.1063
-42.4059,146.1090
-42.4067,146.1140
-42.4040,146.1176
-42.4069,146.1215
-42.4062,146.1278
-42.4076,146.1303
-42.4103,146.1295
-42.4144,146.1338
-42.4165,146.1328
-42.4177,146.1341
-42.4180,146.1297
-42.4245,146.1343
-42.4253,146.1328
-42.4238,146.1323
-42.4268,146.1260
-42.4291,146.1268
-42.4308,146.1244
-42.4345,146.1230
-42.4351,146.1256
-42.4367,146.1257
-42.4407,146.1205
-42.4399,146.1170
-42.4420,146.1165
-42.4417,146.1136
-42.4438,146.1127
-42.4451,146.1090
-42.4508,146.1070
-42.4504,146.1092
-42.4547,146.1070
-42.4580,146.1038
-42.4587,146.0995
-42.4676,146.0938
-42.4702,146.0888
-42.4759,146.0861
-42.4749,146.0845
-42.4779,146.0752
-42.4834,146.0774
-42.4812,146.0836
-42.4837,146.0877
-42.4857,146.0853
-42.4854,146.0813
-42.4871,146.0780
-42.4885,146.0882
-42.4899,146.0897
-42.4960,146.0865
-42.4992,146.0815
-42.5032,146.0811
-42.5039,146.0730
-42.5076,146.0733
-42.5090,146.0717
-42.5112,146.0735
-42.5146,146.0673
-42.5175,146.0667
-42.5192,146.0616
-42.5207,146.0624
-42.5207,146.0591
-42.5285,146.0533
-42.5306,146.0420
-42.5330,146.0396
-42.5353,146.0320
-42.5375,146.0313
-42.5382,146.0292
-42.5414,146.0286
-42.5437,146.0315
-42.5476,146.0326
-42.5490,146.0303
-42.5541,146.0297
-42.5562,146.0230
-42.5599,146.0261
-42.5600,146.0211
-42.5614,146.0219
-42.5617,146.0189
-42.5643,146.0170
-42.5729,146.0178
-42.5730,146.0142
-42.5772,146.0131
-42.5803,146.0069
-42.5799,146.0009
-42.5811,146.0005
-42.5821,146.0045
-42.5837,146.0010
-42.5890,146.0011
-42.5900,145.9961
-42.5950,145.9926
-42.5986,145.9927
-42.6010,145.9966
-42.6071,145.9960
-42.6097,145.9941
-42.6092,145.9919
-42.6113,145.9913
-42.6120,145.9884
-42.6170,145.9878
-42.6175,145.9854
-42.6205,145.9838
-42.6263,145.9848
-42.6276,145.9798
-42.6243,145.9720
-42.6310,145.9712
-42.6326,145.9724
-42.6343,145.9692
-42.6389,145.9704
-42.6386,145.9675
-42.6333,145.9669
-42.6386,145.9620
-42.6462,145.9611
-42.6477,145.9671
-42.6526,145.9641
-42.6562,145.9664
-42.6585,145.9657
-42.6583,145.9598
-42.6656,145.9547
-42.6694,145.9342
-42.6820,145.9280
-42.6818,145.9218
-42.6795,145.9175
-42.6816,145.9168
-42.6815,145.9097
-42.6841,145.9073
-42.6840,145.9046
-42.6931,145.9025
-42.6980,145.8931
-42.6996,145.8857
-42.6902,145.8699
-42.6919,145.8670
-42.6949,145.8682
-42.6984,145.8667
-42.7001,145.8685
-42.7024,145.8677
-42.7046,145.8719
-42.7082,145.8705
-42.7131,145.8735
-42.7165,145.8709
-42.7172,145.8681
-42.7147,145.8667
-42.7153,145.8634
-42.7135,145.8590
-42.7164,145.8493
-42.7194,145.8450
-42.7163,145.8413
-42.7175,145.8325
-42.7250,145.8426
-42.7332,145.8495
-42.7416,145.8519
-42.7429,145.8542
-42.9058,145.9494
-42.9072,145.9442
-42.9037,145.9394
-42.9051,145.9342
-42.9175,145.9347
-42.9226,145.9398
-42.9307,145.9406
-42.9383,145.9512
-42.9424,145.9546
-42.9438,145.9542
-42.9455,145.9570
-42.9469,145.9566
-42.9582,145.9728
-42.9604,145.9728
-42.9624,145.9770
-42.9787,145.9889
-42.9787,145.9929
-42.9803,145.9950
-42.9819,145.9924
-42.9921,145.9930
-42.9965,145.9898
-43.0045,145.9914
-43.0101,145.9877
-43.0174,145.9781
-43.0268,145.9798
-43.0315,145.9757
-43.0362,145.9748
-43.0384,145.9782
-43.0429,145.9795
-43.0484,145.9751
-43.0542,145.9765
-43.0557,145.9748
-43.0619,145.9745
-43.0609,145.9762
-43.0623,145.9784
-43.0675,145.9807
-43.0695,145.9793
-43.0724,145.9820
-43.0737,145.9784
-43.0755,145.9779
-43.0766,145.9716
-43.0776,145.9739
-43.0842,145.9771
-43.0850,145.9793
-43.0903,145.9799
-43.0885,145.9853
-43.0924,145.9848
-43.0912,145.9885
-43.0940,145.9902
-43.0976,145.9883
-43.1006,145.9927
-43.1047,145.9923
-43.1064,145.9890
-43.1146,145.9861
-43.1162,145.9839
-43.1192,145.9854
-43.1253,145.9825
-43.1275,145.9796
-43.1348,145.9826
-43.1348,145.9787
-43.1312,145.9775
-43.1312,145.9659
-43.1275,145.9642
-43.1282,145.9603
-43.1351,145.9557
-43.1393,145.9559
-43.1436,145.9455
-43.1498,145.9423
-43.1513,145.9359
-43.1554,145.9341
end
start,Braddon
-41.3197,146.4597
-41.3195,146.4599
-41.3195,146.4599
-41.3197,146.4597
end
start,Braddon
-40.5776,144.9276
-40.5941,144.9360
-40.5963,144.9349
-40.5982,144.9369
-40.6006,144.9363
-40.6049,144.9385
-40.6210,144.9499
-40.6247,144.9419
-40.6293,144.9370
-40.6189,144.9318
-40.6160,144.9238
-40.6122,144.9197
-40.5776,144.9276
end
start,Braddon
-43.1878,145.9152
-43.1875,145.9129
-43.1877,145.9146
-43.1878,145.9152
end
start,Braddon
-43.1870,145.9089
-43.1873,145.9104
-43.1874,145.9099
-43.1870,145.9089
end
start,Braddon
-43.1889,145.9157
-43.1905,145.9156
-43.1918,145.9137
-43.1899,145.9141
-43.1889,145.9157
end
start,Braddon
-43.2726,145.8630
-43.2727,145.8628
-43.2726,145.8629
-43.2726,145.8630
end
start,Braddon
-42.5711,145.3041
-42.5710,145.3039
-42.5711,145.3041
-42.5711,145.3041
end
start,Braddon
-42.1996,145.1670
-42.1994,145.1668
-42.1992,145.1659
-42.1985,145.1670
-42.1996,145.1670
end
start,Braddon
-42.2000,145.2072
-42.2000,145.2072
-42.2013,145.2077
-42.2003,145.2071
-42.2000,145.2072
end
start,Braddon
-42.4349,145.4583
-42.4347,145.4580
-42.4347,145.4581
-42.4349,145.4583
end
start,Braddon
-42.5884,145.7353
-42.5846,145.7266
-42.5830,145.7308
-42.5884,145.7353
end
start,Braddon
-42.5749,145.7043
-42.5706,145.6945
-42.5706,145.6981
-42.5749,145.7043
end
start,Braddon
-42.5504,145.6719
-42.5470,145.6720
-42.5483,145.6723
-42.5504,145.6719
end
start,Braddon
-42.5351,145.6721
-42.5337,145.6721
-42.5344,145.6725
-42.5351,145.6721
end
start,Braddon
-42.5192,145.6723
-42.5122,145.6724
-42.5167,145.6740
-42.5192,145.6723
end
start,Braddon
-42.5078,145.6724
-42.4935,145.6726
-42.4969,145.6756
-42.5040,145.6771
-42.5078,145.6724
end
start,Braddon
-42.4908,145.6726
-42.4863,145.6727
-42.4900,145.6731
-42.4908,145.6726
end
start,Braddon
-42.4783,145.6728
-42.4727,145.6729
-42.4746,145.6734
-42.4783,145.6728
end
start,Braddon
-42.4688,145.6729
-42.4536,145.6731
-42.4651,145.6748
-42.4688,145.6729
end
start,Braddon
-42.3581,145.5545
-42.3583,145.5540
-42.3582,145.5541
-42.3581,145.5545
end
start,Braddon
-42.1962,145.3871
-42.1955,145.3883
-42.1958,145.3879
-42.1962,145.3871
end
start,Braddon
-42.1865,145.4701
-42.1861,145.4705
-42.1864,145.4703
-42.1865,145.4701
end
start,Braddon
-42.1874,145.4690
-42.1882,145.4681
-42.1877,145.4685
-42.1874,145.4690
end
start,Braddon
-42.1964,145.4685
-42.1946,145.4611
-42.1926,145.4650
-42.1964,145.4685
end
start,Braddon
-42.1914,145.4203
-42.1935,145.4200
-42.1926,145.4197
-42.1914,145.4203
end
start,Braddon
-42.0230,145.2670
-42.0271,145.2479
-42.0193,145.2538
-42.0226,145.2593
-42.0230,145.2670
end
start,Braddon
-41.9372,145.2037
-41.9410,145.2008
-41.9395,145.1998
-41.9372,145.2037
end
start,Braddon
-41.9478,145.1932
-41.9459,145.1904
-41.9453,145.1905
-41.9469,145.1927
-41.9478,145.1932
end
start,Braddon
-41.6762,144.9364
-41.6762,144.9368
-41.6762,144.9366
-41.6762,144.9364
end
start,Braddon
-41.6780,144.9411
-41.6777,144.9416
-41.6780,144.9414
-41.6780,144.9411
end
start,Braddon
-41.6558,145.1037
-41.6551,145.1016
-41.6554,145.1031
-41.6558,145.1037
end
start,Braddon
-41.6264,145.0804
-41.6279,145.0786
-41.6254,145.0789
-41.6264,145.0804
end
start,Braddon
-41.6351,145.0699
-41.6358,145.0691
-41.6348,145.0683
-41.6343,145.0690
-41.6351,145.0699
end
start,Braddon
-41.6073,145.0511
-41.6068,145.0512
-41.6071,145.0512
-41.6073,145.0511
end
start,Braddon
-41.3259,144.7389
-41.3259,144.7388
-41.3259,144.7389
-41.3259,144.7389
end
start,Braddon
-41.1177,144.6739
-41.1177,144.6741
-41.1177,144.6740
-41.1177,144.6739
end
start,Braddon
-41.0839,144.7751
-41.0803,144.7750
-41.0785,144.7801
-41.0810,144.7804
-41.0839,144.7751
end
start,Braddon
-41.0657,144.7986
-41.0659,144.7983
-41.0657,144.7985
-41.0657,144.7986
end
start,Braddon
-41.0546,144.7935
-41.0553,144.7932
-41.0550,144.7932
-41.0546,144.7935
end
start,Braddon
-41.0710,144.7674
-41.0687,144.7642
-41.0694,144.7672
-41.0686,144.7695
-41.0710,144.7674
end
start,Braddon
-41.0684,144.7637
-41.0628,144.7558
-41.0638,144.7598
-41.0684,144.7637
end
start,Braddon
-41.0435,144.6378
-41.0434,144.6377
-41.0434,144.6378
-41.0435,144.6378
end
start,Braddon
-40.7430,144.7665
-40.7428,144.7667
-40.7429,144.7667
-40.7430,144.7665
end
start,Braddon
-40.7738,144.9290
-40.7680,144.9286
-40.7677,144.9290
-40.7707,144.9309
-40.7738,144.9290
end
start,Braddon
-40.7884,145.0190
-40.7890,145.0188
-40.7887,145.0189
-40.7884,145.0190
end
start,Braddon
-40.8191,145.0653
-40.8139,145.0711
-40.8175,145.0697
-40.8173,145.0682
-40.8191,145.0653
end
start,Braddon
-40.8099,145.2178
-40.8106,145.2166
-40.8101,145.2174
-40.8099,145.2178
end
start,Braddon
-40.7913,145.2592
-40.7905,145.2592
-40.7909,145.2599
-40.7912,145.2598
-40.7913,145.2592
end
start,Braddon
-40.7947,145.2805
-40.7937,145.2800
-40.7991,145.2843
-40.7953,145.2812
-40.7947,145.2805
end
start,Braddon
-40.8919,145.4326
-40.8921,145.4326
-40.8920,145.4326
-40.8919,145.4326
end
start,Braddon
-40.8536,145.5112
-40.8535,145.5115
-40.8537,145.5115
-40.8536,145.5112
end
start,Braddon
-40.9852,145.7411
-40.9853,145.7412
-40.9852,145.7408
-40.9852,145.7411
end
start,Braddon
-40.9745,145.6981
-40.9747,145.6964
-40.9745,145.6971
-40.9745,145.6981
end
start,Braddon
-41.0567,145.8361
-41.0561,145.8362
-41.0566,145.8364
-41.0567,145.8361
end
start,Braddon
-41.0776,145.9233
-41.0765,145.9234
-41.0764,145.9246
-41.0771,145.9244
-41.0776,145.9233
end
start,Braddon
-41.0689,145.9245
-41.0674,145.9247
-41.0684,145.9251
-41.0689,145.9245
end
start,Braddon
-41.0774,145.9828
-41.0757,145.9843
-41.0761,145.9851
-41.0771,145.9843
-41.0774,145.9828
end
start,Braddon
-41.1466,146.1674
-41.1466,146.1674
-41.1467,146.1673
-41.1466,146.1674
-41.1466,146.1674
end
start,Braddon
-41.1558,146.1213
-41.1577,146.1289
-41.1574,146.1237
-41.1558,146.1213
end
start,Braddon
-41.1577,146.1290
-41.1578,146.1296
-41.1579,146.1296
-41.1580,146.1289
-41.1577,146.1290
end
start,Braddon
-41.1456,146.1692
-41.1453,146.1693
-41.1454,146.1693
-41.1456,146.1692
end
start,Braddon
-41.1799,146.2534
-41.1763,146.2537
-41.1754,146.2546
-41.1766,146.2550
-41.1799,146.2534
end
start,Braddon
-41.1755,146.2537
-41.1735,146.2539
-41.1734,146.2540
-41.1747,146.2543
-41.1755,146.2537
end
start,Braddon
-41.1814,146.3166
-41.1828,146.3160
-41.1820,146.3161
-41.1814,146.3166
end
start,Braddon
-41.2285,146.3863
-41.2283,146.3863
-41.2283,146.3863
-41.2285,146.3864
-41.2285,146.3863
end
start,Braddon
-41.2326,146.3900
-41.2298,146.3910
-41.2318,146.3925
-41.2326,146.3900
end
start,Braddon
-41.2278,146.3917
-41.2278,146.3917
-41.2285,146.3930
-41.2287,146.3917
-41.2278,146.3917
end
start,Braddon
-41.2308,146.3964
-41.2323,146.3988
-41.2319,146.3965
-41.2308,146.3964
end
start,Braddon
-41.1684,146.3692
-41.1674,146.3698
-41.1674,146.3700
-41.1678,146.3696
-41.1684,146.3692
end
start,Braddon
-41.1663,146.5602
-41.1665,146.5606
-41.1664,146.5603
-41.1663,146.5602
end
start,Braddon
-41.1667,146.5610
-41.1669,146.5612
-41.1668,146.5610
-41.1667,146.5610
end
start,Braddon
-41.1669,146.5612
-41.1673,146.5619
-41.1673,146.5619
-41.1673,146.5618
-41.1669,146.5612
end
start,Braddon
-41.2229,146.5746
-41.2217,146.5753
-41.2223,146.5754
-41.2229,146.5746
end
start,Braddon
-41.2122,146.6068
-41.2127,146.6028
-41.2117,146.6057
-41.2122,146.6068
end
start,Braddon
-41.1675,146.5987
-41.1673,146.5990
-41.1674,146.5988
-41.1675,146.5987
end
start,Braddon
-41.1584,146.6094
-41.1594,146.6013
-41.1554,146.6050
-41.1584,146.6094
end
start,Braddon
-41.1254,146.6335
-41.1252,146.6335
-41.1253,146.6336
-41.1254,146.6335
end
start,Braddon
