start,Lingiari
-11.5254,136.3861
-11.4902,136.4490
end
start,Lingiari
-11.7361,130.6109
-11.7352,130.6113
-11.7353,130.6140
-11.7366,130.6127
-11.7361,130.6109
end
start,Lingiari
-11.7125,136.1262
-11.6828,136.1382
