start,Maranoa
-28.3601,152.7409
-28.3547,152.7368
-28.3524,152.7304
-28.3440,152.7228
-28.3450,152.7200
-28.3414,152.7126
-28.3436,152.7073
-28.3390,152.7047
-28.3354,152.6993
-28.3366,152.6923
-28.3346,152.6885
-28.3290,152.6864
-28.3304,152.6793
-28.3259,152.6736
-28.3178,152.6733
-28.3117,152.6672
-28.3096,152.6561
-28.3132,152.6480
-28.3109,152.6382
-28.3061,152.6343
-28.3030,152.6278
-28.2982,152.6245
-28.2942,152.6228
-28.2873,152.6230
-28.2842,152.6210
-28.2828,152.6175
-28.2774,152.6176
-28.2695,152.6145
-28.2842,152.6001
-28.2920,152.5979
-28.3073,152.6017
-28.3131,152.5972
-28.3179,152.5968
-28.3201,152.5939
-28.3241,152.5922
-28.3292,152.5850
-28.3346,152.5829
-28.3388,152.5788
-28.3333,152.5743
-28.3261,152.5724
-28.3235,152.5686
-28.3233,152.5564
-28.3167,152.5552
-28.3204,152.5515
-28.3210,152.5481
-28.3184,152.5435
-28.3133,152.5414
-28.3115,152.5391
-28.3062,152.5259
-28.3024,152.5250
-28.2986,152.5290
-28.287,152.5289
-28.2793,152.5331
-28.2722,152.5329
-28.2662,152.5368
-28.2626,152.5342
-28.2609,152.5221
-28.2568,152.5187
-28.2568,152.5161
-28.2518,152.5156
-28.2492,152.5086
-28.2537,152.4976
-28.2539,152.4876
-28.2479,152.4869
-28.2425,152.4926
-28.2348,152.4829
-28.2295,152.4823
-28.2265,152.4585
-28.2209,152.4582
-28.2183,152.4602
-28.2167,152.4656
-28.2053,152.4731
-28.2003,152.4707
-28.1949,152.4708
-28.1943,152.4582
-28.1956,152.4558
-28.1893,152.4476
-28.1777,152.4417
-28.1638,152.4465
-28.1613,152.4400
-28.1563,152.4355
-28.1475,152.4348
-28.1426,152.4320
-28.1310,152.4340
-28.1291,152.4261
-28.1244,152.4215
-28.1190,152.4195
-28.1144,152.4119
-28.1057,152.4117
-28.0995,152.4083
-28.0935,152.4108
-28.0906,152.4171
-28.0884,152.4184
-28.0786,152.4147
-28.0697,152.4163
-28.0687,152.4106
-28.0592,152.3899
-28.0489,152.3950
-28.0417,152.3933
-28.0360,152.3882
-28.0308,152.3903
-28.0247,152.3829
-28.0126,152.3748
-28.0077,152.3768
-27.9905,152.3780
-27.9835,152.3837
-27.9788,152.3828
-27.9741,152.3890
-27.9656,152.3822
-27.9662,152.3775
-27.9622,152.3570
-27.9653,152.3473
-27.9610,152.3430
-27.9666,152.3276
-27.9646,152.3219
-27.9655,152.3163
-27.9628,152.3083
-27.9563,152.2986
-27.9559,152.2935
-27.9610,152.2935
-27.9629,152.2860
-27.9658,152.2841
-27.9663,152.2804
-27.9697,152.2769
-27.9690,152.2698
-27.9673,152.2696
-27.9607,152.2565
-27.9561,152.2544
-27.9547,152.2514
-27.9527,152.2377
-27.9495,152.2304
-27.9483,152.2226
-27.9462,152.2216
-27.9451,152.2149
-27.9387,152.2160
-27.9377,152.2091
-27.9318,152.2101
-27.9315,152.2076
-27.9270,152.2034
-27.9293,152.1990
-27.9241,152.1884
-27.9125,152.1848
-27.9091,152.1787
-27.9044,152.1756
-27.8874,152.1758
-27.8872,152.1711
-27.8822,152.1685
-27.8831,152.1640
-27.8787,152.1607
-27.8766,152.1512
-27.8726,152.1524
-27.8596,152.1472
-27.8493,152.1507
-27.8461,152.1491
-27.8435,152.1513
-27.8362,152.1530
-27.8304,152.1458
-27.8250,152.1448
-27.8212,152.1395
-27.8171,152.1399
-27.8139,152.1379
-27.8072,152.1400
-27.8066,152.1490
-27.7950,152.1459
-27.7891,152.1415
-27.7877,152.1357
-27.7837,152.1304
-27.7847,152.1377
-27.7797,152.1393
-27.7784,152.1303
-27.7716,152.1315
-27.7680,152.1069
-27.7661,152.1075
-27.7652,152.1012
-27.7456,152.1047
-27.7444,152.0964
-27.7611,152.0934
-27.7599,152.0853
-27.7572,152.0866
-27.7498,152.0843
-27.7487,152.0767
-27.7418,152.0780
-27.7425,152.0833
-27.7390,152.0839
-27.7377,152.0749
-27.7291,152.0765
-27.7310,152.0736
-27.7224,152.0603
-27.7221,152.0532
-27.7199,152.0517
-27.7214,152.0484
-27.7181,152.0488
-27.7174,152.0412
-27.7194,152.0408
-27.7164,152.0374
-27.7162,152.0318
-27.7029,152.0340
-27.6997,152.0104
-27.7045,152.0096
-27.7025,152.0015
-27.6924,152.0032
-27.6916,151.9976
-27.6839,151.9990
-27.6825,151.9873
-27.6771,151.9869
-27.6733,151.9920
-27.6639,151.9887
-27.6610,151.9892
-27.6544,151.9831
-27.6486,151.9852
-27.6471,151.9839
-27.6470,151.9763
-27.6443,151.9719
-27.6444,151.9691
-27.6472,151.9674
-27.6466,151.9645
-27.6498,151.9619
-27.6496,151.9561
-27.6419,151.9508
-27.6362,151.9489
-27.6357,151.9454
-27.6334,151.9429
-27.6234,151.9426
-27.6240,151.9469
-27.6175,151.9481
-27.6187,151.9558
-27.6172,151.9578
-27.6209,151.9604
-27.6226,151.9667
-27.6196,151.9672
-27.6212,151.9780
-27.6158,151.9788
-27.6152,151.9735
-27.6092,151.9742
-27.6102,151.9826
-27.6080,151.9829
-27.6080,151.9893
-27.5990,151.9908
-27.5995,151.9948
-27.5859,151.9972
-27.5844,152.0160
-27.5797,152.0167
-27.5801,152.0096
-27.5787,152.0098
-27.5783,152.0069
-27.5754,152.0095
-27.5749,152.0080
-27.5807,151.9961
-27.5569,152.0005
-27.5573,152.0030
-27.5485,152.0047
-27.5485,151.9992
-27.5502,151.9976
-27.5486,151.9934
-27.5409,151.9948
-27.5359,151.9882
-27.5333,151.9920
-27.5307,151.9913
-27.5285,151.9992
-27.5252,151.9984
-27.5258,151.9953
-27.5214,151.9859
-27.5180,151.9700
-27.5299,151.9679
-27.5294,151.9639
-27.5245,151.9647
-27.5223,151.9587
-27.5191,151.9566
-27.5139,151.9553
-27.5098,151.9613
-27.5108,151.9647
-27.5034,151.9681
-27.5007,151.9641
-27.4968,151.9662
-27.4947,151.9695
-27.4924,151.9684
-27.4926,151.9647
-27.4903,151.9661
-27.4874,151.9656
-27.4865,151.9612
-27.4829,151.9649
-27.4802,151.9637
-27.4739,151.9669
-27.4709,151.9639
-27.4703,151.9722
-27.4682,151.9756
-27.4647,151.9769
-27.4660,151.9802
-27.4632,151.9866
-27.4633,151.9911
-27.4606,151.9912
-27.4570,151.9961
-27.4578,151.9974
-27.4619,151.9969
-27.4628,152.0028
-27.4469,152.0062
-27.4487,152.0194
-27.4324,152.0235
-27.4314,152.0159
-27.4221,152.0168
-27.4225,152.0205
-27.4236,152.0183
-27.4280,152.0253
-27.4270,152.0275
-27.4162,152.0290
-27.4161,152.0278
-27.4097,152.0384
-27.4125,152.0547
-27.4023,152.0566
-27.3998,152.0521
-27.3920,152.0538
-27.3929,152.0603
-27.4020,152.0587
-27.4037,152.0698
-27.4027,152.0708
-27.4046,152.0834
-27.3998,152.0837
-27.3969,152.0894
-27.4002,152.0879
-27.4011,152.0939
-27.4048,152.0933
-27.4059,152.1006
-27.4118,152.0996
-27.4127,152.1054
-27.4114,152.1080
-27.4148,152.1074
-27.4163,152.1187
-27.4209,152.1179
-27.4236,152.1369
-27.4298,152.1361
-27.4304,152.1407
-27.4323,152.1413
-27.4414,152.1410
-27.4412,152.1455
-27.4372,152.1479
-27.4384,152.1563
-27.4458,152.1557
-27.4466,152.1616
-27.4394,152.1615
-27.4298,152.1657
-27.4252,152.1646
-27.4208,152.1772
-27.4072,152.1795
-27.4069,152.1885
-27.4092,152.1975
-27.4061,152.1960
-27.3967,152.1972
-27.3868,152.1917
-27.3852,152.1928
-27.3864,152.2017
-27.3906,152.2124
-27.3906,152.2147
-27.3883,152.2159
-27.3904,152.2211
-27.3886,152.2264
-27.3897,152.2273
-27.3881,152.2275
-27.3926,152.2609
-27.4090,152.2581
-27.4107,152.2598
-27.4124,152.2591
-27.4161,152.2628
-27.4154,152.2670
-27.4094,152.2787
-27.4015,152.2830
-27.4002,152.2913
-27.4273,152.2942
-27.4256,152.3040
-27.4292,152.3100
-27.3987,152.3154
-27.4023,152.3426
-27.3993,152.3438
-27.4019,152.3733
-27.4121,152.3906
-27.4149,152.4016
-27.4284,152.3994
-27.4302,152.4141
-27.4347,152.4133
-27.4367,152.4087
-27.4398,152.4316
-27.4415,152.4355
-27.4453,152.4349
-27.4509,152.4368
-27.4578,152.4357
-27.4590,152.4453
-27.4635,152.4445
-27.4675,152.4512
-27.4637,152.4518
-27.4644,152.4576
-27.4688,152.4612
-27.4678,152.4646
-27.4729,152.4721
-27.4829,152.4803
-27.4868,152.4721
-27.4962,152.4775
-27.5079,152.4741
-27.5116,152.4993
-27.5516,152.4926
-27.5506,152.5021
-27.5520,152.5186
-27.5599,152.5173
-27.5596,152.5149
-27.5743,152.5124
-27.5725,152.5093
-27.5811,152.5077
-27.5802,152.5030
-27.5829,152.4970
-27.5959,152.5044
-27.6033,152.4879
-27.6045,152.4885
-27.6059,152.4861
-27.6064,152.4875
-27.6076,152.4870
-27.6127,152.4810
-27.6193,152.4785
-27.6267,152.4723
-27.6386,152.4690
-27.6435,152.4639
-27.6484,152.4654
-27.6544,152.4628
-27.6539,152.4594
-27.6628,152.4578
-27.6609,152.4547
-27.6570,152.4540
-27.6530,152.4511
-27.6530,152.4486
-27.6549,152.4480
-27.6534,152.4413
-27.6493,152.4391
-27.6511,152.4308
-27.6530,152.4303
-27.6551,152.4322
-27.6569,152.4310
-27.6550,152.4227
-27.6529,152.4205
-27.6579,152.4184
-27.6573,152.4132
-27.6614,152.4125
-27.6636,152.4226
-27.6737,152.4174
-27.6771,152.4120
-27.6813,152.4111
-27.6868,152.3954
-27.6907,152.3915
-27.6977,152.3905
-27.7009,152.4134
-27.7082,152.4122
-27.7077,152.4090
-27.7203,152.4067
-27.7208,152.4101
-27.7491,152.4051
-27.7488,152.4034
-27.7519,152.4029
-27.7511,152.3972
-27.7611,152.3954
-27.7568,152.3918
-27.7697,152.3892
-27.7819,152.3953
-27.7896,152.4036
-27.7952,152.4025
-27.7961,152.4087
-27.8055,152.4070
-27.8030,152.3857
-27.8036,152.3833
-27.8072,152.3827
-27.8097,152.3933
-27.8176,152.3919
-27.8186,152.3986
-27.8200,152.3994
-27.8247,152.4007
-27.8308,152.3948
-27.8341,152.3947
-27.8446,152.3998
-27.8637,152.4023
-27.8654,152.4192
-27.8613,152.4200
-27.8622,152.4268
-27.8587,152.4360
-27.8598,152.4404
-27.8026,152.4508
-27.8036,152.4621
-27.7938,152.4639
-27.7941,152.4662
-27.7927,152.4651
-27.7892,152.4673
-27.7832,152.4674
-27.7852,152.4813
-27.7817,152.4819
-27.7834,152.4944
-27.7582,152.4989
-27.7612,152.5193
-27.7363,152.5237
-27.7269,152.5229
-27.7210,152.5249
-27.7171,152.5294
-27.7210,152.5617
-27.7164,152.5619
-27.7191,152.5806
-27.7235,152.5798
-27.7262,152.5982
-27.7239,152.5986
-27.7249,152.6057
-27.7313,152.6046
-27.7316,152.6086
-27.7370,152.6076
-27.7416,152.6382
-27.7365,152.6391
-27.7383,152.6559
-27.7413,152.6553
-27.7424,152.6634
-27.7493,152.6634
-27.7524,152.6843
-27.7513,152.6839
-27.7505,152.6862
-27.7468,152.6863
-27.7496,152.7043
-27.7583,152.7075
-27.7672,152.7578
-27.7729,152.7626
-27.7852,152.7606
-27.7888,152.7848
-27.7914,152.7863
-27.7944,152.7914
-27.7929,152.7929
-27.7938,152.8054
-27.7918,152.8075
-27.7920,152.8105
-27.7904,152.8108
-27.7899,152.8088
-27.7865,152.8095
-27.7855,152.8033
-27.7586,152.8080
-27.7590,152.8110
-27.7549,152.8113
-27.7563,152.8222
-27.7520,152.8230
-27.7527,152.8282
-27.7467,152.8292
-27.7475,152.8345
-27.7526,152.8339
-27.7557,152.8359
-27.7572,152.8567
-27.7511,152.8579
-27.7534,152.8733
-27.7462,152.8746
-27.7473,152.8827
-27.7035,152.8906
-27.7076,152.9235
-27.6661,152.9315
-27.6577,152.9247
-27.6432,152.9373
-27.6286,152.9407
-27.6292,152.9444
-27.6330,152.9498
-27.6368,152.9702
-27.6462,152.9786
-27.6515,152.9892
-27.6557,153.0034
-27.6573,153.0193
-27.6634,153.0186
-27.6698,153.0206
-27.6794,153.0161
-27.6865,153.0061
-27.7067,153.0029
-27.7204,152.9867
-27.7243,153.0125
-27.7234,153.0184
-27.7251,153.0307
-27.7400,153.0264
-27.7516,153.0256
-27.7768,153.0128
-27.7848,153.0120
-27.7826,153.0159
-27.7883,153.0181
-27.7888,153.0221
-27.7800,153.0235
-27.7791,153.0283
-27.7727,153.0324
-27.7673,153.0317
-27.7619,153.0331
-27.7617,153.0354
-27.7694,153.0408
-27.7739,153.0417
-27.7744,153.0437
-27.7680,153.0519
-27.7529,153.0578
-27.7499,153.0687
-27.7514,153.0699
-27.7551,153.0635
-27.7592,153.0648
-27.7628,153.0695
-27.7701,153.0846
-27.7655,153.0922
-27.7669,153.0950
-27.7717,153.0970
-27.7715,153.0995
-27.7670,153.1031
-27.7567,153.1015
-27.7432,153.1204
-27.7451,153.1215
-27.7470,153.1203
-27.7488,153.1242
-27.7521,153.1212
-27.7532,153.1236
-27.7498,153.1255
-27.7526,153.1383
-27.7547,153.1378
-27.7551,153.1405
-27.7635,153.1389
-27.7648,153.1469
-27.7630,153.1492
-27.7672,153.1473
-27.7693,153.1585
-27.7866,153.1557
-27.7876,153.1627
-27.8049,153.1596
-27.8061,153.1686
-27.8033,153.1692
-27.8080,153.1757
-27.8108,153.1778
-27.8137,153.1774
-27.8146,153.1801
-27.8195,153.1832
-27.8344,153.1729
-27.8371,153.1759
-27.8394,153.1756
-27.8411,153.1806
-27.8483,153.1806
-27.8485,153.1820
-27.8539,153.1810
-27.8551,153.1889
-27.8737,153.1854
-27.8812,153.1862
-27.8913,153.1833
-27.8967,153.1798
-27.8954,153.1832
-27.9001,153.2120
-27.9021,153.2116
-27.9027,153.2154
-27.9068,153.2153
-27.9059,153.2176
-27.9018,153.2168
-27.8993,153.2216
-27.8992,153.2285
-27.9016,153.2305
-27.8980,153.2386
-27.9015,153.2393
-27.8976,153.2432
-27.8969,153.2484
-27.9012,153.2481
-27.9017,153.2519
-27.9055,153.2514
-27.9069,153.2551
-27.9123,153.2542
-27.9168,153.2589
-27.9178,153.2641
-27.9165,153.2656
-27.9192,153.2675
-27.9158,153.2715
-27.9165,153.2785
-27.9124,153.2807
-27.9072,153.2768
-27.9043,153.2784
-27.9038,153.2814
-27.9023,153.2813
-27.9034,153.2866
-27.9050,153.2865
-27.9063,153.2896
-27.9021,153.2954
-27.8976,153.2959
-27.9002,153.3005
-27.9024,153.3012
-27.9115,153.2935
-27.9140,153.2930
-27.9160,153.3070
-27.9203,153.3078
-27.9243,153.3067
-27.9270,153.3002
-27.9290,153.3025
-27.9306,153.3018
-27.9319,153.3036
-27.9386,153.3052
-27.9438,153.3016
-27.9441,153.2994
-27.9462,153.2992
-27.9472,153.3008
-27.9490,153.2983
-27.9505,153.3003
-27.9535,153.2993
-27.9563,153.3180
-27.9541,153.3159
-27.9547,153.3238
-27.9681,153.3217
-27.9704,153.3369
-27.9757,153.3359
-27.9768,153.3441
-27.9819,153.3373
-27.9851,153.3367
-27.9856,153.3289
-27.9829,153.3288
-27.9821,153.3240
-27.9844,153.3174
-27.9905,153.3164
-27.9976,153.3033
-28.0019,153.2989
-28.0042,153.2924
-28.0101,153.2854
-28.0131,153.3049
-28.0115,153.3042
-28.0109,153.3072
-28.0128,153.3110
-28.0136,153.3243
-28.0175,153.3251
-28.0196,153.3227
-28.0222,153.3239
-28.0213,153.3297
-28.0225,153.3382
-28.0254,153.3423
-28.0284,153.3436
-28.0313,153.3518
-28.0495,153.3557
-28.0513,153.3544
-28.0594,153.3557
-28.0700,153.3541
-28.0801,153.3506
-28.0809,153.3440
-28.0846,153.3382
-28.0882,153.3398
-28.0861,153.3489
-28.0877,153.3519
-28.0852,153.3600
-28.0870,153.3605
-28.0856,153.3611
-28.0862,153.3634
-28.0967,153.3689
-28.0982,153.3670
-28.1003,153.3672
-28.1063,153.3701
-28.1115,153.3670
-28.1132,153.3636
-28.1255,153.3607
-28.1275,153.3581
-28.1337,153.3654
-28.1396,153.3619
-28.1467,153.3619
-28.1482,153.3600
-28.1572,153.3584
-28.1605,153.3485
-28.1685,153.3477
-28.1733,153.3405
-28.1733,153.3373
-28.1855,153.3265
-28.1856,153.3215
-28.1876,153.3196
-28.1973,153.3195
-28.1998,153.3153
-28.2036,153.3130
-28.2070,153.3172
-28.2227,153.3012
-28.2191,153.2964
-28.2304,153.2942
-28.2342,153.2968
-28.2352,153.2866
-28.2336,153.2786
-28.2380,153.2744
-28.2386,153.2690
-28.2435,153.2641
-28.2476,153.2496
-28.2475,153.2438
-28.2566,153.2355
-28.2651,153.2327
-28.2645,153.2296
-28.2593,153.2140
-28.2533,153.2071
-28.2536,153.2038
-28.2555,153.2023
-28.2524,153.1930
-28.2464,153.1855
-28.2475,153.1783
-28.2474,153.1780
-28.2475,153.1780
end
start,Wright
-28.2525,153.1931
-28.2555,153.2023
-28.2560,153.2020
-28.2562,153.1977
-28.2525,153.1931
end
start,Wright
-28.2594,153.2141
-28.2645,153.2296
-28.2622,153.2173
-28.2594,153.2141
end
start,Blair
-27.5957,152.8564
-27.5955,152.8556
-27.5958,152.8564
-27.5962,152.8564
-27.5987,152.8604
-27.6028,152.8581
-27.6070,152.8603
-27.6423,152.8529
-27.6442,152.8549
-27.6466,152.8716
-27.6777,152.8668
-27.6782,152.8707
-27.6773,152.8695
-27.6721,152.8707
-27.6667,152.8760
-27.6689,152.8872
-27.6613,152.8886
-27.6741,152.8988
-27.6745,152.9051
-27.6855,152.9147
-27.6850,152.9215
-27.6865,152.9243
-27.6853,152.9277
-27.7081,152.9228
-27.7035,152.8906
-27.7473,152.8827
-27.7462,152.8746
-27.7534,152.8733
-27.7511,152.8579
-27.7572,152.8567
-27.7557,152.8359
-27.7526,152.8339
-27.7475,152.8345
-27.7467,152.8292
-27.7527,152.8282
-27.7520,152.8230
-27.7563,152.8222
-27.7549,152.8113
-27.7590,152.8110
-27.7586,152.8080
-27.7855,152.8033
-27.7865,152.8095
-27.7899,152.8088
-27.7904,152.8108
-27.7920,152.8105
-27.7918,152.8075
-27.7938,152.8054
-27.7929,152.7929
-27.7944,152.7914
-27.7914,152.7863
-27.7888,152.7848
-27.7852,152.7606
-27.7729,152.7626
-27.7672,152.7578
-27.7583,152.7075
-27.7496,152.7043
-27.7468,152.6863
-27.7505,152.6862
-27.7513,152.6839
-27.7524,152.6843
-27.7493,152.6634
-27.7424,152.6634
-27.7413,152.6553
-27.7383,152.6559
-27.7365,152.6391
-27.7416,152.6382
-27.7370,152.6076
-27.7316,152.6086
-27.7313,152.6046
-27.7249,152.6057
-27.7239,152.5986
-27.7262,152.5982
-27.7235,152.5798
-27.7191,152.5806
-27.7164,152.5619
-27.7210,152.5617
-27.7171,152.5294
-27.7210,152.5249
-27.7269,152.5229
-27.7363,152.5237
-27.7612,152.5193
-27.7582,152.4989
-27.7834,152.4944
-27.7817,152.4819
-27.7852,152.4813
-27.7832,152.4674
-27.7892,152.4673
-27.7927,152.4651
-27.7941,152.4662
-27.7938,152.4639
-27.8036,152.4621
-27.8026,152.4508
-27.8598,152.4404
-27.8587,152.4360
-27.8622,152.4268
-27.8613,152.4200
-27.8654,152.4192
-27.8637,152.4023
-27.8446,152.3998
-27.8341,152.3947
-27.8308,152.3948
-27.8247,152.4007
-27.8200,152.3994
-27.8186,152.3986
-27.8176,152.3919
-27.8097,152.3933
-27.8072,152.3827
-27.8036,152.3833
-27.8030,152.3857
-27.8055,152.4070
-27.7961,152.4087
-27.7952,152.4025
-27.7896,152.4036
-27.7819,152.3953
-27.7697,152.3892
-27.7568,152.3918
-27.7611,152.3954
-27.7511,152.3972
-27.7519,152.4029
-27.7488,152.4034
-27.7491,152.4051
-27.7208,152.4101
-27.7203,152.4067
-27.7077,152.4090
-27.7082,152.4122
-27.7009,152.4134
-27.6977,152.3905
-27.6907,152.3915
-27.6868,152.3954
-27.6813,152.4111
-27.6771,152.4120
-27.6737,152.4174
-27.6636,152.4226
-27.6614,152.4125
-27.6573,152.4132
-27.6579,152.4184
-27.6529,152.4205
-27.6550,152.4227
-27.6569,152.4310
-27.6551,152.4322
-27.6530,152.4303
-27.6511,152.4308
-27.6493,152.4391
-27.6534,152.4413
-27.6549,152.4480
-27.6530,152.4486
-27.6530,152.4511
-27.6570,152.4540
-27.6609,152.4547
-27.6628,152.4578
-27.6539,152.4594
-27.6544,152.4628
-27.6484,152.4654
-27.6435,152.4639
-27.6386,152.4690
-27.6267,152.4723
-27.6193,152.4785
-27.6127,152.4810
-27.6076,152.4870
-27.6064,152.4875
-27.6059,152.4861
-27.6045,152.4885
-27.6033,152.4879
-27.5959,152.5044
-27.5829,152.4970
-27.5802,152.5030
-27.5811,152.5077
-27.5725,152.5093
-27.5743,152.5124
-27.5596,152.5149
-27.5599,152.5173
-27.5520,152.5186
-27.5506,152.5021
-27.5516,152.4926
-27.5116,152.4993
-27.5079,152.4741
-27.4962,152.4775
-27.4868,152.4721
-27.4829,152.4803
-27.4692,152.4672
-27.4675,152.4635
-27.4688,152.4612
-27.4644,152.4576
-27.4637,152.4518
-27.4675,152.4512
-27.4635,152.4445
-27.4590,152.4453
-27.4578,152.4357
-27.4509,152.4368
-27.4453,152.4349
-27.4415,152.4355
-27.4398,152.4316
-27.4367,152.4087
-27.4347,152.4133
-27.4302,152.4141
-27.4284,152.3994
-27.4149,152.4016
-27.4121,152.3906
-27.4019,152.3733
-27.3993,152.3438
-27.4023,152.3426
-27.3987,152.3154
-27.4293,152.3103
-27.4256,152.3040
-27.4273,152.2942
-27.4002,152.2913
-27.4015,152.2830
-27.4094,152.2787
-27.4154,152.2670
-27.4161,152.2628
-27.4124,152.2591
-27.4107,152.2598
-27.4090,152.2581
-27.3926,152.2609
-27.3881,152.2275
-27.3897,152.2273
-27.3886,152.2264
-27.3904,152.2211
-27.3883,152.2159
-27.3906,152.2147
-27.3906,152.2124
-27.3864,152.2017
-27.3858,152.1912
-27.3814,152.1910
-27.3776,152.1983
-27.3596,152.2014
-27.3661,152.1914
-27.3408,152.1959
-27.3412,152.1992
-27.3220,152.2014
-27.3203,152.1901
-27.3157,152.1930
-27.3112,152.1923
-27.3075,152.1960
-27.3086,152.1981
-27.3072,152.1998
-27.3010,152.2006
-27.2985,152.2037
-27.2971,152.2022
-27.2954,152.2028
-27.2920,152.2061
-27.2906,152.2013
-27.2893,152.2015
-27.2880,152.1991
-27.2848,152.1996
-27.2828,152.1963
-27.2751,152.1944
-27.2721,152.1964
-27.2704,152.1840
-27.2769,152.1807
-27.2788,152.1771
-27.2847,152.1732
-27.2866,152.1704
-27.2869,152.1661
-27.2889,152.1643
-27.2880,152.1614
-27.2822,152.1623
-27.2767,152.1590
-27.2748,152.1541
-27.2694,152.1519
-27.2670,152.1548
-27.2592,152.1582
-27.2565,152.1624
-27.2586,152.1708
-27.2637,152.1769
-27.2605,152.1787
-27.2566,152.1762
-27.2554,152.1716
-27.2537,152.1723
-27.2519,152.1809
-27.2548,152.1887
-27.2420,152.1909
-27.2434,152.2009
-27.2402,152.2013
-27.2355,152.2086
-27.2325,152.2184
-27.2287,152.2220
-27.2286,152.2255
-27.2223,152.2329
-27.2037,152.2361
-27.2013,152.2204
-27.2089,152.2150
-27.2050,152.1800
-27.2081,152.1774
-27.2083,152.1735
-27.2101,152.1747
-27.2113,152.1732
-27.2100,152.1668
-27.2070,152.1655
-27.2064,152.1588
-27.1889,152.1616
-27.1871,152.1694
-27.1819,152.1732
-27.1803,152.1802
-27.1762,152.1854
-27.1691,152.1884
-27.1416,152.1340
-27.1332,152.1407
-27.1265,152.1418
-27.1267,152.1435
-27.1237,152.1439
-27.1218,152.1484
-27.1194,152.1480
-27.1188,152.1538
-27.1172,152.1519
-27.1161,152.1535
-27.1131,152.1536
-27.1135,152.1561
-27.1117,152.1578
-27.1092,152.1574
-27.1071,152.1636
-27.1025,152.1699
-27.1001,152.1699
-27.0973,152.1770
-27.0939,152.1750
-27.0929,152.1776
-27.0902,152.1771
-27.0900,152.1823
-27.0864,152.1798
-27.0861,152.1812
-27.0614,152.1852
-27.0723,152.1913
-27.0751,152.2145
-27.0782,152.2180
-27.0757,152.2190
-27.0721,152.2145
-27.0694,152.2145
-27.0661,152.2224
-27.0615,152.2195
-27.0638,152.2242
-27.0627,152.2269
-27.0609,152.2273
-27.0565,152.1947
-27.0277,152.1991
-27.0270,152.1923
-27.0228,152.1930
-27.0261,152.2190
-27.0222,152.2209
-27.0182,152.2176
-27.0187,152.2145
-27.0144,152.2052
-27.0136,152.1985
-27.0082,152.1981
-27.0066,152.1865
-26.9939,152.1887
-26.9919,152.1748
-26.9892,152.1733
-26.9846,152.1831
-26.9852,152.1848
-26.9823,152.1839
-26.9841,152.1794
-26.9821,152.1747
-26.9801,152.1773
-26.9807,152.1816
-26.9793,152.1835
-26.9775,152.1831
-26.9756,152.1793
-26.9760,152.1752
-26.9793,152.1694
-26.9720,152.1695
-26.9687,152.1678
-26.9687,152.1662
-26.9727,152.1645
-26.9693,152.1560
-26.9711,152.1515
-26.9705,152.1498
-26.9660,152.1503
-26.9636,152.1352
-26.9615,152.1313
-26.9556,152.1289
-26.9542,152.1254
-26.9505,152.1279
-26.9444,152.1280
-26.9354,152.1346
-26.9266,152.1452
-26.9248,152.1430
-26.9112,152.1437
-26.9046,152.1498
-26.8990,152.1470
-26.9006,152.1431
-26.8978,152.1413
-26.9002,152.1380
-26.8978,152.1379
-26.8877,152.1414
-26.8791,152.1469
-26.8736,152.1545
-26.8736,152.1596
-26.8707,152.1651
-26.8669,152.1671
-26.8674,152.1705
-26.8724,152.1697
-26.8752,152.1726
-26.8774,152.1886
-26.8756,152.1889
-26.8710,152.1842
-26.8511,152.1842
-26.8465,152.1810
-26.8372,152.1825
-26.8379,152.1877
-26.8236,152.1900
-26.8214,152.1741
-26.8090,152.1763
-26.8029,152.1722
-26.8009,152.1731
-26.7968,152.1705
-26.7953,152.1736
-26.7847,152.1741
-26.7829,152.1754
-26.7837,152.1790
-26.7797,152.1766
-26.7770,152.1711
-26.7729,152.1682
-26.7751,152.1626
-26.7688,152.1557
-26.7599,152.1559
-26.7569,152.1583
-26.7533,152.1554
-26.7461,152.1623
-26.7421,152.1638
-26.7405,152.1509
-26.7276,152.1529
-26.7271,152.1410
-26.7307,152.1408
-26.7341,152.1459
-26.7360,152.1460
-26.7382,152.1440
-26.7412,152.1331
-26.7344,152.1299
-26.7319,152.1343
-26.7305,152.1342
-26.7278,152.1298
-26.7231,152.1282
-26.7070,152.1134
-26.7061,152.1122
-26.7095,152.1043
-26.7095,152.1023
-26.7089,152.1038
-26.7055,152.0991
-26.7043,152.0997
-26.7050,152.1013
-26.7032,152.1009
-26.7006,152.0910
-26.6969,152.0844
-26.6889,152.0827
-26.6854,152.0756
-26.6785,152.0757
-26.6684,152.0733
-26.6634,152.0750
-26.6618,152.0786
-26.6577,152.0814
-26.6540,152.0896
-26.6537,152.0984
-26.6506,152.1057
-26.6477,152.1072
-26.6434,152.1182
-26.6373,152.1196
-26.6379,152.1267
-26.6402,152.1295
-26.6387,152.1308
-26.6271,152.1283
-26.6142,152.1358
-26.6004,152.1303
-26.5965,152.1377
-26.5947,152.1385
-26.5951,152.1419
-26.5927,152.1431
-26.5881,152.1376
-26.5826,152.1372
-26.5784,152.1315
-26.5749,152.1309
-26.5663,152.1359
-26.5607,152.1358
-26.5568,152.1327
-26.5500,152.1320
-26.5484,152.1300
-26.5405,152.1281
-26.5354,152.1304
-26.5316,152.1264
-26.5281,152.1271
