start,Lingiari
-11.0175,132.5806
-11.0259,132.5845
-11.0292,132.5854
-11.0479,132.5851
-11.0567,132.5867
-11.0741,132.5974
-11.0954,132.5979
-11.1060,132.6035
-11.1109,132.6016
-11.1177,132.6023
-11.1239,132.6064
-11.1256,132.6132
-11.1296,132.6143
-11.1297,132.6144
-11.1401,132.5937
-11.1395,132.5932
-11.1394,132.5878
-11.1444,132.5850
-11.1450,132.5838
end
start,Lingiari
-11.0480,132.5397
-11.0475,132.5392
-11.0477,132.5396
-11.0480,132.5397
end
start,Lingiari
-11.3611,136.5501
-11.3588,136.5522
-11.3588,136.5524
-11.3577,136.5532
-11.3474,136.5624
-11.3474,136.5631
-11.3416,136.5688
-11.3404,136.5687
-11.3246,136.5829
-11.3246,136.5829
-11.3246,136.5829
-11.3246,136.5829
-11.3001,136.5830
-11.2995,136.5843
-11.2966,136.5837
-11.2918,136.5863
-11.2836,136.5871
-11.2817,136.5831
-11.2788,136.5878
-11.2637,136.6009
-11.2551,136.6057
-11.2381,136.6202
-11.2380,136.6202
-11.2289,136.6246
-11.2238,136.6228
-11.2200,136.6243
-11.2175,136.6233
-11.2075,136.6248
-11.2079,136.6277
-11.2092,136.6279
-11.2138,136.6311
-11.2132,136.6323
-11.2121,136.6315
-11.2121,136.6373
-11.2098,136.6436
-11.2098,136.6436
-11.1972,136.6505
-11.1959,136.6515
-11.1954,136.6515
-11.1849,136.6572
-11.1849,136.6572
-11.1870,136.6653
-11.1907,136.6659
-11.1970,136.6724
-11.1927,136.6872
-11.1927,136.6872
-11.1927,136.6872
-11.1927,136.6872
-11.1874,136.6930
-11.1854,136.6929
-11.1679,136.7066
-11.1679,136.7066
-11.1528,136.7030
-11.1532,136.6981
-11.1518,136.6961
-11.1498,136.6982
-11.1503,136.7025
-11.1479,136.7047
-11.1420,136.7044
-11.1385,136.7013
-11.1378,136.7016
-11.1368,136.7036
-11.1352,136.7026
-11.1303,136.7046
-11.1302,136.7059
-11.1250,136.7066
-11.1250,136.7066
-11.1250,136.7066
-11.1250,136.7066
-11.1236,136.7044
-11.1236,136.7032
-11.1197,136.6937
-11.1197,136.6937
-11.1219,136.7030
-11.1218,136.7030
-11.1246,136.7158
-11.1246,136.7158
-11.1213,136.7188
-11.1098,136.7221
-11.1098,136.7221
-11.1098,136.7221
-11.1098,136.7221
-11.1071,136.7203
-11.1061,136.7176
-11.1032,136.7140
-11.1026,136.7140
-11.1011,136.7163
-11.0984,136.7158
-11.0973,136.7118
-11.0993,136.7092
-11.0923,136.7006
-11.0923,136.7006
-11.0960,136.7205
-11.0982,136.7206
-11.0972,136.7270
-11.0972,136.7270
-11.0972,136.7270
-11.0972,136.7271
-11.0930,136.7297
-11.0917,136.7298
-11.0760,136.7375
-11.0760,136.7375
-11.0704,136.7344
-11.0606,136.7340
-11.0614,136.7294
-11.0592,136.7247
-11.0551,136.7210
-11.0563,136.7147
-11.0547,136.7127
-11.0547,136.7127
-11.0513,136.7178
-11.0461,136.7201
-11.0435,136.7223
-11.0425,136.7247
-11.0396,136.7257
-11.0420,136.7278
-11.0422,136.7314
-11.0505,136.7360
-11.0477,136.7370
-11.0460,136.7400
-11.0482,136.7451
-11.0482,136.7451
-11.0482,136.7451
-11.0482,136.7451
-11.0356,136.7408
-11.0359,136.7381
-11.0338,136.7367
-11.0338,136.7367
-11.0327,136.7404
-11.0285,136.7443
-11.0269,136.7465
-11.0270,136.7485
-11.0302,136.7509
-11.0264,136.7518
-11.0265,136.7555
-11.0248,136.7577
-11.0183,136.7589
-11.0180,136.7594
-11.0182,136.7596
-11.0722,136.7474
-11.0732,136.7470
-11.0735,136.7471
-11.0991,136.7413
-11.1005,136.7391
-11.1131,136.7366
-11.1146,136.7348
-11.1200,136.7343
-11.1241,136.7357
-11.1324,136.7338
-11.1508,136.7217
-11.1558,136.7220
-11.1608,136.7196
-11.1664,136.7202
-11.1722,136.7184
-11.1765,136.7146
-11.1880,136.7199
-11.1938,136.7200
-11.1938,136.7200
-11.1947,136.7116
-11.1987,136.7086
-11.2003,136.7087
-11.2138,136.6856
-11.2133,136.6846
-11.2150,136.6814
-11.2161,136.6816
-11.2198,136.6754
-11.2191,136.6747
-11.2196,136.6721
-11.2217,136.6721
-11.2248,136.6668
-11.2248,136.6668
-11.2248,136.6668
-11.2274,136.6680
-11.2276,136.6688
-11.2333,136.6729
-11.2335,136.6728
-11.2369,136.6744
-11.2383,136.6765
-11.2487,136.6840
-11.2487,136.6840
-11.2487,136.6840
-11.2490,136.6810
-11.2447,136.6767
-11.2466,136.6702
-11.2567,136.6643
-11.2594,136.6663
-11.2630,136.6603
-11.2591,136.6546
-11.2634,136.6483
-11.2703,136.6481
-11.2787,136.6342
-11.2776,136.6333
-11.2843,136.6250
-11.2843,136.6250
-11.3009,136.6258
-11.3036,136.6237
-11.3057,136.6244
-11.3057,136.6260
-11.3121,136.6263
-11.3114,136.6250
-11.3131,136.6231
-11.3174,136.6252
-11.3269,136.6242
-11.3287,136.6271
-11.3287,136.6271
-11.3307,136.6197
-11.3279,136.6174
-11.3284,136.6161
-11.3344,136.6131
-11.3381,136.6077
-11.3445,136.6045
-11.3475,136.5996
-11.3583,136.6003
-11.3613,136.5947
-11.3698,136.5940
-11.3844,136.5822
-11.3844,136.5820
-11.3885,136.5787
-11.3904,136.5726
-11.3934,136.5695
-11.3970,136.5694
-11.3988,136.5665
-11.3985,136.5623
-11.4076,136.5628
-11.4110,136.5580
-11.4167,136.5550
-11.4245,136.5470
-11.4260,136.5376
-11.4320,136.5417
-11.4334,136.5375
-11.4387,136.5384
-11.4419,136.5359
-11.4419,136.5359
-11.4352,136.5253
-11.4350,136.5253
-11.4327,136.5240
-11.4307,136.5183
-11.4307,136.5183
-11.4307,136.5183
-11.4347,136.5145
-11.4386,136.5050
-11.4414,136.5032
-11.4417,136.4999
-11.4508,136.4983
-11.4524,136.5005
-11.4608,136.4937
-11.4545,136.4823
-11.4506,136.4794
-11.4502,136.4745
-11.4502,136.4745
-11.4502,136.4745
-11.4466,136.4784
-11.4419,136.4871
-11.4386,136.4879
-11.4377,136.4947
-11.4353,136.4974
-11.4327,136.4957
-11.4302,136.4960
-11.4247,136.5019
-11.4247,136.5019
-11.4247,136.5019
-11.4247,136.5019
-11.4093,136.4999
-11.4105,136.5022
-11.4127,136.5029
-11.4103,136.5032
-11.4079,136.5001
-11.4079,136.4997
-11.3994,136.4987
-11.3985,136.4999
-11.3922,136.4977
-11.3922,136.4977
-11.3933,136.5044
-11.3949,136.5083
-11.3943,136.5107
-11.3952,136.5165
-11.3970,136.5144
-11.3958,136.5196
-11.3958,136.5200
-11.3956,136.5202
-11.3956,136.5204
-11.3955,136.5203
-11.3654,136.5464
-11.3649,136.5477
-11.3611,136.5501
-11.3611,136.5501
-11.3611,136.5501
end
start,Lingiari
-11.9545,135.0569
-11.9192,135.0570
-11.9224,135.0692
-11.9211,135.0720
-11.9272,135.1211
-11.9279,135.1219
-11.9422,135.1075
-11.9422,135.1075
-11.9430,135.1014
-11.9411,135.0889
-11.9484,135.0818
-11.9511,135.0710
-11.9502,135.0653
-11.9545,135.0569
-11.9545,135.0569
end
start,Lingiari
-11.9016,136.4583
-11.9174,136.4538
-11.9174,136.4538
-11.9172,136.4501
-11.9179,136.4487
-11.9193,136.4348
-11.9193,136.4348
-11.9193,136.4348
-11.9031,136.4465
-11.9031,136.4465
-11.9031,136.4465
-11.9016,136.4583
end
start,Lingiari
-11.8424,135.8352
-11.8437,135.8423
-11.8487,135.8481
-11.8482,135.8537
-11.8464,135.8565
-11.8465,135.8571
-11.8458,135.8575
-11.8446,135.8593
-11.8420,135.8605
-11.8410,135.8647
-11.8324,135.8715
-11.8110,135.8794
-11.8041,135.8835
-11.8058,135.8869
-11.8052,135.8881
-11.8078,135.8987
-11.8085,135.8989
-11.8082,135.9001
-11.8082,135.9001
-11.8082,135.9001
-11.8082,135.9001
-11.8082,135.9001
-11.7938,135.9037
-11.7938,135.9037
-11.7938,135.9037
-11.7933,135.9002
-11.7947,135.8973
-11.7948,135.9009
-11.7960,135.9002
-11.8032,135.8889
-11.7921,135.8855
-11.7907,135.8750
-11.7827,135.8660
-11.7827,135.8660
-11.7827,135.8660
-11.7575,135.8750
-11.7563,135.8759
-11.7583,135.8815
-11.7600,135.8815
-11.7621,135.8893
-11.7616,135.8907
-11.7749,135.9279
-11.7755,135.9283
-11.7839,135.9312
-11.7892,135.9305
-11.7945,135.9347
-11.8004,135.9347
-11.8033,135.9380
-11.8033,135.9380
-11.8033,135.9380
-11.8090,135.9289
-11.8100,135.9204
-11.8198,135.9148
-11.8235,135.9078
-11.8338,135.9048
-11.8344,135.9048
-11.8784,135.8579
-11.8929,135.8478
-11.8937,135.8466
-11.8962,135.8455
-11.8996,135.8431
-11.9023,135.8398
-11.9075,135.8375
-11.9568,135.8031
-11.9574,135.8024
-11.9646,135.7976
-11.9646,135.7976
-11.9646,135.7976
-11.9718,135.7609
-11.9712,135.7591
-11.9718,135.7491
-11.9755,135.7418
-11.9755,135.7418
-11.9755,135.7418
-11.9805,135.7384
-12.0016,135.7348
-12.0016,135.7348
-12.0032,135.7160
-12.0022,135.7028
-12.0068,135.6923
-12.0075,135.6790
-12.0093,135.6705
-12.0130,135.6638
-12.0121,135.6584
-12.0156,135.6507
-12.0178,135.6370
-12.0178,135.6370
-12.0252,135.6255
-12.0257,135.6261
-12.0297,135.6205
-12.0329,135.6053
-12.0427,135.5942
-12.0501,135.5920
-12.0547,135.5856
-12.0554,135.5820
-12.0598,135.5759
-12.0633,135.5735
-12.0697,135.5646
-12.0569,135.5643
-12.0521,135.5594
-12.0520,135.5559
-12.0483,135.5541
-12.0483,135.5541
-12.0319,135.5636
-12.0280,135.5635
-12.0265,135.5613
-12.0192,135.5641
-12.0189,135.5638
-11.9988,135.5704
-11.9927,135.5737
-11.9864,135.5808
-11.9800,135.5852
-11.9684,135.5888
-11.9643,135.5872
-11.9617,135.5825
-11.9598,135.5831
-11.9549,135.5890
-11.9510,135.5941
-11.9549,135.5947
-11.9608,135.6052
-11.9620,135.6120
-11.9653,135.6171
-11.9704,135.6155
-11.9744,135.6257
-11.9750,135.6320
-11.9750,135.6320
-11.9750,135.6320
-11.9714,135.6468
-11.9649,135.6567
-11.9649,135.6567
-11.9582,135.6590
-11.9542,135.6646
-11.9459,135.6697
-11.9410,135.6702
-11.9374,135.6662
-11.9356,135.6668
-11.9356,135.6668
-11.9358,135.6699
-11.9353,135.6711
-11.9346,135.6824
-11.9392,135.6936
-11.9385,135.7019
-11.9325,135.7150
-11.9392,135.7237
-11.9392,135.7237
-11.9392,135.7237
-11.9393,135.7338
-11.9381,135.7397
-11.9369,135.7576
-11.9369,135.7576
-11.9369,135.7576
-11.9369,135.7576
-11.9369,135.7576
-11.9330,135.7484
-11.9379,135.7339
-11.9379,135.7339
-11.9379,135.7339
-11.9119,135.7719
-11.9126,135.7760
-11.9096,135.7812
-11.8944,135.7976
-11.8702,135.8329
-11.8702,135.8329
-11.8702,135.8329
-11.8436,135.8347
-11.8424,135.8352
end
start,Lingiari
-11.9369,135.7576
-11.9375,135.7421
-11.9342,135.7477
-11.9367,135.7527
-11.9369,135.7576
end
start,Lingiari
-11.7696,136.5321
-11.7605,136.5356
-11.7605,136.5361
-11.7635,136.5374
-11.7700,136.5386
-11.7706,136.5405
-11.7776,136.5437
-11.7789,136.5430
-11.7809,136.5451
-11.7809,136.5451
-11.7809,136.5451
-11.7809,136.5590
-11.7809,136.5590
-11.7778,136.5596
-11.7769,136.5586
-11.7740,136.5583
-11.7731,136.5585
-11.7724,136.5581
-11.7674,136.5576
-11.7674,136.5576
-11.7711,136.5618
-11.7762,136.5641
-11.7786,136.5721
-11.7786,136.5721
-11.7786,136.5721
-11.7786,136.5721
-11.7775,136.5727
-11.7743,136.5703
-11.7701,136.5687
-11.7696,136.5729
-11.7649,136.5720
-11.7631,136.5694
-11.7634,136.5667
-11.7607,136.5651
-11.7622,136.5739
-11.7630,136.5740
-11.7661,136.5789
-11.7645,136.5876
-11.7645,136.5876
-11.7645,136.5876
-11.7645,136.5876
-11.7625,136.5884
-11.7615,136.5876
-11.7583,136.5876
-11.7582,136.5877
-11.7579,136.5876
-11.7505,136.5875
-11.7502,136.5881
-11.7467,136.5889
-11.7441,136.5875
-11.7441,136.5875
-11.7462,136.5907
-11.7444,136.5962
-11.7451,136.6051
-11.7514,136.6084
-11.7498,136.6123
-11.7441,136.6133
-11.7423,136.6120
-11.7411,136.6275
-11.7411,136.6275
-11.7531,136.6145
-11.7582,136.6000
-11.7642,136.5917
-11.7697,136.5867
-11.7748,136.5845
-11.7776,136.5850
-11.7808,136.5877
-11.7887,136.5798
-11.7887,136.5798
-11.7887,136.5798
-11.7919,136.5667
-11.7910,136.5580
-11.7926,136.5529
-11.7920,136.5476
-11.8011,136.5213
-11.8039,136.5175
-11.8052,136.5125
-11.8050,136.5120
-11.8033,136.5130
-11.7995,136.5166
-11.7976,136.5162
-11.7844,136.5237
-11.7839,136.5243
-11.7827,136.5294
-11.7766,136.5343
-11.7743,136.5347
-11.7696,136.5321
-11.7696,136.5321
end
start,Lingiari
-11.9025,136.3803
-11.8983,136.3853
-11.8983,136.3858
-11.8973,136.3866
-11.8913,136.3938
-11.8897,136.3984
-11.8870,136.3990
-11.8783,136.4094
-11.8784,136.4097
-11.8781,136.4097
-11.8774,136.4105
-11.8700,136.4097
-11.8635,136.4097
-11.8631,136.4089
-11.8551,136.4080
-11.8613,136.4114
-11.8645,136.4117
-11.8667,136.4145
-11.8691,136.4158
-11.8695,136.4156
-11.8740,136.4185
-11.8740,136.4185
-11.8740,136.4185
-11.8740,136.4185
-11.8740,136.4230
-11.8694,136.4233
-11.8666,136.4262
-11.8720,136.4269
-11.8732,136.4279
-11.8942,136.4315
-11.8948,136.4295
-11.8934,136.4216
-11.8964,136.4152
-11.8936,136.4088
-11.8969,136.4023
-11.9008,136.4053
-11.9014,136.4050
-11.9032,136.3984
-11.9024,136.3937
-11.9066,136.3859
-11.9066,136.3859
-11.9028,136.3669
-11.9028,136.3669
-11.9026,136.3746
-11.9033,136.3788
-11.9025,136.3799
-11.9025,136.3803
end
start,Lingiari
-11.8850,135.9438
-11.8796,135.9420
-11.8796,135.9420
-11.8771,135.9496
-11.8687,135.9576
-11.8666,135.9657
-11.8578,135.9765
-11.8480,135.9822
-11.8505,135.9886
-11.8502,135.9898
-11.8509,135.9918
-11.8514,135.9923
-11.8522,135.9917
-11.8535,135.9857
-11.8566,135.9806
-11.8637,135.9759
-11.8704,135.9747
-11.8797,135.9676
-11.8784,135.9643
-11.8797,135.9618
-11.8870,135.9621
-11.8957,135.9583
-11.9037,135.9521
-11.8948,135.9471
-11.8903,135.9476
-11.8850,135.9438
end
start,Lingiari
-11.8522,136.4696
-11.8481,136.4702
-11.8481,136.4702
-11.8478,136.4702
-11.8260,136.4736
-11.8248,136.4766
-11.8190,136.4798
-11.8152,136.4802
-11.8101,136.4781
-11.8048,136.4800
-11.8010,136.4779
-11.7993,136.4827
-11.8023,136.4847
-11.8025,136.4914
-11.8007,136.4938
-11.7971,136.4937
-11.7939,136.4973
-11.8052,136.4985
-11.8106,136.4976
-11.8126,136.4919
-11.8168,136.4912
-11.8185,136.4998
-11.8311,136.4899
-11.8365,136.4842
-11.8466,136.4779
-11.8466,136.4779
-11.8725,136.4836
-11.8752,136.4818
-11.8772,136.4846
-11.8841,136.4862
-11.8841,136.4862
-11.9040,136.4641
-11.9040,136.4641
-11.9006,136.4644
-11.8969,136.4683
-11.8961,136.4649
-11.8779,136.4668
-11.8779,136.4691
-11.8764,136.4697
-11.8738,136.4673
-11.8601,136.4687
-11.8588,136.4739
-11.8522,136.4696
end
start,Lingiari
-11.7698,136.0740
-11.7691,136.0741
-11.7635,136.0795
-11.7564,136.0803
-11.7527,136.0776
-11.7481,136.0880
-11.7483,136.0939
-11.7430,136.0997
-11.7430,136.0997
-11.7425,136.1009
-11.7428,136.1012
-11.7541,136.0935
-11.7544,136.0922
-11.7581,136.0908
-11.7629,136.0876
-11.7639,136.0862
-11.7721,136.0813
-11.7721,136.0813
-11.7702,136.0741
-11.7698,136.0740
end
start,Lingiari
-11.7333,135.9764
-11.7441,135.9701
-11.7453,135.9681
-11.7481,135.9676
-11.7602,135.9605
-11.7621,135.9501
-11.7612,135.9483
-11.7628,135.9459
-11.7639,135.9400
-11.7639,135.9400
-11.7410,135.9411
-11.7410,135.9411
-11.7410,135.9411
-11.7430,135.9456
-11.7421,135.9524
-11.7380,135.9557
-11.7376,135.9554
-11.7345,135.9683
-11.7348,135.9687
-11.7342,135.9698
-11.7327,135.9762
-11.7333,135.9764
end
start,Lingiari
-11.8212,130.0521
-11.7761,130.0206
-11.7754,130.0206
-11.7714,130.0233
-11.7663,130.0280
-11.7636,130.0283
-11.7614,130.0298
-11.7599,130.0320
-11.7562,130.0331
-11.7562,130.0331
-11.7644,130.0546
-11.7649,130.0548
-11.7659,130.0569
-11.7657,130.0581
-11.7715,130.0734
-11.7715,130.0734
-11.7715,130.0734
-11.7688,130.0807
-11.7688,130.0807
-11.7688,130.0807
-11.7596,130.0708
-11.7581,130.0727
-11.7591,130.0704
-11.7591,130.0703
-11.7522,130.0629
-11.7509,130.0642
-11.7509,130.0614
-11.7509,130.0614
-11.7408,130.0670
-11.7228,130.0716
-11.7009,130.0712
-11.6991,130.0709
-11.6822,130.0740
-11.6823,130.0745
-11.6815,130.0742
-11.6690,130.0765
-11.6709,130.0786
-11.6709,130.0786
-11.7072,130.1225
-11.7050,130.1572
-11.7050,130.1572
-11.7050,130.1572
-11.7050,130.1572
-11.6865,130.1722
-11.6796,130.1793
-11.6715,130.1859
-11.6651,130.1895
-11.6494,130.2023
-11.6509,130.2035
-11.6532,130.2023
-11.6517,130.2041
-11.6644,130.2142
-11.6644,130.2142
-11.6813,130.2081
-11.6868,130.2037
-11.6940,130.2035
-11.6999,130.2087
-11.7016,130.2176
-11.7038,130.2216
-11.7038,130.2216
-11.7149,130.2132
-11.7105,130.2150
-11.7049,130.2112
-11.7049,130.2112
-11.7049,130.2112
-11.7049,130.2072
-11.7067,130.2049
-11.7092,130.2043
-11.7084,130.2051
-11.7248,130.2065
-11.7248,130.2065
-11.7248,130.2065
-11.7248,130.2065
-11.7466,130.2372
-11.7466,130.2372
-11.7466,130.2372
-11.7440,130.2378
-11.7432,130.2369
-11.7239,130.2355
-11.7239,130.2355
-11.7239,130.2355
-11.7239,130.2355
-11.7202,130.2252
-11.7201,130.2251
-11.7200,130.2248
-11.7173,130.2171
-11.7136,130.2212
-11.7142,130.2243
-11.7171,130.2259
-11.7143,130.2259
-11.7121,130.2228
-11.7107,130.2234
-11.7039,130.2298
-11.7039,130.2298
-11.7039,130.2298
-11.7039,130.2298
-11.7020,130.2253
-11.6977,130.2244
-11.6956,130.2208
-11.6958,130.2110
-11.6938,130.2065
-11.6938,130.2065
-11.6853,130.2129
-11.6841,130.2133
-11.6704,130.2230
-11.6704,130.2230
-11.6927,130.2255
-11.6927,130.2255
-11.6887,130.2311
-11.6845,130.2306
-11.6809,130.2328
-11.6809,130.2328
-11.6809,130.2328
-11.6866,130.2390
-11.6885,130.2400
-11.6918,130.2391
-11.6899,130.2408
-11.6879,130.2404
-11.6941,130.2472
-11.6978,130.2496
-11.6990,130.2524
-11.7068,130.2609
-11.7068,130.2609
-11.7068,130.2609
-11.7068,130.2609
-11.7068,130.2609
-11.7075,130.2652
-11.7033,130.2704
-11.6986,130.2835
-11.6986,130.2835
-11.7257,130.2950
-11.7257,130.2951
-11.7257,130.2951
-11.7257,130.2951
-11.7316,130.3038
-11.7327,130.3043
-11.7330,130.3059
-11.7330,130.3059
-11.7330,130.3059
-11.7111,130.2990
-11.7107,130.2991
-11.7105,130.2988
-11.6921,130.2931
-11.6942,130.2815
-11.6942,130.2811
-11.6910,130.2765
-11.6949,130.2706
-11.6980,130.2613
-11.6980,130.2613
-11.6920,130.2567
-11.6916,130.2566
-11.6917,130.2564
-11.6888,130.2542
-11.6822,130.2520
-11.6786,130.2463
-11.6786,130.2463
-11.6751,130.2584
-11.6751,130.2584
-11.6678,130.2623
-11.6617,130.2655
-11.6617,130.2655
-11.6617,130.2655
-11.6633,130.2569
-11.6651,130.2595
-11.6671,130.2592
-11.6681,130.2588
-11.6732,130.2535
-11.6673,130.2506
-11.6659,130.2473
-11.6521,130.2356
-11.6509,130.2354
-11.6438,130.2304
-11.6425,130.2274
-11.6357,130.2216
-11.6335,130.2248
-11.6350,130.2211
-11.6311,130.2177
-11.6311,130.2177
-11.6311,130.2177
-11.6426,130.1912
-11.6228,130.1945
-11.6163,130.1970
-11.5855,130.2008
-11.5855,130.2008
-11.5855,130.2008
-11.5855,130.2008
-11.5719,130.1952
-11.5720,130.1881
-11.5694,130.1857
-11.5688,130.1857
-11.5688,130.1851
-11.5663,130.1828
-11.5659,130.1827
-11.5658,130.1823
-11.5578,130.1748
-11.5578,130.1748
-11.5526,130.1784
-11.5490,130.1792
-11.5415,130.1829
-11.5399,130.1840
-11.5396,130.1895
-11.5366,130.1920
-11.5315,130.1923
-11.5279,130.1947
-11.5161,130.1956
-11.5161,130.1956
-11.5144,130.2013
-11.5144,130.2157
-11.5072,130.2249
-11.5238,130.2311
-11.5285,130.2306
-11.5273,130.2322
-11.5288,130.2344
-11.5392,130.2389
-11.5392,130.2389
-11.5392,130.2389
-11.5392,130.2389
-11.5373,130.2553
-11.5710,130.2614
-11.5710,130.2614
-11.5710,130.2614
-11.5710,130.2614
-11.5812,130.2812
-11.5812,130.2812
-11.5743,130.2793
-11.5692,130.2731
-11.5686,130.2708
-11.5593,130.2631
-11.5593,130.2631
-11.5593,130.2631
-11.5416,130.2814
-11.5414,130.2823
-11.5398,130.2833
-11.5398,130.2832
-11.5398,130.2832
-11.5427,130.2633
-11.5427,130.2633
-11.5427,130.2633
-11.5271,130.2608
-11.5271,130.2608
-11.5271,130.2609
-11.5271,130.2608
-11.5209,130.2353
-11.5161,130.2360
-11.5107,130.2404
-11.5109,130.2378
-11.5066,130.2379
-11.5061,130.2377
-11.4951,130.2394
-11.4951,130.2394
-11.4951,130.2394
-11.4951,130.2394
-11.4864,130.2322
-11.4862,130.2322
-11.4847,130.2308
-11.4847,130.2308
-11.5115,130.2088
-11.5115,130.2088
-11.4845,130.1852
-11.4844,130.1851
-11.4832,130.1823
-11.4834,130.1729
-11.4836,130.1726
-11.4820,130.1479
-11.4747,130.1524
-11.4740,130.1547
-11.4627,130.1691
-11.4439,130.1765
-11.4292,130.1800
-11.4292,130.1801
-11.4295,130.1825
-11.4275,130.1837
-11.4257,130.1879
-11.4265,130.1888
-11.4262,130.1919
-11.4228,130.2012
-11.4176,130.2066
-11.4190,130.2097
-11.4128,130.2189
-11.4134,130.2239
-11.4069,130.2301
-11.4069,130.2301
-11.4069,130.2301
-11.4069,130.2301
-11.4069,130.2301
-11.3666,130.2451
-11.3666,130.2451
-11.3884,130.2386
-11.3884,130.2387
-11.3956,130.2411
-11.3997,130.2449
-11.3981,130.2478
-11.3981,130.2478
-11.3851,130.2488
-11.3765,130.2548
-11.3673,130.2527
-11.3653,130.2513
-11.3677,130.2512
-11.3666,130.2501
-11.3464,130.2516
-11.3429,130.2803
-11.3570,130.2824
-11.3570,130.2824
-11.3584,130.2834
-11.3583,130.2837
-11.3603,130.2856
-11.3603,130.2849
-11.3612,130.2864
-11.3612,130.2864
-11.3612,130.2864
-11.3612,130.2864
-11.3601,130.2872
-11.3580,130.2865
-11.3560,130.2895
-11.3573,130.2864
-11.3545,130.2865
-11.3555,130.2878
-11.3530,130.2896
-11.3514,130.2865
-11.3487,130.2865
-11.3493,130.2876
-11.3475,130.2865
-11.3433,130.2866
-11.3433,130.2866
-11.3402,130.2931
-11.3394,130.2997
-11.3414,130.3028
-11.3386,130.3032
-11.3348,130.3088
-11.3186,130.3374
-11.3186,130.3374
-11.3385,130.3536
-11.3461,130.3535
-11.3333,130.3481
-11.3304,130.3442
-11.3259,130.3432
-11.3243,130.3409
-11.3234,130.3358
-11.3234,130.3358
-11.3234,130.3358
-11.3234,130.3358
-11.3333,130.3223
-11.3313,130.3276
-11.3325,130.3270
-11.3333,130.3223
-11.3335,130.3262
-11.3310,130.3285
-11.3297,130.3317
-11.3291,130.3347
-11.3286,130.3346
-11.3258,130.3422
-11.3258,130.3422
-11.3293,130.3427
-11.3310,130.3441
-11.3797,130.3612
-11.3798,130.3612
-11.3798,130.3612
-11.3861,130.3667
-11.3970,130.3725
-11.4032,130.3794
-11.4045,130.3825
-11.4069,130.3846
-11.4098,130.3852
-11.4132,130.3879
-11.4183,130.3852
-11.4164,130.3928
-11.4250,130.4001
-11.4250,130.4001
-11.4296,130.3987
-11.4296,130.3987
-11.4730,130.3860
-11.4764,130.3821
-11.4829,130.3788
-11.4840,130.3751
-11.4932,130.3801
-11.4975,130.3789
-11.5011,130.3767
-11.5070,130.3761
-11.5070,130.3761
-11.5070,130.3761
-11.5070,130.3761
-11.5222,130.3856
-11.5399,130.4023
-11.5448,130.4116
-11.5465,130.4241
-11.5498,130.4299
-11.5597,130.4415
-11.5732,130.4521
-11.5725,130.4532
-11.5670,130.4525
-11.5750,130.4637
-11.5750,130.4637
-11.6271,130.4487
-11.6271,130.4487
-11.6271,130.4487
-11.6293,130.4544
-11.6287,130.4551
-11.6280,130.4551
-11.6288,130.4612
-11.6289,130.4612
-11.6293,130.4646
-11.6293,130.4646
-11.6468,130.4628
-11.6584,130.4675
-11.6661,130.4683
-11.6661,130.4683
-11.6661,130.4683
-11.6661,130.4683
-11.6661,130.4683
-11.6700,130.4801
-11.6699,130.4809
-11.6727,130.4900
-11.6824,130.5069
-11.6846,130.5053
-11.6836,130.5096
-11.6912,130.5168
-11.6944,130.5333
-11.6902,130.5477
-11.6927,130.5560
-11.6927,130.5560
-11.7070,130.5642
-11.7097,130.5723
-11.7305,130.5922
-11.7305,130.5923
-11.7348,130.6005
-11.7349,130.6009
-11.7552,130.6406
-11.7558,130.6409
-11.8270,130.6036
-11.8270,130.6036
-11.8270,130.6036
-11.8112,130.5717
-11.8110,130.5720
-11.8107,130.5706
-11.8117,130.5666
-11.8118,130.5666
-11.8303,130.5033
-11.8303,130.5033
-11.8135,130.4543
-11.8139,130.4505
-11.7913,130.3780
-11.7884,130.3746
-11.7845,130.3658
-11.7842,130.3686
-11.7828,130.3670
-11.7801,130.3678
-11.7842,130.3639
-11.7798,130.3550
-11.7759,130.3314
-11.7708,130.3122
-11.7708,130.3122
-11.7849,130.2653
-11.7853,130.2636
-11.7856,130.2628
-11.7906,130.2461
-11.7912,130.2418
-11.7951,130.2313
-11.8057,130.1956
-11.8059,130.1922
-11.8099,130.1745
-11.8159,130.1605
-11.8251,130.1308
-11.8251,130.1308
-11.8241,130.1100
-11.8204,130.1000
-11.8231,130.0894
-11.8225,130.0784
-11.8185,130.0649
-11.8201,130.0591
-11.8195,130.0547
-11.8212,130.0521
-11.8212,130.0521
end
start,Lingiari
-11.6927,130.2255
-11.6856,130.2299
-11.6874,130.2302
-11.6927,130.2255
end
start,Lingiari
-11.5812,130.2812
-11.5698,130.2718
-11.5700,130.2724
-11.5750,130.2787
-11.5780,130.2788
-11.5812,130.2812
end
start,Lingiari
-11.3604,130.2864
-11.3598,130.2864
-11.3604,130.2866
-11.3604,130.2864
end
start,Lingiari
-11.6277,130.4530
-11.6279,130.4544
-11.6288,130.4545
-11.6277,130.4530
end
start,Lingiari
-11.2732,130.5490
-11.3003,130.6027
-11.3038,130.6001
-11.3075,130.5999
-11.3213,130.6037
-11.3245,130.5957
-11.3222,130.5941
-11.3312,130.5923
-11.3364,130.5861
-11.3364,130.5861
-11.3321,130.5831
