start,Lingiari
-12.7501,130.5191
-12.7502,130.5197
-12.7511,130.5204
-12.7503,130.5203
-12.7504,130.5208
-12.7497,130.5202
-12.7372,130.5191
-12.7331,130.5206
-12.7271,130.5181
-12.7256,130.5180
-12.7258,130.5238
-12.7250,130.5248
-12.7250,130.5293
-12.7330,130.5245
-12.7337,130.5246
-12.7340,130.5243
-12.7348,130.5247
-12.7361,130.5248
-12.7389,130.5270
-12.7401,130.5276
-12.7404,130.5280
-12.7414,130.5288
-12.7418,130.5304
-12.7421,130.5310
-12.7420,130.5311
-12.7421,130.5315
-12.7396,130.5337
-12.7396,130.5337
-12.7396,130.5337
-12.7396,130.5337
-12.7257,130.5309
-12.7249,130.5311
-12.7246,130.5307
-12.7238,130.5305
-12.7228,130.5278
-12.7221,130.5268
-12.7221,130.5261
-12.7165,130.5115
-12.7165,130.5115
-12.7165,130.5115
-12.7034,130.5206
-12.7034,130.5206
-12.7180,130.5347
-12.7180,130.5347
-12.7190,130.5357
-12.7190,130.5357
-12.7190,130.5357
-12.7143,130.5411
-12.7169,130.5426
-12.7134,130.5422
-12.7023,130.5552
-12.7023,130.5555
-12.7185,130.5586
-12.7185,130.5586
-12.7185,130.5586
-12.7172,130.5610
-12.7167,130.5609
-12.7077,130.5726
-12.7134,130.5757
-12.7139,130.5783
-12.7192,130.5832
-12.7192,130.5832
-12.7396,130.5721
-12.7398,130.5694
-12.7437,130.5699
-12.7437,130.5699
-12.7437,130.5699
-12.7417,130.5792
-12.7424,130.5794
-12.7416,130.5797
-12.7391,130.5911
-12.7391,130.5911
-12.7391,130.5911
-12.7391,130.5911
-12.7255,130.5942
-12.7254,130.5945
-12.7179,130.5960
-12.7179,130.5960
-12.7199,130.6076
-12.7290,130.5998
-12.7290,130.5998
-12.7303,130.5997
-12.7327,130.6050
-12.7327,130.6050
-12.7277,130.6295
-12.7534,130.6257
-12.7535,130.6251
-12.7539,130.6256
-12.7693,130.6233
-12.7701,130.6239
-12.7751,130.6243
-12.7752,130.6273
-12.7753,130.6274
-12.7752,130.6274
-12.7755,130.6343
-12.7741,130.6351
-12.7739,130.6281
-12.7436,130.6435
-12.7436,130.6435
-12.7436,130.6435
-12.7436,130.6435
-12.7319,130.6368
-12.7271,130.6363
-12.7236,130.6320
-12.7052,130.6214
-12.7068,130.6246
-12.7152,130.6300
-12.7150,130.6363
-12.7124,130.6411
-12.7128,130.6436
-12.7140,130.6471
-12.7169,130.6476
-12.7146,130.6487
-12.7206,130.6660
-12.7240,130.6691
-12.7232,130.6725
-12.7279,130.6871
-12.7279,130.6871
-12.7452,130.6797
-12.7452,130.6797
-12.7452,130.6797
-12.7484,130.6817
-12.7514,130.6891
-12.7466,130.6939
-12.7453,130.6929
-12.7459,130.6920
-12.7253,130.7027
-12.7226,130.7081
-12.7201,130.7065
-12.7165,130.7073
-12.7105,130.7387
-12.7105,130.7387
-12.7105,130.7387
-12.7105,130.7387
-12.7105,130.7387
-12.7085,130.7297
-12.7109,130.7060
-12.7109,130.7060
-12.7109,130.7060
-12.7198,130.6901
-12.7198,130.6901
-12.7198,130.6901
-12.7135,130.6791
-12.7135,130.6791
-12.7134,130.6791
-12.7065,130.6895
-12.7047,130.6906
-12.6956,130.7027
-12.6956,130.7027
-12.6932,130.7023
-12.6904,130.7019
-12.6904,130.7019
-12.6904,130.7019
-12.6904,130.7019
-12.7078,130.6740
-12.7078,130.6740
-12.6914,130.6739
-12.6914,130.6739
-12.6914,130.6739
-12.6896,130.6593
-12.6870,130.6580
-12.6894,130.6580
-12.6886,130.6515
-12.6855,130.6482
-12.6878,130.6452
-12.6863,130.6334
-12.6863,130.6334
-12.6863,130.6334
-12.6848,130.6329
-12.6836,130.6377
-12.6829,130.6327
-12.6785,130.6300
-12.6723,130.6224
-12.6699,130.6218
-12.6711,130.6190
-12.6687,130.6164
-12.6687,130.6164
-12.6687,130.6164
-12.6687,130.6164
-12.6687,130.6164
-12.6733,130.6073
-12.6727,130.6064
-12.6707,130.5972
-12.6755,130.5949
-12.6765,130.5900
-12.6844,130.5858
-12.6522,130.5734
-12.6522,130.5734
-12.6355,130.5510
-12.6343,130.5456
-12.6281,130.5471
-12.6243,130.5497
-12.6161,130.5499
-12.6255,130.5569
-12.6264,130.5595
-12.6229,130.5828
-12.6229,130.5828
-12.6604,130.5865
-12.6604,130.5865
-12.6604,130.5865
-12.6604,130.5865
-12.6604,130.5865
-12.6561,130.5892
-12.6539,130.5962
-12.6526,130.5943
-12.6548,130.5907
-12.6544,130.5889
-12.6048,130.6088
-12.6051,130.6096
-12.6076,130.6118
-12.6132,130.6148
-12.6156,130.6188
-12.6156,130.6188
-12.6108,130.6297
-12.6112,130.6305
-12.6194,130.6339
-12.6251,130.6428
-12.6281,130.6410
-12.6328,130.6381
-12.6328,130.6381
-12.6328,130.6381
-12.6441,130.6411
-12.6441,130.6411
-12.6441,130.6411
-12.6441,130.6411
-12.6441,130.6411
-12.6394,130.6424
-12.6375,130.6421
-12.6275,130.6435
-12.6275,130.6435
-12.6238,130.6441
-12.6238,130.6441
-12.6090,130.6314
-12.5921,130.5892
-12.5921,130.5892
-12.5921,130.5892
-12.5819,130.6001
-12.5819,130.6001
-12.5784,130.6038
-12.5783,130.6039
-12.5783,130.6039
-12.5783,130.6039
-12.5835,130.5914
-12.5804,130.5889
-12.5899,130.5848
-12.5905,130.5838
-12.5899,130.5786
-12.5919,130.5815
-12.5962,130.5744
-12.5963,130.5734
-12.5815,130.5667
-12.5815,130.5667
-12.5756,130.5694
-12.5720,130.5693
-12.5716,130.5690
-12.5358,130.5774
-12.5348,130.5780
-12.5337,130.5779
-12.5254,130.5798
-12.5236,130.5810
-12.5216,130.5807
-12.5192,130.5813
-12.5191,130.5819
-12.5128,130.5828
-12.5128,130.5828
-12.5128,130.5828
-12.5014,130.6057
-12.5014,130.6057
-12.5014,130.6057
-12.4970,130.6041
-12.4879,130.6041
-12.4808,130.5925
-12.4740,130.5882
-12.4711,130.5868
-12.4708,130.5862
-12.4626,130.5809
-12.4626,130.5809
-12.4508,130.6143
-12.4510,130.6160
-12.4477,130.6232
-12.4477,130.6232
-12.4477,130.6232
-12.4418,130.6167
-12.4317,130.6122
-12.4295,130.6041
-12.4269,130.6018
-12.4272,130.6008
-12.4076,130.5792
-12.4060,130.5790
-12.4047,130.5810
-12.4038,130.5914
-12.3979,130.6031
-12.3948,130.6047
-12.3958,130.6068
-12.3931,130.6116
-12.3870,130.6173
-12.3820,130.617
-12.3816,130.6183
-12.3820,130.6194
-12.3863,130.6205
-12.3889,130.6241
-12.3890,130.6372
-12.3911,130.6427
-12.3934,130.6474
-12.3932,130.6481
-12.3960,130.6552
-12.3994,130.6567
-12.4020,130.6613
-12.4032,130.6687
-12.4097,130.6720
-12.4161,130.6838
-12.4164,130.6949
-12.4146,130.7028
-12.4176,130.7104
-12.4177,130.7106
-12.4234,130.7116
-12.4279,130.7260
-12.4290,130.7369
-12.4285,130.7381
-12.4393,130.7659
-12.4399,130.7661
-12.5262,130.7270
-12.5262,130.7270
-12.5262,130.7270
-12.5288,130.7277
-12.5254,130.7307
-12.5246,130.7367
-12.5215,130.7390
-12.5198,130.7375
-12.5179,130.7382
-12.5115,130.7436
-12.5083,130.7450
-12.4770,130.7765
-12.4769,130.7779
-12.4747,130.7788
-12.4747,130.7788
-12.4790,130.7770
-12.4862,130.7767
-12.4938,130.7714
-12.5005,130.7720
-12.5072,130.7768
-12.5215,130.7759
-12.5270,130.7694
-12.5319,130.7725
-12.5367,130.7704
-12.5422,130.7740
-12.5455,130.7743
-12.5491,130.7717
-12.5512,130.7677
-12.5546,130.7676
-12.5654,130.7596
-12.5692,130.7545
-12.5799,130.7489
-12.5815,130.7292
-12.5907,130.7293
-12.5969,130.7320
-12.6006,130.7344
-12.6006,130.7344
-12.6006,130.7344
-12.6006,130.7344
-12.5981,130.7347
-12.5954,130.7331
-12.5830,130.7300
-12.5835,130.7401
-12.5850,130.7458
-12.5840,130.7490
-12.5840,130.7490
-12.5591,130.7785
-12.5591,130.7785
-12.6016,130.7673
-12.6016,130.7673
-12.6016,130.7673
-12.6016,130.7673
-12.6160,130.7747
-12.6160,130.7747
-12.6160,130.7747
-12.6159,130.7747
-12.5995,130.7771
-12.5995,130.7771
-12.6132,130.7790
-12.6149,130.7786
-12.6194,130.7799
-12.6194,130.7799
-12.6194,130.7799
-12.6208,130.7823
-12.6206,130.7858
-12.6219,130.7918
-12.6205,130.7887
-12.6204,130.7900
-12.6219,130.7918
-12.6194,130.7921
-12.6192,130.7857
-12.6168,130.7803
-12.6168,130.7803
-12.6122,130.7823
-12.6122,130.7845
-12.6086,130.7838
-12.6042,130.7852
-12.6026,130.7901
-12.6000,130.7865
-12.5784,130.7944
-12.5784,130.7944
-12.5723,130.7944
-12.5629,130.7908
-12.5611,130.7918
-12.5600,130.7895
-12.5519,130.7873
-12.5505,130.7876
-12.5396,130.8058
-12.5397,130.8075
-12.5546,130.8098
-12.5557,130.8093
-12.5553,130.8075
-12.5632,130.8073
-12.5635,130.8051
-12.5647,130.8103
-12.5666,130.8117
-12.5819,130.8141
-12.5820,130.8141
-12.5820,130.8141
-12.5820,130.8141
-12.5869,130.8293
-12.5881,130.8288
-12.5875,130.8309
-12.5875,130.8309
-12.5875,130.8309
-12.5875,130.8309
-12.5835,130.8309
-12.5803,130.8283
-12.5794,130.8268
-12.5581,130.8160
-12.5573,130.8300
-12.5547,130.8352
-12.5544,130.8367
-12.5549,130.8393
-12.5585,130.8418
-12.5672,130.8427
-12.5738,130.8493
-12.5789,130.8497
-12.5862,130.8598
-12.5955,130.8664
-12.6151,130.8573
-12.6151,130.8573
-12.6151,130.8573
-12.6109,130.8472
-12.6102,130.8467
-12.6107,130.8468
-12.6104,130.8461
-12.6110,130.8468
-12.6134,130.8472
-12.6179,130.8521
-12.6175,130.8551
-12.6205,130.8589
-12.6205,130.8589
-12.6205,130.8589
-12.6205,130.8589
-12.6116,130.8692
-12.6116,130.8692
-12.6398,130.8695
-12.6411,130.8687
-12.6502,130.8691
-12.6509,130.8696
-12.6587,130.8697
-12.6587,130.8697
-12.6587,130.8697
-12.6551,130.8716
-12.6536,130.8716
-12.6312,130.8798
-12.6312,130.8798
-12.6374,130.8850
-12.6423,130.8858
-12.6454,130.8848
-12.6446,130.8864
-12.6482,130.8871
-12.6474,130.8884
-12.6506,130.8948
-12.6553,130.8999
-12.6553,130.8999
-12.6650,130.8962
-12.6824,130.8952
-12.6824,130.8952
-12.6824,130.8952
-12.6758,130.8987
-12.6753,130.8987
-12.6564,130.9081
-12.6564,130.9081
-12.6564,130.9081
-12.6564,130.9081
-12.6062,130.8822
-12.6100,130.9219
-12.6104,130.9222
-12.6100,130.9223
-12.6111,130.9329
-12.6111,130.9329
-12.6300,130.9399
-12.6378,130.9452
-12.6378,130.9452
-12.6378,130.9452
-12.6369,130.9546
-12.6306,130.9662
-12.6301,130.9660
-12.6297,130.9668
-12.6300,130.9659
-12.5968,130.9533
-12.6065,130.9454
-12.5972,130.9376
-12.5940,130.9369
-12.5882,130.9329
-12.5799,130.9230
-12.5799,130.9230
-12.5799,130.9230
-12.5787,130.9173
-12.5728,130.9074
-12.5739,130.9056
-12.5727,130.9029
-12.5771,130.9026
-12.5761,130.8950
-12.5746,130.8908
-12.5747,130.8846
-12.5747,130.8846
-12.5524,130.8778
-12.5605,130.8933
-12.5597,130.9000
-12.5597,130.9000
-12.5597,130.9000
-12.5562,130.9014
-12.5562,130.9014
-12.5514,130.8888
-12.5507,130.8888
-12.5512,130.8882
-12.5479,130.8795
-12.5479,130.8795
-12.5280,130.8738
-12.5257,130.8682
-12.5121,130.8613
-12.5097,130.8611
-12.5085,130.8604
-12.5211,130.8795
-12.5211,130.8795
-12.5211,130.8795
-12.5211,130.8795
-12.5211,130.8795
-12.5207,130.8848
-12.5132,130.9036
-12.5132,130.9036
-12.5132,130.9036
-12.5253,130.8977
-12.5279,130.8957
-12.5298,130.8955
-12.5320,130.8966
-12.5287,130.8965
-12.5277,130.8973
-12.5250,130.9013
-12.5205,130.9035
-12.5164,130.9070
-12.5164,130.9070
-12.5407,130.9080
-12.5407,130.9080
-12.5407,130.9080
-12.5374,130.9109
-12.5351,130.9106
-12.5345,130.9109
-12.5308,130.9166
-12.5299,130.9153
-12.5318,130.9130
-12.5313,130.9124
-12.5092,130.9226
-12.5092,130.9226
-12.5366,130.9273
-12.5366,130.9273
-12.5366,130.9273
-12.5366,130.9273
-12.5381,130.9332
-12.5406,130.9348
-12.5386,130.9353
-12.5416,130.9470
-12.5499,130.9416
-12.5502,130.9407
-12.5540,130.9389
-12.5540,130.9389
-12.5540,130.9389
-12.5540,130.9389
-12.5505,130.9416
-12.5490,130.9472
-12.5396,130.9494
-12.5551,130.9538
-12.5437,130.9544
-12.5458,130.9556
-12.5551,130.9538
-12.5528,130.9564
-12.5471,130.9572
-12.5402,130.9546
-12.5386,130.9546
-12.5374,130.9563
-12.5340,130.9558
-12.5332,130.9602
-12.5346,130.9669
-12.5412,130.9768
-12.5300,130.9826
-12.5212,130.9804
-12.5149,130.9925
-12.5102,130.9962
-12.5022,130.9991
-12.4886,131.0006
-12.4850,130.9984
-12.4801,130.9892
-12.4680,130.9773
-12.4680,130.9783
-12.4609,130.9731
-12.4433,130.9509
-12.4330,130.9234
-12.4099,130.9226
-12.4096,130.9382
-12.3655,130.9384
-12.3655,130.9370
-12.3429,130.9368
-12.3420,130.9460
-12.3420,130.9460
-12.3469,130.9460
-12.3495,130.9445
-12.3566,130.9453
-12.3568,130.9460
-12.3571,130.9460
-12.3569,130.9465
-12.3571,130.9472
-12.3567,130.9472
-12.3418,130.9827
-12.3418,130.9827
-12.3418,130.9828
-12.3481,130.9904
-12.3488,130.9897
-12.3493,130.9918
-12.3656,131.0115
-12.367,131.0125
-12.3668,131.0129
-12.3716,131.0187
-12.3716,131.0187
-12.3716,131.0187
-12.3716,131.0187
-12.3716,131.0187
-12.3621,131.0192
-12.3612,131.0164
-12.3646,131.0142
-12.3563,131.0089
-12.3602,131.0204
-12.3586,131.0245
-12.3594,131.0337
-12.3608,131.0348
-12.3577,131.0401
-12.3530,131.0402
-12.3498,131.0442
-12.3487,131.0500
-12.3493,131.0520
-12.3477,131.0550
-12.3477,131.0550
-12.3477,131.0550
-12.3477,131.0550
-12.3462,131.0487
-12.3471,131.0433
-12.3464,131.0303
-12.3452,131.0298
-12.3422,131.0298
-12.3419,131.0311
-12.3392,131.0325
-12.3395,131.0298
-12.3256,131.0297
-12.3331,131.0516
-12.3321,131.0609
-12.3321,131.0609
-12.3321,131.0609
-12.3321,131.0609
-12.3055,131.0284
-12.3054,131.0284
-12.3056,131.0253
-12.3064,131.0275
-12.3232,131.0129
-12.3232,131.0129
-12.2918,131.0189
-12.2650,131.0274
-12.2385,131.0311
-12.2315,131.0304
-12.2267,131.0291
-12.2230,131.0246
-12.2162,131.0215
-12.2150,131.0184
-12.2151,131.0175
-12.1860,130.9946
-12.1860,130.9946
-12.1839,130.9961
-12.1798,130.9951
-12.1686,130.9959
-12.1686,130.9959
-12.1602,131.0090
-12.1624,131.0091
-12.1598,131.0096
-12.1464,131.0306
-12.1428,131.0455
-12.1433,131.0463
-12.1484,131.0504
-12.1514,131.0487
-12.1582,131.0517
-12.1637,131.0578
-12.1668,131.0653
-12.1668,131.0653
-12.1668,131.0653
-12.1550,131.1131
-12.1550,131.1131
-12.1596,131.1152
-12.1630,131.1143
-12.1713,131.1164
-12.1750,131.1143
-12.1825,131.1254
-12.1825,131.1254
-12.1825,131.1254
-12.1825,131.1254
-12.1840,131.1377
-12.1824,131.1442
-12.1803,131.1482
-12.1771,131.1509
-12.1732,131.1690
-12.1732,131.1690
-12.1764,131.1703
-12.1836,131.1695
-12.1920,131.1759
-12.2018,131.1877
-12.2048,131.1955
-12.2111,131.2026
-12.2198,131.2080
-12.2199,131.2114
-12.2271,131.2220
-12.2271,131.2220
-12.2377,131.1933
-12.2377,131.1933
-12.2425,131.2034
-12.2396,131.2097
-12.2613,131.2037
-12.2613,131.2037
-12.2613,131.2037
-12.2703,131.2059
-12.2667,131.2320
-12.2667,131.2320
-12.2780,131.2219
-12.2824,131.2223
-12.2850,131.2250
-12.2850,131.2250
-12.2850,131.2250
-12.2850,131.2250
-12.2787,131.2280
-12.2813,131.2285
-12.2760,131.2293
-12.2753,131.2296
-12.2744,131.2312
-12.2755,131.2336
-12.2726,131.2311
-12.2687,131.2341
-12.2663,131.2339
-12.2663,131.2339
-12.2663,131.2339
-12.2663,131.2339
-12.2636,131.2288
-12.2623,131.2176
-12.2631,131.2069
-12.2631,131.2069
-12.2584,131.2080
-12.2532,131.2132
-12.2401,131.2123
-12.2401,131.2123
-12.2346,131.2229
-12.2339,131.2251
-12.2334,131.2251
-12.2248,131.2415
-12.2243,131.2457
-12.2200,131.2508
-12.2200,131.2508
-12.2200,131.2508
-12.2152,131.2468
-12.2149,131.2421
-12.2072,131.2288
-12.1921,131.2351
-12.1789,131.2462
-12.1745,131.2470
-12.1628,131.2538
-12.1532,131.2558
-12.1495,131.2529
-12.1074,131.2704
-12.1074,131.2706
-12.1069,131.2707
-12.1001,131.2735
-12.1001,131.2735
-12.1001,131.2735
-12.0769,131.2663
-12.0769,131.2663
-12.0769,131.2663
-12.0426,131.2971
-12.0426,131.2971
-12.0587,131.2985
-12.0588,131.2984
-12.0594,131.2985
-12.0701,131.2995
-12.0701,131.2995
-12.0780,131.3071
-12.0779,131.3079
-12.0816,131.3119
-12.0850,131.3133
-12.0891,131.3173
-12.0898,131.3209
-12.0986,131.3157
-12.1126,131.3138
-12.1202,131.3213
-12.1208,131.3214
-12.1229,131.3215
-12.1324,131.3129
-12.1334,131.3149
-12.1382,131.3140
-12.1417,131.3160
-12.1465,131.3219
-12.1503,131.3219
-12.1576,131.3200
-12.1656,131.3140
-12.1810,131.3176
-12.1934,131.3227
-12.1934,131.3227
-12.1934,131.3227
-12.2222,131.3430
-12.2450,131.3668
-12.2495,131.3744
-12.2564,131.3808
-12.2621,131.3946
-12.2641,131.3961
-12.2754,131.4267
-12.2754,131.4267
-12.2754,131.4267
-12.2803,131.4451
-12.2837,131.4722
-12.2837,131.5044
-12.2816,131.5286
-12.2795,131.5405
-12.2800,131.5528
-12.2805,131.5544
-12.2801,131.5564
-12.2807,131.5732
-12.2810,131.5744
-12.2810,131.5820
-12.2813,131.5895
-12.2834,131.6016
-12.2837,131.6402
-12.2855,131.6606
-12.2844,131.6748
-12.2847,131.6828
-12.2755,131.7343
-12.2739,131.7545
-12.2697,131.7667
-12.2682,131.7752
-12.2682,131.7753
-12.2682,131.7753
-12.2589,131.7933
-12.2586,131.7964
-12.2568,131.7977
-12.2519,131.8154
-12.2450,131.8305
-12.2223,131.8647
-12.2217,131.8653
-12.2145,131.8792
-12.2145,131.8792
-12.2243,131.9042
-12.2243,131.9042
-12.2280,131.9052
-12.2328,131.9035
-12.2425,131.9108
-12.2422,131.9131
-12.2445,131.9158
-12.2558,131.9174
-12.2625,131.9239
-12.2729,131.9394
-12.2729,131.9394
-12.2729,131.9394
-12.2729,131.9394
-12.2823,131.9677
-12.2865,131.9965
-12.2967,132.0211
-12.2998,132.0365
-12.2995,132.0499
-12.3029,132.0615
-12.3035,132.0697
-12.3035,132.0697
-12.3035,132.0697
-12.2761,132.1004
-12.2708,132.1113
-12.2592,132.1308
-12.2458,132.1476
-12.2219,132.1682
-12.2173,132.1679
-12.2171,132.1695
-12.2132,132.1708
-12.2117,132.1750
-12.2119,132.1790
-12.2090,132.1830
-12.2088,132.1835
-12.2116,132.1863
-12.2088,132.1966
-12.1945,132.2243
-12.1925,132.2267
-12.1884,132.2277
-12.1870,132.2285
-12.1873,132.2293
-12.1846,132.2311
-12.1815,132.2316
-12.1697,132.2381
-12.1707,132.2404
-12.1745,132.2418
-12.1754,132.2449
-12.1745,132.2502
-12.1720,132.2527
-12.1723,132.2547
-12.1743,132.2562
-12.1734,132.2617
-12.1734,132.2617
-12.1830,132.2648
-12.1909,132.2632
-12.2030,132.2642
-12.2121,132.2685
-12.2134,132.2711
-12.2165,132.2717
-12.2171,132.2736
-12.2242,132.2784
-12.2242,132.2784
-12.2242,132.2784
-12.2241,132.2866
-12.2219,132.2869
-12.2208,132.2882
-12.1988,132.3531
-12.1988,132.3531
-12.1988,132.3531
-12.2080,132.3620
-12.2194,132.3689
-12.2259,132.3790
-12.2364,132.3893
-12.2224,132.4171
-12.2224,132.4171
-12.1464,132.4420
-12.1464,132.4420
-12.1375,132.4827
-12.1241,132.5130
-12.1130,132.5331
-12.0980,132.5521
-12.0983,132.5548
-12.0951,132.5558
-12.0874,132.5542
-12.0857,132.5562
-12.0937,132.5651
-12.0970,132.5674
-12.1054,132.5783
-12.1054,132.5783
-12.0855,132.6290
-12.0854,132.6292
-12.0854,132.6292
-12.0854,132.6292
-12.0580,132.6251
-12.0541,132.6263
-12.0375,132.6242
-12.0167,132.6189
-12.0052,132.6233
-11.9674,132.6306
-11.9427,132.6386
-11.9195,132.6383
-11.9013,132.6408
-11.9013,132.6408
-11.8898,132.6553
-11.8898,132.6553
-11.8898,132.6553
-11.8898,132.6553
-11.8614,132.6474
-11.8582,132.6478
-11.8511,132.6445
-11.8220,132.6365
-11.8220,132.6365
-11.8220,132.6365
-11.8157,132.6311
-11.8166,132.6303
-11.8120,132.6261
-11.8082,132.6194
-11.8050,132.6184
-11.8084,132.6155
-11.7860,132.5807
-11.7860,132.5807
-11.7838,132.5830
-11.7838,132.5830
-11.7653,132.6028
-11.7581,132.6206
-11.7473,132.6230
-11.7224,132.6489
-11.7147,132.6513
-11.6856,132.6547
-11.6856,132.6547
-11.6856,132.6547
-11.6815,132.6430
-11.7204,132.6309
-11.7260,132.6098
-11.7263,132.6075
-11.7300,132.5946
-11.7181,132.5401
-11.7100,132.5320
-11.6876,132.5189
-11.6831,132.5096
-11.6821,132.4998
-11.6821,132.4998
-11.6722,132.5014
-11.6707,132.5020
-11.6688,132.5019
-11.6357,132.5073
-11.6357,132.5073
-11.6357,132.5073
-11.6375,132.5137
-11.6384,132.5312
-11.6362,132.5465
-11.6363,132.5576
-11.6363,132.5576
-11.6466,132.5648
-11.6549,132.5742
-11.6549,132.5742
-11.6549,132.5742
-11.6674,132.5645
-11.6674,132.5645
-11.6674,132.5645
-11.6674,132.5645
-11.6547,132.6166
-11.6547,132.6166
-11.6547,132.6166
-11.6547,132.6166
-11.6547,132.6166
-11.6491,132.6159
-11.6399,132.6070
-11.6410,132.5992
-11.6396,132.5944
-11.6187,132.5678
-11.6124,132.5534
-11.6086,132.5478
-11.6086,132.5478
-11.6016,132.5449
-11.5979,132.5454
-11.5900,132.5402
-11.5802,132.5362
-11.5802,132.5362
-11.5772,132.5392
-11.5774,132.5454
-11.5742,132.5491
-11.5699,132.5472
-11.5595,132.5542
-11.5549,132.5530
-11.5549,132.5530
-11.5549,132.5530
-11.5449,132.5248
-11.5341,132.5279
-11.5329,132.5292
-11.5298,132.5303
-11.5295,132.5293
-11.5205,132.5319
-11.5205,132.5319
-11.5176,132.5289
-11.5188,132.5268
-11.5095,132.4997
-11.4915,132.4960
-11.4914,132.4960
-11.4883,132.4990
-11.4825,132.4941
-11.4825,132.4941
-11.4825,132.4941
-11.4577,132.4571
-11.4577,132.4571
-11.4577,132.4571
-11.4535,132.4309
-11.4519,132.4287
-11.4529,132.4267
-11.4412,132.3534
-11.4412,132.3534
-11.4468,132.3368
-11.4519,132.3304
-11.4548,132.3240
-11.4552,132.3201
-11.4606,132.3089
-11.4630,132.3062
-11.4644,132.3032
-11.4628,132.2960
-11.4636,132.2926
-11.4618,132.2814
-11.4616,132.2809
-11.4616,132.2802
-11.4592,132.2649
-11.4566,132.2641
-11.4582,132.2662
-11.4571,132.2690
-11.4573,132.2665
-11.4549,132.2652
-11.4565,132.2617
-11.4583,132.2617
-11.4551,132.2498
-11.4563,132.2462
-11.4552,132.2387
-11.4552,132.2387
-11.4552,132.2387
-11.4568,132.2332
-11.4603,132.2298
-11.4608,132.2252
-11.4646,132.2231
-11.4639,132.2186
-11.4692,132.2100
-11.4789,132.2025
-11.4919,132.1825
-11.4922,132.1807
-11.4897,132.1727
-11.4915,132.1672
-11.5003,132.1603
-11.5011,132.1534
-11.5032,132.1502
-11.5123,132.1478
-11.5121,132.1496
-11.5165,132.1450
-11.5210,132.1381
-11.5210,132.1380
-11.4998,132.1186
-11.4998,132.1186
-11.4998,132.1186
-11.4998,132.1186
-11.5176,132.1165
-11.5166,132.1148
-11.5194,132.1162
-11.5395,132.1138
-11.5394,132.1126
-11.5325,132.1086
-11.5309,132.1041
-11.5286,132.1036
-11.5289,132.1056
-11.5281,132.1045
-11.5288,132.1024
-11.5312,132.1020
-11.5310,132.0976
-11.5295,132.0980
-11.5313,132.0894
-11.5308,132.0858
-11.5253,132.0688
-11.5243,132.0673
-11.5139,132.0590
-11.5061,132.0604
-11.4965,132.0554
-11.4905,132.0409
-11.4840,132.0370
-11.4821,132.0338
-11.4821,132.0338
-11.4821,132.0338
-11.4588,132.0302
-11.4588,132.0302
-11.4588,132.0302
-11.4596,132.0426
-11.4606,132.0433
-11.4597,132.0438
-11.4602,132.0509
-11.4602,132.0509
-11.4581,132.0529
-11.4567,132.0519
-11.4528,132.0531
-11.4469,132.0582
-11.4429,132.0584
-11.4416,132.0564
-11.4371,132.0578
-11.4348,132.0609
-11.4321,132.0593
-11.4321,132.0593
-11.4321,132.0593
-11.4252,132.0487
-11.4247,132.0482
-11.4204,132.0412
-11.4204,132.0412
-11.4295,131.9991
-11.4291,131.9964
-11.4118,131.9924
-11.4117,131.9926
-11.4113,131.9923
-11.4089,131.9918
-11.4058,131.9942
-11.4014,131.9901
-11.4022,131.9847
-11.4049,131.9802
-11.4111,131.9624
-11.4111,131.9624
-11.4063,131.9581
-11.4070,131.9566
-11.4002,131.947
-11.3998,131.9424
-11.3826,131.9725
-11.3842,131.9773
-11.3835,131.9805
-11.3766,131.9847
-11.3733,131.9890
-11.3713,131.9889
-11.3731,131.9879
-11.3694,131.9680
-11.3659,131.9677
-11.3642,131.9711
-11.3634,131.9675
-11.3577,131.9671
-11.3567,131.9717
-11.3619,131.9736
-11.3517,131.9756
-11.3453,131.9736
-11.3424,131.9659
-11.3424,131.9659
-11.3424,131.9659
-11.3424,131.9659
-11.3437,131.9596
-11.3412,131.9512
-11.3442,131.9554
-11.3514,131.9517
-11.3507,131.9419
-11.3493,131.9406
-11.3508,131.9375
-11.3572,131.9331
-11.3566,131.9294
-11.3578,131.9282
-11.3656,131.9303
-11.3575,131.9169
-11.3575,131.9169
-11.3530,131.9200
-11.3529,131.9208
-11.3521,131.9206
-11.3282,131.9376
-11.3282,131.9406
-11.3250,131.9456
-11.3198,131.9435
-11.3198,131.9435
-11.3198,131.9435
-11.3198,131.9435
-11.3163,131.9332
-11.3219,131.9314
-11.3247,131.9146
-11.3247,131.9146
-11.3216,131.9092
-11.3176,131.9080
-11.3175,131.9053
-11.3124,131.8998
-11.3121,131.8929
-11.3104,131.8901
-11.3027,131.8840
-11.3012,131.8772
-11.2951,131.8700
-11.2957,131.8663
-11.2927,131.8597
-11.2967,131.8520
-11.2986,131.8508
-11.3182,131.8211
-11.3157,131.7629
-11.3134,131.7621
-11.3126,131.7620
-11.3140,131.7645
-11.3088,131.7644
-11.3095,131.7625
-11.3075,131.7609
-11.2997,131.7592
-11.3073,131.7704
-11.3086,131.7700
-11.3105,131.7719
-11.3112,131.7762
-11.3112,131.7762
-11.3112,131.7762
-11.3112,131.7762
-11.3048,131.7815
-11.3018,131.7779
-11.2913,131.7799
-11.2993,131.7997
-11.2993,131.7997
-11.2993,131.7997
-11.2965,131.8065
-11.2925,131.8048
