start,Denison
start,Franklin
-42.9744,147.3384
-42.9744,147.3384
-42.9744,147.3384
-42.9744,147.3384
end
start,Franklin
-42.9744,147.3381
-42.9744,147.3378
-42.9743,147.3380
-42.9744,147.3381
end
start,Franklin
-42.9741,147.3161
-42.9741,147.3148
-42.9793,147.3207
-42.9776,147.3245
-42.9765,147.3243
-42.9778,147.3295
-43.0061,147.3241
-43.0491,147.3451
-43.0600,147.3152
-43.0083,147.2849
-43.0159,147.2723
-43.0263,147.2650
-43.0267,147.2799
-43.0731,147.2556
-43.0879,147.3012
-43.1109,147.2852
-43.1065,147.2576
-43.1219,147.2693
-43.1223,147.2463
-43.1308,147.2627
-43.1544,147.2385
-43.2287,147.2600
-43.2761,147.2318
-43.2833,147.1677
-43.2712,147.1421
-43.2411,147.1511
-43.2439,147.0891
-43.2185,147.0924
-43.2146,147.1133
-43.2106,147.1141
-43.2106,147.1178
-43.2065,147.1018
-43.1880,147.0944
-43.1852,147.1090
-43.1688,147.0947
-43.1634,147.0805
-43.1928,147.0864
-43.2023,147.0718
-43.2067,147.0833
-43.2251,147.0619
-43.1902,147.0103
-43.1894,146.9844
-43.0396,147.0562
-43.0108,147.0340
-43.0145,147.0070
-43.0173,147.0016
-43.0114,147.0330
-43.0399,147.0546
-43.0586,147.0296
-43.1187,146.9913
-43.1286,146.9930
-43.1385,146.9724
-43.1589,146.9806
-43.1561,146.9595
-43.1638,146.9499
-43.1693,146.9744
-43.2039,146.9718
-43.2491,147.0645
-43.2902,147.1001
-43.2924,147.0805
-43.3328,147.0653
-43.3123,147.0450
-43.3158,147.0119
-43.3354,147.0041
-43.3350,146.9938
-43.3254,146.9810
-43.3254,146.9762
-43.3274,146.9716
-43.3394,146.9788
-43.3434,147.0077
-43.3338,147.0193
-43.3530,147.0593
-43.4032,147.0166
-43.4434,147.0176
-43.4319,146.9730
-43.4473,146.9505
-43.4155,146.9236
-43.4398,146.9236
-43.4207,146.9058
-43.4470,146.9156
-43.4399,146.9417
-43.4530,146.9486
-43.4547,146.9832
-43.4796,147.0017
-43.4872,146.9807
-43.4750,146.9825
-43.4686,146.9725
-43.4781,146.9420
-43.4966,146.9289
-43.5120,146.9437
-43.4940,146.9778
-43.5118,146.9541
-43.5329,146.9528
-43.5303,146.9241
-43.5462,146.9172
-43.5389,146.9036
-43.5141,146.9108
-43.5159,146.9007
-43.5580,146.8773
-43.5620,146.9037
-43.5897,146.8725
-43.5687,146.9167
-43.5992,146.9215
-43.6147,146.8907
-43.6156,146.8862
-43.6176,146.8850
-43.6233,146.8736
-43.6386,146.8709
-43.6348,146.8696
-43.6320,146.8633
-43.6323,146.8581
-43.6345,146.8553
-43.6336,146.8532
-43.6365,146.8502
-43.6330,146.8448
-43.6362,146.8389
-43.6386,146.8384
-43.6382,146.8356
-43.6399,146.8353
-43.6430,146.8266
-43.6151,146.8312
-43.6002,146.7851
-43.6333,146.7053
-43.5967,146.6860
-43.6077,146.6601
-43.5785,146.6582
-43.5874,146.6401
-43.5623,146.6236
-43.5619,146.5993
-43.5502,146.6075
-43.5246,146.5751
-43.4851,146.5782
-43.4648,146.5593
-43.5103,146.5514
-43.5434,146.5960
-43.5232,146.5421
-43.5240,146.5087
-43.5438,146.4864
-43.5398,146.4055
-43.5128,146.3447
-43.5446,146.2901
-43.5286,146.2666
-43.4984,146.2729
-43.4855,146.2160
-43.5348,146.2096
-43.5399,146.1930
-43.5113,146.1775
-43.5014,146.1480
-43.5282,146.1471
-43.5236,146.1104
-43.5570,146.1098
-43.5409,146.0794
-43.5709,146.0311
-43.5614,146.0351
-43.5583,146.0334
-43.5545,146.0342
-43.5513,146.0372
-43.5488,146.0365
-43.5479,146.0380
-43.5440,146.0361
-43.5400,146.0369
-43.5421,146.0403
-43.5383,146.0376
-43.5367,146.0395
-43.5336,146.0385
-43.5336,146.0410
-43.5305,146.0409
-43.5286,146.0390
-43.5085,146.0428
-43.4713,146.0313
-43.4680,146.0320
-43.4643,146.0291
-43.4608,146.0248
-43.4594,146.0148
-43.4640,146.0127
-43.4638,146.0057
-43.4550,146.0180
-43.4069,145.9973
-43.4034,145.9712
-43.4021,145.9708
-43.399,145.9764
-43.3952,145.9763
-43.3845,145.9683
-43.3826,145.9645
-43.3812,145.9214
-43.3593,145.9532
-43.3696,145.9707
-43.3555,145.9774
-43.3942,145.9936
-43.3654,146.0019
-43.3478,145.9892
-43.3491,145.9750
-43.3293,145.9868
-43.3449,146.0030
-43.3531,146.0680
-43.3715,146.0835
-43.3644,146.0915
-43.3444,146.0583
-43.3420,146.0861
-43.3554,146.1305
-43.3730,146.1371
-43.3737,146.1266
-43.4066,146.1400
-43.4155,146.1517
-43.4187,146.1664
-43.4081,146.1438
-43.3765,146.1346
-43.3920,146.1569
-43.3821,146.1767
-43.3628,146.1553
-43.3635,146.2102
-43.3756,146.2090
-43.3859,146.2163
-43.3891,146.2202
-43.3890,146.2233
-43.3640,146.2128
-43.3611,146.2266
-43.3226,146.2316
-43.3305,146.2086
-43.3152,146.1890
-43.3266,146.1763
-43.2983,146.1760
-43.2910,146.1684
-43.3456,146.1364
-43.3483,146.1118
-43.3274,146.0718
-43.2893,146.0644
-43.3210,146.0491
-43.3335,146.0589
-43.3353,146.0037
-43.3207,146.0060
-43.3226,145.9834
-43.3047,145.9831
-43.2810,145.9534
-43.2729,145.9731
-43.2348,145.9799
-43.2112,145.9161
-43.2046,145.9281
-43.1921,145.9162
-43.1914,145.9373
-43.1631,145.9213
-43.1577,145.9257
-43.1565,145.9336
-43.1504,145.9404
-43.1554,145.9341
-43.1518,145.9351
-43.1498,145.9423
-43.1436,145.9455
-43.1393,145.9559
-43.1351,145.9557
-43.1282,145.9603
-43.1275,145.9642
-43.1312,145.9659
-43.1312,145.9775
-43.1348,145.9787
-43.1348,145.9826
-43.1275,145.9796
-43.1253,145.9825
-43.1192,145.9854
-43.1162,145.9839
-43.1146,145.9861
-43.1064,145.9890
-43.1047,145.9923
-43.1006,145.9927
-43.0976,145.9883
-43.0940,145.9902
-43.0912,145.9885
-43.0924,145.9848
-43.0885,145.9853
-43.0903,145.9799
-43.0850,145.9793
-43.0842,145.9771
-43.0776,145.9739
-43.0766,145.9716
-43.0755,145.9779
-43.0737,145.9784
-43.0724,145.9820
-43.0695,145.9793
-43.0675,145.9807
-43.0623,145.9784
-43.0613,145.9745
-43.0586,145.9757
-43.0557,145.9748
-43.0542,145.9765
-43.0484,145.9751
-43.0431,145.9795
-43.0391,145.9781
-43.0539,146.0890
-43.1188,146.2221
-43.0872,146.4588
-42.9217,146.6484
-42.9081,146.6525
-42.9048,146.6573
-42.8997,146.6586
-42.8973,146.6581
-42.8933,146.6535
-42.8762,146.6527
-42.8736,146.6487
-42.8650,146.6460
-42.8536,146.6472
-42.8500,146.6511
-42.8471,146.6613
-42.8519,146.6653
-42.8496,146.6751
-42.8521,146.6781
-42.8532,146.6852
-42.8503,146.6972
-42.8519,146.6985
-42.8569,146.6971
-42.8580,146.6985
-42.8574,146.7099
-42.8608,146.7136
-42.8583,146.7159
-42.8575,146.7208
-42.8606,146.7275
-42.8711,146.7394
-42.8703,146.7449
-42.8743,146.7553
-42.8737,146.7649
-42.8828,146.7755
-42.8908,146.7757
-42.8941,146.7791
-42.8976,146.7798
-42.9038,146.7884
-42.9032,146.7998
-42.8946,146.8054
-42.8937,146.8089
-42.8977,146.8150
-42.9070,146.8450
-42.9082,146.8464
-42.9137,146.8462
-42.9193,146.8521
-42.9239,146.8493
-42.9300,146.8517
-42.9324,146.8556
-42.9403,146.8558
-42.9433,146.8644
-42.9546,146.8738
-42.9528,146.8775
-42.9489,146.8803
-42.9418,146.8817
-42.9354,146.8797
-42.9343,146.8805
-42.9360,146.8904
-42.9352,146.8960
-42.9400,146.9025
-42.9401,146.9119
-42.9324,146.9183
-42.9266,146.9412
-42.9226,146.9419
-42.9186,146.9327
-42.9151,146.9342
-42.9035,146.9305
-42.8991,146.9239
-42.8958,146.9253
-42.8924,146.9306
-42.8932,146.9357
-42.8891,146.9363
-42.8859,146.9404
-42.8819,146.9542
-42.8888,146.9708
-42.8857,146.9898
-42.8881,146.9972
-42.8878,147.0088
-42.8940,147.0108
-42.9001,147.0058
-42.9013,147.0110
-42.9070,147.0165
-42.9075,147.0249
-42.9052,147.0272
-42.9059,147.0303
-42.9041,147.0330
-42.9061,147.0396
-42.9076,147.0386
-42.9100,147.0397
-42.9089,147.0448
-42.9023,147.0477
-42.9003,147.0512
-42.9104,147.1354
-42.9148,147.1344
-42.9150,147.1366
-42.9120,147.1374
-42.9141,147.1556
-42.9192,147.1541
-42.9196,147.1572
-42.9332,147.1531
-42.9335,147.1555
-42.9363,147.1547
-42.9360,147.1523
-42.9391,147.1515
-42.9398,147.1570
-42.9438,147.1561
-42.9440,147.1576
-42.9512,147.1560
-42.9508,147.1532
-42.9560,147.1518
-42.9558,147.1502
-42.9744,147.1461
-42.9770,147.1520
-42.9760,147.1582
-42.9722,147.1581
-42.9674,147.1614
-42.9743,147.1701
-42.9738,147.1723
-42.9712,147.1729
-42.9765,147.1800
-42.9707,147.1892
-42.9831,147.1957
-42.9794,147.2164
-42.9716,147.2296
-42.9663,147.2496
-42.9665,147.2549
-42.9714,147.2675
-42.9723,147.2742
-42.9711,147.2809
-42.9662,147.2898
-42.9651,147.2953
-42.9695,147.3084
-42.9750,147.3128
-42.9737,147.3153
-42.9741,147.3161
end
start,Franklin
-43.5850,146.6394
-43.5853,146.6393
-43.5851,146.6398
-43.5850,146.6396
-43.5850,146.6394
end
start,Franklin
-43.1554,145.9340
-43.1556,145.9337
-43.1556,145.9338
-43.1554,145.9340
end
start,Franklin
-43.1559,145.9334
-43.1559,145.9334
-43.1559,145.9334
-43.1559,145.9334
-43.1559,145.9334
end
start,Franklin
-43.1561,145.9319
-43.1566,145.9262
-43.1575,145.9251
-43.1568,145.9258
-43.1566,145.9262
-43.1564,145.9271
-43.1562,145.9274
-43.1561,145.9319
end
start,Franklin
-43.1589,145.9234
-43.1593,145.9230
-43.1588,145.9233
-43.1589,145.9234
end
start,Franklin
-43.1598,145.9223
-43.1613,145.9204
-43.1602,145.9215
-43.1598,145.9223
end
start,Franklin
-43.1613,145.9204
-43.1750,145.9237
-43.1715,145.9194
-43.1613,145.9204
end
start,Franklin
-43.1835,145.9257
-43.1861,145.9263
-43.1848,145.9257
-43.1835,145.9257
end
start,Franklin
-43.1887,145.9217
-43.1883,145.9192
-43.1884,145.9206
-43.1887,145.9217
end
start,Franklin
-43.1905,145.9156
-43.2014,145.9149
-43.2014,145.9145
-43.1925,145.9098
-43.1893,145.9124
-43.1930,145.9129
-43.1905,145.9156
end
start,Franklin
-43.2074,145.9145
-43.2110,145.9143
-43.2084,145.9136
-43.2074,145.9145
end
start,Franklin
-43.2421,145.9268
-43.2434,145.9275
-43.2432,145.9269
-43.2421,145.9268
end
start,Franklin
-43.2444,145.9280
-43.2448,145.9282
-43.2445,145.9279
-43.2444,145.9280
end
start,Franklin
-43.2451,145.9284
-43.2451,145.9284
-43.2451,145.9284
-43.2451,145.9284
end
start,Franklin
-43.2453,145.9281
-43.2462,145.9267
-43.2460,145.9265
-43.2452,145.9272
-43.2453,145.9281
end
start,Franklin
-43.2475,145.9245
-43.2630,145.8989
-43.2558,145.9018
-43.2483,145.9074
-43.2474,145.9113
-43.2496,145.9149
-43.2478,145.9172
-43.2475,145.9245
end
start,Franklin
-43.2641,145.8971
-43.2641,145.8971
-43.2641,145.8971
-43.2641,145.8971
-43.2641,145.8971
end
start,Franklin
-43.2621,145.8881
-43.2614,145.8844
-43.2593,145.8850
-43.2599,145.8862
-43.2621,145.8881
end
start,Franklin
-43.2611,145.8832
-43.2597,145.8768
-43.2593,145.8807
-43.2611,145.8832
end
start,Franklin
-43.2593,145.8750
-43.2586,145.8717
-43.2585,145.8737
-43.2593,145.8750
end
start,Franklin
-43.2586,145.8717
-43.2679,145.8742
-43.2654,145.8696
-43.2614,145.8712
-43.2600,145.8701
-43.2586,145.8717
end
start,Franklin
-43.2720,145.8753
-43.2721,145.8753
-43.2721,145.8753
-43.2720,145.8753
end
start,Franklin
-43.2723,145.8754
-43.2730,145.8756
-43.2726,145.8753
-43.2723,145.8754
end
start,Franklin
-43.2729,145.8749
-43.2724,145.8730
-43.2723,145.8730
-43.2722,145.8738
-43.2729,145.8749
end
start,Franklin
-43.2720,145.8720
-43.2718,145.8713
-43.2718,145.8716
-43.2720,145.8720
end
start,Franklin
-43.2717,145.8709
-43.2713,145.8695
-43.2713,145.8705
-43.2717,145.8709
end
start,Franklin
-43.2715,145.8674
-43.2716,145.8659
-43.2713,145.8669
-43.2715,145.8674
end
start,Franklin
-43.2750,145.8647
-43.2896,145.8806
-43.2860,145.8718
-43.2812,145.8693
-43.2778,145.8649
-43.2750,145.8647
end
start,Franklin
-43.2896,145.8806
-43.2655,145.9009
-43.2670,145.9034
-43.2718,145.9045
-43.2756,145.8991
-43.2817,145.8975
-43.2843,145.8917
-43.2828,145.8889
-43.2864,145.8870
-43.2896,145.8806
end
start,Franklin
-43.2654,145.9014
-43.2659,145.9061
-43.2664,145.9033
-43.2654,145.9014
end
start,Franklin
-43.2665,145.9140
-43.2673,145.9235
-43.2673,145.9167
-43.2665,145.9140
end
start,Franklin
-43.2748,145.9245
-43.3004,145.9266
-43.2952,145.9204
-43.2919,145.9201
-43.2856,145.9201
-43.2839,145.9222
-43.2804,145.9206
-43.2779,145.9237
-43.2766,145.9225
-43.2748,145.9245
end
start,Franklin
-43.3004,145.9264
-43.3004,145.9260
-43.3003,145.9259
-43.3004,145.9263
-43.3004,145.9264
end
start,Franklin
-43.3004,145.9250
-43.3004,145.9246
-43.3004,145.9246
-43.3001,145.9248
-43.3004,145.9250
end
start,Franklin
-43.3004,145.9227
-43.3004,145.9223
-43.2998,145.9220
-43.2999,145.9224
-43.3004,145.9227
end
start,Franklin
-43.3003,145.9130
-43.3003,145.9020
-43.3000,145.9017
-43.2986,145.9086
-43.3003,145.9130
end
start,Franklin
-43.3003,145.9012
-43.3003,145.9012
-43.3002,145.9012
-43.3003,145.9012
end
start,Franklin
-43.3003,145.9008
-43.3003,145.9007
-43.3002,145.9007
-43.3002,145.9008
-43.3003,145.9008
end
start,Franklin
-43.3003,145.8992
-43.3003,145.8991
-43.3002,145.8992
-43.3003,145.8992
end
start,Franklin
-43.3005,145.8988
-43.3006,145.8986
-43.3005,145.8986
-43.3005,145.8986
-43.3005,145.8988
end
start,Franklin
-43.3013,145.8978
-43.3014,145.8977
-43.3013,145.8977
-43.3013,145.8978
end
start,Franklin
-43.3018,145.8971
-43.3021,145.8967
-43.3020,145.8965
-43.3016,145.8967
-43.3018,145.8971
end
start,Franklin
-43.3669,147.3403
-43.3672,147.3408
-43.3673,147.3408
-43.3672,147.3401
-43.3669,147.3403
end
start,Franklin
-43.4044,147.3600
-43.4048,147.3593
-43.4041,147.3582
-43.4032,147.3592
-43.4044,147.3600
end
start,Franklin
-43.3994,147.3642
-43.4000,147.3641
-43.4003,147.3635
-43.3986,147.3637
-43.3994,147.3642
end
start,Franklin
-43.3922,147.3665
-43.3924,147.3664
-43.3922,147.3662
-43.3920,147.3664
-43.3922,147.3665
end
start,Franklin
-43.1946,147.4129
-43.1948,147.4132
-43.1953,147.4130
-43.1950,147.4126
-43.1946,147.4129
end
start,Franklin
-43.0308,147.4822
-43.0306,147.4825
-43.0305,147.4826
-43.0310,147.4821
-43.0308,147.4822
end
start,Franklin
-43.0308,147.4827
-43.0309,147.4826
-43.0310,147.4825
-43.0309,147.4826
-43.0308,147.4827
end
start,Franklin
-43.0312,147.4827
-43.0311,147.4826
-43.0311,147.4828
-43.0311,147.4828
-43.0312,147.4827
end
start,Braddon
-40.5774,144.9275
-40.6210,144.9499
-40.6293,144.9370
-40.6122,144.9197
-40.5774,144.9275
end
start,Braddon
-43.1554,145.9341
-43.1566,145.9262
-43.1614,145.9204
-43.1715,145.9194
-43.1750,145.9237
-43.1894,145.9271
-43.1870,145.9086
-43.1882,145.9158
-43.1930,145.9132
-43.1893,145.9124
-43.1925,145.9098
-43.2014,145.9149
-43.2178,145.9139
-43.2451,145.9284
-43.2482,145.9224
-43.2478,145.9172
-43.2496,145.9149
-43.2474,145.9113
-43.2483,145.9074
-43.2641,145.8971
-43.2621,145.8881
-43.2593,145.8850
-43.2614,145.8844
-43.2593,145.8807
-43.2586,145.8717
-43.2600,145.8701
-43.2614,145.8712
-43.2654,145.8696
-43.2679,145.8742
-43.2731,145.8756
-43.2713,145.8695
-43.2730,145.8624
-43.2860,145.8718
-43.2896,145.8806
-43.2864,145.8870
-43.2828,145.8889
-43.2843,145.8917
-43.2817,145.8975
-43.2756,145.8991
-43.2718,145.9045
-43.2673,145.9036
-43.2654,145.9010
-43.2674,145.9239
-43.2748,145.9245
-43.2766,145.9225
-43.2779,145.9237
-43.2804,145.9206
-43.2839,145.9222
-43.2856,145.9201
-43.2919,145.9201
-43.2952,145.9204
-43.3004,145.9266
-43.3003,145.9130
-43.2986,145.9086
-43.3003,145.8991
-43.3116,145.8846
-43.3108,145.8786
-43.3134,145.8742
-43.3147,145.8755
-43.3176,145.8723
-43.3198,145.8732
-43.3200,145.8714
-43.3210,145.8725
-43.3226,145.8705
-43.3067,145.8505
-43.3108,145.8462
-43.3140,145.8472
-43.3131,145.8435
-43.3142,145.8391
-43.3104,145.8430
-43.3104,145.8455
-43.3087,145.8446
-43.3049,145.8507
-43.3036,145.8503
-43.3001,145.8533
-43.2973,145.8519
-43.2969,145.8500
-43.2926,145.8505
-43.2935,145.8477
-43.2917,145.8477
-43.2913,145.8461
-43.2934,145.8417
-43.2884,145.8352
-43.2891,145.8342
-43.2872,145.8335
-43.2879,145.8321
-43.2859,145.8286
-43.2841,145.8278
-43.2829,145.8297
-43.2814,145.8285
-43.2804,145.8227
-43.2818,145.8214
-43.2785,145.8156
-43.2746,145.8179
-43.2695,145.8172
-43.2500,145.8205
-43.2484,145.8139
-43.2488,145.8064
-43.2467,145.8085
-43.2457,145.8054
-43.2427,145.8044
-43.2422,145.8080
-43.2355,145.8041
-43.2365,145.8083
-43.2348,145.8111
-43.2291,145.8087
-43.2264,145.8045
-43.2270,145.8022
-43.2190,145.7966
-43.2180,145.8012
-43.2133,145.8033
-43.2094,145.8078
-43.1937,145.7929
-43.1922,145.7951
-43.1882,145.7877
-43.1866,145.7829
-43.1871,145.7780
-43.1896,145.7757
-43.1882,145.7741
-43.1888,145.7720
-43.1856,145.7687
-43.1896,145.7672
-43.1919,145.7681
-43.1932,145.7615
-43.1648,145.7579
-43.1545,145.7448
-43.1527,145.7460
-43.1519,145.7436
-43.1485,145.7438
-43.1483,145.7412
-43.1435,145.7410
-43.1430,145.7373
-43.1417,145.7370
-43.1410,145.7376
-43.1409,145.7376
-43.1408,145.7375
-43.1411,145.7343
-43.1374,145.7335
-43.1397,145.7271
-43.1369,145.7264
-43.1380,145.7244
-43.1359,145.7241
-43.1363,145.7216
-43.1326,145.7258
-43.1309,145.7256
-43.1167,145.7362
-43.1060,145.7161
-43.1184,145.6942
-43.1156,145.6934
-43.1137,145.6918
-43.1137,145.6907
-43.1122,145.6915
-43.1128,145.6904
-43.1083,145.6867
-43.1069,145.6880
-43.1041,145.6845
-43.1003,145.6833
-43.1031,145.6816
-43.1008,145.6791
-43.1031,145.6789
-43.1011,145.6769
-43.1038,145.6749
-43.0982,145.6680
-43.0961,145.6685
-43.0962,145.6649
-43.0936,145.6659
-43.0945,145.6741
-43.0911,145.6768
-43.0882,145.6758
-43.0882,145.6738
-43.0827,145.6701
-43.0785,145.6717
-43.0767,145.6763
-43.0754,145.6749
-43.0704,145.6748
-43.0712,145.6858
-43.0675,145.6911
-43.0504,145.6822
-43.0496,145.6683
-43.0438,145.6600
-43.0444,145.6570
-43.0480,145.6545
-43.0485,145.6476
-43.0247,145.6439
-43.0091,145.6099
-43.0065,145.6111
-43.0045,145.6101
-43.0042,145.6120
-43.0026,145.6092
-43.0025,145.6117
-43.0016,145.6085
-42.9993,145.6089
-43.0016,145.6059
-42.9995,145.6048
-42.9994,145.6060
-42.9968,145.6034
-42.9966,145.6050
-42.9932,145.6058
-42.9931,145.6074
-42.9906,145.6075
-42.9895,145.6058
-42.9906,145.6001
-42.9876,145.5992
-42.9876,145.6000
-42.9871,145.6005
-42.9869,145.6013
-42.9868,145.6014
-42.9833,145.5963
-42.9725,145.5906
-42.9740,145.5807
-42.9710,145.5770
-42.9724,145.5643
-42.9711,145.5613
-42.9743,145.5571
-42.9734,145.5540
-42.9771,145.5545
-42.9754,145.5500
-42.9784,145.5443
-42.9776,145.5403
-42.9808,145.5383
-42.9815,145.5336
-42.9833,145.5323
-42.9814,145.5127
-42.9915,145.4948
-42.9894,145.4950
-42.9888,145.4970
-42.9879,145.4960
-42.9858,145.5003
-42.9844,145.4987
-42.9806,145.5012
-42.9801,145.4999
-42.9764,145.5034
-42.9739,145.4935
-42.9726,145.4960
-42.9705,145.4965
-42.9691,145.4946
-42.9657,145.4972
-42.9638,145.4968
-42.9631,145.4986
-42.9630,145.4958
-42.9579,145.4965
-42.9591,145.4937
-42.9559,145.4921
-42.9487,145.5043
-42.9403,145.4935
-42.9404,145.4947
-42.9386,145.4943
-42.9369,145.4913
-42.9305,145.4890
-42.9310,145.4815
-42.9263,145.4846
-42.9248,145.4836
-42.9133,145.4876
-42.8978,145.4519
-42.8958,145.4541
-42.8923,145.4542
-42.8907,145.4498
-42.8896,145.4506
-42.8836,145.4447
-42.8701,145.4378
-42.8687,145.4390
-42.8690,145.4437
-42.8672,145.4373
-42.8652,145.4389
-42.8577,145.4344
-42.8544,145.4368
-42.8499,145.4292
-42.8458,145.4290
-42.8417,145.4246
-42.8381,145.4256
-42.8385,145.4220
-42.8370,145.4208
-42.8295,145.4228
-42.8289,145.4259
-42.8275,145.4238
-42.8148,145.4197
-42.8137,145.4221
-42.8145,145.4241
-42.8149,145.4263
-42.8125,145.4210
-42.8074,145.4178
-42.8035,145.4174
-42.8023,145.4190
-42.8000,145.4167
-42.7807,145.4145
-42.7779,145.4071
-42.7761,145.4065
-42.7771,145.4048
-42.7687,145.3826
-42.7660,145.3844
-42.7606,145.3818
-42.7481,145.3805
-42.7451,145.3847
-42.7459,145.3864
-42.7429,145.3877
-42.7430,145.3913
-42.7416,145.3895
-42.7364,145.3966
-42.7288,145.3918
-42.7212,145.3941
-42.7243,145.3927
-42.7245,145.3889
-42.7054,145.3764
-42.7039,145.3771
-42.6990,145.3747
-42.6984,145.3726
-42.6945,145.3739
-42.6929,145.3723
-42.6934,145.3691
-42.6891,145.3658
-42.6906,145.3673
-42.6884,145.3658
-42.6813,145.3672
-42.6608,145.3661
-42.6598,145.3675
-42.6565,145.3662
-42.6509,145.3462
-42.6550,145.3408
-42.6515,145.3398
-42.6510,145.3383
-42.6577,145.3336
-42.6325,145.3357
-42.6295,145.3330
-42.6286,145.3279
-42.6206,145.3118
-42.6194,145.3018
-42.6225,145.2900
-42.6239,145.2882
-42.6290,145.2880
-42.6284,145.2849
-42.6316,145.2863
-42.6323,145.2853
-42.6273,145.2794
-42.6284,145.2771
-42.6245,145.2689
-42.6239,145.2706
-42.6238,145.2681
-42.6219,145.2675
-42.6230,145.2663
-42.6214,145.2660
-42.6216,145.2629
-42.6141,145.2757
-42.6148,145.2809
-42.6118,145.2850
-42.6096,145.2842
-42.6074,145.2906
-42.5990,145.3017
-42.5863,145.3029
-42.5860,145.3042
-42.5851,145.3030
-42.5712,145.3044
-42.5656,145.2859
-42.5634,145.2845
-42.5645,145.2822
-42.5632,145.2777
-42.5529,145.2806
-42.5285,145.2674
-42.5255,145.2606
-42.5223,145.2580
-42.5220,145.2528
-42.5179,145.2546
-42.5175,145.2581
-42.5111,145.2599
-42.5063,145.2590
-42.5039,145.2611
-42.5003,145.2594
-42.4998,145.2573
-42.4963,145.2573
-42.4952,145.2545
-42.4887,145.2550
-42.4723,145.2360
-42.4659,145.2399
-42.4664,145.2428
-42.4646,145.2449
-42.4530,145.2479
-42.4534,145.2530
-42.4519,145.2519
-42.4477,145.2540
-42.4467,145.2518
-42.4435,145.2538
-42.4134,145.2389
-42.4129,145.2410
-42.4112,145.2384
-42.4066,145.2384
-42.4007,145.2344
-42.3966,145.2360
-42.3968,145.2350
-42.3953,145.2374
-42.3915,145.2370
-42.3915,145.2353
-42.3947,145.2355
-42.3866,145.2281
-42.3853,145.2249
-42.3815,145.2250
-42.3758,145.2290
-42.3706,145.2284
-42.3665,145.2257
-42.3680,145.2178
-42.3658,145.2152
-42.3648,145.2173
-42.3617,145.2183
-42.3626,145.2222
-42.3619,145.2207
-42.3552,145.2231
-42.3441,145.2122
-42.3423,145.2122
-42.3417,145.2100
-42.3392,145.2111
-42.3361,145.2050
-42.3332,145.2042
-42.3317,145.2001
-42.3272,145.1971
-42.3278,145.1961
-42.3075,145.2032
-42.3040,145.2093
-42.2983,145.2138
-42.2952,145.2110
-42.2894,145.2111
-42.2893,145.2096
-42.2823,145.2139
-42.2777,145.2137
-42.2664,145.2081
-42.2631,145.2090
-42.2616,145.2057
-42.2544,145.2058
-42.2499,145.1994
-42.2476,145.1991
-42.2470,145.1947
-42.2450,145.1949
-42.2426,145.1891
-42.2398,145.1906
-42.2336,145.1899
-42.2320,145.1922
-42.2283,145.1936
-42.2249,145.1920
-42.2240,145.1896
-42.2156,145.1899
-42.2128,145.1917
-42.2080,145.1901
-42.2009,145.1707
-42.1982,145.1677
-42.1969,145.1757
-42.1947,145.1752
-42.1930,145.1771
-42.1945,145.1835
-42.1961,145.1843
-42.1949,145.1852
-42.1979,145.1980
-42.2022,145.1999
-42.2052,145.1983
-42.2079,145.1997
-42.2074,145.2086
-42.2039,145.2085
-42.2101,145.2090
-42.2112,145.2109
-42.2420,145.2210
-42.2673,145.2560
-42.2884,145.2534
-42.2828,145.2895
-42.2966,145.2995
-42.2853,145.3175
-42.3204,145.3100
-42.4044,145.4532
-42.4374,145.4466
-42.5258,145.4739
-42.4753,145.4802
-42.4425,145.4640
-42.4405,145.4738
-42.4347,145.4580
-42.4222,145.4919
-42.4495,145.5310
-42.4404,145.5547
-42.4519,145.5922
-42.4509,145.5972
-42.4470,145.6015
-42.4530,145.6081
-42.4454,145.6182
-42.4358,145.6114
-42.4458,145.6263
-42.4357,145.6482
-42.4448,145.6719
-42.5274,145.6652
-42.5623,145.6709
-42.5900,145.7181
-42.5911,145.7413
-42.5607,145.6718
-42.4427,145.6732
-42.4342,145.6457
-42.4444,145.6257
-42.4343,145.6129
-42.4364,145.6092
-42.4454,145.6164
-42.4507,145.6082
-42.4455,145.6014
-42.4481,145.5814
-42.4360,145.5571
-42.4435,145.5245
-42.4345,145.5130
-42.3570,145.5576
-42.3741,145.5123
-42.3640,145.5025
-42.3605,145.5267
-42.3218,145.4941
-42.3644,145.4808
-42.3234,145.4633
-42.3143,145.4324
-42.2899,145.4229
-42.2516,145.3648
-42.2021,145.3722
-42.2067,145.3460
-42.1941,145.3562
-42.1957,145.3597
-42.1940,145.3681
-42.1971,145.3754
-42.1978,145.3845
-42.1937,145.3911
-42.1964,145.3968
-42.1984,145.4112
-42.1970,145.4204
-42.1898,145.4236
-42.1918,145.4324
-42.1887,145.4340
-42.1997,145.4490
-42.1971,145.4698
-42.1930,145.4714
-42.1883,145.4681
-42.1853,145.4715
-42.1863,145.4773
-42.1840,145.4831
-42.1869,145.4870
-42.1845,145.4923
-42.1797,145.4921
-42.1763,145.4999
-42.1849,145.4715
-42.1888,145.4675
-42.1966,145.4696
-42.1882,145.4338
-42.1915,145.4321
-42.1887,145.4285
-42.1892,145.4241
-42.1908,145.4204
-42.1968,145.4195
-42.1931,145.3911
-42.1965,145.3775
-42.1939,145.3716
