start,Denison
-40.0460,144.1024
-40.0459,144.1026
-40.0460,144.1026
-40.0460,144.1024
end
start,Braddon
-40.0452,144.1032
-40.0451,144.1031
-40.0451,144.1031
-40.0451,144.1032
-40.0452,144.1032
end
start,Braddon
-40.0447,143.8855
-40.0446,143.8854
-40.0446,143.8854
-40.0446,143.8855
-40.0447,143.8855
end
start,Braddon
-40.0446,143.8860
-40.0445,143.8860
-40.0445,143.8861
-40.0445,143.8861
-40.0446,143.8860
end
start,Braddon
-40.0435,143.8862
-40.0434,143.8861
-40.0433,143.8861
-40.0434,143.8862
-40.0435,143.8862
end
start,Braddon
-40.0375,143.8856
-40.0374,143.8855
-40.0373,143.8856
-40.0373,143.8856
-40.0375,143.8856
end
start,Braddon
-40.0327,143.8841
-40.0326,143.8841
-40.0326,143.8841
-40.0327,143.8842
-40.0327,143.8841
end
start,Braddon
-40.0308,143.8834
-40.0306,143.8834
-40.0305,143.8834
-40.0308,143.8835
-40.0308,143.8834
end
start,Braddon
-40.0238,143.8843
-40.0237,143.8843
-40.0236,143.8843
-40.0236,143.8844
-40.0238,143.8843
end
start,Braddon
-40.0220,143.8845
-40.0218,143.8844
-40.0216,143.8844
-40.0218,143.8845
-40.0220,143.8845
end
start,Braddon
-40.0391,143.8841
-40.0390,143.8841
-40.0389,143.8842
-40.0391,143.8842
-40.0391,143.8841
end
start,Braddon
-40.0389,143.8852
-40.0388,143.8852
-40.0388,143.8852
-40.0389,143.8853
-40.0389,143.8852
end
start,Braddon
-39.8508,143.8547
-39.8507,143.8546
-39.8507,143.8547
-39.8508,143.8548
-39.8508,143.8547
end
start,Braddon
-39.8291,144.1635
-39.8310,144.1625
-39.8328,144.1580
-39.8273,144.1604
-39.8291,144.1635
end
start,Braddon
-39.8493,143.8565
-39.8492,143.8564
-39.8491,143.8565
-39.8492,143.8566
-39.8493,143.8565
end
start,Braddon
-39.7328,143.8458
-39.7323,143.8464
-39.7327,143.8475
-39.7336,143.8467
-39.7328,143.8458
end
start,Braddon
-39.8907,143.8434
-39.8907,143.8434
-39.8907,143.8435
-39.8907,143.8435
-39.8907,143.8434
end
start,Braddon
-39.8893,143.8437
-39.8892,143.8436
-39.8892,143.8438
-39.8893,143.8437
-39.8893,143.8437
end
start,Braddon
-39.8813,143.8429
-39.8812,143.8429
-39.8813,143.8433
-39.8814,143.8431
-39.8813,143.8429
end
start,Braddon
-39.8751,143.8448
-39.8750,143.8448
-39.8750,143.8448
-39.8751,143.8449
-39.8751,143.8448
end
start,Braddon
-40.0788,143.8690
-40.0786,143.8690
-40.0786,143.8691
-40.0787,143.8692
-40.0788,143.8690
end
start,Braddon
-40.0788,144.0473
-40.0786,144.0472
-40.0785,144.0473
-40.0786,144.0475
-40.0788,144.0473
end
start,Braddon
-40.0776,143.8688
-40.0776,143.8687
-40.0773,143.8688
-40.0776,143.8689
-40.0776,143.8688
end
start,Braddon
-40.0775,143.8666
-40.0771,143.8667
-40.0769,143.8670
-40.0775,143.8667
-40.0775,143.8666
end
start,Braddon
-40.0765,143.8670
-40.0764,143.8673
-40.0764,143.8675
-40.0765,143.8672
-40.0765,143.8670
end
start,Braddon
-40.0745,143.8639
-40.0743,143.8638
-40.0743,143.8640
-40.0744,143.8640
-40.0745,143.8639
end
start,Braddon
-40.0742,143.8652
-40.0741,143.8651
-40.0739,143.8654
-40.0740,143.8654
-40.0742,143.8652
end
start,Braddon
-40.0697,143.8642
-40.0696,143.8642
-40.0696,143.8644
-40.0696,143.8644
-40.0697,143.8642
end
start,Braddon
-40.0684,143.8646
-40.0683,143.8647
-40.0683,143.8648
-40.0683,143.8648
-40.0684,143.8646
end
start,Braddon
-40.0684,143.8643
-40.0683,143.8644
-40.0683,143.8645
-40.0684,143.8644
-40.0684,143.8643
end
start,Braddon
-40.0738,143.8646
-40.0735,143.8646
-40.0735,143.8654
-40.0739,143.8648
-40.0738,143.8646
end
start,Braddon
-40.0736,143.8656
-40.0735,143.8656
-40.0735,143.8657
-40.0735,143.8657
-40.0736,143.8656
end
start,Braddon
-40.0750,143.8656
-40.0749,143.8656
-40.0748,143.8657
-40.0750,143.8657
-40.0750,143.8656
end
start,Braddon
-40.0749,143.8663
-40.0747,143.8664
-40.0746,143.8667
-40.0748,143.8666
-40.0749,143.8663
end
start,Braddon
-40.0668,143.8617
-40.0667,143.8616
-40.0666,143.8615
-40.0666,143.8617
-40.0668,143.8617
end
start,Braddon
-40.0666,143.8609
-40.0665,143.8608
-40.0665,143.8611
-40.0666,143.8612
-40.0666,143.8609
end
start,Braddon
-40.0653,143.8591
-40.0653,143.8590
-40.0652,143.8592
-40.0653,143.8592
-40.0653,143.8591
end
start,Braddon
-40.0645,143.8573
-40.0644,143.8572
-40.0647,143.8576
-40.0647,143.8574
-40.0645,143.8573
end
start,Braddon
-40.0626,143.8574
-40.0625,143.8574
-40.0626,143.8576
-40.0627,143.8576
-40.0626,143.8574
end
start,Braddon
-40.0610,143.8593
-40.0610,143.8591
-40.0609,143.8591
-40.0609,143.8593
-40.0610,143.8593
end
start,Braddon
-40.0603,143.8614
-40.0603,143.8612
-40.0602,143.8614
-40.0603,143.8615
-40.0603,143.8614
end
start,Braddon
-40.0526,144.0906
-40.0524,144.0907
-40.0524,144.0909
-40.0524,144.0909
-40.0526,144.0906
end
start,Braddon
-40.0524,144.0925
-40.0522,144.0925
-40.0521,144.0926
-40.0523,144.0926
-40.0524,144.0925
end
start,Braddon
-40.0523,144.0950
-40.0522,144.0949
-40.0522,144.0949
-40.0522,144.0950
-40.0523,144.0950
end
start,Braddon
-40.0522,144.0909
-40.0521,144.0910
-40.0521,144.0911
-40.0522,144.0910
-40.0522,144.0909
end
start,Braddon
-40.0480,143.8873
-40.0479,143.8873
-40.0482,143.8874
-40.0482,143.8874
-40.0480,143.8873
end
start,Braddon
-40.0478,143.8870
-40.0476,143.8870
-40.0476,143.8871
-40.0476,143.8871
-40.0478,143.8870
end
start,Braddon
-40.0475,144.1011
-40.0474,144.1010
-40.0473,144.1011
-40.0474,144.1012
-40.0475,144.1011
end
start,Braddon
-40.0473,143.8869
-40.0471,143.8868
-40.0471,143.8869
-40.0472,143.8870
-40.0473,143.8869
end
start,Braddon
-40.0474,143.8870
-40.0473,143.8871
-40.0474,143.8872
-40.0474,143.8872
-40.0474,143.8870
end
start,Braddon
-40.1650,143.9238
-40.1649,143.9237
-40.1648,143.9237
-40.1649,143.9238
-40.1650,143.9238
end
start,Braddon
-40.1646,143.9238
-40.1644,143.9238
-40.1642,143.9241
-40.1646,143.9240
-40.1646,143.9238
end
start,Braddon
-40.1624,143.9285
-40.1623,143.9284
-40.1622,143.9285
-40.1623,143.9285
-40.1624,143.9285
end
start,Braddon
-40.1611,143.9239
-40.1608,143.9241
-40.1608,143.9242
-40.1611,143.9241
-40.1611,143.9239
end
start,Braddon
-40.1550,143.9267
-40.1550,143.9268
-40.1550,143.9270
-40.1551,143.9268
-40.1550,143.9267
end
start,Braddon
-40.1528,143.9572
-40.1527,143.9572
-40.1526,143.9573
-40.1527,143.9573
-40.1528,143.9572
end
start,Braddon
-40.1527,143.9576
-40.1526,143.9575
-40.1525,143.9576
-40.1526,143.9577
-40.1527,143.9576
end
start,Braddon
-40.1602,143.9291
-40.1599,143.9292
-40.1597,143.9296
-40.1598,143.9296
-40.1602,143.9291
end
start,Braddon
-40.1621,143.9248
-40.1616,143.9250
-40.1613,143.9252
-40.1618,143.9250
-40.1621,143.9248
end
start,Braddon
-40.1603,143.9247
-40.1576,143.9267
-40.1596,143.9290
-40.1613,143.9278
-40.1603,143.9247
end
start,Braddon
-40.1472,143.9299
-40.1471,143.9298
-40.1471,143.9300
-40.1472,143.9300
-40.1472,143.9299
end
start,Braddon
-40.1452,143.9285
-40.1451,143.9285
-40.1451,143.9287
-40.1451,143.9287
-40.1452,143.9285
end
start,Braddon
-40.1401,143.9009
-40.1399,143.9009
-40.1399,143.9010
-40.1402,143.9011
-40.1401,143.9009
end
start,Braddon
-40.1366,143.8996
-40.1365,143.8995
-40.1363,143.8995
-40.1364,143.8996
-40.1366,143.8996
end
start,Braddon
-40.1342,143.8999
-40.1341,143.8998
-40.1340,143.9000
-40.1342,143.9000
-40.1342,143.8999
end
start,Braddon
-40.1338,143.9001
-40.1336,143.9001
-40.1335,143.9003
-40.1336,143.9003
-40.1338,143.9001
end
start,Braddon
-40.1225,143.8903
-40.1225,143.8902
-40.1227,143.8900
-40.1226,143.8900
-40.1225,143.8903
end
start,Braddon
-40.1224,143.8890
-40.1225,143.8890
-40.1224,143.8888
-40.1223,143.8889
-40.1224,143.8890
end
start,Braddon
-40.1220,143.8863
-40.1219,143.8863
-40.1217,143.8866
-40.1219,143.8865
-40.1220,143.8863
end
start,Braddon
-40.1219,143.8849
-40.1217,143.8848
-40.1216,143.8850
-40.1218,143.8850
-40.1219,143.8849
end
start,Braddon
-40.1214,143.8826
-40.1212,143.8825
-40.1211,143.8828
-40.1212,143.8828
-40.1214,143.8826
end
start,Braddon
-40.1212,143.8783
-40.1209,143.8785
-40.1209,143.8786
-40.1210,143.8786
-40.1212,143.8783
end
start,Braddon
-40.1207,143.8801
-40.1205,143.8801
-40.1205,143.8802
-40.1207,143.8802
-40.1207,143.8801
end
start,Braddon
-40.1206,143.8787
-40.1205,143.8789
-40.1205,143.8789
-40.1207,143.8789
-40.1206,143.8787
end
start,Braddon
-40.1201,143.8812
-40.1204,143.8809
-40.1203,143.8804
-40.1201,143.8809
-40.1201,143.8812
end
start,Braddon
-40.1193,143.8793
-40.1193,143.8793
-40.1193,143.8794
-40.1193,143.8794
-40.1193,143.8793
end
start,Braddon
-40.1184,143.8757
-40.1180,143.8759
-40.1180,143.8760
-40.1183,143.8759
-40.1184,143.8757
end
start,Braddon
-40.1197,143.8769
-40.1193,143.8768
-40.1192,143.8772
-40.1195,143.8772
-40.1197,143.8769
end
start,Braddon
-40.1180,143.9709
-40.1179,143.9708
-40.1178,143.9711
-40.1179,143.9710
-40.1180,143.9709
end
start,Braddon
-40.1180,143.9702
-40.1176,143.9707
-40.1177,143.9709
-40.1181,143.9706
-40.1180,143.9702
end
start,Braddon
-40.1177,143.9702
-40.1175,143.9703
-40.1175,143.9704
-40.1175,143.9704
-40.1177,143.9702
end
start,Braddon
-40.1169,143.9714
-40.1168,143.9714
-40.1167,143.9715
-40.1168,143.9715
-40.1169,143.9714
end
start,Braddon
-40.1161,143.9739
-40.1160,143.9739
-40.1159,143.9741
-40.1160,143.9740
-40.1161,143.9739
end
start,Braddon
-40.1159,143.8754
-40.1158,143.8754
-40.1158,143.8752
-40.1158,143.8755
-40.1159,143.8754
end
start,Braddon
-40.1159,143.9737
-40.1157,143.9738
-40.1157,143.9738
-40.1158,143.9738
-40.1159,143.9737
end
start,Braddon
-40.1143,143.9772
-40.1142,143.9773
-40.1141,143.9774
-40.1143,143.9773
-40.1143,143.9772
end
start,Braddon
-40.1125,143.8737
-40.1123,143.8737
-40.1123,143.8738
-40.1124,143.8738
-40.1125,143.8737
end
start,Braddon
-40.1175,143.9693
-40.1171,143.9692
-40.1171,143.9698
-40.1174,143.9696
-40.1175,143.9693
end
start,Braddon
-40.1174,143.9709
-40.1172,143.9709
-40.1172,143.9710
-40.1173,143.9710
-40.1174,143.9709
end
start,Braddon
-40.1172,143.9705
-40.1170,143.9704
-40.1167,143.9708
-40.1169,143.9710
-40.1172,143.9705
end
start,Braddon
-40.1122,143.8739
-40.1122,143.8737
-40.1121,143.8737
-40.1121,143.8740
-40.1122,143.8739
end
start,Braddon
-40.1112,143.8758
-40.1112,143.8759
-40.1113,143.8760
-40.1113,143.8759
-40.1112,143.8758
end
start,Braddon
-40.1112,143.8755
-40.1113,143.8754
-40.1114,143.8751
-40.1113,143.8751
-40.1112,143.8755
end
start,Braddon
-40.1114,143.8749
-40.1113,143.8747
-40.1111,143.8747
-40.1112,143.8750
-40.1114,143.8749
end
start,Braddon
-40.1111,143.8742
-40.1110,143.8741
-40.1110,143.8741
-40.1110,143.8743
-40.1111,143.8742
end
start,Braddon
-40.1110,143.8754
-40.1109,143.8755
-40.1110,143.8756
-40.1111,143.8756
-40.1110,143.8754
end
start,Braddon
-40.1101,143.8744
-40.1099,143.8744
-40.1098,143.8745
-40.1100,143.8745
-40.1101,143.8744
end
start,Braddon
-40.1098,143.9790
-40.1098,143.9790
-40.1097,143.9789
-40.1097,143.9791
-40.1098,143.9790
end
start,Braddon
-40.1098,143.8736
-40.1096,143.8736
-40.1096,143.8737
-40.1096,143.8737
-40.1098,143.8736
end
start,Braddon
-40.1099,143.9786
-40.1098,143.9787
-40.1100,143.9788
-40.1100,143.9787
-40.1099,143.9786
end
start,Braddon
-40.1095,143.8738
-40.1094,143.8737
-40.1095,143.8742
-40.1095,143.8740
-40.1095,143.8738
end
start,Braddon
-40.1074,144.0308
-40.1073,144.0307
-40.1073,144.0307
-40.1073,144.0309
-40.1074,144.0308
end
start,Braddon
-40.1068,144.0305
-40.1066,144.0309
-40.1069,144.0310
-40.1071,144.0307
-40.1068,144.0305
end
start,Braddon
-40.1067,143.8739
-40.1065,143.8741
-40.1067,143.8744
-40.1066,143.8742
-40.1067,143.8739
end
start,Braddon
-40.1056,144.0315
-40.1063,144.0313
-40.1063,144.0310
-40.1053,144.0309
-40.1056,144.0315
end
start,Braddon
-40.1053,143.8734
-40.1053,143.8734
-40.1054,143.8733
-40.1053,143.8733
-40.1053,143.8734
end
start,Braddon
-40.1061,144.0307
-40.1059,144.0306
-40.1059,144.0307
-40.1061,144.0308
-40.1061,144.0307
end
start,Braddon
-40.1059,143.8741
-40.1058,143.8740
-40.1058,143.8741
-40.1058,143.8741
-40.1059,143.8741
end
start,Braddon
-40.1021,144.0301
-40.1020,144.0301
-40.1020,144.0302
-40.1021,144.0302
-40.1021,144.0301
end
start,Braddon
-40.1018,144.0305
-40.1017,144.0305
-40.1015,144.0306
-40.1017,144.0306
-40.1018,144.0305
end
start,Braddon
-40.1015,144.0298
-40.1014,144.0298
-40.1012,144.0298
-40.1014,144.0299
-40.1015,144.0298
end
start,Braddon
-40.1005,143.8750
-40.1003,143.8750
-40.1003,143.8752
-40.1005,143.8751
-40.1005,143.8750
end
start,Braddon
-40.1001,143.8721
-40.0999,143.8721
-40.0999,143.8723
-40.1000,143.8723
-40.1001,143.8721
end
start,Braddon
-40.0992,144.0083
-40.0992,144.0081
-40.0991,144.0080
-40.0990,144.0084
-40.0992,144.0083
end
start,Braddon
-40.0984,143.8719
-40.0982,143.8717
-40.0983,143.8722
-40.0984,143.8721
-40.0984,143.8719
end
start,Braddon
-40.0981,143.8750
-40.0980,143.8750
-40.0980,143.8751
-40.0981,143.8750
-40.0981,143.8750
end
start,Braddon
-40.0967,143.8730
-40.0966,143.8730
-40.0966,143.8731
-40.0967,143.8731
-40.0967,143.8730
end
start,Braddon
-40.1018,144.0108
-40.1017,144.0107
-40.1017,144.0107
-40.1017,144.0108
-40.1018,144.0108
end
start,Braddon
-40.1020,144.0297
-40.1018,144.0297
-40.1017,144.0298
-40.1019,144.0298
-40.1020,144.0297
end
start,Braddon
-40.1017,144.0299
-40.1015,144.03
-40.1014,144.0302
-40.1017,144.0302
-40.1017,144.0299
end
start,Braddon
-40.0963,143.8725
-40.0965,143.8724
-40.0963,143.8719
-40.0962,143.8723
-40.0963,143.8725
end
start,Braddon
-40.0961,143.8713
-40.0960,143.8713
-40.0960,143.8715
-40.0961,143.8715
-40.0961,143.8713
end
start,Braddon
-40.0927,143.8681
-40.0926,143.8680
-40.0925,143.8682
-40.0925,143.8682
-40.0927,143.8681
end
start,Braddon
-40.0922,143.8683
-40.0921,143.8683
-40.0920,143.8687
-40.0921,143.8686
-40.0922,143.8683
end
start,Braddon
-40.0873,144.0384
-40.0871,144.0385
-40.0872,144.0389
-40.0873,144.0387
-40.0873,144.0384
end
start,Braddon
-40.0869,144.0391
-40.0868,144.0385
-40.0866,144.0384
-40.0864,144.0391
-40.0869,144.0391
end
start,Braddon
-40.0869,144.0368
-40.0858,144.0371
-40.0858,144.0380
-40.0869,144.0378
-40.0869,144.0368
end
start,Braddon
-40.0859,143.8681
-40.0858,143.8680
-40.0858,143.8685
-40.0859,143.8683
-40.0859,143.8681
end
start,Braddon
-40.0847,143.8692
-40.0846,143.8691
-40.0846,143.8693
-40.0847,143.8692
-40.0847,143.8692
end
start,Braddon
-40.0816,143.8687
-40.0815,143.8685
-40.0816,143.8688
-40.0816,143.8688
-40.0816,143.8687
end
start,Braddon
-40.0809,143.8701
-40.0809,143.8699
-40.0809,143.8705
-40.0809,143.8704
-40.0809,143.8701
end
start,Braddon
-40.0817,143.8692
-40.0817,143.8691
-40.0816,143.8691
-40.0816,143.8691
-40.0817,143.8692
end
start,Braddon
-40.0797,144.0480
-40.0795,144.0478
-40.0793,144.0480
-40.0795,144.0481
-40.0797,144.0480
end
start,Braddon
-40.0793,143.8666
-40.0792,143.8665
-40.0790,143.8666
-40.0791,143.8669
-40.0793,143.8666
end
start,Braddon
-40.0798,143.8689
-40.0796,143.8691
-40.0798,143.8692
-40.0799,143.8691
-40.0798,143.8689
end
start,Braddon
-40.0796,144.0476
-40.0795,144.0475
-40.0795,144.0475
-40.0795,144.0476
-40.0796,144.0476
end
start,Braddon
-40.1198,143.8787
-40.1198,143.8786
-40.1197,143.8788
-40.1198,143.8788
-40.1198,143.8787
end
start,Braddon
-40.1198,143.8784
-40.1196,143.8784
-40.1196,143.8785
-40.1197,143.8785
-40.1198,143.8784
end
start,Braddon
-39.6820,143.8264
-39.6818,143.8267
-39.6818,143.8269
-39.6820,143.8268
-39.6820,143.8264
end
start,Braddon
-40.0171,143.8892
-39.9935,143.8916
-39.9753,143.8841
-39.9488,143.8602
-39.9361,143.8385
-39.9232,143.8445
-39.9213,143.8337
-39.8334,143.8671
-39.7155,143.8442
-39.6694,143.9222
-39.6382,143.9346
-39.5952,143.9242
-39.5792,143.9497
-39.6009,143.9843
-39.5966,144.0053
-39.6701,144.1097
-39.7644,144.1017
-39.8221,144.1279
-39.8912,144.1050
-39.9138,144.1113
-39.9276,144.1369
-39.9773,144.1330
-40.0287,144.1008
-40.0443,144.1054
-40.0514,144.0703
-40.0948,144.0269
-40.0982,143.9896
-40.1167,143.9710
-40.1129,143.9496
-40.1340,143.9210
-40.1579,143.9256
-40.1393,143.9008
-40.1213,143.9044
-40.1167,143.8752
-40.1153,143.8761
-40.1144,143.8748
-40.1134,143.8758
-40.1119,143.8738
-40.1115,143.8764
-40.1084,143.8735
-40.1063,143.8763
-40.0973,143.8761
-40.0894,143.8680
-40.0838,143.8719
-40.0799,143.8709
-40.0683,143.8654
-40.0646,143.8580
-40.0566,143.8883
-40.0171,143.8892
end
start,Braddon
-40.1512,143.9187
-40.1511,143.9188
-40.1511,143.9187
-40.1511,143.9187
-40.1512,143.9187
end
start,Braddon
-40.0106,143.8920
-40.0106,143.8921
-40.0106,143.8921
-40.0105,143.8919
-40.0106,143.8920
end
start,Braddon
-40.1124,143.9668
-40.1124,143.9669
-40.1123,143.9669
-40.1123,143.9667
-40.1124,143.9668
end
start,Braddon
-40.1152,143.9693
-40.1151,143.9695
-40.1151,143.9696
-40.1151,143.9694
-40.1152,143.9693
end
start,Braddon
-39.8936,143.8463
-39.8935,143.8464
-39.8934,143.8462
-39.8935,143.8462
-39.8936,143.8463
end
start,Braddon
-40.1409,143.9049
-40.1408,143.9050
-40.1407,143.9050
-40.1408,143.9048
-40.1409,143.9049
end
start,Braddon
-40.1510,143.9184
-40.1509,143.9185
-40.1507,143.9185
-40.1509,143.9184
-40.1510,143.9184
end
start,Braddon
-40.0946,144.0105
-40.0946,144.0106
-40.0945,144.0107
-40.0945,144.0105
-40.0946,144.0105
end
start,Braddon
-40.0075,143.8919
-40.0075,143.8921
-40.0074,143.8922
-40.0074,143.8920
-40.0075,143.8919
end
start,Braddon
-40.1531,143.9198
-40.1528,143.9201
-40.1528,143.9201
-40.1528,143.9200
-40.1531,143.9198
end
start,Braddon
-40.1459,143.9156
-40.1458,143.9158
-40.1456,143.9158
-40.1457,143.9156
-40.1459,143.9156
end
start,Braddon
-40.0110,143.8914
-40.0108,143.8916
-40.0107,143.8916
-40.0108,143.8914
-40.0110,143.8914
end
start,Braddon
-40.0903,144.0295
-40.0900,144.0296
-40.0900,144.0293
-40.0903,144.0294
-40.0903,144.0295
end
start,Braddon
-40.0099,143.8910
-40.0096,143.8912
-40.0093,143.8912
-40.0097,143.8909
-40.0099,143.8910
end
start,Braddon
-40.0935,144.0244
-40.0940,144.0246
-40.0940,144.0246
-40.0935,144.0247
-40.0935,144.0244
end
start,Braddon
-40.0832,144.0378
-40.0831,144.0381
-40.0826,144.0382
-40.0827,144.0380
-40.0832,144.0378
end
start,Braddon
-40.0936,144.0208
-40.0933,144.0211
-40.0930,144.0210
-40.0931,144.0208
-40.0936,144.0208
end
start,Braddon
-39.6894,143.8289
-39.6829,143.8260
-39.6816,143.8287
-39.6878,143.8358
-39.6894,143.8289
end
start,Braddon
-39.6739,143.8193
-39.6650,143.8267
-39.6687,143.8377
-39.6773,143.8258
-39.6739,143.8193
end
start,Braddon
-39.6252,144.0531
-39.6248,144.0532
-39.6248,144.0538
-39.6252,144.0535
-39.6252,144.0531
end
start,Braddon
-39.6240,144.0538
-39.6238,144.0538
-39.6238,144.0540
-39.6242,144.0540
-39.6240,144.0538
end
start,Braddon
-41.1281,146.1272
-41.1283,146.1271
-41.1284,146.1270
-41.1278,146.1271
-41.1281,146.1272
end
start,Braddon
-41.1243,146.1261
-41.1244,146.1260
-41.1243,146.1260
-41.1243,146.1260
-41.1243,146.1261
end
start,Braddon
-41.1216,146.1217
-41.1217,146.1216
-41.1215,146.1215
-41.1216,146.1217
-41.1216,146.1217
end
start,Braddon
-41.1206,146.1205
-41.1202,146.1210
-41.1205,146.1214
-41.1208,146.1210
-41.1206,146.1205
end
start,Braddon
-41.1199,146.1202
-41.1201,146.1200
-41.1197,146.1199
-41.1197,146.1202
-41.1199,146.1202
end
start,Braddon
-41.1205,146.1149
-41.1207,146.1148
-41.1205,146.1147
-41.1204,146.1148
-41.1205,146.1149
end
start,Braddon
-43.1142,145.6904
-43.1138,145.6903
-43.1140,145.6915
-43.1142,145.6913
-43.1142,145.6904
end
start,Braddon
-43.1116,145.6880
-43.1118,145.6886
-43.1125,145.6890
-43.1127,145.6883
-43.1116,145.6880
end
start,Braddon
-41.0139,144.6133
-41.0139,144.6134
-41.0140,144.6134
-41.0139,144.6132
-41.0139,144.6133
end
start,Braddon
-41.0137,144.6139
-41.0137,144.6138
-41.0137,144.6137
-41.0137,144.6139
-41.0137,144.6139
end
start,Braddon
-41.0073,144.6140
-41.0074,144.6141
-41.0075,144.6141
-41.0073,144.6138
-41.0073,144.6140
end
start,Braddon
-41.0077,144.6145
-41.0077,144.6144
-41.0077,144.6143
-41.0076,144.6143
-41.0077,144.6145
end
start,Braddon
-41.0075,144.6147
-41.0075,144.6146
-41.0075,144.6146
-41.0074,144.6147
-41.0075,144.6147
end
start,Braddon
-42.1997,145.2005
-42.1995,145.2005
-42.1994,145.2005
-42.1995,145.2007
-42.1997,145.2005
end
start,Braddon
-42.2491,145.1973
-42.2488,145.1981
-42.2501,145.1975
-42.2496,145.1972
-42.2491,145.1973
end
start,Braddon
-41.0067,144.6166
-41.0070,144.6167
-41.0067,144.6163
-41.0067,144.6165
-41.0067,144.6166
end
start,Braddon
-42.2497,145.1969
-42.2498,145.1971
-42.2503,145.1975
-42.2503,145.1972
-42.2497,145.1969
end
start,Braddon
-42.2503,145.1969
-42.2505,145.1967
-42.2499,145.1968
-42.2505,145.1971
-42.2503,145.1969
end
start,Braddon
-41.0069,144.6183
-41.0073,144.6182
-41.0071,144.6174
-41.0066,144.6180
-41.0069,144.6183
end
start,Braddon
-42.2302,145.1918
-42.2305,145.1922
-42.2306,145.1921
-42.2304,145.1916
-42.2302,145.1918
end
start,Braddon
-42.2447,145.1918
-42.2448,145.1920
-42.2451,145.1922
-42.2450,145.1914
-42.2447,145.1918
end
start,Braddon
-41.0061,144.6201
-41.0061,144.6202
-41.0061,144.6200
-41.0061,144.6200
-41.0061,144.6201
end
start,Braddon
-41.8781,145.1067
-41.8779,145.1071
-41.8784,145.1070
-41.8782,145.1065
-41.8781,145.1067
end
start,Braddon
-41.0054,144.6241
-41.0054,144.6240
-41.0053,144.6239
-41.0052,144.6241
-41.0054,144.6241
end
start,Braddon
-41.0050,144.6244
-41.0052,144.6243
-41.0048,144.6241
-41.0048,144.6242
-41.0050,144.6244
end
start,Braddon
-41.0347,144.6329
-41.0348,144.6328
-41.0347,144.6326
-41.0346,144.6328
-41.0347,144.6329
end
start,Braddon
-41.0424,144.6380
-41.0424,144.6380
-41.0424,144.6378
-41.0424,144.6379
-41.0424,144.6380
end
start,Braddon
-41.0422,144.6384
-41.0424,144.6385
-41.0423,144.6383
-41.0422,144.6383
-41.0422,144.6384
end
start,Braddon
-41.0445,144.6384
-41.0443,144.6384
-41.0445,144.6387
-41.0445,144.6386
-41.0445,144.6384
end
start,Braddon
-41.0437,144.6387
-41.0437,144.6388
-41.0438,144.6388
-41.0438,144.6387
-41.0437,144.6387
end
start,Braddon
-41.2790,144.7146
-41.2790,144.7140
-41.2788,144.7139
-41.2787,144.7144
-41.2790,144.7146
end
start,Braddon
-41.2859,144.7174
-41.2858,144.7172
-41.2858,144.7172
-41.2857,144.7174
-41.2859,144.7174
end
start,Braddon
-41.2924,144.7195
-41.2922,144.7193
-41.2920,144.7196
-41.2922,144.7196
-41.2924,144.7195
end
start,Lyons
-42.7305,147.1970
-42.7304,147.1971
-42.7308,147.1980
-42.7307,147.1971
-42.7305,147.1970
end
start,Lyons
-42.7316,147.1921
-42.7320,147.1920
-42.7318,147.1917
-42.7317,147.1917
-42.7316,147.1921
end
start,Lyons
-42.7311,147.1970
-42.7310,147.1970
-42.7310,147.1976
-42.7311,147.1975
-42.7311,147.1970
end
start,Lyons
-42.7310,147.1954
-42.7303,147.1965
-42.7308,147.1968
-42.7311,147.1965
-42.7310,147.1954
end
start,Lyons
-42.7328,147.1863
-42.7329,147.1863
-42.7331,147.1863
-42.7329,147.1861
-42.7328,147.1863
end
start,Lyons
-42.7323,147.1876
-42.7321,147.1876
-42.7321,147.1878
-42.7323,147.1877
-42.7323,147.1876
end
start,Lyons
-42.7321,147.1873
-42.7322,147.1873
-42.7323,147.1871
-42.7321,147.1870
-42.7321,147.1873
end
start,Lyons
-42.7332,147.1865
-42.7328,147.1865
-42.7327,147.1868
-42.7331,147.1869
-42.7332,147.1865
end
start,Lyons
-42.7325,147.1866
-42.7323,147.1867
-42.7324,147.1869
-42.7326,147.1868
-42.7325,147.1866
end
start,Lyons
-42.7327,147.1877
-42.7323,147.1879
-42.7323,147.1882
-42.7328,147.1880
-42.7327,147.1877
end
start,Lyons
-42.7321,147.1904
-42.7319,147.1906
-42.7321,147.1909
-42.7322,147.1907
-42.7321,147.1904
end
start,Lyons
-42.7318,147.1900
-42.7323,147.1898
-42.7323,147.1893
-42.7321,147.1894
-42.7318,147.1900
end
start,Lyons
-43.1051,147.7386
-43.1053,147.7389
-43.1055,147.7388
-43.1055,147.7387
-43.1051,147.7386
end
start,Lyons
-43.1122,147.7268
-43.1118,147.7270
-43.1118,147.7275
-43.1122,147.7273
-43.1122,147.7268
end
start,Lyons
-42.8994,147.8153
-42.8932,147.8029
-42.8884,147.8749
-42.9087,147.9078
-42.8823,147.9039
-42.8749,147.8611
-42.8425,147.8917
-42.8444,147.9025
-42.8427,147.9036
-42.8427,147.9058
-42.8452,147.9076
-42.8478,147.9130
-42.8476,147.9154
-42.8440,147.9171
-42.8430,147.9201
-42.8441,147.9207
-42.8441,147.9193
-42.8464,147.9220
-42.8482,147.9182
