start,Barker
-33.9262,137.6252
-33.9218,137.6306
-33.9078,137.6307
-33.8951,137.6254
-33.8951,137.6254
-33.8767,137.6003
-33.8767,137.6003
-33.8658,137.6162
-33.8613,137.6184
-33.7798,137.7138
-33.7786,137.7157
-33.7699,137.7254
-33.7699,137.7254
-33.7142,137.7551
-33.7142,137.7551
-33.7108,137.7607
-33.7052,137.7661
-33.6930,137.7812
-33.6920,137.7838
-33.6873,137.7890
-33.6852,137.7934
-33.6851,137.7969
-33.6862,137.7967
-33.6831,137.8005
-33.6769,137.8061
-33.6753,137.8052
-33.6751,137.8068
-33.6711,137.8082
-33.6681,137.8119
-33.6677,137.8139
-33.6661,137.8147
-33.6660,137.8145
-33.6621,137.8192
-33.6621,137.8195
-33.6619,137.8195
-33.6313,137.8572
-33.6313,137.8572
-33.6219,137.8653
-33.6097,137.8708
-33.6062,137.8730
-33.6047,137.8760
-33.6012,137.8761
-33.5967,137.8790
-33.5967,137.8790
-33.5873,137.9196
-33.5873,137.9196
-33.6089,137.9047
-33.6082,137.9035
-33.6005,137.9033
-33.5969,137.9065
-33.5993,137.9097
-33.5964,137.9076
-33.5969,137.9050
-33.6003,137.9010
-33.6174,137.8972
-33.6213,137.8938
-33.6243,137.8938
-33.6244,137.8940
-33.6256,137.8932
-33.6255,137.8955
-33.6258,137.8958
-33.6256,137.8932
-33.6288,137.9015
-33.6249,137.9175
-33.6249,137.9175
-33.6249,137.9175
-33.6207,137.9222
-33.6160,137.9252
-33.6128,137.9253
-33.6114,137.9275
-33.6070,137.9261
-33.6007,137.9292
-33.5912,137.9292
-33.5801,137.9355
-33.5734,137.9365
-33.5561,137.9348
-33.5542,137.9365
-33.5707,137.9497
-33.5719,137.9499
-33.5733,137.9517
-33.5733,137.9517
-33.5715,137.9549
-33.5717,137.9610
-33.5743,137.9647
-33.5713,137.9674
-33.5675,137.9680
-33.5669,137.9714
-33.5627,137.9713
-33.5596,137.9771
-33.5590,137.9770
-33.5588,137.9774
-33.5571,137.9764
-33.5548,137.9757
-33.5538,137.9789
-33.5532,137.9752
-33.5517,137.9748
-33.5497,137.9763
-33.5474,137.9735
-33.5394,137.9711
-33.5394,137.9711
-33.5394,137.9711
-33.5394,137.9711
-33.5479,137.9394
-33.5124,137.9490
-33.4843,137.9300
-33.4817,137.9304
-33.4642,137.9188
-33.4487,137.9118
-33.4459,137.9087
-33.4455,137.9099
-33.4438,137.9094
-33.4444,137.9106
-33.4341,137.9066
-33.4319,137.9040
-33.4356,137.9064
-33.4367,137.9050
-33.4309,137.8988
-33.4205,137.8924
-33.4224,137.8927
-33.4139,137.8860
-33.4075,137.8779
-33.3965,137.8704
-33.3965,137.8704
-33.3623,137.8755
-33.3628,137.8770
-33.3628,137.8770
-33.3628,137.8770
-33.3668,137.8909
-33.3668,137.8909
-33.3668,137.8909
-33.3668,137.8909
-33.3535,137.8879
-33.3539,137.8912
-33.3532,137.8879
-33.3399,137.8849
-33.3385,137.8850
-33.3231,137.8812
-33.3231,137.8812
-33.3231,137.8812
-33.3231,137.8812
-33.3160,137.8741
-33.3178,137.8702
-33.3187,137.8735
-33.3230,137.8746
-33.3228,137.8757
-33.3237,137.8753
-33.3241,137.8712
-33.3233,137.8707
-33.3223,137.8678
-33.3220,137.8718
-33.3202,137.8711
-33.3173,137.8656
-33.3184,137.8642
-33.3204,137.8648
-33.3173,137.8633
-33.3207,137.8588
-33.3225,137.8674
-33.3239,137.8672
-33.3233,137.8648
-33.3247,137.8655
-33.3249,137.8639
-33.3243,137.8634
-33.3252,137.8611
-33.3261,137.8518
-33.3147,137.8428
-33.3111,137.8434
-33.3086,137.8463
-33.3046,137.8449
-33.3013,137.8419
-33.3007,137.8396
-33.3028,137.8427
-33.3040,137.8409
-33.3047,137.8447
-33.3052,137.8420
-33.3073,137.8440
-33.3080,137.8430
-33.3036,137.8398
-33.3025,137.8347
-33.2995,137.8307
-33.2750,137.8113
-33.2734,137.8113
-33.2572,137.8178
-33.2558,137.8213
-33.2485,137.8267
-33.2457,137.8224
-33.2245,137.8310
-33.2244,137.8310
-33.2240,137.8312
-33.2195,137.8330
-33.2189,137.8340
-33.2162,137.8343
-33.2081,137.8376
-33.2070,137.8384
-33.2070,137.8384
-33.2074,137.8455
-33.2118,137.8469
-33.2095,137.8529
-33.2052,137.8527
-33.2058,137.8514
-33.2025,137.8503
-33.2002,137.8516
-33.1813,137.8884
-33.1803,137.8929
-33.1780,137.8948
-33.1750,137.9008
-33.1737,137.9053
-33.1714,137.9078
-33.1714,137.9078
-33.1731,137.9115
-33.1773,137.9117
-33.1768,137.9200
-33.1775,137.9216
-33.1766,137.9231
-33.1764,137.9254
-33.1725,137.9305
-33.1608,137.9513
-33.1631,137.9538
-33.1663,137.9531
-33.1637,137.9560
-33.1649,137.9575
-33.1668,137.9554
-33.1660,137.9580
-33.1681,137.9561
-33.1677,137.9583
-33.1635,137.9590
-33.1605,137.9635
-33.1625,137.9585
-33.1581,137.9562
-33.1532,137.9649
-33.1530,137.9665
-33.1508,137.9692
-33.1475,137.9750
-33.1478,137.9763
-33.1467,137.9765
-33.1450,137.9795
-33.1439,137.9876
-33.1354,137.9967
-33.1311,138.0044
-33.1311,138.0046
-33.1375,138.0055
-33.1378,138.0043
-33.1440,138.0013
-33.1455,138.0025
-33.1490,138.0072
-33.1771,138.0114
-33.1820,138.0162
-33.1818,138.0242
-33.1694,138.0362
-33.1780,138.0140
-33.1503,138.0206
-33.1483,138.0223
-33.1460,138.0271
-33.1440,138.0353
-33.1395,138.0404
-33.1358,138.0480
-33.1358,138.0480
-33.1358,138.0480
-33.1272,138.0528
-33.1150,138.0544
-33.1150,138.0544
-33.1150,138.0544
-33.1090,138.0482
-33.1029,138.0367
-33.1055,138.0342
-33.1058,138.0355
-33.1069,138.0329
-33.1057,138.0246
-33.0989,138.0323
-33.1011,138.0392
-33.0963,138.0360
-33.0932,138.0410
-33.0911,138.0409
-33.0901,138.0420
-33.0908,138.0450
-33.0867,138.0459
-33.0866,138.0459
-33.0866,138.0459
-33.0725,138.0399
-33.0647,138.0342
-33.0613,138.0324
-33.0510,138.0282
-33.0356,138.0187
-33.0239,138.0013
-33.0190,137.9888
-33.0184,137.9847
-33.0198,137.9833
-33.0060,137.9520
-33.0060,137.9520
-33.0002,137.9526
-32.9894,137.9583
-32.9891,137.9551
-32.9813,137.9566
-32.9750,137.9514
-32.9543,137.9420
-32.9472,137.9398
-32.9297,137.9381
-32.9187,137.9342
-32.8802,137.9264
-32.8712,137.9231
-32.8673,137.9210
-32.7853,137.9026
-32.7783,137.9028
-32.7776,137.9008
-32.7776,137.9008
-32.7776,137.9008
-32.7650,137.9282
-32.7662,137.9295
-32.7666,137.9366
-32.7647,137.9423
-32.7612,137.9408
-32.7576,137.9444
-32.7576,137.9444
-32.7576,137.9444
-32.7576,137.9444
-32.7512,137.9363
-32.7466,137.9253
-32.7432,137.9196
-32.7382,137.9164
-32.7308,137.9067
-32.7262,137.8944
-32.7188,137.8921
-32.7154,137.8874
-32.7073,137.8585
-32.6958,137.8375
-32.6893,137.8600
-32.6894,137.8600
-32.6847,137.8634
-32.6791,137.8641
-32.6787,137.8665
-32.6751,137.8687
-32.6715,137.8677
-32.6713,137.8662
-32.6690,137.8682
-32.6665,137.8668
-32.6639,137.8676
-32.6539,137.8560
-32.6408,137.8520
-32.6408,137.8496
-32.6387,137.8492
-32.6395,137.8435
-32.6369,137.8363
-32.6283,137.8262
-32.6241,137.8221
-32.6218,137.8188
-32.6093,137.8042
-32.6073,137.8031
-32.5955,137.8114
-32.5944,137.8137
-32.5805,137.8218
-32.5805,137.8218
-32.5828,137.8207
-32.5820,137.8220
-32.6036,137.8253
-32.6036,137.8253
-32.6036,137.8253
-32.6036,137.8253
-32.6036,137.8390
-32.6036,137.8390
-32.6036,137.8390
-32.6036,137.8390
-32.5876,137.8372
-32.5872,137.8382
-32.5875,137.8372
-32.5746,137.8357
-32.5744,137.8356
-32.5729,137.8351
-32.5651,137.8296
-32.5628,137.8273
-32.5637,137.8261
-32.5602,137.8230
-32.5602,137.8230
-32.5559,137.8087
-32.5559,137.8054
-32.5504,137.7828
-32.5466,137.7832
-32.5464,137.7827
-32.5461,137.7828
-32.5457,137.7892
-32.5445,137.7891
-32.5436,137.7831
-32.5436,137.7831
-32.5437,137.7839
-32.5424,137.7833
-32.5365,137.7841
-32.5327,137.7865
-32.5285,137.7852
-32.5232,137.7758
-32.5248,137.7736
-32.5238,137.7689
-32.5238,137.7689
-32.5177,137.7685
-32.5138,137.7728
-32.5146,137.7702
-32.5102,137.7736
-32.5049,137.7724
-32.5001,137.7677
-32.4975,137.7611
-32.4907,137.7593
-32.4803,137.7706
-32.4395,137.7660
-32.4190,137.7567
-32.4153,137.7486
-32.4761,137.7645
-32.4876,137.7566
-32.4891,137.7545
-32.4922,137.7535
-32.4929,137.7530
-32.4933,137.7531
-32.4948,137.7526
-32.5019,137.7549
-32.5034,137.7517
-32.5025,137.7561
-32.5100,137.7620
-32.5180,137.7560
-32.5216,137.7553
-32.5260,137.7528
-32.5273,137.7507
-32.5295,137.7508
-32.5315,137.7496
-32.5628,137.7569
-32.5646,137.7559
-32.5665,137.7578
-32.5748,137.7597
-32.5750,137.7597
-32.5758,137.7600
-32.5942,137.7643
-32.5987,137.7646
-32.6135,137.7626
-32.6150,137.7616
-32.6178,137.7620
-32.6239,137.7612
-32.6261,137.7597
-32.6433,137.7573
-32.6518,137.7536
-32.6592,137.7532
-32.6612,137.7549
-32.6733,137.7503
-32.6783,137.7511
-32.6819,137.7535
-32.7009,137.7510
-32.7020,137.7499
-32.7092,137.7499
-32.7092,137.7499
-32.7092,137.7499
-32.7212,137.7531
-32.7212,137.7531
-32.7212,137.7531
-32.7212,137.7531
-32.7212,137.7531
-32.7191,137.7641
-32.7173,137.7679
-32.7137,137.7813
-32.7137,137.7813
-32.7187,137.7843
-32.7200,137.7864
-32.7227,137.7886
-32.7267,137.7899
-32.7290,137.7936
-32.7403,137.8028
-32.7414,137.8030
-32.7407,137.8031
-32.7434,137.8053
-32.7440,137.8057
-32.7438,137.8056
-32.7440,137.8058
-32.7444,137.8039
-32.7452,137.8039
-32.7448,137.8064
-32.7469,137.8081
-32.7489,137.8092
-32.7580,137.8046
-32.7592,137.8021
-32.7633,137.8007
-32.7646,137.8011
-32.7778,137.7943
-32.7779,137.7941
-32.7799,137.7932
-32.7799,137.7932
-32.7799,137.7932
-32.8177,137.8032
-32.8179,137.8031
-32.8300,137.8062
-32.8305,137.8066
-32.8384,137.8087
-32.8407,137.8076
-32.8414,137.8095
-32.8452,137.8105
-32.8452,137.8105
-32.8496,137.8072
-32.8497,137.8072
-32.8709,137.7917
-32.8709,137.7917
-32.8709,137.7917
-32.8935,137.7982
-32.8935,137.7982
-32.8978,137.7944
-32.9044,137.7919
-32.9080,137.7922
-32.9101,137.7913
-32.9113,137.7889
-32.9152,137.7892
-32.9152,137.7892
-32.9100,137.7689
-32.9099,137.7688
-32.9099,137.7686
-32.9073,137.7582
-32.9073,137.7582
-32.9098,137.7533
-32.9215,137.7495
-32.9215,137.7495
-32.9215,137.7495
-32.9271,137.7503
-32.9363,137.7557
-32.9495,137.7596
-32.9606,137.7679
-32.9901,137.7818
-32.9929,137.7824
-32.9947,137.7840
-32.9999,137.7865
-32.9999,137.7865
-32.9999,137.7865
-32.9994,137.7833
-32.9977,137.7837
-32.9926,137.7769
-32.9927,137.7691
-32.9945,137.7673
-32.9889,137.7591
-32.9902,137.7568
-32.9953,137.7603
-32.9953,137.7549
-32.9905,137.7212
-32.9859,137.7201
-32.9780,137.7136
-32.9744,137.7132
-32.9702,137.7018
-32.9648,137.6965
-32.9616,137.6956
-32.9595,137.6914
-32.9595,137.6914
-32.9595,137.6914
-32.9595,137.6914
-32.9558,137.6728
-32.9509,137.6610
-32.9509,137.6571
-32.9522,137.6571
-32.9532,137.6495
-32.9551,137.6470
-32.9553,137.6414
-32.9553,137.6414
-32.9595,137.6368
-32.9587,137.6346
-32.9613,137.6330
-32.9613,137.6310
-32.9641,137.6304
-32.9745,137.6114
-32.9985,137.5951
-32.9985,137.5951
-32.9985,137.5951
-33.0067,137.5963
-33.0062,137.5967
-33.0103,137.5975
-33.0121,137.5957
-33.0124,137.5979
-33.0210,137.5997
-33.0210,137.5997
-33.0197,137.5972
-33.0212,137.5920
-33.0184,137.5898
-33.0196,137.5868
-33.0220,137.5857
-33.0220,137.5857
-33.0220,137.5857
-33.0220,137.5857
-33.0271,137.5872
-33.0268,137.5886
-33.0296,137.5896
-33.0310,137.5928
-33.0361,137.5969
-33.0361,137.5969
-33.0365,137.5939
-33.0383,137.5925
-33.0422,137.5847
-33.0448,137.5733
-33.0478,137.5698
-33.0495,137.5699
-33.0507,137.5675
-33.0507,137.5671
-33.0482,137.5657
-33.0497,137.5645
-33.0512,137.5664
-33.0517,137.5631
-33.0522,137.5645
-33.0535,137.5619
-33.0533,137.5612
-33.0537,137.5616
-33.0580,137.5529
-33.0788,137.5434
-33.0786,137.5427
-33.0821,137.5386
-33.0843,137.5386
-33.0865,137.5359
-33.0878,137.5389
-33.0892,137.5385
-33.0908,137.5378
-33.0910,137.5376
-33.0948,137.5360
-33.0967,137.5263
-33.0986,137.5235
-33.1004,137.5229
-33.1067,137.5079
-33.1067,137.5079
-33.1096,137.4997
-33.1111,137.4976
-33.1112,137.4976
-33.1295,137.4546
-33.1294,137.4543
-33.1296,137.4544
-33.1307,137.4519
-33.1307,137.4519
-33.1307,137.4519
-33.1307,137.4519
-33.1398,137.4503
-33.1404,137.4498
-33.1398,137.4482
-33.1422,137.4490
-33.1465,137.4441
-33.1485,137.4441
-33.1460,137.4464
-33.1521,137.4422
-33.1559,137.4434
-33.1564,137.4423
-33.1611,137.4412
-33.1596,137.4420
-33.1716,137.4432
-33.1828,137.4390
-33.1946,137.4404
-33.1948,137.4404
-33.1980,137.4382
-33.2054,137.4384
-33.2207,137.4357
-33.2259,137.4318
-33.2292,137.4322
-33.2322,137.4298
-33.2294,137.4335
-33.2300,137.4340
-33.2300,137.4340
-33.2300,137.4340
-33.2315,137.4311
-33.2337,137.4310
-33.2433,137.4236
-33.2454,137.4236
-33.2492,137.4211
-33.2555,137.4143
-33.2645,137.4101
-33.2652,137.4103
-33.2699,137.4071
-33.2696,137.4061
-33.2712,137.4059
-33.2711,137.4063
-33.2738,137.4045
-33.2762,137.3994
-33.2792,137.3986
-33.2796,137.3961
-33.2823,137.3958
-33.2810,137.3978
-33.2840,137.3976
-33.2856,137.3965
-33.2864,137.3945
-33.2853,137.3930
-33.2832,137.3941
-33.2853,137.3897
-33.2878,137.3892
-33.2884,137.3917
-33.2870,137.3932
-33.2895,137.3925
-33.2898,137.3936
-33.2898,137.3936
-33.2906,137.3884
-33.2903,137.3882
-33.2908,137.3834
-33.2912,137.3847
-33.2927,137.3744
-33.2927,137.3744
-33.2927,137.3744
-33.3217,137.3785
-33.3244,137.3776
-33.3269,137.3792
-33.3318,137.3799
-33.3442,137.3772
-33.3547,137.3803
-33.3585,137.3790
-33.3656,137.3805
-33.3693,137.3818
-33.3721,137.3855
-33.3721,137.3855
-33.3787,137.3831
-33.3845,137.3779
-33.3903,137.3783
-33.3937,137.3754
-33.3977,137.3749
-33.4052,137.3669
-33.4148,137.3607
-33.4235,137.3596
-33.4250,137.3579
-33.4260,137.3592
-33.4240,137.3601
-33.4262,137.3629
-33.4274,137.3621
-33.4256,137.3611
-33.4288,137.3586
-33.4391,137.3605
-33.4391,137.3605
-33.4401,137.3566
-33.4435,137.3543
-33.4584,137.3331
-33.4594,137.3253
-33.4630,137.3248
-33.4661,137.3222
-33.4715,137.3146
-33.4715,137.3146
-33.4856,137.3076
-33.4893,137.3037
-33.4896,137.3054
-33.4946,137.3028
-33.4984,137.3043
-33.5009,137.3033
-33.5035,137.2981
-33.5074,137.2952
-33.5308,137.2880
-33.5341,137.2906
-33.5399,137.2884
-33.5395,137.2869
-33.5361,137.2872
-33.5379,137.2858
-33.5428,137.2861
-33.5604,137.2783
-33.5621,137.2797
-33.5650,137.2788
-33.5650,137.2788
-33.5650,137.2788
-33.5682,137.2755
-33.5686,137.2763
-33.5703,137.2752
-33.5698,137.2733
-33.5776,137.2639
-33.5825,137.2612
-33.5809,137.2632
-33.5850,137.2618
-33.5889,137.2579
-33.5890,137.2609
-33.5903,137.2585
-33.5922,137.2593
-33.5971,137.2550
-33.5988,137.2557
-33.6325,137.2327
-33.6324,137.2321
-33.6371,137.2269
-33.6454,137.2239
-33.6610,137.2133
-33.6610,137.2133
-33.6731,137.1820
-33.6850,137.1748
-33.6902,137.1685
-33.6902,137.1685
-33.6987,137.0697
-33.6987,137.0697
-33.6987,137.0697
-33.6987,137.0697
-33.7004,137.0647
-33.7004,137.0626
-33.7017,137.0608
-33.7073,137.0438
-33.7080,137.0372
-33.7103,137.0349
-33.7247,136.9916
-33.7247,136.9916
-33.7247,136.9916
-33.7851,136.8814
-33.7861,136.8785
-33.7983,136.8572
-33.7983,136.8572
-33.7983,136.8572
-33.7989,136.8478
-33.7992,136.8475
-33.8003,136.8342
-33.7997,136.8220
-33.8033,136.7996
-33.8084,136.7956
-33.8125,136.7884
-33.8219,136.7795
-33.8310,136.7784
-33.8310,136.7784
-33.8308,136.7502
-33.8349,136.7304
-33.8349,136.7304
-33.8349,136.7304
-33.8405,136.7215
-33.8436,136.7180
-33.8688,136.6823
-33.8702,136.6781
-33.8717,136.6760
-33.8736,136.6755
-33.8786,136.6683
-33.8786,136.6683
-33.8823,136.6534
-33.8832,136.6519
-33.8883,136.6334
-33.8890,136.6252
-33.8929,136.6167
-33.8995,136.5926
-33.9137,136.5803
-33.9149,136.5773
-33.9230,136.5721
-33.9230,136.5721
-33.9434,136.5747
-33.9434,136.5747
-33.9497,136.5560
-33.9565,136.5524
-33.9645,136.5368
-33.9795,136.5139
-33.9865,136.5069
-33.9926,136.4974
-34.0026,136.4641
-34.0050,136.4477
-34.0115,136.4347
-34.0115,136.4347
-34.0220,136.4217
-34.0287,136.4112
-34.0320,136.4094
-34.0693,136.3631
-34.0693,136.3631
-34.0754,136.3584
-34.0784,136.3581
-34.0832,136.3555
-34.0834,136.3552
-34.0836,136.3553
-34.0994,136.3466
-34.0994,136.3466
-34.0994,136.3466
-34.0994,136.3466
-34.0994,136.3466
-34.1023,136.3476
-34.1025,136.3480
-34.1068,136.3499
-34.1145,136.3479
-34.1178,136.3513
-34.1170,136.3543
-34.1173,136.3545
-34.1200,136.3539
-34.1227,136.3568
-34.1223,136.3539
-34.1237,136.3515
-34.1265,136.3508
-34.1273,136.3477
-34.1337,136.3452
-34.1352,136.3430
-34.1363,136.3432
-34.1481,136.3313
-34.1526,136.3304
-34.1534,136.3292
-34.1574,136.3286
-34.1587,136.3291
-34.1625,136.3283
-34.1640,136.3253
-34.1679,136.3249
-34.1685,136.3265
-34.1718,136.3225
-34.1772,136.3227
-34.1786,136.3250
-34.1816,136.3243
-34.1844,136.3161
-34.1873,136.3150
-34.1872,136.3124
-34.1912,136.3122
-34.1961,136.3004
-34.1983,136.2989
-34.1992,136.3004
-34.2016,136.3003
-34.2011,136.2977
-34.2039,136.2979
-34.2054,136.2961
-34.2069,136.2937
-34.2075,136.2937
-34.2148,136.2850
-34.2147,136.2842
-34.2157,136.2839
-34.2208,136.2780
-34.2208,136.2780
-34.2208,136.2780
-34.2336,136.2704
-34.2338,136.2701
-34.2347,136.2697
-34.2402,136.2665
-34.2398,136.2665
-34.2403,136.2654
-34.2413,136.2659
-34.2961,136.2335
-34.3348,136.1878
-34.3397,136.1725
-34.3389,136.1558
-34.3411,136.1385
-34.3453,136.1281
-34.3593,136.1122
-34.3593,136.1122
-34.3593,136.1122
-34.3722,136.1050
-34.3825,136.1037
-34.3877,136.1079
-34.3873,136.1089
-34.3915,136.1135
-34.3969,136.1147
-34.4021,136.1179
-34.4071,136.1301
-34.4071,136.1301
-34.4068,136.1218
-34.4084,136.1163
-34.4126,136.1114
-34.4202,136.1076
-34.4213,136.1059
-34.4179,136.1026
-34.4200,136.1033
-34.4189,136.1000
-34.4271,136.0950
-34.4295,136.0918
-34.4295,136.0918
-34.4295,136.0918
-34.4295,136.0918
-34.4327,136.0952
-34.4325,136.1045
-34.4306,136.1071
-34.4269,136.1087
-34.4257,136.1166
-34.4257,136.1166
-34.4297,136.1165
-34.4308,136.1173
-34.4359,136.1179
-34.4374,136.1168
-34.4388,136.1182
-34.4412,136.1185
-34.4433,136.1182
-34.4471,136.1144
-34.4550,136.1152
-34.4590,136.1140
-34.4638,136.1160
-34.4674,136.1217
-34.4674,136.1217
-34.4736,136.1118
-34.4784,136.1099
-34.4841,136.1107
-34.4861,136.1133
-34.4859,136.1145
-34.5225,136.1001
-34.5245,136.0962
-34.5281,136.0955
-34.5298,136.0972
-34.5427,136.0921
-34.5427,136.0921
-34.5308,136.0859
-34.5276,136.0915
-34.5208,136.0912
-34.5105,136.0819
-34.5062,136.0732
-34.5062,136.0732
-34.5057,136.0764
-34.5005,136.0835
-34.4953,136.0829
-34.4953,136.0828
-34.4953,136.0828
-34.4953,136.0828
-34.4854,136.0754
-34.4798,136.0620
-34.4790,136.0563
-34.4790,136.0563
-34.4790,136.0563
-34.4798,136.0380
-34.4819,136.0282
-34.4840,136.0250
-34.4840,136.0250
-34.4840,136.0250
-34.4840,136.0250
-34.4857,136.0241
-34.4873,136.0246
-34.4911,136.0243
-34.4943,136.0191
-34.4990,136.0154
-34.5021,136.0190
-34.5064,136.0164
-34.5130,136.0221
-34.5162,136.0218
-34.5162,136.0218
-34.5148,136.0169
-34.5116,136.0178
-34.5089,136.0157
-34.5077,136.0083
-34.5095,136.0015
-34.5108,135.9997
-34.5066,135.9823
-34.5066,135.9822
-34.5047,135.9741
-34.5046,135.9741
-34.5046,135.9741
-34.5106,135.9567
-34.5188,135.9430
-34.5285,135.9323
-34.5331,135.9290
-34.5366,135.9284
-34.5740,135.9108
-34.5810,135.9058
-34.5925,135.9021
-34.6023,135.9042
-34.6113,135.9138
-34.6113,135.9200
-34.6107,135.9207
-34.6098,135.9334
-34.6098,135.9334
-34.6172,135.9305
-34.6195,135.9315
-34.6194,135.9343
-34.6233,135.9346
-34.6323,135.9307
-34.6354,135.9334
-34.6454,135.9348
-34.6490,135.9374
-34.6490,135.9374
-34.6412,135.9266
-34.6333,135.9229
-34.6307,135.9168
-34.6314,135.9129
-34.6312,135.9126
-34.6220,135.9144
-34.6205,135.9131
-34.6166,135.9041
-34.6157,135.8911
-34.6239,135.8722
-34.6335,135.8617
-34.6335,135.8617
-34.6335,135.8617
-34.6335,135.8617
-34.6653,135.8539
-34.6653,135.8539
-34.7140,135.8538
-34.7154,135.8537
-34.7208,135.8610
-34.7218,135.8667
-34.7201,135.8691
-34.7202,135.8693
-34.7212,135.8706
-34.7210,135.8722
-34.7249,135.8848
-34.7249,135.8848
-34.7402,135.8732
-34.7393,135.8728
-34.7429,135.8707
-34.7427,135.8713
-34.7444,135.8700
-34.7444,135.8700
-34.7458,135.8730
-34.7455,135.8734
-34.7514,135.8914
-34.7536,135.8821
-34.7599,135.8788
-34.7606,135.8779
-34.7623,135.8725
-34.7654,135.8708
-34.7696,135.8647
-34.7696,135.8647
-34.7548,135.8634
-34.7548,135.8634
-34.7548,135.8634
-34.7509,135.8549
-34.7528,135.8463
-34.7806,135.8112
-34.7906,135.8027
-34.7934,135.8027
-34.7956,135.8004
-34.8029,135.7897
-34.8093,135.7857
-34.8123,135.7882
-34.8109,135.7936
-34.8110,135.7945
-34.8137,135.7985
-34.8131,135.8050
-34.8190,135.8343
-34.8190,135.8343
-34.8174,135.8427
-34.8170,135.8431
-34.8055,135.8934
-34.8055,135.8934
-34.8038,135.8980
-34.8004,135.9002
-34.7667,135.9439
-34.7652,135.9466
-34.7656,135.9496
-34.7625,135.9530
-34.7589,135.9540
-34.7571,135.9563
-34.7571,135.9563
-34.7615,135.9571
-34.7637,135.9567
-34.7644,135.9576
-34.7838,135.9608
-34.7838,135.9608
-34.7838,135.9608
-34.7838,135.9608
-34.7838,135.9608
-34.7862,135.9676
-34.7846,135.9806
-34.7832,135.9835
-34.7802,135.9853
-34.7773,135.9843
-34.7736,135.9888
-34.7694,135.9900
-34.7642,135.9869
-34.7641,135.9869
-34.7503,135.9912
-34.7503,135.9912
-34.7503,135.9912
-34.7470,135.9908
-34.7459,135.9886
-34.7435,135.9871
-34.7408,135.9887
-34.7367,135.9874
-34.7349,135.9857
-34.7348,135.9818
-34.7305,135.9792
-34.7348,136.0010
-34.7361,136.0019
-34.7359,136.0065
-34.7359,136.0065
-34.7872,136.0019
-34.7872,136.0019
-34.7872,136.0019
-34.7872,136.0019
-34.7872,136.0019
-34.7920,136.0051
-34.7911,136.0073
-34.7936,136.0104
-34.7942,136.0157
-34.7942,136.0157
-34.7958,136.0138
-34.7947,136.0081
-34.7988,136.0043
-34.8017,136.0037
-34.8036,136.0060
-34.8362,135.9726
-34.8412,135.9651
-34.8486,135.9599
-34.8486,135.9599
-34.8523,135.9612
-34.8627,135.9605
-34.8754,135.9626
-34.8858,135.9725
-34.8863,135.9727
-34.8915,135.9712
-34.8943,135.9754
-34.8973,135.9764
-34.9023,135.9753
-34.9063,135.9761
-34.9074,135.9798
-34.9315,135.9880
-34.9337,135.9864
-34.9410,135.9863
-34.9435,135.9896
-34.9425,135.9914
-34.9434,135.9920
-34.9458,135.9928
-34.9488,135.9923
-34.9526,135.9884
-34.9543,135.9898
-34.9586,135.9872
-34.9626,135.9915
-34.9595,135.9974
-34.9611,135.9980
-34.9682,135.9982
-34.9803,136.0045
-34.9835,135.9971
-34.9828,135.9953
-34.9800,135.9938
-34.9817,135.9872
-34.9893,135.9841
-34.9933,135.9748
-34.9904,135.9708
-34.9919,135.9602
-34.9972,135.9583
-35.0002,135.9593
-35.0054,135.9473
-35.0054,135.9473
-35.0054,135.9473
-34.9963,135.9443
-34.9962,135.9444
-34.9914,135.9431
-34.9907,135.9449
-34.9856,135.9413
-34.9851,135.9450
-34.9807,135.9485
-34.9754,135.9467
-34.9739,135.9371
-34.9548,135.9309
-34.9528,135.9324
-34.9482,135.9288
-34.9452,135.9236
-34.9452,135.9222
-34.9440,135.9196
-34.9419,135.9193
-34.9367,135.9095
-34.9309,135.8931
-34.9306,135.8907
-34.9240,135.8767
-34.9225,135.8757
-34.9221,135.8736
-34.9224,135.8732
-34.9212,135.8705
-34.9208,135.8704
-34.9198,135.8677
-34.9200,135.8623
-34.9255,135.8587
-34.9272,135.8560
-34.8993,135.8593
-34.8993,135.8593
-34.8993,135.8593
-34.8993,135.8593
-34.8895,135.8550
-34.8894,135.8550
-34.8866,135.8537
-34.8866,135.8537
-34.8848,135.8493
-34.8804,135.8462
-34.8703,135.8228
-34.8609,135.7920
-34.8609,135.7920
-34.8609,135.7920
-34.8561,135.7518
-34.8596,135.7268
-34.8643,135.7186
-34.8651,135.7127
-34.8743,135.7077
-34.8940,135.7077
-34.8953,135.7075
-34.8966,135.7048
-34.9017,135.7036
-34.9057,135.7057
-34.9057,135.7057
-34.9057,135.7057
-34.9066,135.7026
-34.9051,135.7010
-34.9060,135.6957
-34.9095,135.6930
-34.9108,135.6888
-34.9085,135.6866
-34.9103,135.6819
-34.9137,135.6792
-34.9137,135.6792
-34.9137,135.6792
-34.9448,135.6858
-34.9448,135.6858
-34.9448,135.6764
-34.9426,135.6734
-34.9434,135.6709
-34.9447,135.6708
-34.9447,135.6683
-34.9425,135.6679
-34.9403,135.6647
-34.9384,135.6561
-34.9363,135.6535
-34.9377,135.6513
-34.9371,135.6399
-34.9428,135.6395
-34.9428,135.6358
-34.9412,135.6346
-34.9417,135.6298
-34.9445,135.6277
-34.9444,135.6234
