start,Barker
-34.9420,135.6224
-34.9444,135.6188
-34.9444,135.6188
-34.9444,135.6188
-34.9313,135.6206
-34.9310,135.6211
-34.9300,135.6208
-34.9253,135.6214
-34.9241,135.6221
-34.9228,135.6217
-34.9161,135.6227
-34.9157,135.6243
-34.9123,135.6232
-34.9063,135.6240
-34.9063,135.6240
-34.9063,135.6240
-34.9063,135.6240
-34.8927,135.6144
-34.8927,135.6144
-34.8927,135.6144
-34.8786,135.6045
-34.8720,135.5970
-34.8719,135.5969
-34.8719,135.5968
-34.8681,135.5925
-34.8655,135.5907
-34.8656,135.5897
-34.8642,135.5881
-34.8637,135.5882
-34.8638,135.5877
-34.8623,135.5860
-34.8620,135.5860
-34.8618,135.5855
-34.8591,135.5824
-34.8583,135.5827
-34.8577,135.5808
-34.8565,135.5795
-34.8556,135.5806
-34.8539,135.5765
-34.8531,135.5757
-34.8447,135.5698
-34.8360,135.5578
-34.8338,135.5585
-34.8337,135.5559
-34.8319,135.5566
-34.8307,135.5524
-34.8266,135.5537
-34.8178,135.5419
-34.8141,135.5406
-34.8111,135.5329
-34.809,135.5329
-34.8051,135.5292
-34.7851,135.5030
-34.7825,135.4958
-34.7825,135.4958
-34.7808,135.4949
-34.7790,135.4963
-34.7727,135.4915
-34.7692,135.4944
-34.7656,135.4941
-34.7660,135.4927
-34.7585,135.4868
-34.7529,135.4793
-34.7526,135.4791
-34.7485,135.4787
-34.7441,135.4743
-34.7289,135.4551
-34.7027,135.4137
-34.6871,135.3796
-34.6831,135.3671
-34.6804,135.3504
-34.6819,135.3416
-34.6864,135.3340
-34.6863,135.3250
-34.6863,135.3250
-34.6660,135.3472
-34.6660,135.3472
-34.6529,135.3495
-34.6396,135.3454
-34.6354,135.3426
-34.6291,135.3416
-34.6291,135.3416
-34.6180,135.3340
-34.6079,135.3213
-34.6040,135.3126
-34.5823,135.2876
-34.5819,135.2879
-34.5797,135.2847
-34.5760,135.2836
-34.5749,135.2803
-34.5708,135.2790
-34.5672,135.2752
-34.5518,135.2524
-34.5459,135.2387
-34.5436,135.2252
-34.5454,135.2136
-34.5499,135.2066
-34.5524,135.2064
-34.5536,135.2073
-34.5550,135.1737
-34.5550,135.1737
-34.5579,135.1682
-34.5610,135.1660
-34.5617,135.1586
-34.5660,135.1539
-34.5676,135.1549
-34.5688,135.1498
-34.5729,135.1466
-34.5764,135.1478
-34.5816,135.1454
-34.5859,135.1476
-34.5869,135.1456
-34.5888,135.1459
-34.5918,135.1435
-34.5918,135.1434
-34.5912,135.1398
-34.5894,135.1385
-34.5904,135.1357
-34.5875,135.1334
-34.5901,135.1288
-34.5875,135.1286
-34.5872,135.1243
-34.5851,135.1214
-34.5876,135.1196
-34.5869,135.1180
-34.5886,135.1182
-34.5882,135.1154
-34.5888,135.1149
-34.5882,135.1091
-34.5765,135.1253
-34.5765,135.1253
-34.5765,135.1253
-34.5765,135.1253
-34.5543,135.1294
-34.5537,135.1307
-34.5443,135.1342
-34.5352,135.1330
-34.5235,135.1352
-34.5229,135.1360
-34.5227,135.1414
-34.5197,135.1436
-34.5183,135.1417
-34.5166,135.1432
-34.5092,135.1436
-34.5059,135.1388
-34.5032,135.1389
-34.5032,135.1389
-34.5032,135.1389
-34.5018,135.1407
-34.5017,135.1463
-34.4888,135.1595
-34.4744,135.1688
-34.4708,135.1704
-34.4696,135.1695
-34.4674,135.1715
-34.4667,135.1729
-34.4658,135.1730
-34.4646,135.1741
-34.4642,135.1789
-34.4607,135.1815
-34.4618,135.1836
-34.4599,135.1865
-34.4530,135.1903
-34.4465,135.1906
-34.4293,135.2063
-34.4293,135.2063
-34.4604,135.2130
-34.4624,135.2116
-34.4727,135.2141
-34.4814,135.2125
-34.4847,135.2153
-34.4939,135.2153
-34.4986,135.2213
-34.4986,135.2213
-34.4986,135.2213
-34.4986,135.2213
-34.5049,135.2389
-34.5101,135.2613
-34.5087,135.2785
-34.5125,135.2999
-34.5145,135.3009
-34.5164,135.3040
-34.5189,135.3361
-34.5220,135.3538
-34.5213,135.3358
-34.5194,135.3247
-34.5206,135.3162
-34.5206,135.3162
-34.5206,135.3162
-34.5247,135.3122
-34.5260,135.3130
-34.5295,135.3109
-34.5316,135.3084
-34.5362,135.3060
-34.5350,135.3056
-34.5365,135.3041
-34.5391,135.3037
-34.5365,135.3060
-34.5471,135.2989
-34.5522,135.2975
-34.5522,135.2975
-34.5522,135.2975
-34.5522,135.2975
-34.5522,135.2975
-34.5540,135.3012
-34.5559,135.3011
-34.5599,135.3044
-34.5636,135.3094
-34.5661,135.3164
-34.5667,135.3257
-34.5680,135.3275
-34.5701,135.327
-34.5723,135.3305
-34.5729,135.3400
-34.5736,135.3415
-34.5761,135.3443
-34.5759,135.3461
-34.5800,135.3546
-34.5800,135.3546
-34.5910,135.3565
-34.5969,135.3518
-34.6035,135.3504
-34.6082,135.3522
-34.6132,135.3588
-34.6207,135.3616
-34.6207,135.3616
-34.6207,135.3616
-34.6207,135.3616
-34.6228,135.3705
-34.6220,135.3791
-34.6230,135.3911
-34.6265,135.3942
-34.6266,135.3950
-34.6297,135.3983
-34.6302,135.3982
-34.6334,135.4021
-34.6334,135.4021
-34.6334,135.4021
-34.6327,135.3982
-34.6316,135.3970
-34.6325,135.3968
-34.6314,135.3901
-34.6300,135.3903
-34.6308,135.3865
-34.6288,135.3742
-34.6288,135.3742
-34.6288,135.3742
-34.6297,135.3727
-34.6313,135.3726
-34.6380,135.3683
-34.6373,135.3637
-34.6396,135.3626
-34.6420,135.3657
-34.6420,135.3657
-34.6420,135.3657
-34.6419,135.3719
-34.6438,135.3729
-34.6448,135.3777
-34.6440,135.3856
-34.6408,135.3937
-34.6384,135.3969
-34.6378,135.4024
-34.6378,135.4027
-34.6377,135.4032
-34.6369,135.4098
-34.6380,135.4120
-34.6358,135.4221
-34.6354,135.4228
-34.6345,135.4307
-34.6348,135.4315
-34.6336,135.4382
-34.6336,135.4382
-34.6336,135.4382
-34.6309,135.4462
-34.6267,135.4510
-34.6222,135.4523
-34.6144,135.4515
-34.6144,135.4515
-34.6161,135.4549
-34.6159,135.4557
-34.6194,135.4651
-34.6202,135.4652
-34.6228,135.4740
-34.6228,135.4740
-34.6228,135.4740
-34.6170,135.4989
-34.6188,135.4991
-34.6202,135.5013
-34.6209,135.5104
-34.6129,135.5167
-34.6129,135.5167
-34.6129,135.5167
-34.6129,135.5167
-34.6089,135.5151
-34.6088,135.5147
-34.6067,135.5137
-34.6067,135.5139
-34.6041,135.5144
-34.5949,135.5080
-34.5949,135.5080
-34.5864,135.4580
-34.5864,135.4580
-34.5869,135.4557
-34.5915,135.4526
-34.5916,135.4525
-34.5947,135.4453
-34.6005,135.4431
-34.6005,135.4431
-34.6005,135.4431
-34.6054,135.4524
-34.6085,135.4636
-34.6119,135.4669
-34.6124,135.4681
-34.6166,135.4729
-34.6166,135.4729
-34.6104,135.4584
-34.6095,135.4506
-34.6034,135.4316
-34.6034,135.4316
-34.6034,135.4316
-34.5700,135.4440
-34.5556,135.4418
-34.5537,135.4422
-34.5519,135.4431
-34.5505,135.4429
-34.5371,135.4457
-34.5371,135.4457
-34.5371,135.4457
-34.5371,135.4457
-34.5292,135.4319
-34.5286,135.4320
-34.5273,135.4286
-34.5273,135.4286
-34.5388,135.4103
-34.5388,135.4103
-34.5353,135.4097
-34.5312,135.4108
-34.5290,135.4093
-34.5261,135.4137
-34.5208,135.4145
-34.5136,135.4122
-34.5072,135.4050
-34.5072,135.4050
-34.5072,135.4050
-34.5072,135.4050
-34.5071,135.4022
-34.5097,135.4013
-34.5144,135.4013
-34.5179,135.3996
-34.5152,135.3998
-34.5180,135.3995
-34.5201,135.3985
-34.5242,135.3952
-34.5253,135.3958
-34.5340,135.3914
-34.5340,135.3914
-34.5340,135.3914
-34.5340,135.3914
-34.5340,135.3914
-34.5408,135.4021
-34.5424,135.4032
-34.5433,135.4022
-34.5447,135.4042
-34.5449,135.4131
-34.5446,135.4134
-34.5488,135.4221
-34.5488,135.4221
-34.5496,135.4127
-34.5517,135.4087
-34.5550,135.4063
-34.5550,135.4063
-34.5714,135.4100
-34.5741,135.4096
-34.5813,135.4113
-34.5824,135.4086
-34.5878,135.4136
-34.5884,135.4038
-34.5882,135.4036
-34.5886,135.4002
-34.5886,135.4002
-34.5886,135.4002
-34.5886,135.4002
-34.5886,135.4002
-34.5924,135.3968
-34.5925,135.3968
-34.5930,135.3963
-34.5930,135.3963
-34.6014,135.4222
-34.6014,135.4222
-34.5950,135.3892
-34.5950,135.3892
-34.5787,135.3946
-34.5771,135.3939
-34.5670,135.3992
-34.5605,135.3972
-34.5556,135.3983
-34.5504,135.3955
-34.5466,135.3952
-34.5431,135.3917
-34.5387,135.3893
-34.5301,135.3866
-34.5286,135.3848
-34.5287,135.3840
-34.5152,135.3769
-34.5152,135.3769
-34.5077,135.3845
-34.5051,135.3901
-34.4968,135.3957
-34.4967,135.3957
-34.4412,135.3883
-34.4412,135.3883
-34.4380,135.3855
-34.4378,135.3838
-34.4353,135.3806
-34.4341,135.3809
-34.4308,135.3781
-34.4302,135.3746
-34.4305,135.3743
-34.4244,135.3664
-34.4230,135.3658
-34.4232,135.3648
-34.4187,135.3589
-34.4187,135.3589
-34.4170,135.3620
-34.4113,135.3637
-34.3919,135.3633
-34.3911,135.3647
-34.3849,135.3655
-34.3806,135.3645
-34.3770,135.3614
-34.3761,135.3578
-34.3780,135.3563
-34.3738,135.3554
-34.3735,135.3551
-34.3681,135.3546
-34.3683,135.3549
-34.3661,135.3573
-34.3583,135.3585
-34.3556,135.3570
-34.3501,135.3578
-34.3490,135.3559
-34.3440,135.3598
-34.3433,135.3586
-34.3237,135.3576
-34.3195,135.3553
-34.3172,135.3565
-34.3157,135.3541
-34.3131,135.3561
-34.3105,135.3528
-34.3070,135.3534
-34.3049,135.3510
-34.2992,135.3518
-34.2962,135.3489
-34.2945,135.3501
-34.2936,135.3490
-34.2930,135.3504
-34.2902,135.3494
-34.2884,135.3515
-34.2879,135.3503
-34.2842,135.3513
-34.2836,135.3498
-34.2675,135.3462
-34.2675,135.3462
-34.2675,135.3462
-34.2105,135.3199
-34.1840,135.3035
-34.1840,135.3035
-34.1840,135.3035
-34.1750,135.2922
-34.1703,135.2800
-34.1700,135.2709
-34.1739,135.2681
-34.1749,135.2692
-34.1772,135.2678
-34.1735,135.2677
-34.1736,135.2658
-34.1674,135.2664
-34.1580,135.2557
-34.1552,135.2556
-34.1526,135.2501
-34.1551,135.2481
-34.1501,135.2412
-34.1501,135.2412
-34.1486,135.2436
-34.1484,135.2433
-34.1261,135.2713
-34.1258,135.2729
-34.1197,135.2794
-34.1197,135.2794
-34.0814,135.2764
-34.0790,135.2780
-34.0702,135.2811
-34.0569,135.2752
-34.0493,135.2739
-34.0248,135.2719
-34.0247,135.2719
-34.0247,135.2719
-34.0195,135.2715
-34.0195,135.2715
-34.0144,135.2693
-34.0143,135.2688
-33.9813,135.2521
-33.9813,135.2521
-33.9618,135.2370
-33.9534,135.2285
-33.9517,135.2288
-33.9455,135.2236
-33.9346,135.2103
-33.9263,135.2034
-33.9198,135.1940
-33.9198,135.1940
-33.9198,135.1940
-33.9127,135.1939
-33.9117,135.1917
-33.9112,135.1916
-33.9093,135.1927
-33.9081,135.1907
-33.9045,135.1897
-33.8977,135.1921
-33.8864,135.1879
-33.8777,135.1821
-33.8777,135.1821
-33.8777,135.1821
-33.8777,135.1821
-33.8735,135.1762
-33.8725,135.1703
-33.8775,135.1617
-33.8775,135.1617
-33.8651,135.1537
-33.8584,135.1514
-33.8523,135.1458
-33.8497,135.1427
-33.8475,135.1346
-33.8447,135.1343
-33.8425,135.1319
-33.8401,135.1323
-33.8358,135.1289
-33.8302,135.1175
-33.8240,135.1137
-33.8225,135.1081
-33.8209,135.1081
-33.8173,135.1039
-33.8172,135.1020
-33.8167,135.1014
-33.8157,135.1013
-33.8156,135.1004
-33.8103,135.0951
-33.8097,135.0949
-33.8096,135.0944
-33.7550,135.0402
-33.7550,135.0402
-33.7385,135.0175
-33.7372,135.0175
-33.7345,135.0107
-33.7223,134.9946
-33.7171,134.9844
-33.7140,134.9819
-33.7128,134.9769
-33.7089,134.9727
-33.7086,134.9689
-33.7015,134.9575
-33.7009,134.9540
-33.6986,134.9502
-33.6978,134.9496
-33.6977,134.9489
-33.6876,134.9327
-33.6844,134.9306
-33.6833,134.9259
-33.6830,134.9253
-33.6814,134.9246
-33.6793,134.9199
-33.6767,134.9189
-33.6760,134.9144
-33.6738,134.9144
-33.6734,134.9100
-33.6716,134.9073
-33.6705,134.9075
-33.6673,134.9026
-33.6672,134.9001
-33.6653,134.8971
-33.6624,134.8952
-33.6604,134.8894
-33.6584,134.8862
-33.6548,134.8845
-33.6539,134.8789
-33.6539,134.8789
-33.6523,134.8789
-33.6522,134.8824
-33.6453,134.8840
-33.6451,134.8856
-33.6430,134.8860
-33.6400,134.8848
-33.6361,134.8791
-33.6353,134.8699
-33.6396,134.8652
-33.6416,134.8663
-33.6439,134.8607
-33.6439,134.8607
-33.6372,134.8527
-33.6375,134.8507
-33.6323,134.8451
-33.6317,134.8425
-33.6298,134.8427
-33.6306,134.8389
-33.6263,134.8362
-33.6276,134.8325
-33.6263,134.8302
-33.6218,134.8321
-33.6237,134.8403
-33.6213,134.8426
-33.6099,134.8438
-33.5989,134.8416
-33.5465,134.8634
-33.5465,134.8634
-33.5053,134.8606
-33.4364,134.8450
-33.4364,134.8450
-33.4364,134.8450
-33.3817,134.8265
-33.3287,134.8020
-33.3287,134.8020
-33.2975,134.7549
-33.2959,134.7550
-33.2913,134.7520
-33.2738,134.7367
-33.2700,134.7273
-33.2639,134.7193
-33.2631,134.7123
-33.2649,134.7078
-33.2646,134.7051
-33.2555,134.6914
-33.2501,134.6880
-33.2497,134.6839
-33.2476,134.6830
-33.2333,134.6641
-33.2335,134.6582
-33.2335,134.6582
-33.2325,134.6756
-33.2331,134.6763
-33.2324,134.6779
-33.2305,134.7100
-33.2330,134.7089
-33.2309,134.7116
-33.2299,134.7190
-33.2299,134.7190
-33.2299,134.7190
-33.2299,134.7190
-33.2241,134.7228
-33.2187,134.7224
-33.2189,134.7157
-33.2185,134.7155
-33.2178,134.7177
-33.2141,134.7182
-33.2129,134.7167
-33.2136,134.7140
-33.2102,134.7130
-33.2077,134.7148
-33.2073,134.7182
-33.2034,134.7186
-33.2008,134.7154
-33.1977,134.7177
-33.1956,134.7174
-33.1916,134.7156
-33.1914,134.7134
-33.1871,134.7108
-33.1873,134.7090
-33.1827,134.7090
-33.1746,134.7021
-33.1709,134.6933
-33.1712,134.6847
-33.1610,134.6666
-33.1605,134.6579
-33.1627,134.6479
-33.1611,134.6350
-33.1621,134.6324
-33.1621,134.6324
-33.1483,134.6102
-33.1407,134.6004
-33.1387,134.5951
-33.1405,134.5881
-33.1458,134.5836
-33.1613,134.5583
-33.1613,134.5583
-33.1665,134.5597
-33.1786,134.5696
-33.1821,134.5747
-33.1856,134.5737
-33.1893,134.5763
-33.1965,134.5981
-33.1965,134.5981
-33.1965,134.5981
-33.1973,134.6065
-33.1925,134.6106
-33.1907,134.6159
-33.1942,134.6209
-33.1951,134.6255
-33.1878,134.6353
-33.1841,134.6363
-33.1827,134.6407
-33.1827,134.6407
-33.1905,134.6410
-33.1941,134.6434
-33.1947,134.6471
-33.1953,134.6474
-33.1953,134.6474
-33.1953,134.6474
-33.1949,134.6445
-33.1959,134.6424
-33.1969,134.6322
-33.1948,134.6283
-33.1979,134.6231
-33.1979,134.6231
-33.1979,134.6231
-33.2137,134.6312
-33.2137,134.6312
-33.2187,134.6355
-33.2214,134.6419
-33.2188,134.6490
-33.2230,134.6637
-33.2230,134.6637
-33.2236,134.6533
-33.2231,134.6522
-33.2243,134.6424
-33.2243,134.6424
-33.2243,134.6424
-33.2264,134.6404
-33.2270,134.6409
-33.2333,134.6374
-33.2345,134.6365
-33.2339,134.6350
-33.2365,134.6337
-33.2385,134.6345
-33.2451,134.6308
-33.2451,134.6308
-33.2429,134.6289
-33.2397,134.6289
-33.2330,134.6232
-33.2300,134.6181
-33.2295,134.6176
-33.2274,134.6184
-33.2223,134.6129
-33.2224,134.6117
-33.2215,134.6110
-33.2205,134.6111
-33.2205,134.6101
-33.2191,134.6090
-33.2176,134.6089
-33.2175,134.6076
-33.2071,134.5989
-33.2068,134.5991
-33.2068,134.5986
-33.2034,134.5957
-33.2034,134.5957
-33.2034,134.5957
-33.2034,134.5957
-33.1977,134.5818
-33.1963,134.5811
-33.1953,134.5770
-33.1920,134.5734
-33.1917,134.5682
-33.1920,134.5676
-33.1818,134.5425
-33.1808,134.5415
-33.1810,134.5405
-33.1784,134.5343
-33.1776,134.5342
-33.1750,134.5303
-33.1754,134.5268
-33.1744,134.5243
-33.1707,134.5182
-33.1703,134.5145
-33.1677,134.5140
-33.1614,134.5062
-33.1592,134.5003
-33.1598,134.4967
-33.1572,134.4957
-33.1528,134.4789
-33.1542,134.4746
-33.1446,134.4508
-33.1446,134.4508
-33.1446,134.4508
-33.1446,134.4508
-33.1466,134.4455
-33.1453,134.4343
-33.1488,134.4154
-33.1595,134.4068
-33.1603,134.4010
-33.1660,134.3918
-33.1674,134.3910
-33.1758,134.3688
-33.1758,134.3688
-33.1610,134.3668
-33.1552,134.3646
-33.1253,134.3584
-33.1105,134.3387
-33.0985,134.3335
-33.0906,134.3243
-33.0893,134.3104
-33.0823,134.3012
-33.0801,134.2991
-33.0759,134.2925
-33.0759,134.2925
-33.0759,134.2925
-33.0714,134.2939
-33.0712,134.2938
-33.0540,134.2983
-33.0538,134.2990
-33.0492,134.2996
-33.0492,134.2996
-33.0492,134.2996
-33.0399,134.2933
-33.0383,134.2889
-33.0341,134.2848
-33.0285,134.2840
-33.0248,134.2806
-33.0247,134.2755
-33.0247,134.2755
-33.0247,134.2755
-33.0274,134.2712
-33.0280,134.2681
-33.0321,134.2640
-33.0321,134.2640
-33.0321,134.2640
-33.0321,134.2640
-33.0353,134.2653
-33.0363,134.2673
-33.0360,134.2678
-33.0410,134.2726
-33.0423,134.2715
-33.0445,134.2742
-33.0467,134.2737
-33.0495,134.2762
-33.0504,134.2817
-33.0504,134.2817
-33.0535,134.2788
-33.0553,134.2738
-33.0577,134.2731
-33.0569,134.2683
-33.0600,134.2624
-33.0650,134.2629
-33.0730,134.2610
-33.0833,134.2628
-33.0880,134.2661
-33.0924,134.2710
-33.1074,134.2787
-33.1074,134.2787
-33.1132,134.2844
-33.1137,134.2876
-33.1174,134.2927
-33.1174,134.2915
-33.1185,134.2923
-33.1128,134.3053
-33.1120,134.3125
-33.1120,134.3125
-33.1182,134.3165
-33.1184,134.3187
-33.1167,134.3178
-33.1173,134.3193
-33.1188,134.3212
-33.1252,134.3165
-33.1278,134.3236
-33.1319,134.3262
-33.1376,134.3375
-33.1402,134.3474
-33.1400,134.3480
-33.1482,134.3584
-33.1482,134.3584
-33.1567,134.3496
-33.1592,134.3460
-33.1612,134.3449
-33.1612,134.3449
-33.1620,134.3451
-33.1622,134.3448
-33.1628,134.3452
-33.1676,134.3463
-33.1721,134.3445
-33.1744,134.3457
-33.1778,134.3450
-33.1800,134.3479
-33.1902,134.3513
-33.1903,134.3513
-33.1994,134.3283
-33.1994,134.3283
-33.1952,134.3246
-33.1947,134.3214
-33.1913,134.3165
-33.1885,134.3183
-33.1867,134.3169
-33.1822,134.3097
-33.1820,134.3039
-33.1782,134.2978
-33.1756,134.2978
-33.1761,134.2949
-33.1733,134.2911
-33.1698,134.2902
-33.1676,134.2877
-33.1644,134.2812
-33.1650,134.2783
-33.1649,134.2781
-33.1630,134.2777
-33.1631,134.2754
-33.1572,134.2668
-33.1559,134.2659
-33.1526,134.2602
-33.1526,134.2602
-33.1470,134.2608
-33.1458,134.2641
-33.1428,134.2651
-33.1412,134.2638
-33.1385,134.2667
-33.1283,134.2643
-33.1219,134.2645
-33.1142,134.2613
-33.1086,134.2614
-33.1075,134.2625
-33.0982,134.2617
-33.0982,134.2617
-33.0982,134.2617
-33.0636,134.2419
-33.0633,134.2420
-33.0594,134.2401
-33.0592,134.2394
-33.0553,134.2371
-33.0508,134.2370
-33.0433,134.2302
-33.0433,134.2302
-33.0433,134.2302
-33.0396,134.2231
-33.0408,134.2195
-33.0388,134.2126
-33.0392,134.2110
-33.0384,134.2074
-33.0356,134.2027
-33.0351,134.1920
-33.0351,134.1920
-33.0351,134.1920
-33.0373,134.1870
-33.0413,134.1829
-33.0421,134.1838
-33.0476,134.1773
-33.0464,134.1753
-33.0474,134.1721
-33.0503,134.1728
-33.0556,134.1679
-33.0515,134.1677
-33.0503,134.1692
-33.0468,134.1658
-33.0413,134.1652
-33.0400,134.1638
-33.0412,134.1609
-33.0351,134.1582
-33.0353,134.1548
-33.0323,134.1532
-33.0320,134.1506
-33.0305,134.1509
-33.0289,134.1469
-33.0288,134.1469
-33.0259,134.1485
-33.0266,134.1452
-33.0265,134.1451
-33.0248,134.1455
-33.0245,134.1435
-33.0234,134.1427
-33.0222,134.1433
-33.0180,134.1385
-33.0180,134.1385
-33.0143,134.1842
-33.0157,134.1889
-33.0135,134.1935
-33.0057,134.2015
-32.9953,134.2048
-32.9769,134.2052
-32.9637,134.2018
-32.9423,134.1890
-32.9322,134.1790
-32.9267,134.1673
-32.9267,134.1673
-32.9267,134.1673
-32.9244,134.1564
-32.9281,134.1440
-32.9315,134.1411
-32.9361,134.1401
-32.9387,134.1418
-32.9387,134.1421
-32.9442,134.1411
-32.9442,134.1411
-32.9442,134.1411
-32.9283,134.1293
-32.9264,134.1292
-32.9145,134.1191
-32.9123,134.1064
-32.9183,134.0969
-32.9211,134.0971
-32.9223,134.0944
-32.9252,134.0849
-32.9251,134.0840
-32.9265,134.0809
-32.9265,134.0809
-32.9230,134.0786
-32.9211,134.0815
-32.9186,134.0810
-32.9170,134.0733
-32.9132,134.0723
-32.9111,134.0643
-32.9079,134.0605
-32.9079,134.0605
-32.9066,134.0632
-32.9093,134.0703
-32.9059,134.0753
-32.9007,134.0760
-32.8991,134.0786
-32.8991,134.0786
-32.8991,134.0786
-32.8991,134.0786
-32.8954,134.0795
-32.8908,134.0778
-32.8919,134.0775
-32.8871,134.0758
-32.8865,134.0727
-32.8838,134.0715
-32.8838,134.0715
-32.8777,134.0889
-32.8794,134.0925
-32.8786,134.0961
-32.8755,134.0993
-32.8744,134.0984
-32.8681,134.1168
-32.8681,134.1168
-32.8589,134.1254
-32.8564,134.1319
-32.8538,134.1336
-32.8454,134.1341
-32.8429,134.1360
-32.8428,134.1368
-32.8397,134.1384
-32.8397,134.1384
-32.8397,134.1384
-32.8320,134.1383
-32.8208,134.1341
-32.8130,134.1332
-32.7833,134.1189
-32.7833,134.1189
-32.7833,134.1189
-32.7564,134.0977
-32.7503,134.0909
-32.7459,134.0828
-32.7439,134.0809
-32.7429,134.0813
-32.7428,134.0798
-32.7332,134.0706
-32.7313,134.0701
-32.7312,134.0687
-32.7305,134.0680
-32.7298,134.0682
-32.7299,134.0675
-32.7276,134.0653
-32.7266,134.0655
-32.7268,134.0644
-32.7250,134.0627
-32.7249,134.0628
-32.7224,134.0603
-32.7129,134.0753
-32.7130,134.0762
-32.7095,134.0805
-32.7117,134.0901
-32.7144,134.0934
-32.7144,134.0961
-32.7190,134.1002
-32.7212,134.1070
-32.7197,134.1198
-32.7220,134.1212
-32.7194,134.1433
-32.7215,134.1575
-32.7200,134.1642
-32.7224,134.1829
-32.7226,134.1831
-32.7252,134.2049
-32.7252,134.2049
-32.7252,134.2049
-32.7283,134.2077
-32.7307,134.2150
-32.7307,134.2150
-32.7267,134.1859
-32.7258,134.1843
-32.7237,134.1852
-32.7252,134.1830
-32.7244,134.1796
-32.7264,134.1775
-32.7273,134.1839
-32.7273,134.1839
-32.7259,134.1705
-32.7247,134.1674
-32.7252,134.1648
-32.7242,134.1553
-32.7240,134.1555
-32.7239,134.1528
-32.7239,134.1528
-32.7239,134.1528
-32.7239,134.1528
-32.7283,134.1551
-32.7369,134.1646
-32.7395,134.1765
-32.7406,134.1738
-32.7417,134.1767
-32.7400,134.1773
-32.7430,134.1826
-32.7421,134.1897
-32.7459,134.1927
-32.7439,134.1896
-32.7455,134.1892
-32.7491,134.1941
-32.7493,134.1990
-32.7461,134.1989
-32.7466,134.2001
-32.7503,134.1998
-32.7538,134.1955
-32.7558,134.1971
-32.7653,134.1899
-32.7697,134.1892
-32.7788,134.1940
-32.7906,134.1930
-32.7929,134.1961
-32.7953,134.1966
-32.7953,134.1966
-32.7953,134.1966
-32.7969,134.2027
-32.7950,134.2128
-32.7898,134.2218
-32.7898,134.2218
-32.7831,134.2265
-32.7830,134.2282
-32.7796,134.2318
-32.7745,134.2326
-32.7068,134.2804
-32.7068,134.2805
-32.7067,134.2805
-32.7004,134.2850
-32.7002,134.2872
-32.6928,134.2903
-32.6928,134.2903
-32.6773,134.2872
-32.6726,134.2920
-32.6619,134.2943
-32.6557,134.2896
-32.6561,134.2868
-32.6541,134.2854
-32.6537,134.2824
-32.6359,134.2788
-32.6086,134.2778
-32.5871,134.2719
-32.5738,134.2663
-32.5738,134.2663
-32.5738,134.2663
-32.5577,134.2563
-32.5373,134.2371
-32.5246,134.2226
-32.5111,134.2142
-32.5076,134.2075
-32.4961,134.1981
-32.4825,134.1839
-32.4690,134.1631
-32.4690,134.1631
-32.4690,134.1631
-32.4680,134.1568
-32.4576,134.1362
-32.4540,134.1212
-32.4569,134.1062
-32.4578,134.0921
-32.4578,134.0921
-32.4578,134.0921
-32.4568,134.0972
-32.4521,134.1011
-32.4513,134.1039
-32.4501,134.1028
-32.4501,134.1028
-32.4553,134.0810
-32.4561,134.0825
-32.4564,134.0820
-32.4553,134.0810
-32.4591,134.0836
-32.4581,134.0862
-32.4621,134.0830
-32.4636,134.0833
-32.4655,134.0823
-32.4655,134.0823
-32.4594,134.0815
-32.4584,134.0823
-32.4573,134.0812
-32.4573,134.0812
-32.4557,134.0628
-32.4449,134.0622
-32.4411,134.0590
-32.4407,134.0571
-32.4407,134.0571
-32.4407,134.0571
-32.4407,134.0554
-32.4411,134.0572
-32.4563,134.0619
-32.4563,134.0619
-32.4563,134.0619
-32.4707,134.0862
-32.4707,134.0862
-32.4683,134.0752
-32.4610,134.0567
-32.4593,134.0479
-32.4598,134.0369
-32.4598,134.0369
-32.4598,134.0369
-32.4657,134.0268
-32.4666,134.0232
-32.4738,134.0087
-32.4795,134.0031
-32.4844,133.9951
-32.4844,133.9950
-32.4844,133.9950
-32.4892,133.9915
-32.4940,133.9934
-32.4957,133.9931
-32.4966,133.9929
-32.4967,133.9930
-32.5053,133.9915
-32.5053,133.9915
-32.5025,133.9754
-32.4967,133.9642
-32.4943,133.9549
-32.4932,133.9455
-32.4948,133.9227
-32.4948,133.9227
-32.4948,133.9227
-32.4948,133.9227
-32.4967,133.9186
-32.5087,133.9074
-32.5130,133.9052
-32.5173,133.9086
-32.5176,133.9084
-32.5201,133.8999
-32.5233,133.8961
-32.5311,133.8929
-32.5348,133.8934
-32.5370,133.8955
-32.5412,133.8936
-32.5369,133.8814
-32.5326,133.8766
-32.5348,133.8725
-32.5338,133.8713
-32.5372,133.8668
-32.5319,133.8610
-32.5338,133.8557
-32.5416,133.8523
-32.5417,133.8490
-32.5326,133.8501
-32.5321,133.8540
-32.5288,133.8566
-32.5194,133.8571
-32.5091,133.8531
-32.5091,133.8530
-32.4900,133.8554
-32.4898,133.8592
-32.4835,133.8624
-32.4742,133.8574
-32.4374,133.8620
-32.4367,133.8625
-32.4333,133.8625
-32.4288,133.8631
-32.4279,133.8645
-32.4204,133.8674
-32.3991,133.8668
-32.3991,133.8668
-32.3991,133.8668
-32.3988,133.8734
-32.4003,133.8773
-32.3978,133.8896
