start,Ballarat
-36.6230,145.6445
-36.5907,145.6445
-36.5900,145.6262
-36.5781,145.6237
-36.5632,145.6147
-36.5632,145.6317
-36.4990,145.6315
-36.4990,145.7318
-36.4426,145.7313
-36.4344,145.7242
-36.4246,145.7244
-36.4261,145.7351
-36.4312,145.7396
-36.4342,145.7379
-36.4350,145.7419
-36.4337,145.7469
-36.4357,145.7533
-36.4361,145.7638
-36.4373,145.7653
-36.4415,145.7657
-36.4414,145.7683
-36.4446,145.7714
-36.4437,145.7753
-36.3414,145.7969
-36.3222,145.7992
-36.2989,145.7985
-36.2990,146.0309
-36.2654,146.0311
-36.2550,146.0369
-36.2551,146.1314
-36.1867,146.1310
-36.1868,146.2236
-36.1855,146.2244
-36.1854,146.2208
-36.1829,146.2209
-36.1829,146.2340
-36.1883,146.2331
-36.1882,146.2357
-36.1905,146.2366
-36.1873,146.2361
-36.1814,146.2389
-36.1820,146.2445
-36.1796,146.2419
-36.1768,146.2465
-36.1701,146.2427
-36.1674,146.2451
-36.1686,146.2398
-36.1716,146.2389
-36.1693,146.2375
-36.1712,146.2362
-36.1698,146.2334
-36.1704,146.2303
-36.1671,146.2288
-36.1666,146.2317
-36.1650,146.2320
-36.1667,146.2334
-36.1648,146.2362
-36.1627,146.2357
-36.1604,146.2373
-36.1590,146.2357
-36.1576,146.2382
-36.1571,146.2354
-36.1549,146.2372
-36.1540,146.2349
-36.1517,146.2396
-36.1491,146.2387
-36.1497,146.2369
-36.1469,146.2365
-36.1461,146.2373
-36.1487,146.2397
-36.1481,146.2408
-36.1436,146.2401
-36.1423,146.2371
-36.1393,146.2386
-36.1414,146.2424
-36.1390,146.2435
-36.1357,146.2387
-36.1332,146.2413
-36.1285,146.2357
-36.1286,146.2299
-36.1317,146.2282
-36.1276,146.2186
-36.1257,146.2045
-36.1191,146.2068
-36.1127,146.2059
-36.1120,146.2093
-36.1153,146.2102
-36.1145,146.2158
-36.1110,146.2156
-36.1091,146.2133
-36.1078,146.2165
-36.1065,146.2163
-36.1072,146.2120
-36.1058,146.2111
-36.1068,146.2093
-36.1050,146.2080
-36.1052,146.2048
-36.1029,146.2067
-36.1028,146.2106
-36.0994,146.2094
-36.0983,146.2126
-36.0969,146.2099
-36.0965,146.2122
-36.0985,146.2151
-36.0973,146.2164
-36.0921,146.2147
-36.0940,146.2131
-36.0918,146.2100
-36.0914,146.2130
-36.0890,146.2152
-36.0852,146.2044
-36.0855,146.1966
-36.0841,146.1962
-36.0831,146.1995
-36.0803,146.2016
-36.0758,146.2006
-36.0723,146.2022
-36.0713,146.2007
-36.0704,146.2028
-36.0668,146.1996
-36.0645,146.2004
-36.0600,146.1961
-36.0469,146.1991
-36.0439,146.1966
-36.0447,146.1934
-36.0475,146.1921
-36.0455,146.1855
-36.0493,146.1816
-36.0512,146.1816
-36.0513,146.1792
-36.0417,146.1752
-36.0340,146.1772
-36.0337,146.1823
-36.0356,146.1821
-36.0367,146.1785
-36.0384,146.1789
-36.0419,146.1853
-36.0416,146.1880
-36.0337,146.1976
-36.0326,146.1972
-36.0354,146.1942
-36.0298,146.1980
-36.0333,146.2003
-36.0361,146.1979
-36.0390,146.2053
-36.0344,146.2110
-36.0357,146.2054
-36.0285,146.2126
-36.0333,146.2163
-36.0338,146.2120
-36.0382,146.2104
-36.0380,146.2144
-36.0364,146.2152
-36.0372,146.2134
-36.0359,146.2145
-36.0368,146.2201
-36.0352,146.2218
-36.0314,146.2204
-36.0302,146.2215
-36.0290,146.2282
-36.0328,146.2283
-36.0341,146.2298
-36.0331,146.2320
-36.0285,146.2338
-36.0285,146.2436
-36.0270,146.2444
-36.0236,146.2417
-36.0244,146.2494
-36.0227,146.2512
-36.0207,146.2457
-36.0177,146.2452
-36.0171,146.2482
-36.0196,146.2515
-36.0155,146.2532
-36.0121,146.2572
-36.0174,146.2603
-36.0157,146.2602
-36.0159,146.2619
-36.0180,146.2606
-36.0214,146.2613
-36.0212,146.2675
-36.0251,146.2680
-36.0267,146.2732
-36.0236,146.2787
-36.0196,146.2786
-36.0213,146.2765
-36.0199,146.2745
-36.0172,146.2770
-36.0125,146.2752
-36.0110,146.2828
-36.0136,146.2785
-36.0158,146.2788
-36.0166,146.2814
-36.0143,146.2864
-36.0201,146.2914
-36.0230,146.2823
-36.0260,146.2823
-36.0277,146.2856
-36.0246,146.2920
-36.0289,146.2932
-36.0302,146.2925
-36.0303,146.2863
-36.0336,146.2866
-36.0358,146.2913
-36.0378,146.2841
-36.0408,146.2826
-36.0421,146.2844
-36.0388,146.2912
-36.0457,146.2928
-36.0477,146.3002
-36.0452,146.3024
-36.0438,146.3008
-36.0447,146.2973
-36.0397,146.2973
-36.0367,146.3010
-36.0427,146.3024
-36.0433,146.3053
-36.0398,146.3068
-36.0394,146.3088
-36.0454,146.3128
-36.0447,146.3155
-36.0400,146.3151
-36.0385,146.3164
-36.0423,146.3194
-36.0430,146.3230
-36.0424,146.3217
-36.0416,146.3238
-36.0433,146.3292
-36.0368,146.3321
-36.0336,146.3258
-36.0265,146.3314
-36.0277,146.3346
-36.0263,146.3385
-36.0291,146.3458
-36.0380,146.3471
-36.0418,146.3503
-36.0411,146.3588
-36.0503,146.3672
-36.0510,146.3697
-36.0468,146.3735
-36.0446,146.3802
-36.0384,146.3760
-36.0391,146.3833
-36.0354,146.3876
-36.0268,146.3791
-36.0132,146.3804
-36.0071,146.3883
-36.0072,146.3990
-36.0045,146.4000
-35.9966,146.3980
-35.9897,146.4020
-35.9836,146.4161
-35.9816,146.4120
-35.9796,146.4147
-35.9754,146.4143
-35.9777,146.4171
-35.9777,146.4201
-35.9737,146.4189
-35.9726,146.4248
-35.9666,146.4217
-35.9638,146.4259
-35.9672,146.4372
-35.9728,146.4386
-35.9758,146.4430
-35.9729,146.4459
-35.9656,146.4473
-35.9621,146.4537
-35.9664,146.4565
-35.9662,146.4621
-35.9706,146.4625
-35.9755,146.4687
-35.9774,146.4684
-35.9797,146.4651
-35.9841,146.4673
-35.9841,146.4692
-35.9812,146.4698
-35.9840,146.4731
-35.9832,146.4766
-35.9870,146.4806
-35.9857,146.4863
-35.9901,146.4879
-35.9917,146.4945
-35.9911,146.4991
-35.9871,146.5031
-35.9836,146.5016
-35.9862,146.4972
-35.9852,146.4924
-35.9790,146.5012
-35.9732,146.4965
-35.9578,146.5021
-35.9640,146.5126
-35.9632,146.5159
-35.9601,146.5177
-35.9603,146.5195
-35.9636,146.5216
-35.9692,146.5201
-35.9699,146.5259
-35.9760,146.5324
-35.9836,146.5316
-35.9843,146.5339
-35.9820,146.5378
-35.9842,146.5382
-35.9921,146.5491
-35.9887,146.5559
-35.9871,146.5549
-35.9879,146.5507
-35.9855,146.5498
-35.9853,146.5537
-35.9836,146.5549
-35.9791,146.5522
-35.9786,146.5591
-35.9764,146.5602
-35.9715,146.5589
-35.9687,146.5619
-35.9709,146.5658
-35.9731,146.5623
-35.9756,146.5626
-35.9751,146.5673
-35.9790,146.5697
-35.9787,146.5772
-35.9819,146.5792
-35.9834,146.5826
-35.9817,146.5868
-35.9750,146.5837
-35.9743,146.5948
-35.9706,146.5995
-35.9746,146.5999
-35.9758,146.6015
-35.9727,146.6034
-35.9740,146.6074
-35.9721,146.6118
-35.9752,146.6188
-35.9793,146.6109
-35.9808,146.6159
-35.9823,146.6161
-35.9859,146.6079
-35.9884,146.6082
-35.9903,146.6131
-35.9958,146.6136
-35.9965,146.6156
-35.9936,146.6175
-35.9931,146.6196
-35.9950,146.6221
-35.9991,146.6211
-35.9990,146.6234
-35.9961,146.6257
-35.9998,146.6284
-35.9997,146.6334
-36.0023,146.6308
-36.0039,146.6314
-36.0056,146.6367
-36.0092,146.6403
-36.0087,146.6425
-36.0039,146.6418
-36.0077,146.6450
-36.0076,146.6507
-36.0102,146.6493
-36.0138,146.6502
-36.0144,146.6585
-36.0177,146.6575
-36.0180,146.6503
-36.0210,146.6514
-36.0218,146.6581
-36.0244,146.6550
-36.0261,146.6559
-36.0261,146.6617
-36.0291,146.6649
-36.0281,146.6694
-36.0207,146.6653
-36.0186,146.6659
-36.0178,146.6683
-36.0216,146.6685
-36.0258,146.6713
-36.0218,146.6740
-36.0228,146.6807
-36.0255,146.6821
-36.0269,146.6765
-36.0287,146.6752
-36.0299,146.6771
-36.0295,146.6825
-36.0334,146.6797
-36.0396,146.6838
-36.0404,146.6894
-36.0347,146.6946
-36.0329,146.6943
-36.0316,146.6891
-36.0303,146.6895
-36.0313,146.6963
-36.0335,146.6979
-36.0359,146.7074
-36.0340,146.7099
-36.0299,146.7063
-36.0292,146.7125
-36.0264,146.7162
-36.0286,146.7224
-36.0237,146.7316
-36.0265,146.7328
-36.0276,146.7291
-36.0295,146.7283
-36.0311,146.7298
-36.0309,146.7323
-36.0344,146.7328
-36.0367,146.7351
-36.0386,146.7315
-36.0447,146.7300
-36.0480,146.7352
-36.0451,146.7398
-36.0478,146.7446
-36.0422,146.7492
-36.0421,146.7529
-36.0505,146.7506
-36.0513,146.7468
-36.0519,146.7487
-36.0588,146.7469
-36.0612,146.7498
-36.0606,146.7537
-36.0584,146.7558
-36.0554,146.7528
-36.0562,146.7581
-36.0518,146.7564
-36.0516,146.7623
-36.0529,146.7630
-36.0572,146.7596
-36.0595,146.7628
-36.0597,146.7647
-36.0567,146.7653
-36.0556,146.7671
-36.0589,146.7682
-36.0580,146.7712
-36.0592,146.7756
-36.0645,146.7804
-36.0632,146.7834
-36.0604,146.7813
-36.0593,146.7878
-36.0606,146.7888
-36.0643,146.7870
-36.0635,146.7917
-36.0651,146.7961
-36.0624,146.7986
-36.0612,146.7933
-36.0585,146.7945
-36.0572,146.7965
-36.0583,146.8007
-36.0551,146.8039
-36.0608,146.8062
-36.0641,146.8147
-36.0678,146.8131
-36.0678,146.8183
-36.0691,146.8182
-36.0703,146.8146
-36.0743,146.8163
-36.0697,146.8228
-36.0708,146.8255
-36.0750,146.8235
-36.0775,146.8275
-36.0845,146.8212
-36.0868,146.8215
-36.0887,146.8250
-36.0860,146.8297
-36.0859,146.8341
-36.0820,146.8367
-36.0865,146.8466
-36.0864,146.8490
-36.0838,146.8515
-36.0849,146.8571
-36.0788,146.8656
-36.0730,146.8645
-36.0736,146.8729
-36.0829,146.8768
-36.0875,146.8805
-36.0881,146.8900
-36.0854,146.8990
-36.0830,146.9011
-36.0849,146.9069
-36.0860,146.9069
-36.0869,146.9029
-36.0916,146.9060
-36.0979,146.9033
-36.0995,146.9086
-36.1026,146.9095
-36.1046,146.9124
-36.1063,146.9118
-36.1071,146.9055
-36.1112,146.9077
-36.1127,146.9145
-36.1079,146.9180
-36.1083,146.9240
-36.1040,146.9248
-36.1008,146.9214
-36.0971,146.9268
-36.0989,146.9298
-36.1025,146.9274
-36.1058,146.9281
-36.1114,146.9339
-36.1159,146.9437
-36.1107,146.9524
-36.1082,146.9520
-36.1067,146.9492
-36.1030,146.9484
-36.0997,146.9520
-36.0934,146.9508
-36.0918,146.9586
-36.0887,146.9550
-36.0845,146.9591
-36.0791,146.9560
-36.0780,146.9568
-36.0820,146.9610
-36.0805,146.9643
-36.0836,146.9666
-36.0821,146.9725
-36.0851,146.9765
-36.0908,146.9773
-36.0948,146.9812
-36.0939,146.9842
-36.0861,146.9904
-36.0872,146.9993
-36.0860,147.0027
-36.0839,147.0035
-36.0837,147.0074
-36.0854,147.0082
-36.0868,147.0058
-36.0891,147.0063
-36.0879,147.0118
-36.0897,147.0163
-36.0949,147.0130
-36.0999,147.0151
-36.1047,147.0134
-36.1059,147.0173
-36.0991,147.0190
-36.0998,147.0227
-36.1152,147.0341
-36.1095,147.0421
-36.1043,147.0423
-36.1038,147.0488
-36.1080,147.0506
-36.1078,147.0529
-36.1002,147.0556
-36.0981,147.0501
-36.0903,147.0523
-36.0895,147.0593
-36.0854,147.0577
-36.0824,147.0630
-36.0740,147.0595
-36.0661,147.0618
-36.0656,147.0639
-36.0687,147.0648
-36.0686,147.0668
-36.0634,147.0666
-36.0604,147.0687
-36.0634,147.0716
-36.0640,147.0745
-36.0566,147.0793
-36.0558,147.0854
-36.0538,147.0805
-36.0532,147.0882
-36.0492,147.0904
-36.0529,147.0930
-36.0527,147.0954
-36.0497,147.0955
-36.0468,147.0918
-36.0438,147.0915
-36.0437,147.0937
-36.0469,147.0943
-36.0467,147.0970
-36.0425,147.0992
-36.0385,147.0963
-36.0389,147.0997
-36.0359,147.1001
-36.0328,147.1037
-36.0314,147.0981
-36.0276,147.0921
-36.0262,147.0935
-36.0283,147.0970
-36.0261,147.0990
-36.0241,147.0993
-36.0218,147.0966
-36.0190,147.0983
-36.0158,147.0976
-36.0156,147.0999
-36.0199,147.1010
-36.0190,147.1043
-36.0164,147.1063
-36.0117,147.1054
-36.0124,147.0986
-36.0102,147.0980
-36.0107,147.1051
-36.0125,147.1092
-36.0095,147.1105
-36.0079,147.1064
-36.0048,147.1068
-36.0082,147.1125
-36.0076,147.1162
-36.0037,147.1156
-36.0009,147.1119
-35.9985,147.1166
-36.0003,147.1207
-35.9944,147.1233
-35.9947,147.1249
-35.9973,147.1231
-36.0000,147.1255
-36.0037,147.1228
-36.0054,147.1271
-36.0083,147.1251
-36.0116,147.1284
-36.0180,147.1273
-36.0200,147.1308
-36.0243,147.1313
-36.0285,147.1369
-36.0286,147.1414
-36.0312,147.1446
-36.0358,147.1428
-36.0377,147.1443
-36.0368,147.1466
-36.0319,147.1493
-36.0359,147.1552
-36.0312,147.1612
-36.0307,147.1644
-36.0374,147.1808
-36.0382,147.1877
-36.0423,147.1875
-36.0449,147.1933
-36.0438,147.1955
-36.0501,147.2062
-36.0466,147.2149
-36.0485,147.2248
-36.0423,147.2320
-36.0433,147.2388
-36.0384,147.2423
-36.0415,147.2517
-36.0393,147.2668
-36.0432,147.2799
-36.0394,147.2851
-36.0435,147.2874
-36.0427,147.2906
-36.0447,147.2964
-36.0466,147.2977
-36.0449,147.2999
-36.0476,147.3014
-36.0474,147.3047
-36.0500,147.3022
-36.0538,147.3067
-36.0571,147.3066
-36.0609,147.3105
-36.0611,147.3130
-36.0588,147.3155
-36.0563,147.3143
-36.0544,147.3110
-36.0528,147.3129
-36.0549,147.3181
-36.0600,147.3179
-36.0609,147.3199
-36.0581,147.3217
-36.0541,147.3294
-36.0470,147.3322
-36.0421,147.3437
-36.0367,147.3471
-36.0317,147.3528
-36.0287,147.3518
-36.0245,147.3462
-36.0187,147.3456
-36.0129,147.3489
-36.0098,147.3552
-36.0043,147.3555
-36.0007,147.3531
-35.9912,147.3581
-35.9823,147.3708
-35.9823,147.3748
-35.9796,147.3742
-35.9806,147.3720
-35.9766,147.3765
-35.9778,147.3739
-35.9723,147.3836
-35.9735,147.3923
-35.9718,147.3914
-35.9702,147.3931
-35.9663,147.3889
-35.9634,147.3882
-35.9622,147.3930
-35.9604,147.3941
-35.9590,147.3926
-35.9590,147.3871
-35.9550,147.3926
-35.9492,147.3903
-35.9476,147.3918
-35.9490,147.3954
-35.9434,147.4046
-35.9482,147.4084
-35.9469,147.4151
-35.9488,147.4219
-35.9529,147.4310
-35.9530,147.4352
-35.9559,147.4397
-35.9556,147.4431
-35.9585,147.4450
-35.9608,147.4506
-35.9577,147.4561
-35.9515,147.4544
-35.9441,147.4640
-35.9441,147.4777
-35.9434,147.4763
-35.9426,147.4788
-35.9492,147.4815
-35.9487,147.4884
-35.9438,147.4915
-35.9435,147.4941
-35.9527,147.5049
-35.9555,147.5071
-35.9583,147.5071
-35.9624,147.5114
-35.9589,147.5160
-35.9633,147.5252
-35.9650,147.5254
-35.9671,147.5212
-35.9763,147.5149
-35.9797,147.5200
-35.9832,147.5195
-35.9869,147.5213
-35.9867,147.5275
-35.9941,147.5375
-35.9973,147.5465
-36.0029,147.5484
-36.0040,147.5518
-36.0027,147.5561
-35.9918,147.5685
-35.9885,147.5796
-35.9846,147.5840
-35.9780,147.5814
-35.9786,147.5654
-35.9741,147.5622
-35.9724,147.5588
-35.9786,147.5476
-35.9745,147.5475
-35.9710,147.5517
-35.9687,147.5484
-35.9645,147.5491
-35.9698,147.5638
-35.9689,147.5715
-35.9710,147.5764
-35.9677,147.5823
-35.9698,147.5918
-35.9764,147.5968
-35.9791,147.6014
-35.9675,147.6205
-35.9621,147.6377
-35.9497,147.6424
-35.9460,147.6467
-35.9432,147.6608
-35.9425,147.6722
-35.9445,147.6747
-35.9438,147.6792
-35.9385,147.6868
-35.9285,147.7084
-35.9300,147.7113
-35.9385,147.7177
-35.9429,147.7168
-35.9455,147.7186
-35.9475,147.7285
-35.9564,147.7412
-35.9574,147.7494
-35.9547,147.7568
-35.9588,147.7634
-35.9588,147.7732
-35.9600,147.7734
-35.9611,147.7679
-35.9641,147.7667
-35.9653,147.7683
-35.9649,147.7729
-35.9686,147.7768
-35.9659,147.7802
-35.9672,147.7881
-35.9638,147.7964
-35.9650,147.8061
-35.9672,147.8112
-35.9715,147.8134
-35.9718,147.8157
-35.9759,147.8132
-35.9797,147.8174
-35.9787,147.8218
-35.9804,147.8252
-35.9781,147.8294
-35.9797,147.8308
-35.9796,147.8347
-35.9863,147.8425
-35.9851,147.8484
-35.9897,147.8496
-35.9871,147.8601
-35.9922,147.8619
-35.9896,147.8663
-35.9935,147.8701
-35.9910,147.8731
-35.9965,147.8820
-35.9994,147.8814
-36.0017,147.8828
-36.0008,147.8861
-35.9982,147.8850
-35.9976,147.8886
-35.9998,147.8975
-35.9955,147.8991
-35.9930,147.8956
-35.9924,147.9018
-35.9959,147.9064
-35.9951,147.9123
-35.9979,147.9139
-36.0014,147.9085
-36.0028,147.9115
-36.0016,147.9141
-36.0047,147.9165
-36.0091,147.9139
-36.0112,147.9170
-36.0180,147.9127
-36.0200,147.9161
-36.0213,147.9104
-36.0230,147.9150
-36.0265,147.9114
-36.0291,147.9240
-36.0352,147.9315
-36.0363,147.9310
-36.0357,147.9237
-36.0375,147.9246
-36.0375,147.9281
-36.0400,147.9238
-36.0424,147.9239
-36.0442,147.9303
-36.0476,147.9342
-36.0461,147.9376
-36.0423,147.9376
-36.0438,147.9431
-36.0465,147.9456
-36.0461,147.9493
-36.0436,147.9498
-36.0439,147.9530
-36.0409,147.9589
-36.0422,147.9598
-36.0440,147.9563
-36.0468,147.9649
-36.0458,147.9667
-36.0437,147.9659
-36.0401,147.9681
-36.0395,147.9715
-36.0432,147.9685
-36.0433,147.9704
-36.0385,147.9742
-36.0463,147.9732
-36.0464,147.9794
-36.0402,147.9817
-36.0447,147.9817
-36.0429,147.9842
-36.0433,147.9881
-36.0448,147.9839
-36.0464,147.9871
-36.0495,147.9857
-36.0516,147.9864
-36.0522,147.9886
-36.0491,147.9891
-36.0525,147.9912
-36.0487,147.9921
-36.0462,147.9996
-36.0507,147.9966
-36.0563,147.9971
-36.0584,147.9991
-36.0598,147.9964
-36.0613,147.9974
-36.0627,147.9961
-36.0611,147.9946
-36.0627,147.9943
-36.0641,147.9913
-36.0641,147.9945
-36.0656,147.9944
-36.0663,147.9905
-36.0684,147.9894
-36.0704,147.9895
-36.0699,147.9920
-36.0727,147.9902
-36.0742,147.9924
-36.0754,147.9885
-36.0788,147.9884
-36.0810,147.9928
-36.0822,147.9880
-36.0778,147.9823
-36.0800,147.9815
-36.0831,147.9841
-36.0864,147.9802
-36.0885,147.9807
-36.0909,147.9849
-36.0900,147.9891
-36.0914,147.9868
-36.0930,147.9874
-36.0927,147.9937
-36.0956,147.9911
-36.0972,147.9928
-36.0949,147.9933
-36.0957,147.9954
-36.0976,147.9959
-36.1003,147.9940
-36.0986,147.9992
-36.1026,147.9958
-36.1047,147.9976
-36.1050,147.9940
-36.1088,147.9956
-36.1112,147.9910
-36.1107,147.9957
-36.1125,147.9963
-36.1119,147.9932
-36.1148,147.9922
-36.1159,147.9982
-36.1166,147.9931
-36.1187,147.9953
-36.1212,147.9906
-36.1247,147.9974
-36.1243,148.0005
-36.1284,147.9993
-36.1326,148.0033
-36.1361,148.0024
-36.1374,147.9997
-36.1400,148.0023
-36.1398,148.0045
-36.1371,148.0035
-36.1357,148.0051
-36.1363,148.0066
-36.1397,148.0052
-36.1406,148.0078
-36.1358,148.0099
-36.1392,148.0105
-36.1374,148.0140
-36.1416,148.0203
-36.1398,148.0234
-36.1400,148.0290
-36.1428,148.0329
-36.1407,148.0377
-36.1486,148.0340
-36.1504,148.0357
-36.1525,148.0351
-36.1495,148.0314
-36.1553,148.0289
-36.1534,148.0228
-36.1590,148.0246
-36.1617,148.0271
-36.1612,148.0311
-36.1629,148.0347
-36.1647,148.0336
-36.1648,148.0304
-36.1686,148.0291
-36.1684,148.0252
-36.1708,148.0237
-36.1734,148.0264
-36.1758,148.0261
-36.1739,148.0234
-36.1764,148.0218
-36.1796,148.0230
-36.1814,148.0220
-36.1856,148.0255
-36.1878,148.0243
-36.1879,148.0292
-36.1933,148.0321
-36.1927,148.0349
-36.1947,148.0366
-36.1957,148.0350
-36.1977,148.0363
-36.1977,148.0390
-36.2020,148.0382
-36.2069,148.0406
-36.2094,148.0370
-36.2130,148.0388
-36.2149,148.0362
-36.2171,148.0372
-36.2159,148.0333
-36.2226,148.0300
-36.2217,148.0274
-36.2230,148.0260
-36.2258,148.0268
-36.2290,148.0315
-36.2327,148.0320
-36.2341,148.0349
-36.2376,148.0339
-36.2406,148.0353
-36.2434,148.0294
-36.2470,148.0288
-36.2506,148.0344
-36.2530,148.0360
-36.2554,148.0344
-36.2592,148.0386
-36.2621,148.0388
-36.2658,148.0328
-36.2727,148.0352
-36.2753,148.0329
-36.2804,148.0376
-36.2822,148.0337
-36.2848,148.0360
-36.2841,148.0401
-36.2895,148.0383
-36.2926,148.0400
-36.2923,148.0352
-36.2989,148.0393
-36.2994,148.0439
-36.3004,148.0411
-36.3044,148.0425
-36.3060,148.0407
-36.3052,148.0380
-36.3105,148.0350
-36.3145,148.0384
-36.3133,148.0432
-36.3152,148.0464
-36.3184,148.0470
-36.3190,148.0502
-36.3166,148.0548
-36.3200,148.0589
-36.3223,148.0580
-36.3245,148.0512
-36.3288,148.0515
-36.3343,148.0556
-36.3363,148.0526
-36.3413,148.0537
-36.3421,148.0506
-36.3463,148.0478
-36.3491,148.0482
-36.3516,148.0452
-36.3529,148.0479
-36.3556,148.0489
-36.3538,148.0446
-36.3571,148.0421
-36.3603,148.0423
-36.3662,148.0378
-36.3677,148.0382
-36.3657,148.0447
-36.3670,148.0459
-36.3677,148.0433
-36.3716,148.0402
-36.3747,148.0437
-36.3785,148.0381
-36.3823,148.0453
-36.3876,148.0382
-36.3902,148.0375
-36.3921,148.0426
-36.3906,148.0463
-36.3962,148.0470
-36.3988,148.0496
-36.4008,148.0581
-36.4067,148.0584
-36.4086,148.0546
-36.4155,148.0599
-36.4179,148.0762
-36.4221,148.0802
-36.4251,148.0793
-36.4263,148.0815
-36.4307,148.0830
-36.4320,148.0868
-36.4350,148.0878
-36.4375,148.0883
-36.4400,148.0863
-36.4421,148.0877
-36.4518,148.0876
-36.4571,148.1017
-36.4572,148.1113
-36.4611,148.1179
-36.4613,148.1213
-36.4647,148.1246
-36.4710,148.1224
-36.4727,148.124
-36.4792,148.1249
-36.4818,148.1190
-36.4852,148.1264
-36.4954,148.1176
-36.4987,148.1248
-36.5013,148.1258
-36.5026,148.1283
-36.5085,148.1281
-36.5132,148.1299
-36.5254,148.1398
-36.5306,148.1365
-36.5327,148.1368
-36.5343,148.1337
-36.5390,148.1340
-36.5416,148.1286
-36.5459,148.1292
-36.5506,148.1243
-36.5630,148.1333
-36.5669,148.1334
-36.5674,148.1357
-36.5655,148.1374
-36.5633,148.1469
-36.5583,148.1504
-36.5611,148.1518
-36.5656,148.1587
-36.5716,148.1566
-36.5728,148.1625
-36.5797,148.1607
-36.5782,148.1651
-36.5744,148.1659
-36.5736,148.1694
-36.5781,148.1713
-36.5775,148.1761
-36.5800,148.1791
-36.5765,148.1899
-36.5779,148.1912
-36.5810,148.1895
-36.5848,148.1903
-36.5856,148.1969
-36.5881,148.2018
-36.5864,148.2035
-36.5869,148.2059
-36.5887,148.2035
-36.5926,148.2047
-36.5929,148.2106
-36.5953,148.2114
-36.5985,148.2175
-36.6008,148.2126
-36.6044,148.2158
-36.6063,148.2113
-36.6103,148.2097
-36.6109,148.2081
-36.6086,148.2082
-36.6082,148.2068
-36.6120,148.2027
-36.6126,148.2100
-36.6105,148.2143
-36.6149,148.2134
-36.6166,148.2163
-36.6199,148.2142
-36.6186,148.2189
-36.6255,148.2206
end
start,Indi
-37.3660,145.2763
-37.3661,145.2713
-37.3661,145.2760
-37.3660,145.2763
end
start,Mallee
-34.1145,141.9225
-34.1145,141.9225
-34.1282,141.9286
-34.1346,141.9256
-34.1382,141.9329
-34.1361,141.9383
-34.1234,141.9392
-34.1194,141.9450
-34.1205,141.9480
-34.1290,141.9540
-34.1359,141.9623
-34.1361,141.9704
-34.1361,141.9704
-34.1361,141.9704
-34.1361,141.9704
-34.1331,141.9723
-34.1319,141.9718
-34.1128,141.9781
-34.1127,141.9778
-34.1126,141.9782
-34.1129,141.9848
-34.1212,141.9930
-34.1185,141.9984
-34.1185,141.9985
-34.1252,142.0133
-34.1252,142.0212
-34.1252,142.0212
-34.1252,142.0212
-34.1238,142.0239
-34.1219,142.0243
-34.1173,142.0165
-34.1052,142.0129
-34.1040,142.0154
-34.1064,142.0210
-34.1065,142.0259
-34.0993,142.0368
-34.0995,142.0371
-34.0996,142.0367
-34.1180,142.0294
-34.1182,142.0294
-34.1150,142.0238
-34.1188,142.0285
-34.1203,142.0286
-34.1229,142.0275
-34.1229,142.0275
-34.1280,142.0319
-34.1295,142.0361
-34.1253,142.0488
-34.1258,142.0617
-34.1314,142.0756
-34.1356,142.0777
-34.1387,142.0771
-34.1422,142.0738
-34.1446,142.0666
-34.1506,142.0653
-34.1535,142.0676
-34.1573,142.0775
-34.1735,142.0827
-34.1719,142.0930
-34.1775,142.1054
-34.1750,142.1123
-34.1749,142.1196
-34.1723,142.1215
-34.1665,142.1199
-34.1568,142.1203
-34.1568,142.1202
-34.1567,142.1203
-34.1565,142.1238
-34.1607,142.1351
-34.1590,142.1398
-34.1545,142.1417
-34.1523,142.1633
-34.1505,142.1557
-34.1521,142.1655
-34.1529,142.1658
-34.1528,142.1655
-34.1570,142.1656
-34.1637,142.1613
-34.1714,142.1592
-34.1714,142.1658
-34.1725,142.1658
-34.1763,142.1634
-34.1827,142.1659
-34.1837,142.1783
-34.1766,142.1812
-34.1756,142.1836
-34.1808,142.1908
-34.1834,142.1985
-34.1837,142.2063
-34.1810,142.2191
-34.1820,142.2198
-34.1820,142.2195
-34.2026,142.2281
-34.2077,142.2292
-34.2144,142.2331
-34.2144,142.2331
-34.2144,142.2331
-34.2144,142.2331
-34.2089,142.2318
-34.2065,142.2385
-34.2052,142.2346
-34.2040,142.2356
-34.2046,142.2383
-34.2098,142.2437
-34.2110,142.2437
-34.2111,142.2433
-34.2161,142.2421
-34.2160,142.2417
-34.2237,142.2353
-34.2276,142.2392
-34.2550,142.2322
-34.2279,142.2395
-34.2324,142.2440
-34.2378,142.2449
-34.2457,142.2435
-34.2481,142.2414
-34.2494,142.2347
-34.2550,142.2322
-34.2571,142.2340
-34.2580,142.2418
-34.2650,142.2489
-34.2675,142.2493
-34.2771,142.2447
-34.2849,142.2488
-34.2919,142.2436
-34.2967,142.2324
-34.3021,142.2319
-34.3069,142.2358
-34.3061,142.2530
-34.2952,142.2673
-34.2961,142.2693
-34.3016,142.2707
-34.3040,142.2736
-34.3031,142.2774
-34.2965,142.2861
-34.3019,142.2915
-34.3057,142.2988
-34.3074,142.2968
-34.3064,142.2882
-34.3107,142.2840
-34.3159,142.2805
-34.3198,142.2799
-34.3265,142.2838
-34.3259,142.2906
-34.3234,142.2943
-34.3282,142.3005
